date,slot,timestamp,node_hour,net_kwh,load_kw,pv_kw,grid,charge_cap,discharge_cap,lag_observation,price,charge,discharge,emergency,spill,soc,g0,initial_soc
2025-01-22,0,2025-01-22 00:10:00,0,574.18484999999998,3445.1091000000001,0,597.63138333333336,833.33333333333337,778.64024999999992,587.79999999999995,0.42480000000000001,23.446533333333377,0,0,-0,10383.646383680845,597.63138333333336,10362.544503680845
2025-01-22,1,2025-01-22 00:20:00,0,586.27983333333327,3517.6790000000001,0,591.65509999999995,811.2009833333334,833.33333333333337,574.18484999999998,0.42449999999999999,5.3752666666666755,0,0,-0,10388.484123680846,591.65509999999995,10362.544503680845
2025-01-22,2,2025-01-22 00:30:00,0,591.92833333333328,3551.5700000000002,0,652.90333333333331,47.205000000000041,27.685000000000059,586.27983333333327,0.4269,47.205000000000041,0,0,13.769999999999982,10430.968623680847,652.90333333333331,10362.544503680845
2025-01-22,3,2025-01-22 00:40:00,0,573.07241666666664,3438.4344999999998,0,626.17707512827872,833.33333333333337,833.33333333333337,591.92833333333328,0.42720000000000002,53.104658461612075,0,0,-0,10478.762816296297,626.17707512827872,10362.544503680845
2025-01-22,4,2025-01-22 00:50:00,0,600.26656666666668,3601.5994000000001,0,638.24541666666664,833.33333333333337,833.33333333333337,573.07241666666664,0.42709999999999998,37.978849999999966,0,0,-0,10512.943781296297,638.24541666666664,10362.544503680845
2025-01-22,5,2025-01-22 01:00:00,0,655.78999999999996,3934.7399999999998,0,623.60333333333335,66.701666666666711,60.156666666666524,600.26656666666668,0.42849999999999999,0,32.186666666666611,0,-0,10477.180818333334,623.60333333333335,10362.544503680845
2025-01-22,6,2025-01-22 01:10:00,0,649.00183333333325,3894.011,0,660.85839999999996,833.33333333333337,804.23353333333341,655.78999999999996,0.43109999999999998,11.856566666666708,0,0,-0,10487.851728333335,660.85839999999996,10362.544503680845
2025-01-22,7,2025-01-22 01:20:00,0,636.52568333333329,3819.1541000000002,0,642.64784999999995,833.33333333333337,799.32716666666681,649.00183333333325,0.43020000000000003,6.1221666666666579,0,0,-0,10493.361678333335,642.64784999999995,10362.544503680845
2025-01-22,8,2025-01-22 01:30:00,0,640.76666666666665,3844.5999999999999,0,612.09833333333324,833.33333333333337,833.33333333333337,636.52568333333329,0.4279,0,28.668333333333408,0,-0,10461.507974629631,612.09833333333324,10362.544503680845
2025-01-22,9,2025-01-22 01:40:00,0,628.51499999999999,3771.0900000000001,0,614.12996666666663,807.82948333333343,833.33333333333337,640.76666666666665,0.43120000000000003,0,14.385033333333354,0,-0,10445.524604259261,614.12996666666663,10362.544503680845
