date,interval,charge_kwh,discharge_kwh,soc_at_0000,soc_at_2400
2025-02-01,00:00-04:00,2299.1722788260413,0,8482.7663850000008,8597.6406132099673
2025-02-01,04:00-08:00,275.53173784062039,6556.7101147542489,8482.7663850000008,8597.6406132099673
2025-02-01,08:00-12:00,5237.7816386754603,677.72728333333328,8482.7663850000008,8597.6406132099673
2025-02-01,12:00-16:00,3693.622556494392,262.26091544706463,8482.7663850000008,8597.6406132099673
2025-02-01,16:00-20:00,220.32658352417184,5762.2237407375333,8482.7663850000008,8597.6406132099673
2025-02-01,20:00-24:00,7647.4503756726554,2330.538128875859,8482.7663850000008,8597.6406132099673
2025-02-02,00:00-04:00,1847.8999177394412,45.636833287405921,8597.6406132099673,8704.6403151203231
2025-02-02,04:00-08:00,1649.6878682324784,1503.5808506218282,8597.6406132099673,8704.6403151203231
2025-02-02,08:00-12:00,5826.6196809971307,6335.4896367260171,8597.6406132099673,8704.6403151203231
2025-02-02,12:00-16:00,4512.6821446518643,1342.3572171959433,8597.6406132099673,8704.6403151203231
2025-02-02,16:00-20:00,1.6140747275009439,5270.1182718531991,8597.6406132099673,8704.6403151203231
2025-02-02,20:00-24:00,7724.5882703008992,2872.6219434822387,8597.6406132099673,8704.6403151203231
2025-02-03,00:00-04:00,1682.1528932298934,54.552333333333422,8704.6403151203231,8504.6963178199676
2025-02-03,04:00-08:00,1739.2333866312688,1484.476485541325,8704.6403151203231,8504.6963178199676
2025-02-03,08:00-12:00,5790.3682114982021,6710.8624608156088,8704.6403151203231,8504.6963178199676
2025-02-03,12:00-16:00,5245.3643683564624,1574.5512802878488,8704.6403151203231,8504.6963178199676
2025-02-03,16:00-20:00,88.623980305635158,5455.713684393013,8704.6403151203231,8504.6963178199676
2025-02-03,20:00-24:00,7661.6581025309679,2887.7881166666662,8704.6403151203231,8504.6963178199676
2025-02-04,00:00-04:00,2293.761241138197,11.693333333333385,8504.6963178199676,8604.5832796342456
2025-02-04,04:00-08:00,1268.5716530595794,1515.3530222583136,8504.6963178199676,8604.5832796342456
2025-02-04,08:00-12:00,5726.8202249751648,7172.331741379985,8504.6963178199676,8604.5832796342456
2025-02-04,12:00-16:00,6485.5403988951293,2201.0313839336281,8504.6963178199676,8604.5832796342456
2025-02-04,16:00-20:00,292.09850864408486,5268.010657384335,8504.6963178199676,8604.5832796342456
2025-02-04,20:00-24:00,7579.2516435228072,2894.9769689678747,8504.6963178199676,8604.5832796342456
2025-02-05,00:00-04:00,1739.6479230534069,17.50941792465801,8604.5832796342456,8246.7995237302566
2025-02-05,04:00-08:00,1809.2898843341698,1618.3298590619129,8604.5832796342456,8246.7995237302566
2025-02-05,08:00-12:00,5594.8074184770285,7271.543485423399,8604.5832796342456,8246.7995237302566
2025-02-05,12:00-16:00,6220.9986145540997,1565.5650069834696,8604.5832796342456,8246.7995237302566
2025-02-05,16:00-20:00,41.29254568666024,5582.8676728953587,8604.5832796342456,8246.7995237302566
2025-02-05,20:00-24:00,7549.6830062875133,2860.3226458630206,8604.5832796342456,8246.7995237302566
2025-02-06,00:00-04:00,2268.8473468330403,0,8246.7995237302566,8753.7631692921132
2025-02-06,04:00-08:00,1565.875939557212,1610.9982170627361,8246.7995237302566,8753.7631692921132
2025-02-06,08:00-12:00,5756.5151360598202,6588.2785968633516,8246.7995237302566,8753.7631692921132
2025-02-06,12:00-16:00,5639.6458797374853,1839.8590422030647,8246.7995237302566,8753.7631692921132
2025-02-06,16:00-20:00,73.362776510152941,5039.0488648065566,8246.7995237302566,8753.7631692921132
2025-02-06,20:00-24:00,7527.9508200697383,2959.6282960602566,8246.7995237302566,8753.7631692921132
2025-02-07,00:00-04:00,1837.8365414055652,34.362242636019516,8753.7631692921132,8249.2399768396117
2025-02-07,04:00-08:00,478.18245893161532,6288.4973333333328,8753.7631692921132,8249.2399768396117
2025-02-07,08:00-12:00,4781.7482658650169,1115.3134500000001,8753.7631692921132,8249.2399768396117
2025-02-07,12:00-16:00,4358.7588740526762,50.410945973599695,8753.7631692921132,8249.2399768396117
2025-02-07,16:00-20:00,64.731909873246821,5869.9774954416125,8753.7631692921132,8249.2399768396117
2025-02-07,20:00-24:00,7418.030587127816,2436.3332019999998,8753.7631692921132,8249.2399768396117
2025-02-08,00:00-04:00,854.69869647018481,88.821376776699537,8249.2399768396117,7924.4169749502407
2025-02-08,04:00-08:00,980.49538333333339,6301.4173823081328,8249.2399768396117,7924.4169749502407
2025-02-08,08:00-12:00,5751.7297148509533,376.85931666666664,8249.2399768396117,7924.4169749502407
2025-02-08,12:00-16:00,3647.2022333194241,59.453065308817997,8249.2399768396117,7924.4169749502407
2025-02-08,16:00-20:00,0.45855469595608156,6231.1150591063133,8249.2399768396117,7924.4169749502407
2025-02-08,20:00-24:00,7496.781162761672,2407.0807553333329,8249.2399768396117,7924.4169749502407
2025-02-09,00:00-04:00,2196.8177699654243,38.513470672911012,7924.4169749502407,7795.0684036193406
2025-02-09,04:00-08:00,1959.1427260634659,2313.140487681314,7924.4169749502407,7795.0684036193406
2025-02-09,08:00-12:00,4971.6695793941071,6863.2408958351789,7924.4169749502407,7795.0684036193406
2025-02-09,12:00-16:00,6168.0558137506068,1856.5272781524686,7924.4169749502407,7795.0684036193406
2025-02-09,16:00-20:00,362.65075845022818,5604.9208443269645,7924.4169749502407,7795.0684036193406
2025-02-09,20:00-24:00,7341.0324501829482,2069.5597067524641,7924.4169749502407,7795.0684036193406
2025-02-10,00:00-04:00,2433.193994306258,3.4953333333332921,7795.0684036193406,7967.5245485163914
2025-02-10,04:00-08:00,2280.0777683061315,2021.4963433694975,7795.0684036193406,7967.5245485163914
2025-02-10,08:00-12:00,5883.7217103172679,4989.0509499999998,7795.0684036193406,7967.5245485163914
2025-02-10,12:00-16:00,3078.161934616136,1358.3948166666667,7795.0684036193406,7967.5245485163914
2025-02-10,16:00-20:00,25.791337125749845,5417.751557617592,7795.0684036193406,7967.5245485163914
2025-02-10,20:00-24:00,7249.1952461858582,3024.215481200059,7795.0684036193406,7967.5245485163914
2025-02-11,00:00-04:00,2119.7349547136041,56.430676102261032,7967.5245485163914,7865.7084838039127
2025-02-11,04:00-08:00,1948.471174591783,2589.0887692581218,7967.5245485163914,7865.7084838039127
2025-02-11,08:00-12:00,5917.2315644685586,5971.7871500000001,7967.5245485163914,7865.7084838039127
2025-02-11,12:00-16:00,5247.9176992659332,1172.4833666666668,7967.5245485163914,7865.7084838039127
2025-02-11,16:00-20:00,71.831305803437317,5687.1832393088043,7967.5245485163914,7865.7084838039127
2025-02-11,20:00-24:00,7422.286628345264,3023.9146519281226,7967.5245485163914,7865.7084838039127
2025-02-12,00:00-04:00,2474.1245955767536,9.6512490346763116,7865.7084838039127,7862.147164824285
2025-02-12,04:00-08:00,1722.8340133315955,2505.9059516214584,7865.7084838039127,7862.147164824285
2025-02-12,08:00-12:00,5873.1584856032132,5488.4248666666663,7865.7084838039127,7862.147164824285
2025-02-12,12:00-16:00,5148.8084221792687,1706.1843324245688,7865.7084838039127,7862.147164824285
2025-02-12,16:00-20:00,69.764241724423556,5585.9805069309778,7865.7084838039127,7862.147164824285
2025-02-12,20:00-24:00,7356.4271942972682,3049.6030121004587,7865.7084838039127,7862.147164824285
2025-02-13,00:00-04:00,2138.4807008833577,93.901312421801208,7862.147164824285,6822.4707597428433
2025-02-13,04:00-08:00,1824.6735484908552,2699.818329029521,7862.147164824285,6822.4707597428433
2025-02-13,08:00-12:00,6016.6051304643406,4285.6052166666668,7862.147164824285,6822.4707597428433
2025-02-13,12:00-16:00,3011.842997657162,799.80551599539899,7862.147164824285,6822.4707597428433
2025-02-13,16:00-20:00,0,5541.5347084550149,7862.147164824285,6822.4707597428433
2025-02-13,20:00-24:00,6118.2274191486304,2994.0058172868185,7862.147164824285,6822.4707597428433
2025-02-14,00:00-04:00,719.62001024188498,52.467931799910048,6822.4707597428433,6500.3778864399173
2025-02-14,04:00-08:00,1051.7414426277178,6186.4276653577199,6822.4707597428433,6500.3778864399173
2025-02-14,08:00-12:00,4634.9977266645674,213.09401666666668,6822.4707597428433,6500.3778864399173
