date,interval,charge_kwh,discharge_kwh,soc_at_0000,soc_at_2400
2025-03-20,00:00-04:00,1407.1531257603228,220.80219537997993,8463.9331250057548,3951.4381703020804
2025-03-20,04:00-08:00,980.0202493827361,4760.1323473124958,8463.9331250057548,3951.4381703020804
2025-03-20,08:00-12:00,6042.6926934846069,2777.3772166666663,8463.9331250057548,3951.4381703020804
2025-03-20,12:00-16:00,4062.3325570694929,342.26984891152654,8463.9331250057548,3951.4381703020804
2025-03-20,16:00-20:00,139.72610206477077,5515.4813789078671,8463.9331250057548,3951.4381703020804
2025-03-20,20:00-24:00,2943.5533147900642,3061.3196865218952,8463.9331250057548,3951.4381703020804
2025-06-21,00:00-04:00,508.35026337686077,143.51744219973568,9421.8213939469806,10473.44175430957
2025-06-21,04:00-08:00,226.70037588491567,2043.1871523927534,9421.8213939469806,10473.44175430957
2025-06-21,08:00-12:00,3495.8942249853917,0,9421.8213939469806,10473.44175430957
2025-06-21,12:00-16:00,0,0,9421.8213939469806,10473.44175430957
2025-06-21,16:00-20:00,0,4559.815258907257,9421.8213939469806,10473.44175430957
2025-06-21,20:00-24:00,8327.817813955915,2479.6195915184239,9421.8213939469806,10473.44175430957
2025-09-23,00:00-04:00,2671.1880459648251,79.193559193767442,7624.0798700223249,7980.8767492016705
2025-09-23,04:00-08:00,1131.1670053811449,5600.6852705920992,7624.0798700223249,7980.8767492016705
2025-09-23,08:00-12:00,4582.381049453641,1896.6157166666662,7624.0798700223249,7980.8767492016705
2025-09-23,12:00-16:00,4901.024773371365,463.76329869797939,7624.0798700223249,7980.8767492016705
2025-09-23,16:00-20:00,118.26303165834349,5647.0151438146004,7624.0798700223249,7980.8767492016705
2025-09-23,20:00-24:00,7534.3074991129688,2951.6582577767267,7624.0798700223249,7980.8767492016705
2025-12-21,00:00-04:00,2877.9672895050035,1.9147500000001401,8211.9569394454957,8482.0873111991605
2025-12-21,04:00-08:00,744.16704980154395,1363.5881451638224,8211.9569394454957,8482.0873111991605
2025-12-21,08:00-12:00,5744.7727032469229,6030.567314431476,8211.9569394454957,8482.0873111991605
2025-12-21,12:00-16:00,5380.5230571514921,2220.1094166666667,8211.9569394454957,8482.0873111991605
2025-12-21,16:00-20:00,19.347736625513789,5541.6715912255659,8211.9569394454957,8482.0873111991605
2025-12-21,20:00-24:00,7860.5360946149895,2927.1557320000002,8211.9569394454957,8482.0873111991605
