date,interval,planned_kwh,daily_planned_kwh,daily_planned_cost_yuan,daily_actual_cost_yuan
2025-03-20,10:00-10:10,0,62887.003550075853,39514.961200790349,39826.224535772759
2025-03-20,12:00-12:10,521.94117623717011,62887.003550075853,39514.961200790349,39826.224535772759
2025-03-20,14:00-14:10,0,62887.003550075853,39514.961200790349,39826.224535772759
2025-03-20,16:00-16:10,487.51853282412259,62887.003550075853,39514.961200790349,39826.224535772759
2025-03-20,18:00-18:10,659.40825146138616,62887.003550075853,39514.961200790349,39826.224535772759
2025-03-20,20:00-20:10,0,62887.003550075853,39514.961200790349,39826.224535772759
2025-06-21,10:00-10:10,0.041594161746837902,46746.307972460563,27985.557299757438,27985.557299757438
2025-06-21,12:00-12:10,3.8004234136186117,46746.307972460563,27985.557299757438,27985.557299757438
2025-06-21,14:00-14:10,1.3197056634567423,46746.307972460563,27985.557299757438,27985.557299757438
2025-06-21,16:00-16:10,373.75987619720087,46746.307972460563,27985.557299757438,27985.557299757438
2025-06-21,18:00-18:10,538.00462385684921,46746.307972460563,27985.557299757438,27985.557299757438
2025-06-21,20:00-20:10,1.0955081708954866,46746.307972460563,27985.557299757438,27985.557299757438
2025-09-23,10:00-10:10,0,67436.843203244091,42358.763316511933,43130.761377565315
2025-09-23,12:00-12:10,356.04996914936476,67436.843203244091,42358.763316511933,43130.761377565315
2025-09-23,14:00-14:10,0,67436.843203244091,42358.763316511933,43130.761377565315
2025-09-23,16:00-16:10,597.62255323842317,67436.843203244091,42358.763316511933,43130.761377565315
2025-09-23,18:00-18:10,721.30751666666674,67436.843203244091,42358.763316511933,43130.761377565315
2025-09-23,20:00-20:10,45.785452575018553,67436.843203244091,42358.763316511933,43130.761377565315
2025-12-21,10:00-10:10,0,101122.04864382348,65545.358509494254,65637.840976494248
2025-12-21,12:00-12:10,945.80820112227468,101122.04864382348,65545.358509494254,65637.840976494248
2025-12-21,14:00-14:10,0,101122.04864382348,65545.358509494254,65637.840976494248
2025-12-21,16:00-16:10,835.10795549433158,101122.04864382348,65545.358509494254,65637.840976494248
2025-12-21,18:00-18:10,696.65716666666663,101122.04864382348,65545.358509494254,65637.840976494248
2025-12-21,20:00-20:10,0,101122.04864382348,65545.358509494254,65637.840976494248
