step,grid,charge_cap,discharge_cap,role
0,1074.2520613189788,478.05111131897888,833.33333333333326,first_day_frozen
1,1345.6060499999999,833.33333333333326,833.33333333333326,first_day_frozen
2,584.18999999999994,78.63999999999993,833.33333333333326,first_day_frozen
3,661.73361666666665,96.763033333333397,833.33333333333326,first_day_frozen
4,686.49663333333319,116.34181666666655,798.39631621015781,first_day_frozen
5,615.85180422191263,166.07347088857932,0,first_day_frozen
6,612.51328966133667,232.53117299466999,0,first_day_frozen
7,593.00215000000003,178.11710000000011,35.718183333333286,first_day_frozen
8,624.0766666666666,168.63333333333333,0,first_day_frozen
9,668.49429999999995,192.30196666666671,8.654549999999972,first_day_frozen
10,678.80706666666674,204.88475000000005,0,first_day_frozen
11,619.40666666666664,173.95000000000005,18.074999999999932,first_day_frozen
12,593.63391666666666,189.07750000000004,39.292649999999981,first_day_frozen
13,605.87473333333321,209.4436333333332,12.852166666666676,first_day_frozen
14,578.49666666666667,133.35333333333335,25.153333333333194,first_day_frozen
15,615.78301666666653,163.46138333333323,22.176516666666771,first_day_frozen
16,645.44044999999994,157.32288333333332,21.535583333333307,first_day_frozen
17,652.066315907177,159.04491877171074,6.9820174261562897,first_day_frozen
18,613.50830277814873,134.8063793756055,34.801430555184538,first_day_frozen
19,600.2344833333334,136.60369974498428,33.129283333333206,first_day_frozen
20,628.06500846338872,126.62433514474469,20.870159163075073,first_day_frozen
21,664.33853860495174,183.71041000432979,9.2794447283815771,first_day_frozen
22,629.69193286577433,146.39802971032503,34.855011784247949,first_day_frozen
23,604.31903738392293,167.59843597523826,23.308950088631036,first_day_frozen
24,635.97574999826429,173.5999333333333,33.021350001735755,first_day_frozen
25,641.47495000000004,123.6525833333335,34.602283333333276,first_day_frozen
26,597.70000000000005,100.73500000000001,49.254999999999882,first_day_frozen
27,603.73346666666657,140.7410999999999,39.568733333333398,first_day_frozen
28,629.0164666666667,133.00385,0,first_day_frozen
29,609.01833333333332,108.62333333333328,13.771666666666647,first_day_frozen
30,612.01928964188392,78.09347297521731,30.44944369144946,first_day_frozen
31,618.80259999999998,81.557216666666704,50.282199999999875,first_day_frozen
32,668.3599999999999,160.70499999999987,28.316666666666606,first_day_frozen
33,1401.5006833333332,833.33333333333326,0,first_day_frozen
34,660.83168333333333,87.967766666666762,52.201266666666697,first_day_frozen
35,0,0,812.48833333333334,first_day_frozen
36,19.249992037167317,0,833.33333333333326,first_day_frozen
37,0,0,810.39575180542329,first_day_frozen
38,0,0,739.28381006832547,first_day_frozen
39,0,0,710.66712653950435,first_day_frozen
40,481.74865630168927,0,199.37541563513048,first_day_frozen
41,553.22386158379527,64.715363536558414,77.760878424918701,first_day_frozen
