step,grid,charge_cap,discharge_cap,role
0,408.00314936992328,4.4917736944194644,623.55710371783005,first_day_frozen
1,424.19507571996223,34.387897682700611,833.33333333333326,first_day_frozen
2,414.6091212930678,28.883996601219167,833.33333333333326,first_day_frozen
3,416.85318271605274,3.2258182556786323,833.33333333333326,first_day_frozen
4,430.63609974661432,31.489549193008827,833.33333333333326,first_day_frozen
5,409.67905386781899,6.6328625795375729,833.33333333333326,first_day_frozen
6,408.99199068972518,24.36429106570705,60.447202971541799,first_day_frozen
7,414.39096073655503,110.21669787185999,60.965212755382709,first_day_frozen
8,424.75160000325457,107.418376527232,23.716153804253736,first_day_frozen
9,405.20524326800171,110.68920634371204,84.219426531387398,first_day_frozen
10,432.60654972358191,141.47396443415573,58.175263662619841,first_day_frozen
11,420.79208098594819,127.94463939680662,51.698425524737161,first_day_frozen
12,433.04119462608543,152.77338039778647,39.236603522002895,first_day_frozen
13,443.25066102540092,125.44879404068485,37.435716757492628,first_day_frozen
14,446.462375345743,82.390005315125165,20.345600408150176,first_day_frozen
15,422.48930067438448,68.395573348851087,49.010301671205298,first_day_frozen
16,422.06193000677291,72.028189131595752,51.416293244446649,first_day_frozen
17,420.71799446294386,67.847029798676431,65.771754055400663,first_day_frozen
18,435.5413534307861,73.845934658765941,71.596430135316723,first_day_frozen
19,430.63613069868404,44.10431139200432,61.117715293738684,first_day_frozen
20,433.02873166451013,38.937872949273583,34.050800405767632,first_day_frozen
21,440.1348906408499,82.194499292550859,43.40488495050181,first_day_frozen
22,442.07637308780636,122.79656069364466,26.511711864128642,first_day_frozen
23,417.11026438236934,76.203882169104077,79.350713453501555,first_day_frozen
24,428.20124227598609,78.33435571692047,55.054230169167568,first_day_frozen
25,442.25485643928153,93.14687738887261,40.476502441216439,first_day_frozen
26,435.19904299385712,68.287308121655087,60.475605458437144,first_day_frozen
27,394.85547729008522,49.827263893851068,103.51453152974659,first_day_frozen
28,426.34700424203635,56.827338064560763,81.494282622616311,first_day_frozen
29,414.16120403017277,0,68.000252926995643,first_day_frozen
30,435.35726074485734,31.304848139111812,46.555489579048242,first_day_frozen
31,401.79325341735762,0,80.261304758202982,first_day_frozen
32,412.93222426571276,76.4756387285247,74.719426115815622,first_day_frozen
33,431.0452703091986,77.418338905532039,29.463569739528509,first_day_frozen
34,0,0,510.01456547993922,first_day_frozen
35,0,0,503.2207462356082,first_day_frozen
36,0,0,523.33327290146053,first_day_frozen
37,0,0,466.9876990189922,first_day_frozen
38,0,0,432.59042064035594,first_day_frozen
39,0,0,392.55174780716266,first_day_frozen
40,0,0,370.09058417494634,first_day_frozen
41,0,0,398.11693268693398,first_day_frozen
42,0,0,330.76401913808712,first_day_frozen
43,0,0,295.67798474815623,first_day_frozen
44,0,0,305.37297072613916,first_day_frozen
45,0,11.142138607018826,231.07285208258099,first_day_frozen
46,0,0,121.35184709935272,first_day_frozen
47,0,0,87.342113673679023,first_day_frozen
48,0,0,38.176855920652997,first_day_frozen
49,0,0,0,first_day_frozen
50,0,0,0,first_day_frozen
51,0,0,0,first_day_frozen
52,0,0,0,first_day_frozen
53,0,0,0,first_day_frozen
54,0,0,0,first_day_frozen
55,0,0,0,first_day_frozen
56,0,0,0,first_day_frozen
57,0,0,0,first_day_frozen
58,0,0,0,first_day_frozen
59,0,0,0,first_day_frozen
60,0,0,0,first_day_frozen
61,0,0,0,first_day_frozen
62,0,0,0,first_day_frozen
63,0,0,0,first_day_frozen
64,0,0,0,first_day_frozen
65,0,0,0,first_day_frozen
66,0,0,0,first_day_frozen
67,0,0,0,first_day_frozen
68,0,0,0,first_day_frozen
69,0,495.61664021771344,0,first_day_frozen
70,0,794.89679101953573,0,first_day_frozen
71,0,749.52830199441269,0,first_day_frozen
72,0,753.55422634188494,0,first_day_frozen
73,0,833.33333333333326,0,first_day_frozen
74,0,833.33333333333326,0,first_day_frozen
75,0,833.33333333333326,0,first_day_frozen
76,0,833.33333333333326,0,first_day_frozen
77,0,833.33333333333326,0,first_day_frozen
78,0,833.33333333333326,0,first_day_frozen
79,0,833.33333333333326,0,first_day_frozen
80,0,799.07339919167975,0,first_day_frozen
81,0,750.20236344744808,0,first_day_frozen
82,0,723.22544320400652,0,first_day_frozen
83,0,788.08189265494275,0,first_day_frozen
84,0,717.24353836147384,0,first_day_frozen
85,0,683.07433767027533,0,first_day_frozen
86,0,705.91220382815436,0,first_day_frozen
87,0,635.06518343639016,0,first_day_frozen
88,0,526.22695171924238,0,first_day_frozen
89,0,477.76750284292302,0,first_day_frozen
90,0,461.23464880080803,0,first_day_frozen
91,0,442.0377887278915,0,first_day_frozen
92,0,372.46681999923794,0,first_day_frozen
93,0,264.7107940572144,12.362783615998296,first_day_frozen
94,0,172.81935094318419,38.583806705919869,first_day_frozen
95,32.152153524084547,113.72590236333127,83.403804909439657,first_day_frozen
96,117.55661785127063,165.79836131172306,88.248715938830173,first_day_frozen
97,203.54728023234554,197.99048861552231,66.917728762939873,first_day_frozen
98,242.63470884841573,181.21962566488574,80.345972806996912,first_day_frozen
99,296.01659371485658,203.22869801465291,52.142816836520922,first_day_frozen
100,315.86458475626796,183.27677103719779,74.003372091129336,first_day_frozen
101,299.64017805334572,161.93206287461382,60.71049842026332,first_day_frozen
102,309.88443862701638,199.73155066182483,58.263233532177992,first_day_frozen
103,331.92324425092414,160.90791430929565,60.329173526137481,first_day_frozen
104,391.4306736432095,155.49807810289744,64.434913082661865,first_day_frozen
105,439.57952575613933,193.34555343732654,83.47552751936189,first_day_frozen
106,438.9367471912476,130.48144594122851,89.218645182986961,first_day_frozen
107,328.46978018786012,0,179.5764215860122,first_day_frozen
108,0,0,520.52003166233021,first_day_frozen
109,0,0,560.18157937372575,first_day_frozen
110,0,0,564.48791689030168,first_day_frozen
111,0,0,555.59504519233428,first_day_frozen
112,0,0,605.47432960033075,first_day_frozen
113,0,0,583.89127655137611,first_day_frozen
114,0,0,579.90542782827026,first_day_frozen
115,0,0,567.6740614644234,first_day_frozen
116,0,0,612.58170822622355,first_day_frozen
117,0,0,572.66909250191361,first_day_frozen
118,0,0,584.52144200689668,first_day_frozen
119,0,0,597.49720626789713,first_day_frozen
120,0,0,589.85771960435284,first_day_frozen
121,0,0,530.92667047828445,first_day_frozen
122,0,0,551.48678611648029,first_day_frozen
123,0,0,567.15626377466856,first_day_frozen
124,444.22539973817868,0,116.96828242375966,first_day_frozen
125,548.3681122165998,100.5549647813267,26.119095477787937,first_day_frozen
126,564.23958274080633,69.45869368368426,38.750006030516715,first_day_frozen
127,527.93852487914114,55.731988867922155,69.805053016519651,first_day_frozen
128,533.55257080666831,92.598687283902905,33.906256946299322,first_day_frozen
129,554.85206362512963,23.498936200393473,78.53316632919632,first_day_frozen
130,592.71043179891626,100.65405792123204,25.602777605099163,first_day_frozen
131,1138.447674812292,833.33333333333326,0,first_day_frozen
132,1205.5835265577584,833.33333333333326,0,first_day_frozen
133,425.2692440187493,57.714450932247416,62.571392833564119,first_day_frozen
134,1220.4964556609707,833.33333333333326,0,first_day_frozen
135,1191.6775030552567,833.33333333333326,0,first_day_frozen
136,457.07232960176572,146.42700209262989,48.921301522294186,first_day_frozen
137,446.46437028221658,204.42935641415488,53.462025799176729,first_day_frozen
138,453.75439875060806,153.55605531749774,17.052836345363232,first_day_frozen
139,481.92902653327792,152.48484248241982,0,first_day_frozen
140,457.4005673015015,187.68457924751701,28.064578153745515,first_day_frozen
141,473.95906018933238,181.96388628669825,0,first_day_frozen
142,494.11810389720745,140.14529746185048,9.3942877830241969,first_day_frozen
143,470.97056990033462,127.67132565965676,39.897939408433103,first_day_frozen
144,476.5822057363207,213.75413914799805,0,open_loop_proxy_only
145,499.19532546543951,250.86250904757799,0,open_loop_proxy_only
146,455.903352438046,132.57850229802102,40.233889068283304,open_loop_proxy_only
147,432.97884642317456,141.74584809902871,47.970068103425547,open_loop_proxy_only
148,443.89023382651402,138.02858837885873,17.201184569519398,open_loop_proxy_only
149,459.09596721792877,137.85481319212715,0,open_loop_proxy_only
150,478.33786327277409,163.97462430293581,0,open_loop_proxy_only
151,461.61409394790667,145.56776689972611,14.523326613893744,open_loop_proxy_only
152,444.13123397473805,118.4334481838747,6.4825832905526681,open_loop_proxy_only
153,457.48493875759107,152.6349632525679,0,open_loop_proxy_only
154,462.36715727780785,173.97974287468173,26.918560849124503,open_loop_proxy_only
155,463.63370181684337,172.23427074705063,0,open_loop_proxy_only
156,472.45568751603406,192.53052459641714,0,open_loop_proxy_only
157,483.79727264326414,166.05716655482536,0,open_loop_proxy_only
158,453.04496848090008,87.228179059127967,8.7506814862377382,open_loop_proxy_only
159,448.85158534506064,99.198450927737383,23.708209654226437,open_loop_proxy_only
160,447.4717518960677,104.85423674371236,21.701771678209468,open_loop_proxy_only
161,460.86824526604738,111.26958531277688,20.644428999007175,open_loop_proxy_only
162,479.02809141155018,104.74784742029436,29.483441842760101,open_loop_proxy_only
163,460.89910069623886,72.361207151106441,34.690046200653114,open_loop_proxy_only
164,451.93520788697708,54.711212921467961,7.5166112565838716,open_loop_proxy_only
165,459.00609791845073,75.28028044966095,0,open_loop_proxy_only
166,462.49560787780649,74.13288240614753,9.8983175149909925,open_loop_proxy_only
167,451.36797755879718,80.091279486159976,46.905646769081159,open_loop_proxy_only
168,437.40074181951496,105.16829288134676,38.121468763271594,open_loop_proxy_only
169,453.52578952083832,110.25697821714232,26.024758181772199,open_loop_proxy_only
170,472.9415767674484,100.95258567348958,20.233191085189731,open_loop_proxy_only
171,466.08679392070042,112.65778563219652,27.278541565715159,open_loop_proxy_only
172,466.0188935150378,87.398130904742288,38.04927525459459,open_loop_proxy_only
173,462.75731911742309,53.561345480524892,14.050935589447363,open_loop_proxy_only
174,456.04520250515316,63.178966727439274,21.476947769188655,open_loop_proxy_only
175,442.35312389796479,45.49724390334768,37.372651232448675,open_loop_proxy_only
176,459.48770351752557,120.46246905087588,35.839872855439921,open_loop_proxy_only
177,1250.5051430902415,833.33333333333326,0,open_loop_proxy_only
178,0,0,502.49065979960699,open_loop_proxy_only
179,0,0,502.83252907631811,open_loop_proxy_only
180,0,0,520.05862120253016,open_loop_proxy_only
181,0,0,467.52528891776706,open_loop_proxy_only
182,0,0,425.73897206087679,open_loop_proxy_only
183,0,0,407.99881956849259,open_loop_proxy_only
184,0,0,428.48992646454946,open_loop_proxy_only
185,0,0,404.06041889310973,open_loop_proxy_only
186,0,0,335.55317220844546,open_loop_proxy_only
187,0,0,299.15007953622825,open_loop_proxy_only
188,0,0,294.37451890974586,open_loop_proxy_only
189,0,37.504573939140222,206.02057994293295,open_loop_proxy_only
190,0,3.7648101032230743,113.27151339486461,open_loop_proxy_only
191,0,0,88.556548074532955,open_loop_proxy_only
192,0,0,60.238317679956857,open_loop_proxy_only
193,0,0,0,open_loop_proxy_only
194,0,0,0,open_loop_proxy_only
195,0,0,0,open_loop_proxy_only
196,0,0,0,open_loop_proxy_only
197,0,0,0,open_loop_proxy_only
198,0,0,0,open_loop_proxy_only
199,0,0,0,open_loop_proxy_only
200,0,0,0,open_loop_proxy_only
201,0,0,0,open_loop_proxy_only
202,0,0,0,open_loop_proxy_only
203,0,0,0,open_loop_proxy_only
204,0,0,0,open_loop_proxy_only
205,0,0,0,open_loop_proxy_only
206,0,0,0,open_loop_proxy_only
207,0,0,0,open_loop_proxy_only
208,0,0,0,open_loop_proxy_only
209,0,0,0,open_loop_proxy_only
210,0,0,0,open_loop_proxy_only
211,0,0,0,open_loop_proxy_only
212,0,0,0,open_loop_proxy_only
213,0,0,0,open_loop_proxy_only
214,0,677.50129122097348,0,open_loop_proxy_only
215,0,758.60437768461691,0,open_loop_proxy_only
216,0,766.16154044648863,0,open_loop_proxy_only
217,0,833.33333333333326,0,open_loop_proxy_only
