date,interval,planned_kwh,daily_planned_kwh,daily_planned_cost_yuan,daily_actual_cost_yuan
2025-03-20,10:00-10:10,0,62457.893046999248,38857.242314845462,39896.093638057289
2025-03-20,12:00-12:10,648.0334064853414,62457.893046999248,38857.242314845462,39896.093638057289
2025-03-20,14:00-14:10,0,62457.893046999248,38857.242314845462,39896.093638057289
2025-03-20,16:00-16:10,501.88280576442122,62457.893046999248,38857.242314845462,39896.093638057289
2025-03-20,18:00-18:10,672.10350501573885,62457.893046999248,38857.242314845462,39896.093638057289
2025-03-20,20:00-20:10,0,62457.893046999248,38857.242314845462,39896.093638057289
2025-06-21,10:00-10:10,0,43534.624410552657,25493.71906123971,25493.71906123971
2025-06-21,12:00-12:10,19.35048966336198,43534.624410552657,25493.71906123971,25493.71906123971
2025-06-21,14:00-14:10,0,43534.624410552657,25493.71906123971,25493.71906123971
2025-06-21,16:00-16:10,219.08200382799458,43534.624410552657,25493.71906123971,25493.71906123971
2025-06-21,18:00-18:10,466.12292676968372,43534.624410552657,25493.71906123971,25493.71906123971
2025-06-21,20:00-20:10,19.469863918653115,43534.624410552657,25493.71906123971,25493.71906123971
2025-09-23,10:00-10:10,0,67846.732598274539,42578.418486796087,44825.985528461664
2025-09-23,12:00-12:10,456.82519826240025,67846.732598274539,42578.418486796087,44825.985528461664
2025-09-23,14:00-14:10,0,67846.732598274539,42578.418486796087,44825.985528461664
2025-09-23,16:00-16:10,561.98739033074412,67846.732598274539,42578.418486796087,44825.985528461664
2025-09-23,18:00-18:10,725.60229950294809,67846.732598274539,42578.418486796087,44825.985528461664
2025-09-23,20:00-20:10,64.19482760804317,67846.732598274539,42578.418486796087,44825.985528461664
2025-12-21,10:00-10:10,20.033964079612637,96793.135328697186,62389.99844210915,62655.583837192178
2025-12-21,12:00-12:10,986.73770486817,96793.135328697186,62389.99844210915,62655.583837192178
2025-12-21,14:00-14:10,0,96793.135328697186,62389.99844210915,62655.583837192178
2025-12-21,16:00-16:10,877.7144389632067,96793.135328697186,62389.99844210915,62655.583837192178
2025-12-21,18:00-18:10,691.64517151822804,96793.135328697186,62389.99844210915,62655.583837192178
2025-12-21,20:00-20:10,0,96793.135328697186,62389.99844210915,62655.583837192178
