date,interval,charge_kwh,discharge_kwh,soc_at_0000,soc_at_2400
2025-02-01,00:00-04:00,2181.3319138085831,0,8482.7663850000008,8697.4071293517936
2025-02-01,04:00-08:00,393.37210285808015,6315.5059192415974,8482.7663850000008,8697.4071293517936
2025-02-01,08:00-12:00,5153.141114723112,677.72728333333328,8482.7663850000008,8697.4071293517936
2025-02-01,12:00-16:00,3480.4801230237163,115.95463076360419,8482.7663850000008,8697.4071293517936
2025-02-01,16:00-20:00,154.50117681185336,5777.0418724539977,8482.7663850000008,8697.4071293517936
2025-02-01,20:00-24:00,7574.8113667749722,2260.0802406711123,8482.7663850000008,8697.4071293517936
2025-02-02,00:00-04:00,1679.5515773476675,0,8697.4071293517936,8603.1508781546127
2025-02-02,04:00-08:00,1595.3454658323628,1473.0936192170002,8697.4071293517936,8603.1508781546127
2025-02-02,08:00-12:00,5893.0405501129235,6289.5908072969487,8697.4071293517936,8603.1508781546127
2025-02-02,12:00-16:00,4407.4547854280336,1354.7586740166744,8697.4071293517936,8603.1508781546127
2025-02-02,16:00-20:00,27.691669882775525,5444.6010428172476,8697.4071293517936,8603.1508781546127
2025-02-02,20:00-24:00,7774.7797277467171,2838.8561415734848,8697.4071293517936,8603.1508781546127
2025-02-03,00:00-04:00,1782.8741684259248,38.686226990731598,8603.1508781546127,8498.5090218130445
2025-02-03,04:00-08:00,1705.9892641642889,1454.0237042040262,8603.1508781546127,8498.5090218130445
2025-02-03,08:00-12:00,5804.4945715769927,6345.8695858625233,8603.1508781546127,8498.5090218130445
2025-02-03,12:00-16:00,4698.9446008346004,1518.0213833333332,8603.1508781546127,8498.5090218130445
2025-02-03,16:00-20:00,32.729111644986105,5393.904275193112,8603.1508781546127,8498.5090218130445
2025-02-03,20:00-24:00,7638.2668997724513,2890.9443744232708,8603.1508781546127,8498.5090218130445
2025-02-04,00:00-04:00,2017.4744603342861,0,8498.5090218130445,8621.8660891032523
2025-02-04,04:00-08:00,1429.6227609096086,1493.5170649951835,8498.5090218130445,8621.8660891032523
2025-02-04,08:00-12:00,5694.769155135582,7002.2227635008658,8498.5090218130445,8621.8660891032523
2025-02-04,12:00-16:00,6308.4575640435132,2164.1304038988669,8498.5090218130445,8621.8660891032523
