date,interval,planned_kwh,daily_planned_kwh,daily_planned_cost_yuan,daily_actual_cost_yuan
2025-03-20,10:00-10:10,0,70917.283907809615,42675.624582184108,43504.101272911605
2025-03-20,12:00-12:10,639.1901913602843,70917.283907809615,42675.624582184108,43504.101272911605
2025-03-20,14:00-14:10,0,70917.283907809615,42675.624582184108,43504.101272911605
2025-03-20,16:00-16:10,503.28748488463987,70917.283907809615,42675.624582184108,43504.101272911605
2025-03-20,18:00-18:10,668.85467098163213,70917.283907809615,42675.624582184108,43504.101272911605
2025-03-20,20:00-20:10,1.0261393006603794,70917.283907809615,42675.624582184108,43504.101272911605
2025-06-21,10:00-10:10,0,43534.624410552657,25493.71906123971,25493.71906123971
2025-06-21,12:00-12:10,19.35048966336198,43534.624410552657,25493.71906123971,25493.71906123971
2025-06-21,14:00-14:10,0,43534.624410552657,25493.71906123971,25493.71906123971
2025-06-21,16:00-16:10,219.08200382799458,43534.624410552657,25493.71906123971,25493.71906123971
2025-06-21,18:00-18:10,466.12292676968372,43534.624410552657,25493.71906123971,25493.71906123971
2025-06-21,20:00-20:10,19.469863918653115,43534.624410552657,25493.71906123971,25493.71906123971
2025-09-23,10:00-10:10,0,67258.845613884681,42248.618825360958,43852.716496370806
2025-09-23,12:00-12:10,324.53331007259089,67258.845613884681,42248.618825360958,43852.716496370806
2025-09-23,14:00-14:10,0,67258.845613884681,42248.618825360958,43852.716496370806
2025-09-23,16:00-16:10,561.55089903785699,67258.845613884681,42248.618825360958,43852.716496370806
2025-09-23,18:00-18:10,725.60229950294809,67258.845613884681,42248.618825360958,43852.716496370806
2025-09-23,20:00-20:10,57.079896849728357,67258.845613884681,42248.618825360958,43852.716496370806
2025-12-21,10:00-10:10,0,97253.533776910772,62682.399325284001,62988.685469042735
2025-12-21,12:00-12:10,968.28855288004695,97253.533776910772,62682.399325284001,62988.685469042735
2025-12-21,14:00-14:10,0,97253.533776910772,62682.399325284001,62988.685469042735
2025-12-21,16:00-16:10,871.11872263212535,97253.533776910772,62682.399325284001,62988.685469042735
2025-12-21,18:00-18:10,687.10465549295191,97253.533776910772,62682.399325284001,62988.685469042735
2025-12-21,20:00-20:10,0,97253.533776910772,62682.399325284001,62988.685469042735
