date,start,end,interval,emergency_kwh,cost_yuan,intervals
2025-02-03,2025-02-03 10:30:00,2025-02-03 10:40:00,10:30-10:40,16.013483721141398,78.778333166155107,1
2025-02-03,2025-02-03 17:10:00,2025-02-03 17:20:00,17:10-17:20,8.3070590013782066,40.463684395713244,1
2025-02-04,2025-02-04 13:20:00,2025-02-04 13:40:00,13:20-13:40,36.247529823355478,156.20065945579063,2
2025-02-04,2025-02-04 14:20:00,2025-02-04 14:30:00,14:20-14:30,20.733483541351688,106.47680472661159,1
2025-02-04,2025-02-04 22:10:00,2025-02-04 22:20:00,22:10-22:20,24.517754789719334,53.546776460747026,1
2025-02-05,2025-02-05 09:30:00,2025-02-05 09:40:00,09:30-09:40,12.11184377313208,57.05889601522523,1
2025-02-05,2025-02-05 10:10:00,2025-02-05 10:20:00,10:10-10:20,9.6208278605092232,46.122248763281213,1
2025-02-06,2025-02-06 23:00:00,2025-02-06 23:10:00,23:00-23:10,0.032758325126906129,0.069578682569548619,1
2025-02-08,2025-02-08 07:10:00,2025-02-08 07:30:00,07:10-07:30,11.124878322169991,42.916154777492878,2
2025-02-09,2025-02-09 10:40:00,2025-02-09 10:50:00,10:40-10:50,87.74043322181231,350.52303072114017,1
2025-02-10,2025-02-10 04:30:00,2025-02-10 04:40:00,04:30-04:40,15.589361725113669,34.24203302921218,1
2025-02-11,2025-02-11 17:20:00,2025-02-11 17:30:00,17:20-17:30,16.886017733072226,83.264953441779141,1
2025-02-12,2025-02-12 06:50:00,2025-02-12 07:00:00,06:50-07:00,0.37584367956617015,1.566140612752231,1
2025-02-13,2025-02-13 01:40:00,2025-02-13 01:50:00,01:40-01:50,8.1173254122096985,17.586185505552312,1
2025-02-13,2025-02-13 07:40:00,2025-02-13 07:50:00,07:40-07:50,10.953647494313117,47.100684225546402,1
2025-02-13,2025-02-13 19:30:00,2025-02-13 19:50:00,19:30-19:50,22.008551006108405,148.39492286080633,2
2025-02-14,2025-02-14 03:00:00,2025-02-14 03:10:00,03:00-03:10,0.97223498253987373,2.1262779068147042,1
2025-02-14,2025-02-14 05:40:00,2025-02-14 06:10:00,05:40-06:10,33.990622725809658,123.2579019488438,3
2025-02-14,2025-02-14 16:00:00,2025-02-14 16:10:00,16:00-16:10,9.1296861563521716,37.755817099594402,1
2025-02-15,2025-02-15 00:50:00,2025-02-15 01:00:00,00:50-01:00,0.207377027781245,0.44430528202131742,1
