origin,horizon,nominal,covered_intervals,n,picp
2025-02-01,0,0.80000000000000004,107,144,0.74305555555555558
2025-02-01,0,0.90000000000000002,121,144,0.84027777777777779
2025-02-01,1,0.80000000000000004,97,144,0.67361111111111116
2025-02-01,1,0.90000000000000002,123,144,0.85416666666666663
2025-02-02,0,0.80000000000000004,97,144,0.67361111111111116
2025-02-02,0,0.90000000000000002,123,144,0.85416666666666663
2025-02-02,1,0.80000000000000004,109,144,0.75694444444444442
2025-02-02,1,0.90000000000000002,126,144,0.875
2025-02-03,0,0.80000000000000004,110,144,0.76388888888888884
2025-02-03,0,0.90000000000000002,127,144,0.88194444444444442
2025-02-03,1,0.80000000000000004,102,144,0.70833333333333337
2025-02-03,1,0.90000000000000002,116,144,0.80555555555555558
2025-02-04,0,0.80000000000000004,107,144,0.74305555555555558
2025-02-04,0,0.90000000000000002,116,144,0.80555555555555558
2025-02-04,1,0.80000000000000004,122,144,0.84722222222222221
2025-02-04,1,0.90000000000000002,136,144,0.94444444444444442
2025-02-05,0,0.80000000000000004,118,144,0.81944444444444442
2025-02-05,0,0.90000000000000002,132,144,0.91666666666666663
2025-02-05,1,0.80000000000000004,119,144,0.82638888888888884
2025-02-05,1,0.90000000000000002,135,144,0.9375
