day,mean_price
0,0.92652152777777763
1,0.92660277777777778
2,0.73862361111111108
3,0.73031666666666673
4,0.92523194444444457
5,0.92899236111111116
6,0.92342222222222226
7,0.91737361111111104
8,0.9205923611111112
9,0.72930416666666664
10,0.73421249999999993
11,0.92542152777777764
12,0.9149201388888889
13,0.91690138888888895
14,0.92310277777777783
15,0.91505138888888893
16,0.72453611111111116
17,0.72237013888888901
18,0.91766875000000014
19,0.91349513888888878
20,0.89557430555555539
21,0.91911666666666669
22,0.92200416666666662
23,0.70988055555555563
24,0.70497152777777783
25,0.91621736111111096
26,0.89843333333333342
27,0.90573402777777778
28,0.8898159722222222
29,0.90012986111111104
30,0.71139513888888883
31,0.65149305555555559
32,0.83638819444444445
33,0.84479027777777782
34,0.84918958333333328
35,0.84825416666666653
36,0.84396458333333335
37,0.64403888888888883
38,0.64235138888888899
39,0.84138402777777777
40,0.81806388888888892
41,0.82849236111111113
42,0.82642430555555557
43,0.81479097222222208
44,0.63109999999999999
45,0.63784722222222223
46,0.83032222222222218
47,0.81735277777777771
48,0.81452152777777775
49,0.81642986111111115
50,0.81680694444444446
51,0.62085000000000001
52,0.63528402777777782
53,0.81537847222222226
54,0.80824930555555552
55,0.79409652777777784
56,0.80553819444444441
57,0.79791180555555563
58,0.61667847222222216
59,0.61422222222222222
60,0.81229305555555564
61,0.81184999999999996
62,0.80062777777777783
63,0.79450069444444438
64,0.79185694444444443
65,0.60850138888888894
66,0.59726319444444442
67,0.78380902777777772
68,0.80245138888888901
69,0.78939305555555561
70,0.78016805555555557
71,0.79963749999999989
72,0.59138680555555556
73,0.60477222222222216
74,0.78489513888888895
75,0.76017569444444455
76,0.77601666666666658
77,0.77183819444444446
78,0.77863819444444438
79,0.57029027777777774
80,0.58738819444444446
81,0.76717847222222224
82,0.76748611111111109
83,0.77127569444444455
84,0.75661111111111123
85,0.76641597222222224
86,0.57476805555555555
87,0.56308680555555557
88,0.75202708333333335
89,0.76070416666666674
90,0.77310902777777779
91,0.77232013888888895
92,0.76446388888888883
93,0.55950277777777779
94,0.57552847222222214
95,0.75568680555555556
96,0.7517159722222222
97,0.75191597222222217
98,0.76627083333333335
99,0.75802708333333335
100,0.55147847222222224
101,0.56386736111111113
102,0.75625486111111107
103,0.74659722222222213
104,0.73853263888888898
105,0.76235416666666667
106,0.74776736111111108
107,0.55942013888888886
108,0.5579763888888889
109,0.74543888888888887
110,0.73395208333333328
111,0.75095833333333339
112,0.74791249999999998
113,0.73618472222222231
114,0.54069166666666668
115,0.53780486111111114
116,0.73378263888888884
117,0.7660520833333333
118,0.73038263888888877
119,0.72944236111111116
120,0.74732638888888892
121,0.58695138888888887
122,0.56982430555555552
123,0.74612847222222223
124,0.76046111111111125
125,0.75323611111111122
126,0.75872916666666668
127,0.76165902777777772
128,0.5667381944444444
129,0.57530763888888892
130,0.76078194444444447
131,0.75178819444444445
132,0.75644583333333337
133,0.74755138888888895
134,0.75277708333333337
135,0.54538541666666662
136,0.57341597222222218
137,0.75068124999999997
138,0.7317597222222223
139,0.75658194444444449
140,0.74582430555555546
141,0.74619305555555548
142,0.55697430555555549
143,0.553204861111111
144,0.73796180555555557
145,0.75247222222222221
146,0.74292152777777776
147,0.75126736111111114
148,0.75951250000000003
149,0.56099305555555556
150,0.56635486111111122
151,0.81918055555555558
152,0.80994583333333325
153,0.80628263888888896
154,0.81365902777777777
155,0.82206944444444441
156,0.64928263888888893
157,0.65028819444444452
158,0.79707916666666678
159,0.81925625000000002
160,0.81681805555555564
161,0.83169652777777781
162,0.82198333333333329
163,0.64002916666666665
164,0.63686736111111109
165,0.81782708333333332
166,0.82324166666666665
167,0.82862638888888884
168,0.82004999999999995
169,0.80791041666666663
170,0.62130694444444445
171,0.60952569444444449
172,0.80749166666666683
173,0.80487222222222221
174,0.84053472222222214
175,0.81634652777777772
176,0.8059743055555556
177,0.60512013888888894
178,0.62298888888888881
179,0.81182708333333342
180,0.81018819444444445
181,0.89076180555555551
182,0.87532152777777783
183,0.90143611111111122
184,0.6903083333333333
185,0.68431874999999998
186,0.89867083333333342
187,0.87739027777777778
188,0.88360347222222224
189,0.87917708333333333
190,0.87750763888888883
191,0.70694652777777778
192,0.69428194444444435
193,0.85428749999999998
194,0.87221527777777785
195,0.87210833333333337
196,0.87580208333333331
197,0.87482083333333338
198,0.69420277777777772
199,0.68029930555555551
200,0.8676124999999999
201,0.87917916666666673
202,0.87513333333333332
203,0.87558402777777777
204,0.87744583333333337
205,0.67696875000000001
206,0.68800902777777784
207,0.87713125000000003
208,0.88623680555555562
209,0.88462777777777779
210,0.87969652777777785
211,0.88143124999999989
212,0.6663972222222222
213,0.66218749999999993
214,0.83336874999999999
215,0.84478472222222223
216,0.84459583333333343
217,0.85774861111111111
218,0.84110486111111116
219,0.63795208333333331
220,0.65297500000000008
221,0.84869097222222234
222,0.83962986111111115
223,0.8573708333333333
224,0.85316527777777784
225,0.85012013888888893
226,0.65121527777777777
227,0.64734097222222209
228,0.83989999999999998
229,0.8475611111111111
230,0.84291527777777775
231,0.86634861111111106
232,0.84720694444444433
233,0.66047083333333334
234,0.65919652777777782
235,0.84102152777777772
236,0.86015694444444435
237,0.84441805555555549
238,0.85338749999999997
239,0.86350486111111102
240,0.66450763888888886
241,0.65466250000000004
242,0.84653888888888895
243,0.75173263888888886
244,0.75399305555555551
245,0.76099444444444453
246,0.75699791666666671
247,0.55864027777777769
248,0.56571111111111116
249,0.75931388888888884
250,0.77352361111111112
251,0.75188333333333335
252,0.78182361111111121
253,0.75306388888888887
254,0.57508541666666657
255,0.56651597222222216
256,0.77590624999999991
257,0.76172638888888899
258,0.77794652777777762
259,0.778054861111111
260,0.76982569444444449
261,0.59325208333333335
262,0.58746111111111121
263,0.77384930555555564
264,0.78216597222222228
265,0.78175208333333335
266,0.77610972222222219
267,0.77760763888888884
268,0.59281388888888886
269,0.59968402777777774
