date,interval,timestamp,slot,weekday,weekday_name,month,day_of_year,grid,charge_cap,discharge_cap,net_kwh,initial_soc,price,charge,discharge,emergency,unused,soc,planned_cost,emergency_cost
2025-02-01,00:00-00:10,2025-02-01 00:10:00,1,6,星期六,2,32,1287.6587666666665,833.33333333333326,0,422.03036666666668,8482.7663850000008,0.42480000000000001,833.33333333333326,0,0,32.295066666666571,9232.7663850000008,546.99744407999992,0
2025-02-01,00:10-00:20,2025-02-01 00:20:00,2,6,星期六,2,32,1280.0060166666665,833.33333333333326,0,415.4073166666667,8482.7663850000008,0.42449999999999999,833.33333333333326,0,0,31.265366666666523,9982.7663850000008,543.36255407499993,0
2025-02-01,00:20-00:30,2025-02-01 00:30:00,3,6,星期六,2,32,518.01068333333239,74.704016666665765,0,410.7166666666667,8482.7663850000008,0.4269,74.704016666665765,0,0,32.589999999999932,10050,221.13876071499959,0
2025-02-01,00:30-00:40,2025-02-01 00:40:00,4,6,星期六,2,32,476.98691666666662,0,0,430.29479999999995,8482.7663850000008,0.42720000000000002,0,0,0,46.692116666666664,10050,203.76881079999998,0
2025-02-01,00:40-00:50,2025-02-01 00:50:00,5,6,星期六,2,32,484.26814999999999,0,0,424.41058333333331,8482.7663850000008,0.42709999999999998,0,0,0,59.857566666666685,10050,206.83092686499998,0
2025-02-01,00:50-01:00,2025-02-01 01:00:00,6,6,星期六,2,32,468.20833333333331,0,0,406.05166666666662,8482.7663850000008,0.42849999999999999,0,0,0,62.156666666666695,10050,200.62727083333331,0
2025-02-01,01:00-01:10,2025-02-01 01:10:00,7,6,星期六,2,32,490.43896666666666,0,0,436.75018333333333,8482.7663850000008,0.43109999999999998,0,0,0,53.688783333333333,10050,211.42823852999999,0
2025-02-01,01:10-01:20,2025-02-01 01:20:00,8,6,星期六,2,32,487.21131666666662,0,0,451.79768333333328,8482.7663850000008,0.43020000000000003,0,0,0,35.413633333333337,10050,209.59830843,0
2025-02-01,01:20-01:30,2025-02-01 01:30:00,9,6,星期六,2,32,464.60500000000002,0,0,446.07999999999998,8482.7663850000008,0.4279,0,0,0,18.525000000000034,10050,198.80447950000001,0
2025-02-01,01:30-01:40,2025-02-01 01:40:00,10,6,星期六,2,32,494.27239999999995,0,0,471.76633333333331,8482.7663850000008,0.43120000000000003,0,0,0,22.506066666666641,10050,213.13025887999999,0
2025-02-01,01:40-01:50,2025-02-01 01:50:00,11,6,星期六,2,32,505.68944999999997,0,0,448.02596666666665,8482.7663850000008,0.43330000000000002,0,0,0,57.663483333333318,10050,219.11523868500001,0
2025-02-01,01:50-02:00,2025-02-01 02:00:00,12,6,星期六,2,32,487.83666666666664,0,0,397.40333333333331,8482.7663850000008,0.43109999999999998,0,0,0,90.433333333333337,10050,210.30638699999997,0
2025-02-01,02:00-02:10,2025-02-01 02:10:00,13,6,星期六,2,32,501.90576666666664,0,0,434.0906333333333,8482.7663850000008,0.42930000000000001,0,0,0,67.815133333333335,10050,215.46814562999998,0
2025-02-01,02:10-02:20,2025-02-01 02:20:00,14,6,星期六,2,32,514.9269333333333,0,0,490.56091666666663,8482.7663850000008,0.43240000000000001,0,0,0,24.366016666666667,10050,222.65440597333333,0
2025-02-01,02:20-02:30,2025-02-01 02:30:00,15,6,星期六,2,32,507.54333333333335,0,0,503.22000000000003,8482.7663850000008,0.43669999999999998,0,0,0,4.3233333333333235,10050,221.64417366666666,0
2025-02-01,02:30-02:40,2025-02-01 02:40:00,16,6,星期六,2,32,497.95934999999997,0,0,474.07281666666665,8482.7663850000008,0.43480000000000002,0,0,0,23.886533333333318,10050,216.51272538000001,0
2025-02-01,02:40-02:50,2025-02-01 02:50:00,17,6,星期六,2,32,501.06135,0,0,461.38439999999997,8482.7663850000008,0.4335,0,0,0,39.676950000000033,10050,217.210095225,0
2025-02-01,02:50-03:00,2025-02-01 03:00:00,18,6,星期六,2,32,514.05833333333328,0,0,476.94166666666666,8482.7663850000008,0.43569999999999998,0,0,0,37.116666666666617,10050,223.97521583333329,0
2025-02-01,03:00-03:10,2025-02-01 03:10:00,19,6,星期六,2,32,521.05113333333327,0,0,483.39954999999998,8482.7663850000008,0.43740000000000001,0,0,0,37.651583333333292,10050,227.90776571999999,0
2025-02-01,03:10-03:20,2025-02-01 03:20:00,20,6,星期六,2,32,519.49594999999999,0,0,486.60191666666663,8482.7663850000008,0.43709999999999999,0,0,0,32.894033333333368,10050,227.07167974499998,0
2025-02-01,03:20-03:30,2025-02-01 03:30:00,21,6,星期六,2,32,512.1099999999999,0,0,498.84833333333336,8482.7663850000008,0.43559999999999999,0,0,0,13.261666666666542,10050,223.07511599999995,0
2025-02-01,03:30-03:40,2025-02-01 03:40:00,22,6,星期六,2,32,505.44893333333334,0,0,518.30973333333327,8482.7663850000008,0.43530000000000002,0,0,12.860799999999927,0,10050,220.02192068000002,27.991531199999837
2025-02-01,03:40-03:50,2025-02-01 03:50:00,23,6,星期六,2,32,513.34393333333333,0,0,509.13346666666666,8482.7663850000008,0.436,0,0,0,4.2104666666666617,10050,223.81795493333334,0
2025-02-01,03:50-04:00,2025-02-01 04:00:00,24,6,星期六,2,32,526.13666666666666,0,0,483.61666666666662,8482.7663850000008,0.43780000000000002,0,0,0,42.520000000000039,10050,230.34263266666667,0
2025-02-01,04:00-04:10,2025-02-01 04:10:00,25,6,星期六,2,32,520.92973333333327,0,0,491.18680000000001,8482.7663850000008,0.44009999999999999,0,0,0,29.742933333333269,10050,229.26117563999998,0
2025-02-01,04:10-04:20,2025-02-01 04:20:00,26,6,星期六,2,32,521.74714999999992,0,0,504.64528333333334,8482.7663850000008,0.43890000000000001,0,0,0,17.101866666666581,10050,228.99482413499996,0
