date,interval,planned_kwh,daily_planned_kwh,daily_planned_cost_yuan,daily_actual_cost_yuan
2025-03-20,10:00-10:10,0,67122.754160905344,41414.983921440493,45671.257109065489
2025-03-20,12:00-12:10,743.84683333333328,67122.754160905344,41414.983921440493,45671.257109065489
2025-03-20,14:00-14:10,0,67122.754160905344,41414.983921440493,45671.257109065489
2025-03-20,16:00-16:10,516.25116666666668,67122.754160905344,41414.983921440493,45671.257109065489
2025-03-20,18:00-18:10,697.40021666666667,67122.754160905344,41414.983921440493,45671.257109065489
2025-03-20,20:00-20:10,0,67122.754160905344,41414.983921440493,45671.257109065489
2025-06-21,10:00-10:10,0,40281.01999362139,22004.23533056162,25002.030171878287
2025-06-21,12:00-12:10,0,40281.01999362139,22004.23533056162,25002.030171878287
2025-06-21,14:00-14:10,0,40281.01999362139,22004.23533056162,25002.030171878287
2025-06-21,16:00-16:10,159.34814999999995,40281.01999362139,22004.23533056162,25002.030171878287
2025-06-21,18:00-18:10,0,40281.01999362139,22004.23533056162,25002.030171878287
2025-06-21,20:00-20:10,0,40281.01999362139,22004.23533056162,25002.030171878287
2025-09-23,10:00-10:10,0,63645.84934238682,39330.167660709194,62513.015969655375
2025-09-23,12:00-12:10,428.5347166666665,63645.84934238682,39330.167660709194,62513.015969655375
2025-09-23,14:00-14:10,0,63645.84934238682,39330.167660709194,62513.015969655375
2025-09-23,16:00-16:10,429.65183333333323,63645.84934238682,39330.167660709194,62513.015969655375
2025-09-23,18:00-18:10,763.55386666666675,63645.84934238682,39330.167660709194,62513.015969655375
2025-09-23,20:00-20:10,0,63645.84934238682,39330.167660709194,62513.015969655375
2025-12-21,10:00-10:10,0,93553.098032304522,59589.08936859345,65792.217978748464
2025-12-21,12:00-12:10,928.71458333333328,93553.098032304522,59589.08936859345,65792.217978748464
2025-12-21,14:00-14:10,0,93553.098032304522,59589.08936859345,65792.217978748464
2025-12-21,16:00-16:10,819.58993333333331,93553.098032304522,59589.08936859345,65792.217978748464
2025-12-21,18:00-18:10,720.82493333333332,93553.098032304522,59589.08936859345,65792.217978748464
2025-12-21,20:00-20:10,0,93553.098032304522,59589.08936859345,65792.217978748464
