date,interval,planned_kwh,daily_planned_kwh,daily_planned_cost_yuan,daily_actual_cost_yuan
2025-03-20,10:00-10:10,0,62302.147311355497,39076.268331463551,39411.894679570694
2025-03-20,12:00-12:10,612.32899285714268,62302.147311355497,39076.268331463551,39411.894679570694
2025-03-20,14:00-14:10,0,62302.147311355497,39076.268331463551,39411.894679570694
2025-03-20,16:00-16:10,493.8370625353507,62302.147311355497,39076.268331463551,39411.894679570694
2025-03-20,18:00-18:10,671.02898333333337,62302.147311355497,39076.268331463551,39411.894679570694
2025-03-20,20:00-20:10,0,62302.147311355497,39076.268331463551,39411.894679570694
2025-06-21,10:00-10:10,0,43530.241027185126,25911.17632250215,25911.17632250215
2025-06-21,12:00-12:10,6.9543361582188687,43530.241027185126,25911.17632250215,25911.17632250215
2025-06-21,14:00-14:10,0,43530.241027185126,25911.17632250215,25911.17632250215
2025-06-21,16:00-16:10,313.37871219894322,43530.241027185126,25911.17632250215,25911.17632250215
2025-06-21,18:00-18:10,516.39900531928754,43530.241027185126,25911.17632250215,25911.17632250215
2025-06-21,20:00-20:10,1.5218975419825302,43530.241027185126,25911.17632250215,25911.17632250215
2025-09-23,10:00-10:10,0,67796.617095611567,42651.256116757497,43248.901972635293
2025-09-23,12:00-12:10,462.26949999999965,67796.617095611567,42651.256116757497,43248.901972635293
2025-09-23,14:00-14:10,0,67796.617095611567,42651.256116757497,43248.901972635293
2025-09-23,16:00-16:10,595.47299047619015,67796.617095611567,42651.256116757497,43248.901972635293
2025-09-23,18:00-18:10,680.3595499999999,67796.617095611567,42651.256116757497,43248.901972635293
2025-09-23,20:00-20:10,52.900383333333366,67796.617095611567,42651.256116757497,43248.901972635293
2025-12-21,10:00-10:10,115.89874226190334,100423.57992633659,65069.387544769677,65161.870011769679
2025-12-21,12:00-12:10,919.98696666666649,100423.57992633659,65069.387544769677,65161.870011769679
2025-12-21,14:00-14:10,0,100423.57992633659,65069.387544769677,65161.870011769679
2025-12-21,16:00-16:10,865.3879738095236,100423.57992633659,65069.387544769677,65161.870011769679
2025-12-21,18:00-18:10,696.65758333333326,100423.57992633659,65069.387544769677,65161.870011769679
2025-12-21,20:00-20:10,0,100423.57992633659,65069.387544769677,65161.870011769679
