grid,charge_cap,discharge_cap
1400.2710063042236,833.33333333333326,12.210867717154292
1385.487796195695,833.33333333333326,0
1394.7036672894619,833.33333333333326,0
1367.1305660837834,833.33333333333326,0
1366.294150087394,833.33333333333326,0
1371.7858561509847,833.33333333333326,0
711.50028465776745,487.76202914837285,0
1408.0595727298128,833.33333333333326,0
1374.9340839097249,833.33333333333326,0
612.25615322472606,39.868202899827835,0
638.01162787023748,49.960882087211964,0.71930017027927351
1404.5638433938739,833.33333333333326,0
1384.8333409819602,833.33333333333326,0
607.41519676477674,129.50639033561364,23.853329000360937
619.19438550718212,102.99441156371945,37.100084219592148
628.46771001690115,110.30540065004642,28.375603943712349
604.59132730161934,84.243781880948546,67.69179538280855
644.36015341755706,35.491634804814566,61.500033627145626
605.50423767004622,92.833359038864046,24.577536099352063
620.50106363030113,69.885213905348095,36.499927923621726
668.66495470068617,77.049633103681316,5.3202405581065477
661.3975525033012,78.548517790218085,29.575075606580185
634.60079567716025,76.809371015517655,46.906447242868808
672.65607307804635,78.878424010817156,9.7274037869744312
657.09570442746929,67.524246523299169,25.40809520209757
653.47938670625297,58.19401002449758,47.274114704235672
686.50449857042952,87.103391657397552,9.5369554722138901
665.83289664981066,53.832348539220973,35.70126326005709
636.68719394930929,58.410810388082389,37.015377974993044
628.1800080705309,67.489910062922803,73.253163359549717
657.82507849377032,104.95412688055475,0
655.21009528680042,98.889526104729569,7.0702186297090748
1363.9596434525636,833.33333333333326,0
1339.3682514077279,833.33333333333326,0
160.35335337691274,0,602.79551073247967
0,0,699.70425738009203
0,0,652.58531898169895
1.1895785888542965,0,558.82976156127893
0,0,585.88763521589567
7.6633959919734771,0,512.28349900145486
16.055274050806997,0,476.88331475291966
14.921649865033793,0,450.88806253286987
28.21148648847646,0,411.92557715148769
34.544979363067803,0,334.41063034347167
51.856526553617464,0,270.10211777260457
68.364125076196444,23.107761703903542,191.15490365353313
7.7161750992617328,0,269.18301971789293
0,0,450.62509281666627
0,0,391.28151227536955
0,0,325.53117358833623
0,0,316.779730091403
0,0,295.49007225046336
0,43.855315626756237,223.3564102510307
0,56.434734779404302,176.65840695504357
0,120.72657578226577,152.34328403956249
0,170.21287565028979,119.62233000959809
0,202.220442665272,93.003410734938626
0,347.81065066027895,56.632351488524556
0,419.95525136471554,0
0,430.10059197576993,0
0,448.59472529980712,0
0,454.53015443626964,0
0,464.29724444441399,0
0,559.60705617796077,0
0,591.99615199370805,0
111.17683991988297,487.77757498955361,0
130.3356558655218,833.33333333333326,0
55.516725907286379,543.04195812995431,0
64.522718053216451,833.33333333333326,0
72.316472625085069,833.33333333333326,0
130.3356558655218,833.33333333333326,0
142.47485054182175,833.33333333333326,0
143.58321179487524,833.33333333333326,0
136.19413677451877,833.33333333333326,0
140.8386982158857,833.33333333333326,0
495.12397698256672,833.33333333333326,0
76.500966431495414,536.84113907066262,0
0,463.42958907874373,0
0,447.0279943843193,0
0,456.92810847935255,0
0,429.26364870301433,0
0,418.65369860027823,0
0,408.39290443920237,0
0,393.03612970086334,0
0,340.18204426093627,0
0,298.94718212169965,0
0,245.13299688688949,64.252144006582597
0,250.48773823919373,94.342500304337122
0,210.39763758092855,102.8349741275858
97.735772508874746,226.32854098301286,8.730163409476889
178.50361408778596,503.50431699382773,0
207.27226762257345,252.89267639002719,0
249.66671846597339,192.39983084206233,0
317.4004082335436,163.61148156265853,117.72366197236397
342.972494805015,145.29998988648745,124.17354269839825
392.05848511183365,185.4523438245422,27.197506697259861
445.49315197296454,147.06438399248918,61.893790810179212
467.70475531165607,134.40666593186791,71.662047042240374
521.1539492343494,151.25616842221365,70.406649716106827
574.5579991092294,118.20502818061007,37.160752111568073
606.02862902384186,165.27379760895533,27.636091302928651
653.46914671840113,125.6030921421202,64.944828128946952
687.17175117431964,147.92161113186398,7.0622425357481191
737.73395470506375,109.78231059445034,1.3007969486648008
789.31853735628999,78.961837719752069,1.3953420897712292
837.47084147256953,76.469683004031481,0
769.75587563377587,65.502208579236907,29.811225746213317
566.16165501965656,72.961231854283014,74.103105311136417
586.42216377031787,31.741143318437551,86.417871157193886
669.87221783412929,24.897190798715542,50.279402423429829
696.21584935073281,54.486342758126085,55.578213583638821
706.73697544566664,51.3146060187443,75.433120951583163
713.66885629360752,67.724748177490753,112.05883433539822
0,0,769.34185930686544
0,0,810.15920153497416
0,0,813.94329240689115
0,0,754.25149663939476
0,0,821.11391820214533
0,0,832.62182136616775
0,0,793.47777295742185
0,0,766.42507021935728
20.992921300497215,0,740.06705289652439
0,0,815.19151731700651
0,0,833.33333333333326
717.88094405185973,19.305980842848498,71.358149360821628
745.36234406683491,35.30872902232943,60.864524333559956
746.53459769735082,43.192293322651494,71.065974949298123
734.0772006162556,42.661394163533828,89.132971500341057
722.8325065716374,46.141072043821168,91.984130372111736
693.89311005035756,0,139.40678269182931
688.94204702969,71.778290623252317,91.181244254438056
1385.9264588760113,833.33333333333326,0
1400.8639958026135,833.33333333333326,0
603.42993120899655,37.524706823115139,0
1411.511510311328,833.33333333333326,0
1376.3596483026895,833.33333333333326,0
1380.0343096492538,833.33333333333326,0
1398.2138417582678,833.33333333333326,0
578.89247546430283,435.04296883861468,2.5421423782113912
1404.5272510677864,833.33333333333326,0
1362.3736406883302,833.33333333333326,0
1367.4171323953308,833.33333333333326,0
650.2120634077146,105.29945911273074,28.698455565891127
640.74674522327359,66.915250905298237,51.05024459660126
912.93112048789226,833.33333333333326,0
1367.7362688446697,833.33333333333326,0
587.84085438420971,70.452696621379403,46.918036255916149
592.1007000058288,81.563259438753207,58.147497028708017
608.70021429599308,99.076239866642766,4.998112952575184
607.02329852327523,96.313692925092809,7.7889953436059765
604.24129559880578,75.592495991522114,8.0668737952415572
627.01954806963931,53.561363981215713,6.4747179697143071
624.37837742376905,61.961448248987232,5.0909348183970566
600.38064405033651,31.515324430999954,3.4481279006669596
641.56346554322079,56.297470146366763,10.190650776311205
637.2811668474277,68.926642236618534,12.84402325539045
632.97573572283034,61.251227779345136,53.391585450639695
614.48753425134521,73.389887071141757,49.520550249086341
601.59384081856797,49.052611418475649,58.445661097929928
592.00013467439533,52.20863505877152,79.94832998345737
604.44273355537041,65.329886359727652,50.320551351429913
626.24392840131475,63.818918535967669,40.379077274759993
603.90364995598327,46.582808841675956,28.924818057781408
601.64528075583428,35.56969637471046,56.722344158274609
603.30287728867393,66.523423849282338,37.478127822998886
629.0093312269513,49.920929487723875,57.250817060543
634.64350967246207,60.034558596741064,49.186219030285656
651.84468915108187,65.617962299873028,26.279668178900547
637.72928048138044,57.158376209207788,32.341248668916592
646.52047327630282,39.595891394046134,43.186135609522921
658.90592490232973,52.541265947073839,34.323350348755753
622.12778171642583,66.196099392745467,55.678542925175861
624.25041915520899,52.377211406948454,34.567373021151184
626.86000079875669,82.242273455969496,48.355379423299496
639.8856569774066,50.508904544168374,43.738376502359756
631.21297032640189,39.809249780682492,54.207456190786957
597.67145442611593,97.090815130014889,46.315875636528062
1353.1432146662216,833.33333333333326,0
143.59043365785044,0,597.63544058092282
0,0,684.84141644760894
0,0,641.74581161214667
0,0,583.80779202810197
0,0,581.97425358486817
0,0,526.30839652517272
0,0,484.14141194715239
0,0,456.26471744282213
10.492411671955983,0,417.8341972184341
16.825904546547321,0,353.27271478898859
34.137451737096981,0,271.94953661609043
64.533037724272972,6.3220315194878474,211.2335416790535
0,0,293.04608986095013
0,0,445.93770147999732
0,0,405.32272780297495
0,0,315.26305247032371
0,0,305.87806098216481
0,0,298.52543945109528
0,29.589073316543967,225.90302167043001
0,86.310898635646168,165.75221459696593
0,119.95486697131082,137.61746880773075
0,184.15769264849433,96.936985519838217
0,245.55675719031674,66.338819400731495
0,261.27990417932517,31.217457657451728
0,307.12076886099413,0
0,447.91368513551436,0
0,363.51626891195883,0
0,415.28393626711897,0
0,447.81854226327505,0
0,444.42436072681778,0
0,468.14051311751439,0
116.36064673719335,514.14969549861883,0
135.51946268283211,833.33333333333326,0
111.96955153036707,573.48591481082894,0
121.30638307218003,713.67624008166274,0
115.61932835284264,833.33333333333326,0
135.51946268283211,833.33333333333326,0
147.65865735913212,833.33333333333326,0
148.76701861218567,833.33333333333326,0
141.37794359182902,833.33333333333326,0
146.02250503319607,833.33333333333326,0
637.77859020921937,833.33333333333326,0
81.684773248805797,534.89884876455119,0
0,469.00975113621718,0
0,454.07736032640634,0
0,471.93838227861033,0
0,446.3232914006926,0
0,423.68494269535705,0
0,422.42579831984432,0
0,413.63314744123056,0
0,363.88427358750988,0
0,307.12517920350501,0
0,289.50077239916692,25.560654033798389
0,294.07407234801923,68.954095715561763
0,218.98069447370531,70.495306730179195
175.44992116408929,230.76173618687574,70.382240112663766
177.44154962620922,391.01908205134043,0
217.04626273113939,253.95632816467287,0
286.39734275679854,212.36706909043792,59.145486559471323
311.95048457034443,159.1657912863611,137.34630013000745
342.48769173449506,140.72849088216799,143.23724943806945
412.38892019972252,173.79963395438213,47.226664245415456
