date,interval,charge,discharge,soc_start,soc_end
2025-03-20,00:00-04:00,133.34522323548936,508.92426419382718,10328.721326350669,9909.019440070535
2025-03-20,04:00-08:00,901.75459896546465,5890.1390642596007,10328.721326350669,9909.019440070535
2025-03-20,08:00-12:00,4378.9037225614247,2655.2167212449481,10328.721326350669,9909.019440070535
2025-03-20,12:00-16:00,5787.5442111096081,314.20072247602582,10328.721326350669,9909.019440070535
2025-03-20,16:00-20:00,258.97164900198891,5219.8200542041468,10328.721326350669,9909.019440070535
2025-03-20,20:00-24:00,9711.8391168458693,2939.0412738666428,10328.721326350669,9909.019440070535
2025-06-21,00:00-04:00,203.99192985148176,3015.9552914310707,10181.528246223204,10754.810803093053
2025-06-21,04:00-08:00,395.1408033232978,4836.6104333333333,10181.528246223204,10754.810803093053
2025-06-21,08:00-12:00,9782.583690483887,0,10181.528246223204,10754.810803093053
2025-06-21,12:00-16:00,0,0,10181.528246223204,10754.810803093053
2025-06-21,16:00-20:00,0,4223.7855679339627,10181.528246223204,10754.810803093053
2025-06-21,20:00-24:00,8233.347992655612,2485.8965833333332,10181.528246223204,10754.810803093053
2025-09-23,00:00-04:00,4640.264072460388,0,5910.2086998982513,6058.2134379078607
2025-09-23,04:00-08:00,971.29197140463475,5277.4967715402627,5910.2086998982513,6058.2134379078607
2025-09-23,08:00-12:00,5123.5674966108563,1896.6157166666662,5910.2086998982513,6058.2134379078607
2025-09-23,12:00-16:00,4037.2903207849458,410.89698425664767,5910.2086998982513,6058.2134379078607
2025-09-23,16:00-20:00,66.662870218285661,6072.2104436370682,5910.2086998982513,6058.2134379078607
2025-09-23,20:00-24:00,5426.3469327560242,2624.5689877211694,5910.2086998982513,6058.2134379078607
2025-12-21,00:00-04:00,431.33018632429355,389.21604007351095,10142.370634047416,10107.583578545424
2025-12-21,04:00-08:00,1939.5453605673008,1813.8158079749235,10142.370634047416,10107.583578545424
2025-12-21,08:00-12:00,5061.2141157127899,6733.6173733600253,10142.370634047416,10107.583578545424
2025-12-21,12:00-16:00,7291.7297385663478,2397.778064182502,10142.370634047416,10107.583578545424
2025-12-21,16:00-20:00,35.811457430233226,5611.7575974758147,10142.370634047416,10107.583578545424
2025-12-21,20:00-24:00,9713.6667279636586,2908.4945120023558,10142.370634047416,10107.583578545424
