date,start,end,interval,energy_kwh,cost_yuan
2025-02-01,2025-02-01 21:10:00,2025-02-01 21:20:00,21:10-21:20,4.6868047429997546,21.960023623325352
2025-02-04,2025-02-04 22:10:00,2025-02-04 22:20:00,22:10-22:20,24.517754789719334,53.546776460747026
2025-02-06,2025-02-06 08:00:00,2025-02-06 08:10:00,08:00-08:10,2.3899974564961894,13.961170142122491
2025-02-07,2025-02-07 20:40:00,2025-02-07 20:50:00,20:40-20:50,0.39956648732294298,2.4425499370051504
2025-02-08,2025-02-08 06:20:00,2025-02-08 06:30:00,06:20-06:30,3.392924503432539,14.859312862782806
2025-02-08,2025-02-08 07:10:00,2025-02-08 07:20:00,07:10-07:20,2.4163967352242821,9.6317573866039883
2025-02-08,2025-02-08 08:20:00,2025-02-08 08:30:00,08:20-08:30,8.9428572933509969,48.510529387782483
2025-02-08,2025-02-08 16:30:00,2025-02-08 16:40:00,16:30-16:40,2.1754201859281466,9.8154958789077966
2025-02-08,2025-02-08 17:20:00,2025-02-08 17:30:00,17:20-17:30,5.2498822516360519,25.887169382817373
2025-02-09,2025-02-09 04:00:00,2025-02-09 04:10:00,04:00-04:10,5.8498661382418504,12.872630437201192
2025-02-09,2025-02-09 07:40:00,2025-02-09 07:50:00,07:40-07:50,0.69899392986472009,3.0056738984182965
2025-02-11,2025-02-11 06:00:00,2025-02-11 06:10:00,06:00-06:10,4.2908217061708456,20.098208871704241
2025-02-11,2025-02-11 06:30:00,2025-02-11 06:40:00,06:30-06:40,14.400770502496471,61.930513545986067
2025-02-11,2025-02-11 09:10:00,2025-02-11 09:20:00,09:10-09:20,0.89128290705667723,4.4216545019081757
2025-02-11,2025-02-11 10:20:00,2025-02-11 10:30:00,10:20-10:30,1.7566193724108672,8.3869791935756854
2025-02-11,2025-02-11 17:10:00,2025-02-11 17:30:00,17:10-17:30,70.407089523882291,345.51614014104297
2025-02-12,2025-02-12 04:30:00,2025-02-12 04:40:00,04:30-04:40,2.5446716112993499,5.589371194219023
2025-02-12,2025-02-12 06:10:00,2025-02-12 06:20:00,06:10-06:20,28.108517774540474,123.08719933471275
2025-02-12,2025-02-12 06:50:00,2025-02-12 07:00:00,06:50-07:00,3.6675778211583747,15.282796780766947
2025-02-12,2025-02-12 08:30:00,2025-02-12 08:50:00,08:30-08:50,23.028278529607803,121.5222057385329
2025-02-12,2025-02-12 09:10:00,2025-02-12 09:30:00,09:10-09:30,9.1914598008854114,45.335057123561015
2025-02-12,2025-02-12 14:10:00,2025-02-12 14:20:00,14:10-14:20,4.4613637970680315,22.257743983572407
2025-02-12,2025-02-12 19:50:00,2025-02-12 20:00:00,19:50-20:00,0.89681815429037215,6.0454511780713993
2025-02-12,2025-02-12 21:30:00,2025-02-12 21:50:00,21:30-21:50,41.949089301474757,187.86352803666261
2025-02-14,2025-02-14 02:30:00,2025-02-14 02:40:00,02:30-02:40,7.9911625558505079,17.372787396419003
2025-02-14,2025-02-14 07:40:00,2025-02-14 07:50:00,07:40-07:50,35.455945812741845,152.46056699478993
2025-02-15,2025-02-15 21:00:00,2025-02-15 21:20:00,21:00-21:20,19.584096532465821,90.264979541901525
2025-02-16,2025-02-16 04:20:00,2025-02-16 04:30:00,04:20-04:30,46.967684895555976,102.48348844210314
2025-02-16,2025-02-16 04:50:00,2025-02-16 05:00:00,04:50-05:00,7.3411490688512231,16.132175078800561
2025-02-16,2025-02-16 06:00:00,2025-02-16 06:10:00,06:00-06:10,4.1663734882665722,19.515293419040624
2025-02-16,2025-02-16 06:20:00,2025-02-16 06:50:00,06:20-06:50,31.50636172654049,133.66207604500616
2025-02-16,2025-02-16 20:30:00,2025-02-16 20:50:00,20:30-20:50,49.25339996483001,337.68110979794153
2025-02-16,2025-02-16 21:40:00,2025-02-16 21:50:00,21:40-21:50,0.54766059571593217,2.1260184325692486
2025-02-17,2025-02-17 01:40:00,2025-02-17 01:50:00,01:40-01:50,4.2430611454191194,9.192591971550522
2025-02-17,2025-02-17 06:50:00,2025-02-17 07:00:00,06:50-07:00,6.4012563511786311,26.674035215361354
2025-02-17,2025-02-17 14:50:00,2025-02-17 15:00:00,14:50-15:00,1.1524719983676732,3.8573237785366024
2025-02-17,2025-02-17 20:30:00,2025-02-17 20:40:00,20:30-20:40,13.489610877950895,94.103525484585447
2025-02-17,2025-02-17 21:30:00,2025-02-17 21:40:00,21:30-21:40,20.12020671161897,99.303280225195422
2025-02-18,2025-02-18 12:50:00,2025-02-18 13:00:00,12:50-13:00,10.693560002939041,44.265991632166156
2025-02-18,2025-02-18 13:50:00,2025-02-18 14:00:00,13:50-14:00,0.065422409714898322,0.31906509217955914
2025-02-18,2025-02-18 16:00:00,2025-02-18 16:10:00,16:00-16:10,15.379597822593723,63.602326795336339
2025-02-19,2025-02-19 05:00:00,2025-02-19 05:10:00,05:00-05:10,12.482294674513923,27.042891412334416
2025-02-19,2025-02-19 07:00:00,2025-02-19 07:10:00,07:00-07:10,5.7905078112802357,23.428394604439834
2025-02-20,2025-02-20 03:40:00,2025-02-20 03:50:00,03:40-03:50,9.3165593830404987,20.31009945502829
2025-02-20,2025-02-20 04:00:00,2025-02-20 04:10:00,04:00-04:10,0.93529843677197277,2.0581242101167261
2025-02-20,2025-02-20 08:30:00,2025-02-20 08:40:00,08:30-08:40,2.788361857743439,14.792259655328943
2025-02-20,2025-02-20 18:20:00,2025-02-20 18:30:00,18:20-18:30,5.9327281966094461,37.21303761323275
2025-02-21,2025-02-21 01:50:00,2025-02-21 02:00:00,01:50-02:00,3.0685119217278043,6.6141774472842823
2025-02-21,2025-02-21 06:30:00,2025-02-21 06:40:00,06:30-06:40,1.1722088835023783,5.041084303501977
2025-02-22,2025-02-22 03:10:00,2025-02-22 03:20:00,03:10-03:20,3.7375147091390772,8.1683383968234526
2025-02-22,2025-02-22 08:10:00,2025-02-22 08:20:00,08:10-08:20,32.925198172294813,180.36423558783099
2025-02-22,2025-02-22 17:30:00,2025-02-22 17:50:00,17:30-17:50,6.5134550220147389,34.737199806810189
2025-02-23,2025-02-23 05:00:00,2025-02-23 05:10:00,05:00-05:10,9.7097862499774692,21.036251910576187
2025-02-23,2025-02-23 06:00:00,2025-02-23 06:10:00,06:00-06:10,7.8787067329581078,36.903862337175781
2025-02-23,2025-02-23 08:00:00,2025-02-23 08:10:00,08:00-08:10,8.0948952904823273,47.286330839352516
2025-02-23,2025-02-23 20:30:00,2025-02-23 20:50:00,20:30-20:50,41.710432268064665,286.84105477416023
2025-02-23,2025-02-23 21:10:00,2025-02-23 21:20:00,21:10-21:20,27.696585686260232,129.77235223297231
2025-02-23,2025-02-23 21:30:00,2025-02-23 21:40:00,21:30-21:40,12.850276945687915,63.422541865442703
2025-02-24,2025-02-24 06:00:00,2025-02-24 06:20:00,06:00-06:20,27.571666992948849,123.07918431838137
2025-02-24,2025-02-24 20:50:00,2025-02-24 21:00:00,20:50-21:00,6.5095875093123823,30.37373531845158
2025-02-24,2025-02-24 21:30:00,2025-02-24 21:40:00,21:30-21:40,7.5815069304163671,37.418527455069984
2025-02-25,2025-02-25 02:40:00,2025-02-25 02:50:00,02:40-02:50,6.5492080787635132,14.195408510719915
2025-02-25,2025-02-25 06:20:00,2025-02-25 06:30:00,06:20-06:30,5.218550848122959,22.854643439354501
2025-02-25,2025-02-25 07:40:00,2025-02-25 08:00:00,07:40-08:00,23.717377864497848,122.59770204241246
2025-02-25,2025-02-25 15:50:00,2025-02-25 16:00:00,15:50-16:00,1.7865440633847811,7.1953062152822058
2025-02-25,2025-02-25 18:50:00,2025-02-25 19:00:00,18:50-19:00,32.382376269059137,218.03053941957518
2025-02-26,2025-02-26 08:40:00,2025-02-26 08:50:00,08:40-08:50,6.157087932672539,32.109213568887292
2025-02-26,2025-02-26 15:50:00,2025-02-26 16:00:00,15:50-16:00,5.7111467852619171,23.00164367764237
2025-02-27,2025-02-27 09:00:00,2025-02-27 09:10:00,09:00-09:10,7.2636536307882125,36.852146695803988
2025-02-27,2025-02-27 09:50:00,2025-02-27 10:00:00,09:50-10:00,11.508412219566111,57.409714357305546
2025-02-27,2025-02-27 15:30:00,2025-02-27 15:40:00,15:30-15:40,31.199650798499857,117.52908455794896
2025-02-27,2025-02-27 18:10:00,2025-02-27 18:20:00,18:10-18:20,3.1753022167698646,19.761493346067251
2025-02-28,2025-02-28 20:20:00,2025-02-28 20:30:00,20:20-20:30,12.491090732080124,84.246161442514406
2025-03-01,2025-03-01 18:10:00,2025-03-01 18:20:00,18:10-18:20,8.8512913461091784,55.086011692510468
2025-03-02,2025-03-02 20:50:00,2025-03-02 21:00:00,20:50-21:00,23.488769384885885,109.59859794987754
2025-03-02,2025-03-02 21:20:00,2025-03-02 21:40:00,21:20-21:40,38.39120553398422,185.98497460102894
2025-03-03,2025-03-03 20:40:00,2025-03-03 21:00:00,20:40-21:00,40.982659705906826,234.74085877483861
2025-03-04,2025-03-04 01:50:00,2025-03-04 02:00:00,01:50-02:00,18.218869866656938,39.270773997579028
2025-03-05,2025-03-05 20:40:00,2025-03-05 20:50:00,20:40-20:50,2.8335971909846407,17.321779628489107
2025-03-08,2025-03-08 16:30:00,2025-03-08 16:40:00,16:30-16:40,17.606493834420064,79.440500180903328
2025-03-08,2025-03-08 21:30:00,2025-03-08 21:40:00,21:30-21:40,4.3919917087512772,21.67667507854193
2025-03-09,2025-03-09 02:00:00,2025-03-09 02:10:00,02:00-02:10,4.7295368724187483,10.151950896646843
2025-03-09,2025-03-09 04:50:00,2025-03-09 05:00:00,04:50-05:00,3.1727368349960443,6.9720891949038064
2025-03-09,2025-03-09 09:20:00,2025-03-09 10:10:00,09:20-10:10,350.33916618759764,1688.7210098431819
2025-03-09,2025-03-09 18:30:00,2025-03-09 18:50:00,18:30-18:50,42.834489316425334,270.56445820469219
2025-03-10,2025-03-10 07:20:00,2025-03-10 07:30:00,07:20-07:30,61.480300585988118,234.9777088396466
2025-03-10,2025-03-10 09:40:00,2025-03-10 10:20:00,09:40-10:20,185.43735304856108,916.84550007566145
2025-03-10,2025-03-10 19:40:00,2025-03-10 19:50:00,19:40-19:50,5.0572119326973279,34.067908184615547
2025-03-11,2025-03-11 07:20:00,2025-03-11 07:30:00,07:20-07:30,23.463994220905533,89.679385912300944
2025-03-11,2025-03-11 09:10:00,2025-03-11 09:30:00,09:10-09:30,44.477234507711721,219.01167414275784
2025-03-11,2025-03-11 10:00:00,2025-03-11 10:20:00,10:00-10:20,73.502099999999999,356.91199550833329
2025-03-11,2025-03-11 18:00:00,2025-03-11 18:10:00,18:00-18:10,3.5799639204088862,22.483963402128008
2025-03-11,2025-03-11 19:20:00,2025-03-11 19:30:00,19:20-19:30,2.8515828391175546,19.223945709910996
2025-03-11,2025-03-11 21:20:00,2025-03-11 21:30:00,21:20-21:30,0.30894518380591762,1.4475626587226271
2025-03-11,2025-03-11 22:10:00,2025-03-11 22:20:00,22:10-22:20,1.9919690079785823,4.3504603134252244
2025-03-12,2025-03-12 01:30:00,2025-03-12 01:40:00,01:30-01:40,7.742126672355198,16.692025105597807
2025-03-12,2025-03-12 02:50:00,2025-03-12 03:00:00,02:50-03:00,11.728095199879363,25.549655392937186
2025-03-12,2025-03-12 17:50:00,2025-03-12 18:00:00,17:50-18:00,12.359715759640608,76.092590074227402
2025-03-12,2025-03-12 20:00:00,2025-03-12 20:10:00,20:00-20:10,4.8624175049690166,32.85292387232316
2025-03-13,2025-03-13 17:00:00,2025-03-13 17:10:00,17:00-17:10,5.0003858674590944,23.656825538948976
2025-03-13,2025-03-13 19:10:00,2025-03-13 19:20:00,19:10-19:20,1.9931635579188196,13.399042018109265
2025-03-13,2025-03-13 20:30:00,2025-03-13 20:50:00,20:30-20:50,97.418211960122449,640.05005224337106
2025-03-13,2025-03-13 22:10:00,2025-03-13 22:20:00,22:10-22:20,3.6838212151512835,8.045465533890404
2025-03-14,2025-03-14 04:00:00,2025-03-14 04:10:00,04:00-04:10,5.7159427478321732,12.577932016604697
2025-03-14,2025-03-14 16:20:00,2025-03-14 16:30:00,16:20-16:30,6.1918339355439471,27.216206063683419
2025-03-15,2025-03-15 18:20:00,2025-03-15 18:30:00,18:20-18:30,4.9160150523346715,30.835704415769229
2025-03-15,2025-03-15 20:40:00,2025-03-15 20:50:00,20:40-20:50,8.015806869301457,49.000627392039803
2025-03-15,2025-03-15 21:30:00,2025-03-15 21:50:00,21:30-21:50,76.713229061584386,360.21481085240265
2025-03-16,2025-03-16 05:40:00,2025-03-16 06:00:00,05:40-06:00,15.789320233120748,47.843339945326591
2025-03-16,2025-03-16 08:20:00,2025-03-16 08:30:00,08:20-08:30,3.9700517271855347,21.535545594117934
2025-03-16,2025-03-16 13:10:00,2025-03-16 13:20:00,13:10-13:20,12.114316666666582,50.977044533332979
2025-03-17,2025-03-17 06:30:00,2025-03-17 06:40:00,06:30-06:40,7.8726001501358951,33.856116945659416
