scenario,slot,net_kwh,load_kw,weight,price
0,0,977.02953529586387,5862.1772117751834,0.035714285714285712,0.93679999999999997
0,1,968.49017605193012,5810.9410563115807,0.035714285714285712,0.87580000000000002
0,2,995.23339602959425,5971.4003761775657,0.035714285714285712,0.87590000000000001
0,3,961.49034912098716,5768.9420947259232,0.035714285714285712,0.86009999999999998
0,4,970.78592702337221,5824.7155621402335,0.035714285714285712,0.84419999999999995
0,5,1005.7209244510897,6034.6992467065384,0.035714285714285712,0.83340000000000003
0,6,967.86109327634495,5985.9986096580697,0.035714285714285712,0.80920000000000003
0,7,927.3638676842686,6001.7184061056123,0.035714285714285712,0.79720000000000002
0,8,882.69394666565654,6018.6459299939397,0.035714285714285712,0.76439999999999997
0,9,794.20873868096442,5795.7139320857868,0.035714285714285712,0.68989999999999996
0,10,855.14137587081916,6439.3356052249146,0.035714285714285712,0.85999999999999999
0,11,1015.4800377704233,7648.6585266225402,0.035714285714285712,1.1617
0,12,959.97777999862137,7623.6071466583953,0.035714285714285712,1.1682999999999999
0,13,869.41692877014543,7453.7141059542055,0.035714285714285712,1.0955999999999999
0,14,845.19451296015927,7651.1866777609557,0.035714285714285712,1.0849
0,15,805.59951592913853,7598.3546622414979,0.035714285714285712,1.0609999999999999
0,16,761.49990469852548,7596.7068615244862,0.035714285714285712,1.0429999999999999
0,17,701.18824452356057,7576.8278671413636,0.035714285714285712,1.036
0,18,651.03069517976655,7484.777321078599,0.035714285714285712,1.0146999999999999
0,19,611.99251433698839,7532.0087860219301,0.035714285714285712,0.99219999999999997
0,20,562.00356335130539,7589.0840301078324,0.035714285714285712,0.96999999999999997
0,21,513.03111770908595,7507.5451062545162,0.035714285714285712,0.94220000000000004
0,22,477.58286099735597,7508.5536159841367,0.035714285714285712,0.95689999999999997
0,23,485.90444288205782,7765.2410572923473,0.035714285714285712,0.99770000000000003
0,24,513.82363143802479,7741.6149886281491,0.035714285714285712,0.9919
0,25,525.43936301064434,7623.5179780638664,0.035714285714285712,0.95879999999999999
0,26,519.79802041712992,7545.2827225027795,0.035714285714285712,0.95489999999999997
0,27,487.91128419170855,7459.4960051502512,0.035714285714285712,0.9839
0,28,444.57433059752776,7439.9464835851677,0.035714285714285712,0.79900000000000004
0,29,413.80271677128559,7495.5661006277141,0.035714285714285712,0.50249999999999995
0,30,322.98326887287533,7423.6126799039193,0.035714285714285712,0.4662
0,31,236.07786164770442,7255.44950321956,0.035714285714285712,0.50070000000000003
0,32,200.55100381453713,7245.3494228872232,0.035714285714285712,0.48270000000000002
0,33,207.15648757301352,7258.5220921047485,0.035714285714285712,0.47849999999999998
0,34,169.27407956048864,7129.4529106962655,0.035714285714285712,0.4662
0,35,96.48171491357364,6947.7397894814421,0.035714285714285712,0.44319999999999998
0,36,79.281038598328749,6836.5338149233066,0.035714285714285712,0.44109999999999999
0,37,76.056533525694846,6789.850667820836,0.035714285714285712,0.4551
