date,slot0,hour,timestamp,grid,charge,discharge,emergency,soc,initial_soc,price,net_kwh,total_cost,emergency_cost
2025-02-01,0,0.16666666666666666,2025-02-01 00:10:00,445.67091919136806,23.640552524701377,0,0,10030.294210790753,10009.017713518522,0.42480000000000001,422.03036666666668,189.32100647249317,0
2025-02-01,1,0.33333333333333331,2025-02-01 00:20:00,424.50090822841577,9.093591561749065,0,0,10038.478443196327,10009.017713518522,0.42449999999999999,415.4073166666667,180.20063554296249,0
2025-02-01,2,0.5,2025-02-01 00:30:00,428.45206034329794,17.735393676631247,0,0,10054.440297505294,10009.017713518522,0.4269,410.7166666666667,182.9061845605539,0
2025-02-01,3,0.66666666666666663,2025-02-01 00:40:00,458.59173631986505,28.296936319865097,0,0,10079.907540193173,10009.017713518522,0.42720000000000002,430.29479999999995,195.91038975584635,0
2025-02-01,4,0.83333333333333337,2025-02-01 00:50:00,472.46895738152409,48.058374048190785,0,0,10123.160076836544,10009.017713518522,0.42709999999999998,424.41058333333331,201.79149169764892,0
2025-02-01,5,1,2025-02-01 01:00:00,467.91988748902878,61.868220822362161,0,0,10178.84147557667,10009.017713518522,0.42849999999999999,406.05166666666662,200.50367178904884,0
2025-02-01,6,1.1666666666666667,2025-02-01 01:10:00,479.09780744567115,42.347624112337826,0,0,10216.954337277773,10009.017713518522,0.43109999999999998,436.75018333333333,206.53906478982881,0
2025-02-01,7,1.3333333333333333,2025-02-01 01:20:00,478.24709422262373,26.449410889290448,0,0,10240.758807078135,10009.017713518522,0.43020000000000003,451.79768333333328,205.74189993457273,0
2025-02-01,8,1.5,2025-02-01 01:30:00,480.17277422547852,34.092774225478536,0,0,10271.442303881066,10009.017713518522,0.4279,446.07999999999998,205.46593009108227,0
2025-02-01,9,1.6666666666666667,2025-02-01 01:40:00,481.18427419347159,9.4179408601382875,0,0,10279.91845065519,10009.017713518522,0.43120000000000003,471.76633333333331,207.48665903222496,0
2025-02-01,10,1.8333333333333333,2025-02-01 01:50:00,494.92924924801838,44.048448218441138,0,0,10319.562054051787,10009.017713518522,0.43330000000000002,448.02596666666665,214.45284369916638,0
2025-02-01,11,2,2025-02-01 02:00:00,503.73948733485884,106.33615400152553,0,0,10415.26459265316,10009.017713518522,0.43109999999999998,397.40333333333331,217.16209299005763,0
2025-02-01,12,2.1666666666666665,2025-02-01 02:10:00,489.24108208693167,55.150448753598369,0,0,10464.8999965314,10009.017713518522,0.42930000000000001,434.0906333333333,210.03119653991976,0
2025-02-01,13,2.3333333333333335,2025-02-01 02:20:00,494.94127067730983,4.3803540106432024,0,0,10468.842315140979,10009.017713518522,0.43240000000000001,490.56091666666663,214.01260544086878,0
2025-02-01,14,2.5,2025-02-01 02:30:00,497.07736274141104,0,6.1426372585889908,0,10462.017162631435,10009.017713518522,0.43669999999999998,503.22000000000003,217.07368430917418,0
2025-02-01,15,2.6666666666666665,2025-02-01 02:40:00,474.73943892998005,0.6666222633133998,0,0,10462.617122668416,10009.017713518522,0.43480000000000002,474.07281666666665,206.41670804675533,0
2025-02-01,16,2.8333333333333335,2025-02-01 02:50:00,475.90131582647234,14.516915826472371,0,0,10475.682346912241,10009.017713518522,0.4335,461.38439999999997,206.30322041077577,0
2025-02-01,17,3,2025-02-01 03:00:00,499.6964419889714,22.754775322304738,0,0,10496.161644702315,10009.017713518522,0.43569999999999998,476.94166666666666,217.71773977459483,0
2025-02-01,18,3.1666666666666665,2025-02-01 03:10:00,499.49899400526863,16.099444005268651,0,0,10510.651144307058,10009.017713518522,0.43740000000000001,483.39954999999998,218.48085997790452,0
2025-02-01,19,3.3333333333333335,2025-02-01 03:20:00,495.13683390880271,8.534917242136089,0,0,10518.332569824981,10009.017713518522,0.43709999999999999,486.60191666666663,216.42431010153766,0
2025-02-01,20,3.5,2025-02-01 03:30:00,514.10858728004712,15.26025394671376,0,0,10532.066798377024,10009.017713518522,0.43559999999999999,498.84833333333336,223.94570061918853,0
2025-02-01,21,3.6666666666666665,2025-02-01 03:40:00,495.8156416738517,0,22.494091659481569,0,10507.073363199821,10009.017713518522,0.43530000000000002,518.30973333333327,215.82854882062765,0
2025-02-01,22,3.8333333333333335,2025-02-01 03:50:00,497.96849161250543,0,11.164975054161232,0,10494.667835361864,10009.017713518522,0.436,509.13346666666666,217.11426234305236,0
2025-02-01,23,4,2025-02-01 04:00:00,526.03895663254673,42.422289965880111,0,0,10532.847896331157,10009.017713518522,0.43780000000000002,483.61666666666662,230.29985521372896,0
2025-02-01,24,4.166666666666667,2025-02-01 04:10:00,504.93369103155896,4.9077936504215813,0,0,10537.264910616537,10009.017713518522,0.44009999999999999,491.18680000000001,222.2213174229891,0
2025-02-01,25,4.333333333333333,2025-02-01 04:20:00,514.38693110835061,4.8157647721394596,0,0,10541.599098911463,10009.017713518522,0.43890000000000001,504.64528333333334,225.7644240634551,0
2025-02-01,26,4.5,2025-02-01 04:30:00,549.97489350625358,44.396560172920317,0,0,10581.556003067091,10009.017713518522,0.43640000000000001,505.57833333333326,240.00904352612906,0
2025-02-01,27,4.666666666666667,2025-02-01 04:40:00,542.37786166173089,31.028096513436878,0,0,10609.481289929185,10009.017713518522,0.43930000000000002,503.23096666666663,238.26659462799839,0
2025-02-01,28,4.833333333333333,2025-02-01 04:50:00,533.7256112256448,30.878861225644812,0,0,10637.272265032265,10009.017713518522,0.44219999999999998,502.84674999999999,236.01346528398011,0
2025-02-01,29,5,2025-02-01 05:00:00,553.15073031621296,53.509063649546306,0,0,10685.430422316856,10009.017713518522,0.4395,499.64166666666665,243.10974597397561,0
2025-02-01,30,5.166666666666667,2025-02-01 05:10:00,540.86663710646269,52.083053773129336,0,0,10732.305170712672,10009.017713518522,0.43330000000000002,488.78358333333335,234.35751385823031,0
2025-02-01,31,5.333333333333333,2025-02-01 05:20:00,544.00480087403787,24.44233617701741,0,0,10754.303273271988,10009.017713518522,0.44390000000000002,498.51543333333336,241.48373110798542,0
2025-02-01,32,5.5,2025-02-01 05:30:00,550.91479685784896,21.691463524515598,0,0,10773.825590444052,10009.017713518522,0.43009999999999998,529.22333333333336,236.94845412856083,0
2025-02-01,33,5.666666666666667,2025-02-01 05:40:00,1357.2937066669006,29.082677284386591,0,0,10800,10009.017713518522,0.37130000000000002,547.41031666666663,503.96315328542022,0
2025-02-01,34,5.833333333333333,2025-02-01 05:50:00,202.14504980974561,0,329.03611685692101,0,10434.404314603422,10009.017713518522,0.57079999999999997,531.18116666666663,115.3843944314028,0
2025-02-01,35,6,2025-02-01 06:00:00,0,0,510.98333333333335,0,9866.6450553441628,10009.017713518522,0.90990000000000004,510.98333333333335,0,0
2025-02-01,36,6.166666666666667,2025-02-01 06:10:00,0,0,535.18718333333322,0,9271.9926294182369,10009.017713518522,0.93679999999999997,535.18718333333322,0,0
2025-02-01,37,6.333333333333333,2025-02-01 06:20:00,0,0,533.35533333333331,0,8679.3755923812005,10009.017713518522,0.87580000000000002,533.35533333333331,0,0
2025-02-01,38,6.5,2025-02-01 06:30:00,0,0,504.51999999999998,0,8118.7978146034229,10009.017713518522,0.87590000000000001,504.51999999999998,0,0
2025-02-01,39,6.666666666666667,2025-02-01 06:40:00,0,0,519.55368333333331,0,7541.5159442330523,10009.017713518522,0.86009999999999998,519.55368333333331,0,0
2025-02-01,40,6.833333333333333,2025-02-01 06:50:00,0,0,551.48008333333325,0,6928.7602960849044,10009.017713518522,0.84419999999999995,551.48008333333325,0,0
2025-02-01,41,7,2025-02-01 07:00:00,0,0,552.04166666666663,0,6315.3806664552749,10009.017713518522,0.83340000000000003,552.04166666666663,0,0
2025-02-01,42,7.166666666666667,2025-02-01 07:10:00,0,0,514.55804999999987,0,5743.6494997886084,10009.017713518522,0.80920000000000003,514.55804999999987,0,0
2025-02-01,43,7.333333333333333,2025-02-01 07:20:00,0,0,447.90854999999993,0,5245.9733331219422,10009.017713518522,0.79720000000000002,447.90854999999993,0,0
2025-02-01,44,7.5,2025-02-01 07:30:00,0,0,389.42416666666668,0,4813.2798146034238,10009.017713518522,0.76439999999999997,389.42416666666668,0,0
2025-02-01,45,7.666666666666667,2025-02-01 07:40:00,0,0,377.65374999999995,0,4393.6645368256459,10009.017713518522,0.68989999999999996,377.65374999999995,0,0
2025-02-01,46,7.833333333333333,2025-02-01 07:50:00,0,0,361.16134999999997,0,3992.3741479367573,10009.017713518522,0.85999999999999999,361.16134999999997,0,0
2025-02-01,47,8,2025-02-01 08:00:00,0,0,299.92291666666665,0,3659.126462751572,10009.017713518522,1.1617,299.92291666666665,0,0
2025-02-01,48,8.1666666666666661,2025-02-01 08:10:00,0,0,202.22623333333337,0,3434.4306479367574,10009.017713518522,1.1682999999999999,202.22623333333337,0,0
2025-02-01,49,8.3333333333333339,2025-02-01 08:20:00,0,0,129.79259999999999,0,3290.2166479367575,10009.017713518522,1.0955999999999999,129.79259999999999,0,0
2025-02-01,50,8.5,2025-02-01 08:30:00,0,0,86.28458333333333,0,3194.3448886774981,10009.017713518522,1.0849,86.28458333333333,0,0
2025-02-01,51,8.6666666666666661,2025-02-01 08:40:00,0,0,35.969149999999971,0,3154.3791664552759,10009.017713518522,1.0609999999999999,35.969149999999971,0,0
2025-02-01,52,8.8333333333333339,2025-02-01 08:50:00,0,0,62.453933333333296,0,3084.9859071960168,10009.017713518522,1.0429999999999999,62.453933333333296,0,0
2025-02-01,53,9,2025-02-01 09:00:00,0,0,115.17666666666673,0,2957.0118331219428,10009.017713518522,1.036,115.17666666666673,0,0
2025-02-01,54,9.1666666666666661,2025-02-01 09:10:00,0,0,45.82411666666659,0,2906.0961479367579,10009.017713518522,1.0146999999999999,45.82411666666659,0,0
2025-02-01,55,9.3333333333333339,2025-02-01 09:20:00,0,31.360500000000076,0,0,2934.3205979367581,10009.017713518522,0.99219999999999997,-31.360500000000076,0,0
2025-02-01,56,9.5,2025-02-01 09:30:00,0,61.700833333333321,0,0,2989.851347936758,10009.017713518522,0.96999999999999997,-61.700833333333321,0,0
2025-02-01,57,9.6666666666666661,2025-02-01 09:40:00,0,105.10811666666662,0,0,3084.4486529367578,10009.017713518522,0.94220000000000004,-105.10811666666662,0,0
2025-02-01,58,9.8333333333333339,2025-02-01 09:50:00,0,170.19725,0,0,3237.6261779367578,10009.017713518522,0.95689999999999997,-170.19725,0,0
2025-02-01,59,10,2025-02-01 10:00:00,0,215.43041666666664,0,0,3431.5135529367576,10009.017713518522,0.99770000000000003,-215.43041666666664,0,0
2025-02-01,60,10.166666666666666,2025-02-01 10:10:00,0,200.4176333333333,0,0,3611.8894229367575,10009.017713518522,0.9919,-200.4176333333333,0,0
2025-02-01,61,10.333333333333334,2025-02-01 10:20:00,0,226.92018333333331,0,0,3816.1175879367574,10009.017713518522,0.95879999999999999,-226.92018333333331,0,0
2025-02-01,62,10.5,2025-02-01 10:30:00,0,292.22541666666666,0,0,4079.1204629367576,10009.017713518522,0.95489999999999997,-292.22541666666666,0,0
2025-02-01,63,10.666666666666666,2025-02-01 10:40:00,0,301.08773333333335,0,0,4350.0994229367579,10009.017713518522,0.9839,-301.08773333333335,0,0
2025-02-01,64,10.833333333333334,2025-02-01 10:50:00,0,343.21740000000005,0,0,4658.9950829367581,10009.017713518522,0.79900000000000004,-343.21740000000005,0,0
2025-02-01,65,11,2025-02-01 11:00:00,0,407.34999999999991,0,0,5025.6100829367579,10009.017713518522,0.50249999999999995,-407.34999999999991,0,0
2025-02-01,66,11.166666666666666,2025-02-01 11:10:00,0,388.48346666666663,0,0,5375.2452029367578,10009.017713518522,0.4662,-388.48346666666663,0,0
2025-02-01,67,11.333333333333334,2025-02-01 11:20:00,0,395.24006666666662,0,0,5730.9612629367575,10009.017713518522,0.50070000000000003,-395.24006666666662,0,0
2025-02-01,68,11.5,2025-02-01 11:30:00,0,444.52749999999997,0,0,6131.0360129367573,10009.017713518522,0.48270000000000002,-444.52749999999997,0,0
2025-02-01,69,11.666666666666666,2025-02-01 11:40:00,0,444.1071,0,0,6530.7324029367574,10009.017713518522,0.47849999999999998,-444.1071,0,0
2025-02-01,70,11.833333333333334,2025-02-01 11:50:00,0,448.26733333333328,0,0,6934.1730029367573,10009.017713518522,0.4662,-448.26733333333328,0,0
2025-02-01,71,12,2025-02-01 12:00:00,0,460.6229166666667,0,0,7348.7336279367573,10009.017713518522,0.44319999999999998,-460.6229166666667,101.85388996452303,0
2025-02-01,72,12.166666666666666,2025-02-01 12:10:00,0,428.64181666666661,0,0,7734.5112629367577,10009.017713518522,0.44109999999999999,-428.64181666666661,92.897713277155333,0
2025-02-01,73,12.333333333333334,2025-02-01 12:20:00,0,426.38726666666668,0,0,8118.2598029367573,10009.017713518522,0.4551,-426.38726666666668,0,0
2025-02-01,74,12.5,2025-02-01 12:30:00,0,458.39083333333338,0,0,8530.8115529367569,10009.017713518522,0.44629999999999997,-458.39083333333338,21.534685288943788,0
2025-02-01,75,12.666666666666666,2025-02-01 12:40:00,0,450.98359999999991,0,0,8936.6967929367565,10009.017713518522,0.4113,-450.98359999999991,106.7785015143142,0
2025-02-01,76,12.833333333333334,2025-02-01 12:50:00,0,425.65438333333333,0,0,9319.785737936756,10009.017713518522,0.56820000000000004,-425.65438333333333,0,0
2025-02-01,77,13,2025-02-01 13:00:00,0,386.49057484363885,0,0,9667.6272552960309,10009.017713518522,0.82789999999999997,-413.54333333333335,0,0
2025-02-01,78,13.166666666666666,2025-02-01 13:10:00,0,421.64868333333334,0,0,10047.11107029603,10009.017713518522,0.86360000000000003,-421.64868333333334,0,0
2025-02-01,79,13.333333333333334,2025-02-01 13:20:00,0,422.7244333333332,0,0,10427.56306029603,10009.017713518522,0.84160000000000001,-422.7244333333332,0,0
2025-02-01,80,13.5,2025-02-01 13:30:00,0,410.26791666666668,0,0,10796.80418529603,10009.017713518522,0.86180000000000001,-410.26791666666668,0,0
2025-02-01,81,13.666666666666666,2025-02-01 13:40:00,0,3.5509052266327972,0,0,10800,10009.017713518522,0.86229999999999996,-392.47571666666664,0,0
2025-02-01,82,13.833333333333334,2025-02-01 13:50:00,0,0,0,0,10800,10009.017713518522,0.90259999999999996,-323.70713333333333,0,0
2025-02-01,83,14,2025-02-01 14:00:00,0,0,0,0,10800,10009.017713518522,0.97540000000000004,-233.54250000000002,0,0
2025-02-01,84,14.166666666666666,2025-02-01 14:10:00,0,0,0,0,10800,10009.017713518522,1.0002,-202.90003333333334,0,0
2025-02-01,85,14.333333333333334,2025-02-01 14:20:00,0,0,0,0,10800,10009.017713518522,0.99780000000000002,-166.26881666666668,0,0
2025-02-01,86,14.5,2025-02-01 14:30:00,0,0,0,0,10800,10009.017713518522,1.0270999999999999,-116.58833333333328,0,0
2025-02-01,87,14.666666666666666,2025-02-01 14:40:00,0,0,0,0,10800,10009.017713518522,1.0906,-112.44431666666674,0,0
2025-02-01,88,14.833333333333334,2025-02-01 14:50:00,0,0,0,0,10800,10009.017713518522,0.93759999999999999,-93.767233333333323,0,0
2025-02-01,89,15,2025-02-01 15:00:00,11.776442754147622,0,0,0,10800,10009.017713518522,0.6694,-35.801666666666655,83.457917811527295,0
2025-02-01,90,15.166666666666666,2025-02-01 15:10:00,67.751334771784286,0,0,0,10800,10009.017713518522,0.66000000000000003,28.429149999999936,235.47683516378578,0
2025-02-01,91,15.333333333333334,2025-02-01 15:20:00,81.101934685953211,0,16.832131980713484,0,10781.29763113254,10009.017713518522,0.72170000000000001,97.934066666666695,134.66632360639198,0
2025-02-01,92,15.5,2025-02-01 15:30:00,164.28599416534712,6.2684941653471355,0,0,10786.939275881352,10009.017713518522,0.73080000000000001,158.01749999999998,177.24650946056596,0
2025-02-01,93,15.666666666666666,2025-02-01 15:40:00,201.23688452483586,14.511915687386741,0,0,10800,10009.017713518522,0.75339999999999996,183.16035000000002,217.77450485353927,0
2025-02-01,94,15.833333333333334,2025-02-01 15:50:00,243.52187760613816,0,0,0,10800,10009.017713518522,0.7823,194.13805000000002,252.70278223753189,0
2025-02-01,95,16,2025-02-01 16:00:00,259.98081277698122,0,0,0,10800,10009.017713518522,0.80549999999999999,219.81874999999997,271.87658574185838,0
2025-02-01,96,16.166666666666668,2025-02-01 16:10:00,300.48377675235122,0,0,0,10800,10009.017713518522,0.82709999999999995,272.90834999999998,291.00667722960497,0
2025-02-01,97,16.333333333333332,2025-02-01 16:20:00,354.23419809750948,0,0,0,10800,10009.017713518522,0.85189999999999999,318.59454999999991,337.37535682498645,0
2025-02-01,98,16.5,2025-02-01 16:30:00,392.44301938332285,0,0,0,10800,10009.017713518522,0.87909999999999999,360.74416666666667,387.26338158739122,0
2025-02-01,99,16.666666666666668,2025-02-01 16:40:00,444.16387641147406,0,0,0,10800,10009.017713518522,0.90239999999999998,424.76726666666661,427.63899097173118,0
2025-02-01,100,16.833333333333332,2025-02-01 16:50:00,436.25971373134291,0,0,0,10800,10009.017713518522,0.9163,426.10654999999997,417.26587841299528,0
2025-02-01,101,17,2025-02-01 17:00:00,411.2323867964659,0,0,0,10800,10009.017713518522,0.9264,387.0737499999999,388.89356688956013,0
2025-02-01,102,17.166666666666668,2025-02-01 17:10:00,447.8932044119054,0,0,0,10800,10009.017713518522,0.94620000000000004,417.64608333333337,428.67059539651081,0
2025-02-01,103,17.333333333333332,2025-02-01 17:20:00,434.84618774523881,0,4.9346122547611913,0,10794.51709749471,10009.017713518522,0.97419999999999995,439.7808,427.76224542141165,0
2025-02-01,104,17.5,2025-02-01 17:30:00,449.60615703137614,6.0921138947661451,0,0,10800,10009.017713518522,0.98619999999999997,436.13666666666666,443.40159206434316,0
2025-02-01,105,17.666666666666668,2025-02-01 17:40:00,477.06761914516051,0,0,0,10800,10009.017713518522,0.97599999999999998,445.30571666666663,465.61799628567672,0
