date,interval,timestamp,slot,weekday,weekday_name,month,day_of_year,grid,charge_cap,discharge_cap,soc_reserve_kwh,net_kwh,initial_soc,price,charge,discharge,emergency,unused,soc,planned_cost,emergency_cost,predicted_load_kw,predicted_pv_kw,slot0,hour,total_cost,previous_soc,reserve_threshold,forecast_net_kwh,deficit,available_discharge
2025-06-01,00:00-00:10,2025-06-01 00:10:00,1,7,星期日,6,152,631.89095774493342,81.054201466204788,833.33333333333326,1647.4340731567586,718.92688333333331,9457.6230255799437,0.42480000000000001,0,87.035925588399891,0,0,9360.9164415928335,268.42727885004774,0,3499.8572925203671,0,0,0.16666666666666666,268.42727885004774,9457.6230255799437,2847.4340731567586,583.30954875339455,87.035925588399891,5949.170057180866
2025-06-01,00:10-00:20,2025-06-01 00:20:00,2,7,星期日,6,152,679.42469507161184,138.28402234972398,833.33333333333326,1656.9031063174307,681.87834999999995,9457.6230255799437,0.42449999999999999,0,2.4536549283881186,0,0,9358.1901583390681,288.4157830578992,0,3539.3487135789378,0,1,0.33333333333333331,288.4157830578992,9360.9164415928335,2856.9031063174307,589.89145226315634,2.4536549283881186,5853.6120017478625
2025-06-01,00:20-00:30,2025-06-01 00:30:00,3,7,星期日,6,152,641.0651170541687,69.15502175064114,833.33333333333326,1653.6843290572997,673.10833333333335,9457.6230255799437,0.4269,0,32.043216279164653,0,0,9322.5865846955512,273.67069847042461,0,3527.7118235263933,0,2,0.5,273.67069847042461,9358.1901583390681,2853.6843290572997,587.95197058773226,32.043216279164653,5854.0552463535914
2025-06-01,00:30-00:40,2025-06-01 00:40:00,4,7,星期日,6,152,603.37408409867589,30.427880556962783,833.33333333333326,1667.7941968435409,683.15264999999999,9457.6230255799437,0.42720000000000002,0,79.7785659013241,0,0,9233.9437336940791,257.76140872695436,0,3536.4151202570829,0,3,0.66666666666666663,257.76140872695436,9322.5865846955512,2867.7941968435407,589.40252004284719,79.7785659013241,5809.3131490668093
2025-06-01,00:40-00:50,2025-06-01 00:50:00,5,7,星期日,6,152,595.97119490984892,32.926017510273347,105.03544675539297,1708.2103425879361,693.08809999999994,9457.6230255799437,0.42709999999999998,0,97.116905090151022,0,0,9126.0360613716894,254.53929734599646,0,3497.5875555504581,0,4,0.83333333333333337,254.53929734599646,9233.9437336940791,2908.2103425879359,582.93125925840968,97.116905090151022,5693.1600519955291
2025-06-01,00:50-01:00,2025-06-01 01:00:00,6,7,星期日,6,152,618.7124061211714,72.147223160452427,12.303104355570099,1741.7378039022533,684.74666666666656,9457.6230255799437,0.42849999999999999,0,12.303104355570099,53.731156189925059,0,9112.3659454210556,265.11826602292194,115.11900213691445,3441.1400879372886,0,5,1,380.23726815983639,9126.0360613716894,2941.7378039022533,573.52334798954814,66.034260545495158,5565.8684317224925
2025-06-01,01:00-01:10,2025-06-01 01:10:00,7,7,星期日,6,152,572.50240421609408,8.2254214815617317,60.777155638203226,1742.923974245027,656.15228333333334,9457.6230255799437,0.43109999999999998,0,60.777155638203226,22.87272347903604,0,9044.8357724897178,246.80578645755816,49.302155459062185,3482.0784828046258,0,6,1.1666666666666667,296.10794191662035,9112.3659454210556,2942.9239742450272,580.34641380077096,83.649879117239266,5552.4977740584254
2025-06-01,01:10-01:20,2025-06-01 01:20:00,8,7,星期日,6,152,593.75834135997616,43.107386849879454,44.257730151327678,1748.766072355914,658.03883333333329,9457.6230255799437,0.43020000000000003,0,44.257730151327678,20.022761822029452,0,8995.66051676602,255.43483845306176,43.068960679185352,3543.1466637084086,0,7,1.3333333333333333,298.50379913224708,9044.8357724897178,2948.7660723559138,590.52444395140139,64.28049197335713,5486.4627301204237
2025-06-01,01:20-01:30,2025-06-01 01:30:00,9,7,星期日,6,152,613.07605153255133,28.211181608950369,41.118718964744673,1764.3814323902452,671.07999999999993,9457.6230255799437,0.4279,0,41.118718964744673,16.885229502703922,0,8949.9730512496371,262.33524245077871,36.125948521035042,3568.1822713532338,0,8,1.5,298.46119097181372,8995.66051676602,2964.3814323902452,594.697045225539,58.003948467448595,5428.1511759381974
2025-06-01,01:30-01:40,2025-06-01 01:40:00,10,7,星期日,6,152,606.68423364363514,36.371957004648479,26.376790726615294,1726.3747107319352,634.89059999999995,9457.6230255799437,0.43120000000000003,0,26.376790726615294,1.8295756297495167,0,8920.665505997842,261.60224154713546,3.9445650577399585,3528.3092919660635,0,9,1.6666666666666667,265.54680660487543,8949.9730512496371,2926.374710731935,588.05154866101054,28.206366356364811,5421.238506465932
