date,slot,timestamp,node_hour,net_kwh,load_kw,pv_kw,price,price_forecast,grid,charge_cap,discharge_cap,called,unused,charge,discharge,emergency,spill,soc,total_surplus,g0,initial_soc,planned_cost,adjustment_cost,emergency_cost,total_cost
2025-01-01,0,2025-01-01 00:10:00,0,588.28826666666669,3529.7296000000001,0,0.45269999999999999,,0,0,0,0,0,0,0,588.28826666666669,0,6000,0,0,6000,0,0,1331.5904916000002,1331.5904916000002
2025-01-01,1,2025-01-01 00:20:00,0,601.58811666666656,3609.5286999999998,0,0.4733,,0,0,0,0,0,0,0,601.58811666666656,0,6000,0,0,6000,0,0,1423.6582780916663,1423.6582780916663
2025-01-01,2,2025-01-01 00:30:00,0,621.09333333333325,3726.5599999999999,0,0.48430000000000001,,0,0,0,0,0,0,0,621.09333333333325,0,6000,0,0,6000,0,0,1503.9775066666664,1503.9775066666664
2025-01-01,3,2025-01-01 00:40:00,0,585.10518333333334,3510.6311000000001,0,0.4541,,0,0,0,0,0,0,0,585.10518333333334,0,6000,0,0,6000,0,0,1328.4813187583334,1328.4813187583334
2025-01-01,4,2025-01-01 00:50:00,0,583.76041666666663,3502.5625,0,0.42659999999999998,,0,0,0,0,0,0,0,583.76041666666663,0,6000,0,0,6000,0,0,1245.1609687499999,1245.1609687499999
2025-01-01,5,2025-01-01 01:00:00,0,631.16833333333329,3787.0100000000002,0,0.43109999999999998,,0,0,0,0,0,0,0,631.16833333333329,0,6000,0,0,6000,0,0,1360.4833424999999,1360.4833424999999
2025-01-01,6,2025-01-01 01:10:00,0,650.05341666666664,3900.3204999999998,0,0.45440000000000003,,0,0,0,0,0,0,0,650.05341666666664,0,6000,0,0,6000,0,0,1476.9213626666667,1476.9213626666667
2025-01-01,7,2025-01-01 01:20:00,0,652.8062666666666,3916.8375999999998,0,0.44829999999999998,,0,0,0,0,0,0,0,652.8062666666666,0,6000,0,0,6000,0,0,1463.265246733333,1463.265246733333
2025-01-01,8,2025-01-01 01:30:00,0,636.21333333333337,3817.2800000000002,0,0.42509999999999998,,0,0,0,0,0,0,0,636.21333333333337,0,6000,0,0,6000,0,0,1352.27144,1352.27144
2025-01-01,9,2025-01-01 01:40:00,0,588.8356,3533.0136000000002,0,0.44400000000000001,,0,0,0,0,0,0,0,588.8356,0,6000,0,0,6000,0,0,1307.2150320000001,1307.2150320000001
2025-01-01,10,2025-01-01 01:50:00,0,615.77688333333333,3694.6613000000002,0,0.47799999999999998,,0,0,0,0,0,0,0,615.77688333333333,0,6000,0,0,6000,0,0,1471.7067511666664,1471.7067511666664
2025-01-01,11,2025-01-01 02:00:00,0,677.45499999999993,4064.73,0,0.49409999999999998,,0,0,0,0,0,0,0,677.45499999999993,0,6000,0,0,6000,0,0,1673.6525774999998,1673.6525774999998
2025-01-01,12,2025-01-01 02:10:00,0,635.11183333333327,3810.6709999999998,0,0.48399999999999999,,0,0,0,0,0,0,0,635.11183333333327,0,6000,0,0,6000,0,0,1536.9706366666665,1536.9706366666665
2025-01-01,13,2025-01-01 02:20:00,0,640.8249166666667,3844.9495000000002,0,0.47510000000000002,,0,0,0,0,0,0,0,640.8249166666667,0,6000,0,0,6000,0,0,1522.2795895416668,1522.2795895416668
2025-01-01,14,2025-01-01 02:30:00,0,705.76999999999998,4234.6199999999999,0,0.48799999999999999,,0,0,0,0,0,0,0,705.76999999999998,0,6000,0,0,6000,0,0,1722.0788,1722.0788
2025-01-01,15,2025-01-01 02:40:00,0,684.99591666666652,4109.9754999999996,0,0.52149999999999996,,0,0,0,0,0,0,0,684.99591666666652,0,6000,0,0,6000,0,0,1786.126852708333,1786.126852708333
2025-01-01,16,2025-01-01 02:50:00,0,666.14908333333324,3996.8944999999999,0,0.54979999999999996,,0,0,0,0,0,0,0,666.14908333333324,0,6000,0,0,6000,0,0,1831.2438300833328,1831.2438300833328
2025-01-01,17,2025-01-01 03:00:00,0,683.69833333333327,4102.1899999999996,0,0.54710000000000003,,0,0,0,0,0,0,0,683.69833333333327,0,6000,0,0,6000,0,0,1870.2567908333331,1870.2567908333331
2025-01-01,18,2025-01-01 03:10:00,0,681.0096166666666,4086.0576999999998,0,0.50670000000000004,,0,0,0,0,0,0,0,681.0096166666666,0,6000,0,0,6000,0,0,1725.3378638249999,1725.3378638249999
2025-01-01,19,2025-01-01 03:20:00,0,688.9604333333333,4133.7626,0,0.47689999999999999,,0,0,0,0,0,0,0,688.9604333333333,0,6000,0,0,6000,0,0,1642.8261532833333,1642.8261532833333
2025-01-01,20,2025-01-01 03:30:00,0,696.52999999999997,4179.1800000000003,0,0.46689999999999998,,0,0,0,0,0,0,0,696.52999999999997,0,6000,0,0,6000,0,0,1626.0492849999998,1626.0492849999998
2025-01-01,21,2025-01-01 03:40:00,0,658.89518333333331,3953.3710999999998,0,0.4501,,0,0,0,0,0,0,0,658.89518333333331,0,6000,0,0,6000,0,0,1482.8436100916667,1482.8436100916667
2025-01-01,22,2025-01-01 03:50:00,0,651.79160000000002,3910.7496000000001,0,0.46079999999999999,,0,0,0,0,0,0,0,651.79160000000002,0,6000,0,0,6000,0,0,1501.7278463999999,1501.7278463999999
