date,slot,timestamp,node_hour,net_kwh,load_kw,pv_kw,price,price_forecast,grid,charge_cap,discharge_cap,called,unused,charge,discharge,emergency,spill,soc,total_surplus,g0,initial_soc,planned_cost,adjustment_cost,emergency_cost,total_cost
2025-02-01,0,2025-02-01 00:10:00,0,422.03036666666668,2532.1822000000002,0,0.3281,0.34409455094584479,464.74550729744806,833.33333333333326,0,422.03036666666668,42.715140630781377,0,0,0,0,10800,42.715140630781377,464.74550729744806,10800,152.48300094429271,0,0,152.48300094429271
2025-02-01,1,2025-02-01 00:20:00,0,415.4073166666667,2492.4439000000002,0,0.32569999999999999,0.3520965122691736,466.68463783892236,833.33333333333326,0,415.4073166666667,51.277321172255654,0,0,0,0,10800,51.277321172255654,466.68463783892236,10800,151.99918654413702,0,0,151.99918654413702
2025-02-01,2,2025-02-01 00:30:00,0,410.7166666666667,2464.3000000000002,0,0.30409999999999998,0.31743501103041738,474.01113776211287,833.33333333333326,0,410.7166666666667,63.29447109544617,0,0,0,0,10800,63.29447109544617,474.01113776211287,10800,144.14678699345851,0,0,144.14678699345851
2025-02-01,3,2025-02-01 00:40:00,0,430.29479999999995,2581.7687999999998,0,0.31259999999999999,0.33547766418492331,517.51635827399934,833.33333333333326,0,430.29479999999995,87.221558273999392,0,0,0,0,10800,87.221558273999392,517.51635827399934,10800,161.77561359645219,0,0,161.77561359645219
2025-02-01,4,2025-02-01 00:50:00,0,424.41058333333331,2546.4634999999998,0,0.3286,0.3738860927621262,513.14710091613404,833.33333333333326,0,424.41058333333331,88.73651758280073,0,0,0,0,10800,88.73651758280073,513.14710091613404,10800,168.62013736104166,0,0,168.62013736104166
2025-02-01,5,2025-02-01 01:00:00,0,406.05166666666662,2436.3099999999999,0,0.34379999999999999,0.38833384191636561,546.42339093153919,833.33333333333326,0,406.05166666666662,140.37172426487257,0,0,0,0,10800,140.37172426487257,546.42339093153919,10800,187.86036180226316,0,0,187.86036180226316
2025-02-01,6,2025-02-01 01:10:00,0,436.75018333333333,2620.5011,0,0.37040000000000001,0.3716975619220747,513.55571830915119,833.33333333333326,0,436.75018333333333,76.805534975817864,0,0,0,0,10800,76.805534975817864,513.55571830915119,10800,190.22103806170961,0,0,190.22103806170961
2025-02-01,7,2025-02-01 01:20:00,0,451.79768333333328,2710.7860999999998,0,0.37459999999999999,0.3564410268258425,507.63389047325097,833.33333333333326,0,451.79768333333328,55.83620713991769,0,0,0,0,10800,55.83620713991769,507.63389047325097,10800,190.1596553712798,0,0,190.1596553712798
2025-02-01,8,2025-02-01 01:30:00,0,446.07999999999998,2676.48,0,0.36059999999999998,0.35898346368003081,518.2383397293803,833.33333333333326,0,446.07999999999998,72.158339729380316,0,0,0,0,10800,72.158339729380316,518.2383397293803,10800,186.87674530641453,0,0,186.87674530641453
2025-02-01,9,2025-02-01 01:40:00,0,471.76633333333331,2830.598,0,0.35820000000000002,0.36561753974530808,515.49475254000811,833.33333333333326,0,471.76633333333331,43.728419206674801,0,0,0,0,10800,43.728419206674801,515.49475254000811,10800,184.65022035983091,0,0,184.65022035983091
2025-02-01,10,2025-02-01 01:50:00,0,448.02596666666665,2688.1558,0,0.30409999999999998,0.35685925946210251,516.26208563703005,833.33333333333326,0,448.02596666666665,68.236118970363407,0,0,0,0,10800,68.236118970363407,516.26208563703005,10800,156.99530024222082,0,0,156.99530024222082
2025-02-01,11,2025-02-01 02:00:00,0,397.40333333333331,2384.4200000000001,0,0.25369999999999998,0.34065685584050248,546.59416464408991,833.33333333333326,0,397.40333333333331,149.19083131075661,0,0,0,0,10800,149.19083131075661,546.59416464408991,10800,138.6709395702056,0,0,138.6709395702056
2025-02-01,12,2025-02-01 02:10:00,0,434.0906333333333,2604.5437999999999,0,0.33460000000000001,0.34493769387619405,539.87043660220513,833.33333333333326,0,434.0906333333333,105.77980326887183,0,0,0,0,10800,105.77980326887183,539.87043660220513,10800,180.64064808709784,0,0,180.64064808709784
2025-02-01,13,2025-02-01 02:20:00,0,490.56091666666663,2943.3654999999999,0,0.39710000000000001,0.36368991067825152,549.09693363546808,833.33333333333326,0,490.56091666666663,58.536016968801448,0,0,0,0,10800,58.536016968801448,549.09693363546808,10800,218.04639234664438,0,0,218.04639234664438
2025-02-01,14,2025-02-01 02:30:00,0,503.22000000000003,3019.3200000000002,0,0.36699999999999999,0.3786280209976543,542.51678090634709,833.33333333333326,0,503.22000000000003,39.296780906347067,0,0,0,0,10800,39.296780906347067,542.51678090634709,10800,199.10365859262939,0,0,199.10365859262939
2025-02-01,15,2025-02-01 02:40:00,0,474.07281666666665,2844.4369000000002,0,0.31850000000000001,0.37981427702362813,561.18388395632019,833.33333333333326,0,474.07281666666665,87.111067289653533,0,0,0,0,10800,87.111067289653533,561.18388395632019,10800,178.73706704008799,0,0,178.73706704008799
2025-02-01,16,2025-02-01 02:50:00,0,461.38439999999997,2768.3063999999999,0,0.32850000000000001,0.38068167274630776,579.76800577015899,833.33333333333326,0,461.38439999999997,118.38360577015902,0,0,0,0,10800,118.38360577015902,579.76800577015899,10800,190.45378989549724,0,0,190.45378989549724
