date,g0,grid,planned_cost,adjustment_cost,emergency_cost,total_cost,emergency,charge,discharge,spill,unused,cost_q95_component,soc_start,soc_end
2025-02-01,55161.857113690799,55161.857113690799,35493.389948811266,0,65.846124285617989,35559.236073096879,16.200301214323531,0,0,10472.001883333332,10327.879598238453,35559.236073096879,10800,10800
2025-02-02,95185.325036879003,95185.325036879003,81670.406759306235,0,0,81670.406759306235,0,0,0,437.1925500000001,16391.854536879004,81670.406759306235,10800,10800
2025-02-03,97287.216685356558,97287.216685356558,84341.454354508183,0,31.313477286236328,84372.767831794423,5.6599145569338134,0,0,80.666483333333417,16995.293616580158,84372.767831794423,10800,10800
2025-02-04,99245.639258712821,99245.639258712821,86903.902161601145,0,164.4294378098156,87068.331599410943,73.575653129042962,0,0,319.04835000000014,17805.302611841882,87068.331599410943,10800,10800
2025-02-05,93407.307070080758,93407.307070080758,81366.032076516422,0,64.72469842072465,81430.756774937152,21.35869752479887,0,0,41.182350000000035,12639.056434272239,81430.756774937152,10800,10800
2025-02-06,98730.953826911602,98730.953826911602,85991.888849684561,0,0,85991.888849684561,0,0,0,1.4008166666667421,18458.495793578262,85991.888849684561,10800,10800
2025-02-07,54975.123234793908,54975.123234793908,35352.236805921137,0,2.0200083766611385,35354.256814297798,0.39956648732294298,0,0,12399.403233333334,10770.439901281232,35354.256814297798,10800,10800
2025-02-08,48334.234947353587,48334.234947353587,30381.903155948668,0,43.37531326278917,30425.278469211458,11.763024810411764,0,0,11655.549033333333,5113.2862221640034,30425.278469211458,10800,10800
2025-02-09,92542.954790545657,92542.954790545657,79797.313479240896,0,114.06759634114906,79911.381075582045,23.699729791806362,0,0,52.429416666666683,12958.809137004133,79911.381075582045,10800,10800
2025-02-10,89184.128095907945,89184.128095907945,75516.341354896635,0,98.460463803430926,75614.801818700056,45.610409311791273,0,0,1451.7277666666664,13451.373155219744,75614.801818700056,10800,10800
2025-02-11,89625.841759115647,89625.841759115647,76802.995613772771,0,176.62584069240171,76979.621454465174,33.147777387031283,0,0,982.33965000000035,13456.052753169344,76979.621454465174,10800,10800
2025-02-12,89933.878009248874,89933.878009248874,76841.131751501583,0,24.972134480089025,76866.103885981662,6.7748374430289005,0,0,1364.8384999999998,13309.078213358567,76866.103885981662,10800,10800
2025-02-13,84698.838919396629,84698.838919396629,71549.08629080352,0,353.68514968592712,71902.77144048945,65.160482346187905,0,0,2191.9433333333336,11242.577051742828,71902.77144048945,10800,10800
2025-02-14,48304.631154828909,48304.631154828909,30509.384653127061,0,157.53342862055041,30666.918081747615,47.06070527577981,0,0,12807.300316666668,5742.5897267713581,30666.918081747615,10800,10800
2025-02-15,47765.064151715807,47765.064151715807,30031.71515074982,0,708.05334422365922,30739.768494973479,164.47202288560879,0,0,13355.802533333332,5293.6425412680865,30739.768494973479,10800,10800
2025-02-16,89846.29294005339,89846.29294005339,76582.297483916132,0,554.0047744537178,77136.302258369862,145.92768279574943,0,0,571.04803333333314,14043.793489515807,77136.302258369862,10800,10800
2025-02-17,90486.724524479476,90486.724524479476,75773.98247179325,0,196.14921491975909,75970.131686712994,50.306402121308338,0,0,1898.9013833333329,17454.26637660079,75970.131686712994,10800,10800
2025-02-18,82135.149969450693,82135.149969450693,68814.392971493508,0,56.107761005716831,68870.500732499233,10.442538806200787,0,0,1197.0341666666664,8857.1705582568975,68870.500732499233,10800,10800
2025-02-19,82772.276137064764,82772.276137064764,70016.584637466032,0,664.215481929524,70680.800119395557,167.57968596170917,0,0,2275.0295333333329,7785.4989063598077,70680.800119395557,10800,10800
2025-02-20,84571.222170091263,84571.222170091263,71129.491439349367,0,231.21290709613166,71360.704346445506,49.773248765279163,0,0,1799.7883499999996,11828.073335523206,71360.704346445506,10800,10800
2025-02-21,46736.708602537154,46736.708602537154,29095.635276391571,0,90.038417694408452,29185.673694085974,27.394557667432821,0,0,15911.988999999998,5291.8521268712566,29185.673694085974,10800,10800
2025-02-22,47172.413872222882,47172.413872222882,29660.035904658471,0,156.45968535557969,29816.495590014052,47.42002048040689,0,0,13789.871816666666,5585.1991927032896,29816.495590014052,10800,10800
2025-02-23,83701.571540143865,83701.571540143865,69761.01019814465,0,434.97554552973338,70195.985743674391,115.57467985692938,0,0,1365.1420833333336,10920.150453334136,70195.985743674391,10800,10800
2025-02-24,82292.745561928037,82292.745561928037,68889.744536390295,0,462.34353194229891,69352.088068332596,89.753967851274751,0,0,3130.8992000000007,11048.56671311265,69352.088068332596,10800,10800
2025-02-25,83571.029815193193,83571.029815193193,69253.531641142385,0,262.11229889350454,69515.643940035879,50.223599610992551,0,0,4729.2595333333338,13070.670648137519,69515.643940035879,10800,10800
2025-02-26,77901.995105481532,77901.995105481532,64392.673788008622,0,131.68273559816669,64524.356523606788,33.118289250468251,0,0,2708.2171833333332,6412.0481780653299,64524.356523606788,10800,10800
2025-02-27,78688.968064327695,78688.968064327695,65090.500605898727,0,122.83518130090977,65213.335787199641,30.163354597223474,0,0,4686.5689333333339,7075.9782855915946,65213.335787199641,10800,10800
2025-02-28,45353.372712539895,45353.372712539895,27706.984299006268,0,179.83698065628118,27886.821279662548,54.344379849868623,0,0,17169.857016666665,4945.2665257231019,27886.821279662548,10800,10800
2025-03-01,47204.082272181156,47204.082272181156,28969.921288682606,0,82.460791959036598,29052.382080641648,14.487138432719007,0,0,15654.619333333332,7905.18414394721,29052.382080641648,10800,10800
2025-03-02,85639.577740651774,85639.577740651774,71150.017573733145,0,143.76949796813201,71293.78707170127,28.211687347162609,0,0,236.89343333333318,13072.588927998944,71293.78707170127,10800,10800
2025-03-03,87664.952292595786,87664.952292595786,72766.891269363012,0,543.72298859966486,73310.61425796269,117.52949664615085,0,0,1172.432333333333,14592.902822575277,73310.61425796269,10800,10800
2025-03-04,79102.139572035318,79102.139572035318,65025.873188329992,0,364.07367933373564,65389.946867663719,130.2598408424796,0,0,1715.2132000000001,8317.7282795444698,65389.946867663719,10800,10800
2025-03-05,81457.309497653725,81457.309497653725,66710.381470335633,0,15.112086359577056,66725.493556695204,4.3063144125187591,0,0,2637.4365500000004,12693.707245399586,66725.493556695204,10800,10800
