date,slot,timestamp,node_hour,net_kwh,load_kw,pv_kw,grid,charge_cap,discharge_cap,lag_observation,price,charge,discharge,emergency,spill,soc,g0,initial_soc
2025-01-22,72,2025-01-22 12:10:00,12,89.989883333333324,6406.9178000000002,5866.9785000000002,988.5683972222223,833.33333333333337,294.62133866666471,82.247083333333336,0.44109999999999999,833.33333333333337,0,0,65.245180555555635,7591.0254328016272,1029.7660611111114,10362.544503680845
2025-01-22,73,2025-01-22 12:20:00,12,91.744216666666631,6438.4236000000001,5887.9583000000002,1006.3738944444444,833.33333333333337,0,89.989883333333324,0.4551,833.33333333333337,0,0,81.296344444444458,8341.0254328016272,1008.1207222222222,10362.544503680845
2025-01-22,74,2025-01-22 12:30:00,12,66.499583333333248,6432.8599999999997,6033.8625000000002,914.49332499999991,833.33333333333337,0,91.744216666666631,0.44629999999999997,833.33333333333337,0,0,14.660408333333294,9091.0254328016272,1027.9665333333335,10362.544503680845
2025-01-22,75,2025-01-22 12:40:00,12,86.471649999999954,6570.8503000000001,6052.0204000000003,867.83607777777786,833.33333333333337,0,66.499583333333248,0.4113,781.36442777777791,0,0,-0,9794.2534178016267,1032.7652,10362.544503680845
2025-01-22,76,2025-01-22 12:50:00,12,134.59569999999999,6711.5387000000001,5903.9645,734.10824626620911,693.57364348843134,0,86.471649999999954,0.56820000000000004,599.51254626620914,0,0,-0,10333.814709441214,734.10824626620911,10362.544503680845
2025-01-22,77,2025-01-22 13:00:00,12,179.27083333333331,6768.8000000000002,5693.1750000000002,257.82828333333327,140.50400000000008,833.33333333333337,134.59569999999999,0.82789999999999997,78.55744999999996,0,0,-0,10404.516414441214,373.0936333333334,10362.544503680845
2025-01-22,78,2025-01-22 13:10:00,12,201.86938333333333,6756.7582000000002,5545.5419000000002,280.2282944444446,84.052100000000053,488.91237304621802,179.27083333333331,0.86360000000000003,78.358911111111269,0,0,-0,10475.039434441214,413.44461666666666,10362.544503680845
2025-01-22,79,2025-01-22 13:20:00,12,200.96546666666669,6550.9575999999997,5345.1647999999996,239.14573888888904,53.470216666666744,449.3368681738167,201.86938333333333,0.84160000000000001,38.180272222222357,0,0,-0,10509.401679441215,432.18436666666668,10362.544503680845
2025-01-22,80,2025-01-22 13:30:00,12,214.08333333333331,6339.1999999999998,5054.6999999999998,233.33016666666663,94.376750000000072,58.694891666666649,200.96546666666669,0.86180000000000001,19.246833333333313,0,0,-0,10526.723829441215,403.53537500000004,10362.544503680845
2025-01-22,81,2025-01-22 13:40:00,12,286.98788333333334,6489.8638000000001,4767.9364999999998,355.95521666666656,108.99119999999994,18.685477777777862,214.08333333333331,0.86229999999999996,68.967333333333215,0,0,-0,10588.794429441214,449.52787222222224,10362.544503680845
2025-01-22,82,2025-01-22 13:50:00,12,361.50648333333339,6709.0931,4540.0541999999996,416.350775,133.32381944444433,50.135283333333405,286.98788333333334,0.90259999999999996,54.844291666666606,0,0,-0,10638.154291941213,489.66803611111118,10362.544503680845
2025-01-22,83,2025-01-22 14:00:00,12,400.79916666666668,6742.1199999999999,4337.3249999999998,0,0,833.33333333333337,361.50648333333339,0.97540000000000004,0,400.79916666666668,0,-0,10192.821884533805,0,10362.544503680845
2025-01-22,84,2025-01-22 14:10:00,12,415.34708333333339,6602.2851000000001,4110.2025999999996,0,486.25025555555555,833.33333333333337,400.79916666666668,1.0002,0,415.34708333333339,0,-0,9731.3251252745467,0,10362.544503680845
2025-01-22,85,2025-01-22 14:20:00,12,414.24834999999996,6528.7168000000001,4043.2267000000002,0,0,511.76039444444456,415.34708333333339,0.99780000000000002,0,414.24834999999996,0,-0,9271.0491808301031,0,10362.544503680845
2025-01-22,86,2025-01-22 14:30:00,12,408.64666666666665,6524.8299999999999,4072.9499999999998,0,0,545.31969999999978,414.24834999999996,1.0270999999999999,0,408.64666666666665,0,-0,8816.997328978252,0,10362.544503680845
2025-01-22,87,2025-01-22 14:40:00,12,412.40728333333328,6410.9096,3936.4659000000001,0,0,802.09893306561548,408.64666666666665,1.0906,0,412.40728333333328,0,-0,8358.7670141634371,0,10362.544503680845
