date,slot,timestamp,node_hour,net_kwh,load_kw,pv_kw,grid,charge_cap,discharge_cap,lag_observation,price,charge,discharge,emergency,spill,soc,g0,initial_soc,planned_cost,adjustment_cost,emergency_cost,total_cost
2025-01-17,0,2025-01-17 00:10:00,0,376.21276666666665,2257.2766000000001,0,426.08196666666663,54.693083333333334,89.201533052524596,444.33833333333337,0.42480000000000001,49.869199999999978,0,0,-0,9724.9092943897904,426.08196666666663,9680.0270143897906,180.99961944,0,0,180.99961944
2025-01-17,1,2025-01-17 00:20:00,0,399.61709999999999,2397.7026000000001,0,447.52373333333333,55.804333333333375,46.000249999999994,376.21276666666665,0.42449999999999999,47.906633333333332,0,0,-0,9768.0252643897911,447.52373333333333,9680.0270143897906,189.97382479999999,0,0,189.97382479999999
2025-01-17,2,2025-01-17 00:30:00,0,468.99499999999995,2813.9699999999998,0,457.9783333333333,45.224999999999966,27.319999999999993,399.61709999999999,0.4269,0,11.016666666666652,0,-0,9755.7845236490502,457.9783333333333,9680.0270143897906,195.51095049999998,0,0,195.51095049999998
2025-01-17,3,2025-01-17 00:40:00,0,492.84958333333327,2957.0974999999999,0,500.5209666666666,833.33333333333337,833.33333333333337,468.99499999999995,0.42720000000000002,7.6713833333333241,0,0,-0,9762.68876864905,500.5209666666666,9680.0270143897906,213.82255695999999,0,0,213.82255695999999
2025-01-17,4,2025-01-17 00:50:00,0,457.38273333333336,2744.2964000000002,0,480.19794999999999,77.462400000000002,0,492.84958333333327,0.42709999999999998,22.815216666666629,0,0,-0,9783.22246364905,480.19794999999999,9680.0270143897906,205.09254444499999,0,0,205.09254444499999
2025-01-17,5,2025-01-17 01:00:00,0,420.54499999999996,2523.27,0,444.39833333333337,66.701666666666654,290.20171233986565,457.38273333333336,0.42849999999999999,23.85333333333341,0,0,-0,9804.6904636490508,444.39833333333337,9680.0270143897906,190.42468583333334,0,0,190.42468583333334
2025-01-17,6,2025-01-17 01:10:00,0,451.53398333333331,2709.2039,0,494.09465,56.118949999999984,8.2444166666667229,420.54499999999996,0.43109999999999998,42.560666666666691,0,0,-0,9842.9950636490503,494.09465,9680.0270143897906,213.00420361499999,0,0,213.00420361499999
2025-01-17,7,2025-01-17 01:20:00,0,463.21574999999996,2779.2945,0,533.03151666666668,107.65626666666662,0,451.53398333333331,0.43020000000000003,69.815766666666718,0,0,-0,9905.8292536490499,533.03151666666668,9680.0270143897906,229.31015847,0,0,229.31015847
2025-01-17,8,2025-01-17 01:30:00,0,445.46000000000004,2672.7600000000002,0,508.66166666666669,95.819999999999993,229.32133297650324,463.21574999999996,0.4279,63.201666666666654,0,0,-0,9962.7107536490494,508.66166666666669,9680.0270143897906,217.65632716666667,0,0,217.65632716666667
2025-01-17,9,2025-01-17 01:40:00,0,470.91126666666662,2825.4675999999999,0,509.32838333333331,38.095766666666748,48.53843333333333,445.46000000000004,0.43120000000000003,38.095766666666748,0,0,0.32134999999993852,9996.9969436490501,509.32838333333331,9680.0270143897906,219.62239889333333,0,0,219.62239889333333
