date,interval,timestamp,slot,weekday,weekday_name,month,day_of_year,grid,charge_cap,discharge_cap,soc_reserve_kwh,net_kwh,initial_soc,price,charge,discharge,emergency,unused,soc,planned_cost,emergency_cost
2025-09-17,00:00-00:10,2025-09-17 00:10:00,1,3,星期三,9,260,763.57906665659834,833.33333333333326,833.33333333333326,3342.7943918181159,617.99208333333331,8345.3448216383786,0.42480000000000001,145.58698332326503,0,0,0,8476.3731066293167,324.36838751572299,0
2025-09-17,00:10-00:20,2025-09-17 00:20:00,2,3,星期三,9,260,928.9689667307232,833.33333333333326,833.33333333333326,3366.5419263318199,599.7917666666666,8345.3448216383786,0.42449999999999999,329.17720006405659,0,0,0,8772.6325866869684,394.34732637719196,0
2025-09-17,00:20-00:30,2025-09-17 00:30:00,3,3,星期三,9,260,714.51016255566537,833.33333333333326,833.33333333333326,3377.5389623420542,609.28499999999997,8345.3448216383786,0.4269,105.22516255566541,0,0,0,8867.3352329870668,305.02438839501355,0
2025-09-17,00:30-00:40,2025-09-17 00:40:00,4,3,星期三,9,260,706.59485124759431,833.33333333333326,833.33333333333326,3378.8757353467818,569.97216666666668,8345.3448216383786,0.42720000000000002,136.62268458092763,0,0,0,8990.2956491099012,301.85732045297232,0
2025-09-17,00:40-00:50,2025-09-17 00:50:00,5,3,星期三,9,260,731.96297804343396,833.33333333333326,833.33333333333326,3439.1858882353922,571.90114999999992,8345.3448216383786,0.42709999999999998,160.06182804343405,0,0,0,9134.3512943489914,312.62138792235061,0
2025-09-17,00:50-01:00,2025-09-17 01:00:00,6,3,星期三,9,260,660.43637596589269,833.33333333333326,0,3421.7063382676474,618.45499999999993,8345.3448216383786,0.42849999999999999,41.981375965892767,0,0,0,9172.1345327182953,282.996987101385,0
2025-09-17,01:00-01:10,2025-09-17 01:10:00,7,3,星期三,9,260,650.59979721117747,833.33333333333326,0,3429.5909224008151,615.79823333333331,8345.3448216383786,0.43109999999999998,34.80156387784416,0,0,0,9203.4559402083541,280.47357257773859,0
2025-09-17,01:10-01:20,2025-09-17 01:20:00,8,3,星期三,9,260,627.11097567190905,833.33333333333326,0,3394.0998163690128,598.21179999999993,8345.3448216383786,0.43020000000000003,28.89917567190912,0,0,0,9229.4651983130716,269.78314173405528,0
2025-09-17,01:20-01:30,2025-09-17 01:30:00,9,3,星期三,9,260,613.03850802488114,833.33333333333326,0,3381.4199857488679,589.96166666666659,8345.3448216383786,0.4279,23.076841358214551,0,0,0,9250.2343555354655,262.31917758384662,0
2025-09-17,01:30-01:40,2025-09-17 01:40:00,10,3,星期三,9,260,671.62256852749397,833.33333333333326,833.33333333333326,3378.0406063936121,576.07746666666662,8345.3448216383786,0.43120000000000003,95.545101860827344,0,0,0,9336.2249472102103,289.60365154905543,0
2025-09-17,01:40-01:50,2025-09-17 01:50:00,11,3,星期三,9,260,622.91617589662451,833.33333333333326,0,3391.7136709105043,559.06854999999996,8345.3448216383786,0.43330000000000002,63.84762589662455,0,0,0,9393.6878105171727,269.9095790160074,0
2025-09-17,01:50-02:00,2025-09-17 02:00:00,12,3,星期三,9,260,619.68963957239407,833.33333333333326,0,3415.5723961616918,558.71499999999992,8345.3448216383786,0.43109999999999998,60.974639572394153,0,0,0,9448.5649861323272,267.14820361965906,0
2025-09-17,02:00-02:10,2025-09-17 02:10:00,13,3,星期三,9,260,628.78765008294317,833.33333333333326,0,3420.3858800399471,589.04520000000002,8345.3448216383786,0.42930000000000001,39.742450082943151,0,0,0,9484.3331912069752,269.93853818060751,0
2025-09-17,02:10-02:20,2025-09-17 02:20:00,14,3,星期三,9,260,660.08675575479401,833.33333333333326,833.33333333333326,3424.9527632801332,594.72713333333331,8345.3448216383786,0.43240000000000001,65.359622421460699,0,0,0,9543.1568513862894,285.42151318837296,0
2025-09-17,02:20-02:30,2025-09-17 02:30:00,15,3,星期三,9,260,686.23390122962633,833.33333333333326,833.33333333333326,3416.1124317733197,578.89999999999998,8345.3448216383786,0.43669999999999998,107.33390122962635,0,0,0,9639.7573624929537,299.67834466697781,0
2025-09-17,02:30-02:40,2025-09-17 02:40:00,16,3,星期三,9,260,653.21288479584609,833.33333333333326,833.33333333333326,3380.0609814814106,596.09781666666663,8345.3448216383786,0.43480000000000002,57.115068129179463,0,0,0,9691.1609238092151,284.01696230923392,0
2025-09-17,02:40-02:50,2025-09-17 02:50:00,17,3,星期三,9,260,639.60562271722074,833.33333333333326,833.33333333333326,3321.1040143100713,604.8680333333333,8345.3448216383786,0.4335,34.737589383887439,0,0,0,9722.4247542547146,277.2690374479152,0
2025-09-17,02:50-03:00,2025-09-17 03:00:00,18,3,星期三,9,260,621.01817133206225,833.33333333333326,0,3311.9735409037949,589.56333333333328,8345.3448216383786,0.43569999999999998,31.454837998728976,0,0,0,9750.734108453571,270.5776172493795,0
2025-09-17,03:00-03:10,2025-09-17 03:10:00,19,3,星期三,9,260,628.91649715040489,833.33333333333326,0,3336.9484420742742,582.21006666666665,8345.3448216383786,0.43740000000000001,46.706430483738245,0,0,0,9792.7698958889359,275.0880758535871,0
2025-09-17,03:10-03:20,2025-09-17 03:20:00,20,3,星期三,9,260,643.7445880311609,833.33333333333326,833.33333333333326,3310.9035022830526,601.25675000000001,8345.3448216383786,0.43709999999999999,42.487838031160891,0,0,0,9831.0089501169805,281.38075942842045,0
2025-09-17,03:20-03:30,2025-09-17 03:30:00,21,3,星期三,9,260,601.62813688869846,833.33333333333326,0,3311.4853313732042,621.9133333333333,8345.3448216383786,0.43559999999999999,0,0,20.285196444634835,0,9831.0089501169805,262.06921642871703,44.181157856414671
2025-09-17,03:30-03:40,2025-09-17 03:40:00,22,3,星期三,9,260,636.68066978177603,833.33333333333326,833.33333333333326,3331.1552777058751,603.3189666666666,8345.3448216383786,0.43530000000000002,33.361703115109435,0,0,0,9861.0344829205787,277.14709555600712,0
2025-09-17,03:40-03:50,2025-09-17 03:50:00,23,3,星期三,9,260,622.75923979947754,833.33333333333326,833.33333333333326,3350.4817129274347,594.59519999999998,8345.3448216383786,0.436,28.164039799477564,0,0,0,9886.3821187401081,271.52302855257221,0
2025-09-17,03:50-04:00,2025-09-17 04:00:00,24,3,星期三,9,260,620.85896320795587,833.33333333333326,833.33333333333326,3371.1709459049803,602.1583333333333,8345.3448216383786,0.43780000000000002,18.700629874622564,0,0,0,9903.212685627268,271.81205409244308,0
2025-09-17,04:00-04:10,2025-09-17 04:10:00,25,3,星期三,9,260,638.41717332353755,833.33333333333326,833.33333333333326,3375.2350216910395,586.03596666666658,8345.3448216383786,0.44009999999999999,52.381206656870972,0,0,0,9950.3557716184514,280.96739797968888,0
2025-09-17,04:10-04:20,2025-09-17 04:20:00,26,3,星期三,9,260,644.70625615662857,833.33333333333326,833.33333333333326,3401.7799906333257,581.07488333333333,8345.3448216383786,0.43890000000000001,63.631372823295237,0,0,0,10007.624007159417,282.96157582714426,0
2025-09-17,04:20-04:30,2025-09-17 04:30:00,27,3,星期三,9,260,615.44993605558557,833.33333333333326,833.33333333333326,3422.256660551564,592.49499999999989,8345.3448216383786,0.43640000000000001,22.954936055585677,0,0,0,10028.283449609444,268.58235209465755,0
2025-09-17,04:30-04:40,2025-09-17 04:40:00,28,3,星期三,9,260,623.78914066284835,833.33333333333326,833.33333333333326,3389.2332378724723,590.58441666666658,8345.3448216383786,0.43930000000000002,33.20472399618177,0,0,0,10058.167701206008,274.03056949318932,0
2025-09-17,04:40-04:50,2025-09-17 04:50:00,29,3,星期三,9,260,621.16615895663722,833.33333333333326,833.33333333333326,3372.9758838561997,599.95551666666665,8345.3448216383786,0.44219999999999998,21.210642289970565,0,0,0,10077.257279266982,274.67967549062496,0
2025-09-17,04:50-05:00,2025-09-17 05:00:00,30,3,星期三,9,260,592.82330070653882,833.33333333333326,833.33333333333326,3405.3599865539604,609.93333333333328,8345.3448216383786,0.4395,0,17.110032626794464,0,0,10058.246131903878,260.54584066052382,0
2025-09-17,05:00-05:10,2025-09-17 05:10:00,31,3,星期三,9,260,602.61610205899728,833.33333333333326,833.33333333333326,3409.0555898909597,588.62316666666663,8345.3448216383786,0.43330000000000002,13.992935392330651,0,0,0,10070.839773756976,261.11355702216355,0
2025-09-17,05:10-05:20,2025-09-17 05:20:00,32,3,星期三,9,260,619.45795733067041,833.33333333333326,833.33333333333326,3361.7460555621351,610.99231666666662,8345.3448216383786,0.44390000000000002,8.4656406640037858,0,0,0,10078.458850354578,274.97738725908459,0
2025-09-17,05:20-05:30,2025-09-17 05:30:00,33,3,星期三,9,260,633.93893983400585,833.33333333333326,833.33333333333326,3343.7999380808419,642.99166666666656,8345.3448216383786,0.43009999999999998,0,9.05272683266071,0,0,10068.400264984955,272.65713802260592,0
2025-09-17,05:30-05:40,2025-09-17 05:40:00,34,3,星期三,9,260,1404.9416363972659,833.33333333333326,833.33333333333326,3370.1484649135709,594.47665000000006,8345.3448216383786,0.37130000000000002,810.46498639726587,0,0,0,10797.818752742494,521.65482959430483,0
