grid,charge_cap,discharge_cap,reserve
763.57906665659834,833.33333333333326,833.33333333333326,3342.7943918181159
928.9689667307232,833.33333333333326,833.33333333333326,3366.5419263318199
714.51016255566537,833.33333333333326,833.33333333333326,3377.5389623420542
706.59485124759431,833.33333333333326,833.33333333333326,3378.8757353467818
731.96297804343396,833.33333333333326,833.33333333333326,3439.1858882353922
660.43637596589269,833.33333333333326,0,3421.7063382676474
650.59979721117747,833.33333333333326,0,3429.5909224008151
627.11097567190905,833.33333333333326,0,3394.0998163690128
613.03850802488114,833.33333333333326,0,3381.4199857488679
671.62256852749397,833.33333333333326,833.33333333333326,3378.0406063936121
622.91617589662451,833.33333333333326,0,3391.7136709105043
619.68963957239407,833.33333333333326,0,3415.5723961616918
628.78765008294317,833.33333333333326,0,3420.3858800399471
660.08675575479401,833.33333333333326,833.33333333333326,3424.9527632801332
686.23390122962633,833.33333333333326,833.33333333333326,3416.1124317733197
653.21288479584609,833.33333333333326,833.33333333333326,3380.0609814814106
639.60562271722074,833.33333333333326,833.33333333333326,3321.1040143100713
621.01817133206225,833.33333333333326,0,3311.9735409037949
628.91649715040489,833.33333333333326,0,3336.9484420742742
643.7445880311609,833.33333333333326,833.33333333333326,3310.9035022830526
601.62813688869846,833.33333333333326,0,3311.4853313732042
636.68066978177603,833.33333333333326,833.33333333333326,3331.1552777058751
622.75923979947754,833.33333333333326,833.33333333333326,3350.4817129274347
620.85896320795587,833.33333333333326,833.33333333333326,3371.1709459049803
638.41717332353755,833.33333333333326,833.33333333333326,3375.2350216910395
644.70625615662857,833.33333333333326,833.33333333333326,3401.7799906333257
615.44993605558557,833.33333333333326,833.33333333333326,3422.256660551564
623.78914066284835,833.33333333333326,833.33333333333326,3389.2332378724723
621.16615895663722,833.33333333333326,833.33333333333326,3372.9758838561997
592.82330070653882,833.33333333333326,833.33333333333326,3405.3599865539604
602.61610205899728,833.33333333333326,833.33333333333326,3409.0555898909597
619.45795733067041,833.33333333333326,833.33333333333326,3361.7460555621351
633.93893983400585,833.33333333333326,833.33333333333326,3343.7999380808419
1404.9416363972659,833.33333333333326,833.33333333333326,3370.1484649135709
691.03198897843833,833.33333333333326,833.33333333333326,3376.5934506436593
50.95503432387568,833.33333333333326,833.33333333333326,3404.5642790568945
0,833.33333333333326,833.33333333333326,3403.0192417308463
134.55701453885897,833.33333333333326,833.33333333333326,3409.5789226931524
0,833.33333333333326,833.33333333333326,3414.5011061464747
510.73841223046895,833.33333333333326,833.33333333333326,3399.2010442155733
459.94478902947009,833.33333333333326,833.33333333333326,3330.4313955074999
425.433480580457,833.33333333333326,833.33333333333326,3308.0335058808078
446.82047962019766,833.33333333333326,833.33333333333326,3325.630165961039
409.4071061393895,833.33333333333326,833.33333333333326,3318.3784663090591
395.97797717889682,833.33333333333326,833.33333333333326,3271.1092105327448
1067.7471372971045,833.33333333333326,833.33333333333326,3288.874970846402
331.29191923124455,833.33333333333326,833.33333333333326,3219.3502999268353
0,833.33333333333326,833.33333333333326,3299.0625559799596
0,833.33333333333326,833.33333333333326,3250.8329831669471
0,833.33333333333326,833.33333333333326,3284.3649414053739
0,833.33333333333326,833.33333333333326,3192.8116164222438
0,833.33333333333326,833.33333333333326,3150.0692875995969
0,833.33333333333326,833.33333333333326,3165.0181317274805
0,833.33333333333326,833.33333333333326,3222.4888518206358
0,833.33333333333326,833.33333333333326,3195.5182574358041
0,833.33333333333326,833.33333333333326,3119.0636126557533
0,833.33333333333326,833.33333333333326,3059.6589997065007
0,833.33333333333326,833.33333333333326,3077.7759792716424
0,833.33333333333326,833.33333333333326,2973.608550606908
0,833.33333333333326,66.197451817745787,2849.8438950867262
0,833.33333333333326,48.414610432404814,2763.5994590241162
0,833.33333333333326,38.718370358235006,2770.7587876771408
0,833.33333333333326,24.842747881124218,2668.9736185909373
0,833.33333333333326,0,2593.4648005553477
0,833.33333333333326,0,2569.7484955419009
0,833.33333333333326,0,2671.3430660803301
0,833.33333333333326,0,2466.1977380995372
0,833.33333333333326,0,2401.9123523683734
0,833.33333333333326,0,2189.382616808442
0,833.33333333333326,0,2082.0702516313213
0,833.33333333333326,0,2094.0996099115478
0,833.33333333333326,0,2080.1260793966453
0,833.33333333333326,0,1901.6334016344965
0,833.33333333333326,0,1720.3165934563344
0,833.33333333333326,0,1874.9907086961136
515.08341675720169,833.33333333333326,0,1805.1827950033423
0,833.33333333333326,0,1782.1551913208859
