date,interval,charge_kwh,discharge_kwh,soc_at_0000,soc_at_2400
2025-03-20,00:00-04:00,1375.9382353215938,113.91016730309244,8315.80781398812,4091.6551008484089
2025-03-20,04:00-08:00,1213.6716394905307,4942.7989005746258,8315.80781398812,4091.6551008484089
2025-03-20,08:00-12:00,6193.5005449419477,2777.3772166666663,8315.80781398812,4091.6551008484089
2025-03-20,12:00-16:00,3963.2871546760557,393.31920774622597,8315.80781398812,4091.6551008484089
2025-03-20,16:00-20:00,68.403283323315918,5646.1452589232213,8315.80781398812,4091.6551008484089
2025-03-20,20:00-24:00,3269.1089494219405,2956.1536344239739,8315.80781398812,4091.6551008484089
2025-06-21,00:00-04:00,439.24543401118763,46.201062819235744,6250.6567031674513,10396.21749929346
2025-06-21,04:00-08:00,331.65067673847358,2678.8758218978301,6250.6567031674513,10396.21749929346
2025-06-21,08:00-12:00,7648.2222248878234,0,6250.6567031674513,10396.21749929346
2025-06-21,12:00-16:00,0,0,6250.6567031674513,10396.21749929346
2025-06-21,16:00-20:00,0,4669.3928709754182,6250.6567031674513,10396.21749929346
2025-06-21,20:00-24:00,8289.3240722904739,2408.3638782157532,6250.6567031674513,10396.21749929346
2025-09-23,00:00-04:00,2495.2907557270737,10.121800889484234,7706.5613950588395,8109.6654982899991
2025-09-23,04:00-08:00,1053.4648225229205,5429.3111956480052,7706.5613950588395,8109.6654982899991
2025-09-23,08:00-12:00,4586.1903676204411,1896.6157166666662,7706.5613950588395,8109.6654982899991
2025-09-23,12:00-16:00,4854.8550401325519,475.04171868885635,7706.5613950588395,8109.6654982899991
2025-09-23,16:00-20:00,62.026634692386665,5873.3300195432093,7706.5613950588395,8109.6654982899991
2025-09-23,20:00-24:00,7694.6922765199342,2757.4669724001396,7706.5613950588395,8109.6654982899991
2025-12-21,00:00-04:00,1923.8759878175765,48.714583574673838,8569.2132242816988,8562.7372363543036
2025-12-21,04:00-08:00,1871.8242887783404,1916.0885664619027,8569.2132242816988,8562.7372363543036
2025-12-21,08:00-12:00,5345.2295606891184,6280.4916094201672,8569.2132242816988,8562.7372363543036
2025-12-21,12:00-16:00,6257.9742050234563,2220.1094166666667,8569.2132242816988,8562.7372363543036
2025-12-21,16:00-20:00,11.73101546121163,5612.963294155099,8569.2132242816988,8562.7372363543036
2025-12-21,20:00-24:00,8040.4556011189197,2922.8443525559337,8569.2132242816988,8562.7372363543036
