date,issue_hour,target_hour,grid_kwh,executed
2025-08-25,0,0.16666666666666666,777.1859698926479,True
2025-08-25,0,0.33333333333333331,749.57811998339412,True
2025-08-25,0,0.5,732.90169185094442,True
2025-08-25,0,0.66666666666666663,719.78265269284793,True
2025-08-25,0,0.83333333333333337,730.74680428105989,True
2025-08-25,0,1,746.54572483333391,True
2025-08-25,0,1.1666666666666667,692.38004355063788,True
2025-08-25,0,1.3333333333333333,674.9071506685741,True
2025-08-25,0,1.5,764.7384644808667,True
2025-08-25,0,1.6666666666666667,762.63298409264598,True
2025-08-25,0,1.8333333333333333,708.65497348124904,True
2025-08-25,0,2,694.84813494031073,True
2025-08-25,0,2.1666666666666665,717.13465167103436,True
2025-08-25,0,2.3333333333333335,725.66266427611754,True
2025-08-25,0,2.5,692.3719769415917,True
2025-08-25,0,2.6666666666666665,712.42169153771943,True
2025-08-25,0,2.8333333333333335,707.73610744828238,True
2025-08-25,0,3,699.47568502544209,True
2025-08-25,0,3.1666666666666665,717.70363647009003,True
2025-08-25,0,3.3333333333333335,688.45400755556307,True
2025-08-25,0,3.5,668.28369664213096,True
2025-08-25,0,3.6666666666666665,680.91733195571055,True
2025-08-25,0,3.8333333333333335,667.94541849770098,True
2025-08-25,0,4,708.22292035686098,True
2025-08-25,0,4.166666666666667,659.38510391859461,True
2025-08-25,0,4.333333333333333,652.07722013364173,True
2025-08-25,0,4.5,691.18144887464518,True
2025-08-25,0,4.666666666666667,706.50139208121686,True
2025-08-25,0,4.833333333333333,671.62562847387403,True
2025-08-25,0,5,620.2952120720887,True
2025-08-25,0,5.166666666666667,645.12919745785496,True
2025-08-25,0,5.333333333333333,650.43595343172274,True
2025-08-25,0,5.5,633.21501712748034,True
2025-08-25,0,5.666666666666667,1423.0266015505076,True
2025-08-25,0,5.833333333333333,666.0825690186058,True
2025-08-25,0,6,12.98057886914728,True
2025-08-25,0,6.166666666666667,0,False
2025-08-25,0,6.333333333333333,0,False
2025-08-25,0,6.5,0,False
2025-08-25,0,6.666666666666667,0,False
2025-08-25,0,6.833333333333333,162.8442524171293,False
2025-08-25,0,7,436.12868922963514,False
2025-08-25,0,7.166666666666667,340.94526338487856,False
2025-08-25,0,7.333333333333333,339.07988599361408,False
2025-08-25,0,7.5,317.82423317648227,False
2025-08-25,0,7.666666666666667,260.97117408937385,False
2025-08-25,0,7.833333333333333,0,False
2025-08-25,0,8,0,False
2025-08-25,0,8.1666666666666661,0,False
2025-08-25,0,8.3333333333333339,0,False
2025-08-25,0,8.5,0,False
2025-08-25,0,8.6666666666666661,0,False
2025-08-25,0,8.8333333333333339,0,False
2025-08-25,0,9,0,False
2025-08-25,0,9.1666666666666661,0,False
2025-08-25,0,9.3333333333333339,0,False
2025-08-25,0,9.5,0,False
2025-08-25,0,9.6666666666666661,0,False
2025-08-25,0,9.8333333333333339,0,False
2025-08-25,0,10,0,False
