hour,soc_kwh
0,9835.6146334825207
0.16666666666666666,9877.6343013859041
0.33333333333333331,9913.1546043709586
0.5,9948.083627036809
0.66666666666666663,9968.2171994603723
0.83333333333333337,9977.5617833133256
1,9978.7159356633256
1.1666666666666667,9919.9303359047753
1.3333333333333333,9874.8827810920793
1.5,9940.4433991248588
1.6666666666666667,9983.6468648082409
1.8333333333333333,9989.3949909413659
2,10020.672812387646
2.1666666666666665,10059.740148891577
2.3333333333333335,10097.106376740083
2.5,10109.228155987515
2.6666666666666665,10116.661098371464
2.8333333333333335,10116.684715074918
3,10128.319331597817
3.1666666666666665,10152.399914420897
3.3333333333333335,10153.766931220904
3.5,10164.966258198821
3.6666666666666665,10212.662430342078
3.8333333333333335,10226.181436990009
4,10217.693941090225
4.166666666666667,10144.406214014545
4.333333333333333,10085.359495644518
4.5,10104.889299631699
4.666666666666667,10176.275072504794
4.833333333333333,10198.92992813128
5,10122.548682285453
5.166666666666667,10115.875716497885
5.333333333333333,10116.898674586435
5.5,10064.311656579932
5.666666666666667,10782.960652975389
5.833333333333333,10798.862320092134
6,9988.0976855022982
6.166666666666667,9187.5231855022976
6.333333333333333,8440.7310188356314
6.5,7743.5114765664475
6.666666666666667,7076.2069950849664
6.833333333333333,6495.8568098997812
7,6004.2081987886704
7.166666666666667,5560.6556432331154
7.333333333333333,5141.7898469368192
7.5,4792.8666987886709
7.666666666666667,4583.8414580479302
7.833333333333333,4307.910532122004
8,3852.4406247145967
8.1666666666666661,3486.9443098997817
8.3333333333333339,3240.5067173071893
8.5,3020.9608839738557
8.6666666666666661,2859.3195136034856
8.8333333333333339,2769.1604395294116
9,2721.3099765664488
9.1666666666666661,2676.585013603486
9.3333333333333339,2662.0490136034859
9.5,2709.0890136034859
9.6666666666666661,2811.6515136034859
9.8333333333333339,2954.364573603486
10,3111.1966986034859
10.166666666666666,3248.023683603486
10.333333333333334,3355.097613603486
10.5,3451.280613603486
10.666666666666666,3575.0740536034859
10.833333333333334,3763.1183136034861
11,4013.0764386034862
11.166666666666666,4763.0764386034862
11.333333333333334,5028.6067086034864
11.5,5705.2645902749573
11.666666666666666,6455.2645902749573
11.833333333333334,7205.2645902749573
12,7955.2645902749573
12.166666666666666,8705.2645902749573
12.333333333333334,9174.8733257001368
12.5,9898.9807041203694
12.666666666666666,10648.980704120369
12.833333333333334,10800
13,10800
13.166666666666666,10800
13.333333333333334,10800
13.5,10800
13.666666666666666,10800
13.833333333333334,10800
14,10800
14.166666666666666,10785.90487037037
14.333333333333334,10706.441518518519
14.5,10574.979018518519
14.666666666666666,10391.607537037038
14.833333333333334,10162.117111111113
15,10211.955946242399
15.166666666666666,10685.747042660892
15.333333333333334,10669.725503717473
15.5,10754.453060166468
15.666666666666666,10800
15.833333333333334,10800
16,10800
16.166666666666668,10800
16.333333333333332,10800
16.5,10800
16.666666666666668,10798.159199994918
16.833333333333332,10749.944969156248
17,10706.247256212939
17.166666666666668,10661.163452822186
17.333333333333332,10689.965603326827
17.5,10778.333007958861
17.666666666666668,10800
17.833333333333332,10767.936477565421
18,10720.066406158707
18.166666666666668,10711.246643885508
18.333333333333332,10690.810779456817
18.5,10684.327313123213
18.666666666666668,10717.239436895446
18.833333333333332,10750.175417382614
19,9961.7900864472685
19.166666666666668,9108.778060002147
19.333333333333332,8232.7919510376651
19.5,7334.386255462945
19.666666666666668,6480.1455951316602
19.833333333333332,5601.3812207197307
20,4764.7810603901571
20.166666666666668,3893.6423432746406
20.333333333333332,3420.4896704051171
20.5,2571.2671415920236
20.666666666666668,1710.6855926034459
20.833333333333332,1712.7832697010037
21,1730.9070323632418
21.166666666666668,1728.967780110903
21.333333333333332,1728.0749308867607
21.5,1742.930794320353
21.666666666666668,1750.8453343245342
21.833333333333332,1753.8883533834846
22,2424.4848075227501
22.166666666666668,3115.0812100019029
22.333333333333332,3199.2626134949019
22.5,3929.0744914177221
22.666666666666668,4602.9015390925269
22.833333333333332,5282.5691755115904
23,5958.3619498825656
23.166666666666668,6624.3115730866903
23.333333333333332,7283.1461808428303
23.5,7981.0296067387471
23.666666666666668,8707.720847397768
23.833333333333332,9433.8039762116368
24,10077.809874267907
