grid,charge_cap,discharge_cap
419.86964387771695,833.33333333333326,833.33333333333326
425.22062847628126,833.33333333333326,833.33333333333326
410.79011992281926,833.33333333333326,833.33333333333326
411.25361495091789,833.33333333333326,32.751428742373321
431.06020505708472,833.33333333333326,19.038022723704842
416.27414592024121,833.33333333333326,41.627781028303218
401.29937207144644,833.33333333333326,833.33333333333326
404.2001320224357,833.33333333333326,833.33333333333326
420.26983653573149,833.33333333333326,833.33333333333326
435.43696942322896,833.33333333333326,833.33333333333326
435.79628986723321,833.33333333333326,833.33333333333326
425.59626025963331,833.33333333333326,833.33333333333326
440.96923125820604,833.33333333333326,1.6526526240752446
443.59604058823794,833.33333333333326,833.33333333333326
412.65579876506223,833.33333333333326,833.33333333333326
444.60446052783766,833.33333333333326,833.33333333333326
458.69443904266956,833.33333333333326,833.33333333333326
447.14763589424325,833.33333333333326,25.313460744308657
451.41669420240635,833.33333333333326,11.738707102351782
448.42265344083296,833.33333333333326,833.33333333333326
422.59438666753772,833.33333333333326,833.33333333333326
446.8633458401867,833.33333333333326,833.33333333333326
459.62216021157479,833.33333333333326,833.33333333333326
464.0096750152764,833.33333333333326,833.33333333333326
457.04874065326004,833.33333333333326,13.055286176594848
444.13507626554576,833.33333333333326,833.33333333333326
410.1077903553886,833.33333333333326,833.33333333333326
444.88831355115701,833.33333333333326,833.33333333333326
457.06955369353375,833.33333333333326,833.33333333333326
470.99788873606633,833.33333333333326,833.33333333333326
467.35455000835879,833.33333333333326,833.33333333333326
449.10078916245453,833.33333333333326,833.33333333333326
468.63839398821142,833.33333333333326,15.615092121358316
1254.747253051919,833.33333333333326,833.33333333333326
0,833.33333333333326,460.05434869586634
0,833.33333333333326,833.33333333333326
0,833.33333333333326,362.6212951905128
0,833.33333333333326,833.33333333333326
0,833.33333333333326,833.33333333333326
0,833.33333333333326,242.1599360938755
0,833.33333333333326,182.81003869871682
0,833.33333333333326,160.99185027604904
0,833.33333333333326,833.33333333333326
0,833.33333333333326,833.33333333333326
0,833.33333333333326,26.663905954949918
0,833.33333333333326,9.4749659199740854
0,833.33333333333326,0
0,833.33333333333326,0
0,833.33333333333326,0
0,833.33333333333326,0
0,833.33333333333326,0
0,833.33333333333326,0
0,833.33333333333326,0
0,833.33333333333326,0
0,833.33333333333326,0
0,833.33333333333326,0
0,833.33333333333326,0
0,833.33333333333326,0
0,833.33333333333326,0
0,833.33333333333326,0
0,833.33333333333326,0
0,833.33333333333326,0
0,833.33333333333326,0
0,833.33333333333326,0
0,833.33333333333326,0
0,833.33333333333326,0
0,833.33333333333326,0
0,833.33333333333326,0
0,833.33333333333326,0
0,833.33333333333326,0
0,833.33333333333326,0
0,833.33333333333326,0
0,833.33333333333326,0
0,833.33333333333326,0
0,833.33333333333326,0
0,833.33333333333326,0
0,833.33333333333326,0
0,833.33333333333326,0
0,833.33333333333326,0
0,833.33333333333326,0
0,833.33333333333326,0
0,833.33333333333326,0
0,833.33333333333326,0
0,833.33333333333326,0
0,833.33333333333326,0
0,833.33333333333326,0
0,833.33333333333326,0
0,833.33333333333326,0
0,833.33333333333326,0
0,833.33333333333326,0
0,833.33333333333326,0
0,833.33333333333326,0
0,833.33333333333326,0
0,833.33333333333326,0
0,833.33333333333326,0
0,833.33333333333326,0
0,833.33333333333326,0
0,833.33333333333326,56.435709337605203
18.893781823786107,833.33333333333326,833.33333333333326
113.50781457340094,833.33333333333326,833.33333333333326
81.760740739287556,833.33333333333326,833.33333333333326
57.958690929047705,833.33333333333326,36.000323632007238
63.904527525943799,833.33333333333326,64.514172149583601
173.69524199301338,833.33333333333326,17.003358136838017
236.36294320278398,833.33333333333326,833.33333333333326
293.22112775033372,833.33333333333326,833.33333333333326
59.07078546553366,833.33333333333326,833.33333333333326
0,833.33333333333326,833.33333333333326
0,833.33333333333326,833.33333333333326
0,833.33333333333326,493.41252804958947
0,833.33333333333326,833.33333333333326
0,833.33333333333326,485.31147602796023
0,833.33333333333326,485.11819761126009
0,833.33333333333326,509.21342134197863
0,833.33333333333326,489.74194535755601
0,833.33333333333326,833.33333333333326
0,833.33333333333326,833.33333333333326
0,833.33333333333326,485.91300264224793
0,833.33333333333326,489.68161607818683
0,833.33333333333326,501.44591375721376
0,833.33333333333326,833.33333333333326
0,833.33333333333326,833.33333333333326
0,833.33333333333326,509.71361009279082
0,833.33333333333326,502.70070793737483
0,833.33333333333326,833.33333333333326
457.9671108826297,833.33333333333326,833.33333333333326
459.38499238890302,833.33333333333326,833.33333333333326
452.70200590686221,833.33333333333326,833.33333333333326
457.67861740701062,833.33333333333326,833.33333333333326
427.40976695282768,833.33333333333326,833.33333333333326
471.41596651781992,833.33333333333326,833.33333333333326
1206.7501615657961,833.33333333333326,833.33333333333326
1200.6530461264979,833.33333333333326,833.33333333333326
413.46729246540178,833.33333333333326,833.33333333333326
1200.3368330016499,833.33333333333326,833.33333333333326
1191.3362473511002,833.33333333333326,833.33333333333326
1214.643557006269,833.33333333333326,833.33333333333326
1203.4139234061072,833.33333333333326,833.33333333333326
420.28582726868831,833.33333333333326,833.33333333333326
1225.1311172933752,833.33333333333326,833.33333333333326
1220.2343134441176,833.33333333333326,833.33333333333326
1217.2824943025162,833.33333333333326,833.33333333333326
421.60288711292367,833.33333333333326,833.33333333333326
575.80663472246601,833.33333333333326,833.33333333333326
1315.6202333500205,833.33333333333326,833.33333333333326
1396.3856799891225,833.33333333333326,833.33333333333326
584.15331812340332,833.33333333333326,833.33333333333326
578.39283812906706,833.33333333333326,833.33333333333326
590.18952328473142,833.33333333333326,833.33333333333326
581.1439776214163,833.33333333333326,833.33333333333326
585.18269174529519,833.33333333333326,833.33333333333326
600.04128294707016,833.33333333333326,833.33333333333326
612.49327030516838,833.33333333333326,833.33333333333326
585.71289298092188,833.33333333333326,833.33333333333326
592.31952134478854,833.33333333333326,833.33333333333326
606.28831890165043,833.33333333333326,833.33333333333326
606.96723775290502,833.33333333333326,833.33333333333326
608.50202094562326,833.33333333333326,833.33333333333326
634.6888678625221,833.33333333333326,833.33333333333326
630.3045518776587,833.33333333333326,833.33333333333326
612.35080411647652,833.33333333333326,0
610.15986251886125,833.33333333333326,833.33333333333326
605.62728024889793,833.33333333333326,833.33333333333326
622.54692905924162,833.33333333333326,833.33333333333326
631.4211249370619,833.33333333333326,833.33333333333326
612.83964646222444,833.33333333333326,833.33333333333326
606.68322374246304,833.33333333333326,833.33333333333326
597.27658540654022,833.33333333333326,833.33333333333326
606.97361842384896,833.33333333333326,833.33333333333326
622.59128067153688,833.33333333333326,833.33333333333326
626.70637090824698,833.33333333333326,833.33333333333326
