date,slot,timestamp,node_hour,net_kwh,load_kw,pv_kw,grid,charge_cap,discharge_cap,lag_observation,price,charge,discharge,emergency,spill,soc,g0,initial_soc,planned_cost,adjustment_cost,emergency_cost,total_cost
2025-09-20,0,2025-09-20 00:10:00,0,468.6350666666666,2811.8103999999998,0,394.03515349076798,105.35876588486047,540.3230628951643,432.755,0.42480000000000001,0,74.599913175898621,0,-0,5937.0857932331828,394.03515349076798,6019.974585650848,167.38613320287826,0,0,167.38613320287826
2025-09-20,1,2025-09-20 00:20:00,0,459.61646666666667,2757.6988000000001,0,426.36837238814724,577.64500386260875,833.33333333333337,468.6350666666666,0.42449999999999999,0,33.248094278519432,0,-0,5900.14346625705,426.36837238814724,6019.974585650848,180.99337407876848,0,0,180.99337407876848
2025-09-20,2,2025-09-20 00:30:00,0,412.73833333333329,2476.4299999999998,0,430.80499558035245,94.020487925066334,577.63371055869095,459.61646666666667,0.4269,18.066662247019167,0,0,-0,5916.403462279367,430.80499558035245,6019.974585650848,183.91065261325247,0,0,183.91065261325247
2025-09-20,3,2025-09-20 00:40:00,0,405.07481666666661,2430.4488999999999,0,395.51220783565674,596.8854738964244,833.33333333333337,412.73833333333329,0.42720000000000002,0,9.562608831009868,0,-0,5905.7783413560228,395.51220783565674,6019.974585650848,168.96281518739258,0,0,168.96281518739258
2025-09-20,4,2025-09-20 00:50:00,0,437.81759999999997,2626.9056,0,400.0896310337148,833.33333333333337,833.33333333333337,405.07481666666661,0.42709999999999998,0,37.727968966285175,0,-0,5863.8583758379282,400.0896310337148,6019.974585650848,170.87828141449958,0,0,170.87828141449958
2025-09-20,5,2025-09-20 01:00:00,0,465.45833333333331,2792.75,0,411.18604466566308,85.539778480975372,69.532385935689035,437.81759999999997,0.42849999999999999,0,54.272288667670239,0,-0,5803.5558328738498,411.18604466566308,6019.974585650848,176.19322013923662,0,0,176.19322013923662
2025-09-20,6,2025-09-20 01:10:00,0,441.81568333333331,2650.8941,0,395.93002743867964,750.06219276816387,833.33333333333337,465.45833333333331,0.43109999999999998,0,45.885655894653667,0,-0,5752.571770768679,395.93002743867964,6019.974585650848,170.68543482881478,0,0,170.68543482881478
2025-09-20,7,2025-09-20 01:20:00,0,422.50548333333336,2535.0329000000002,0,402.20417734515109,776.27633419923336,833.33333333333337,441.81568333333331,0.43020000000000003,0,20.301305988182264,0,-0,5730.0147641151434,402.20417734515109,6019.974585650848,173.028237093884,0,0,173.028237093884
2025-09-20,8,2025-09-20 01:30:00,0,431.34333333333331,2588.0599999999999,0,428.80012509815629,111.8780714712538,37.834438964045944,422.50548333333336,0.4279,0,2.5432082351770191,0,-0,5727.1889771871693,428.80012509815629,6019.974585650848,183.48357352950109,0,0,183.48357352950109
2025-09-20,9,2025-09-20 01:40:00,0,440.57219999999995,2643.4331999999999,0,443.48225026691063,137.0393594289805,833.33333333333337,431.34333333333331,0.43120000000000003,2.9100502669106731,0,0,-0,5729.808022427389,443.48225026691063,6019.974585650848,191.22954631509188,0,0,191.22954631509188
2025-09-20,10,2025-09-20 01:50:00,0,446.05285000000003,2676.3171000000002,0,434.02208629038273,141.59614472912898,58.053083367646536,440.57219999999995,0.43330000000000002,0,12.030763709617304,0,-0,5716.4405071944811,434.02208629038273,6019.974585650848,188.06176998962283,0,0,188.06176998962283
2025-09-20,11,2025-09-20 02:00:00,0,444.14499999999998,2664.8699999999999,0,457.64227260973041,171.5062499258193,11.352447243226152,446.05285000000003,0.43109999999999998,13.49727260973043,0,0,-0,5728.5880525432385,457.64227260973041,6019.974585650848,197.28958372205477,0,0,197.28958372205477
