step,grid,charge_cap,discharge_cap,role
0,1378.8141395487717,833.33333333333326,733.62905063817209,first_day_frozen
1,1369.7520625493955,833.33333333333326,833.33333333333326,first_day_frozen
2,580.27721452747028,266.09864312637001,366.9420317438682,first_day_frozen
3,583.64134069833199,50.996535950480592,833.33333333333326,first_day_frozen
4,601.25462682316709,54.819643859342563,15.499160825101853,first_day_frozen
5,603.81312059043387,93.696310418606004,0.30746265181210219,first_day_frozen
6,583.62587021458444,68.309475801565213,24.667483710783586,first_day_frozen
7,591.66652503630849,46.88177470947619,22.673788117379559,first_day_frozen
8,609.9600527299101,62.855173638123688,0.75665871122451445,first_day_frozen
9,610.62434421475393,51.291642930759281,5.9168103270418442,first_day_frozen
10,597.38295969491173,49.122776237474454,44.265904451006236,first_day_frozen
11,630.6709447688753,130.13958192767711,23.133242586435131,first_day_frozen
12,609.96828423951388,100.45050292335657,0,first_day_frozen
13,601.21736131182092,81.540203627339451,11.936534118316786,first_day_frozen
14,584.43651256708779,54.060940831888502,27.929820032081548,first_day_frozen
15,600.26790048674741,54.133376166869311,20.465624659312404,first_day_frozen
16,608.49481000641458,55.10642212375285,16.113220842103029,first_day_frozen
17,598.64523425692812,73.129748607967258,40.547265925592228,first_day_frozen
18,621.34001794542269,101.1962717944981,22.163222134335911,first_day_frozen
19,645.55279200538962,102.05209200581169,0,first_day_frozen
20,642.70533659090506,81.362232600069433,0,first_day_frozen
21,627.28336697799466,73.028464045167652,10.298671708380994,first_day_frozen
22,606.24164797065089,50.771591894565972,36.545384326107865,first_day_frozen
23,616.45256486534436,85.117984721865355,7.7823162034864026,first_day_frozen
24,650.0419354494818,100.725103380267,0,first_day_frozen
25,611.0172079844009,64.857568697105307,31.429737873042882,first_day_frozen
26,616.26731793217243,89.84713710640014,28.304897869147226,first_day_frozen
27,612.50193984000771,64.572012462810903,46.401228953502482,first_day_frozen
28,638.15246146623861,91.973977143315324,24.018856916421328,first_day_frozen
29,618.75884594545721,76.967170715789962,26.021043018560778,first_day_frozen
30,625.52823824714255,88.909303114372847,24.31822930011333,first_day_frozen
31,618.86960650028936,99.949182025443292,22.750479732440755,first_day_frozen
32,601.4011974399707,70.672102540287824,49.883407968045503,first_day_frozen
33,1374.9986914470674,833.33333333333326,0,first_day_frozen
34,601.75609020509739,52.190380772308458,101.15698815222297,first_day_frozen
35,0.99290487804878091,0,801.1731339305544,first_day_frozen
36,0.96600487804878099,0,752.223634021115,first_day_frozen
37,1.027004878048781,0,688.75134356212141,first_day_frozen
38,1.0269048780487808,0,700.87511281767229,first_day_frozen
39,1.0427048780487809,0,622.03656201798935,first_day_frozen
40,1.0586048780487811,0,539.29524789831862,first_day_frozen
41,1.0694048780487808,0,471.18733750998081,first_day_frozen
42,1.0936048780487808,0,447.09767351437279,first_day_frozen
43,1.0906170731707321,0,417.3055199366313,first_day_frozen
44,0.97499024390243938,0,351.83999665185996,first_day_frozen
45,1.212904878048781,0,284.81071883540318,first_day_frozen
46,1.0428048780487811,0,353.63873275963215,first_day_frozen
47,0.67750731707317113,0,514.6738694589767,first_day_frozen
48,0.67090731707317119,0,491.57418934786358,first_day_frozen
49,0.74360731707317118,0,426.81631644895924,first_day_frozen
50,0.75430731707317111,0,380.25004886218233,first_day_frozen
51,0.47679268292682941,0,332.49554363555615,first_day_frozen
52,0.77473170731707364,0,309.0457724790628,first_day_frozen
53,0.78130487804878079,6.229393887880633,304.76378028388598,first_day_frozen
54,0.52136707317073183,25.816476603145624,223.4676428184365,first_day_frozen
55,0.90750731707317112,52.319102247957289,201.12997949522074,first_day_frozen
56,0.91218975609756137,78.982638078896343,181.06718462528639,first_day_frozen
57,0.86549567073170774,81.674543028147724,157.58768376021391,first_day_frozen
58,0.83603670731707347,77.192392659015837,181.66568647176715,first_day_frozen
59,0.70074109756097602,187.62351743490271,195.95124927902498,first_day_frozen
60,0.14594140243902443,262.59570315678593,87.301296257563081,first_day_frozen
61,0.16139560975609746,222.73060880296649,79.327018500102298,first_day_frozen
62,0.165057804878049,220.07553643967032,66.209555415539853,first_day_frozen
63,0.30124073170731713,241.62415725041711,43.24204420176617,first_day_frozen
64,0.46172054878048796,519.68008152087452,0,first_day_frozen
65,0.75822054878048806,421.98257732159783,0,first_day_frozen
66,451.3252432599956,833.33333333333326,0,first_day_frozen
67,0.76002054878048797,515.53457841140971,0,first_day_frozen
68,0.77802054878048799,833.33333333333326,0,first_day_frozen
69,0.78222054878048808,833.33333333333326,0,first_day_frozen
70,461.86230066835475,833.33333333333326,0,first_day_frozen
71,405.06400239845448,833.33333333333326,0,first_day_frozen
72,373.82450616393623,833.33333333333326,0,first_day_frozen
73,373.98196399304561,833.33333333333326,0,first_day_frozen
74,370.31397098593737,833.33333333333326,0,first_day_frozen
75,432.85367636361167,833.33333333333326,0,first_day_frozen
76,0.69252054878048797,621.97476315317931,0,first_day_frozen
77,0.43282054878048803,546.37849848743781,0,first_day_frozen
78,0.39712054878048797,483.32580130328643,0,first_day_frozen
79,0.41912054878048799,494.55447523288359,0,first_day_frozen
80,0.39892054878048799,456.14487202621604,0,first_day_frozen
81,0.33183262195121965,402.68734577679527,15.862325108852426,first_day_frozen
82,0.29153262195121965,405.73628984363523,29.218086989801073,first_day_frozen
83,0.21873262195121956,393.08965815053307,23.236671181870356,first_day_frozen
84,0.19393262195121963,293.61013847499117,78.729311158707887,first_day_frozen
85,0.21198792682926837,271.04902156601003,144.8630937953404,first_day_frozen
86,0.26776109756097588,234.62138336675494,177.09688151964181,first_day_frozen
87,0.5602090853658539,177.24435060554697,158.28201510679759,first_day_frozen
88,0.7265071341463416,142.43395145302458,136.51348492851869,first_day_frozen
89,103.69461743742531,221.22237396277706,59.093688623252262,first_day_frozen
90,175.40222288336051,833.33333333333326,12.768737241984269,first_day_frozen
91,132.66644335032794,103.0229052991634,78.802950473364589,first_day_frozen
92,189.08187292762409,116.88725824350892,38.854926805400957,first_day_frozen
93,238.72724126799247,114.8785448033571,82.294569516880955,first_day_frozen
94,302.74515063202608,118.69214121449352,66.184651298464786,first_day_frozen
95,371.52009726893129,107.89465828772211,42.470812939460266,first_day_frozen
96,413.37775542744208,102.07524630261815,45.761213022023604,first_day_frozen
97,445.64157257695922,71.857084705388559,73.742891425673875,first_day_frozen
98,489.74803259480183,58.870151096869989,47.487753887977213,first_day_frozen
99,527.39513556771476,54.833724695372553,71.838916900901921,first_day_frozen
100,590.0495041897658,83.121103270236461,60.063784065905857,first_day_frozen
101,641.99025732334212,70.199102994941541,47.27865145459419,first_day_frozen
102,713.1714766514192,69.505251176987599,34.877198783612648,first_day_frozen
103,765.59904846470852,55.155900789871573,43.326282944628645,first_day_frozen
104,814.02706012076192,52.370693297401886,53.18822615985215,first_day_frozen
105,897.61544677945426,67.005367280781343,30.612898449705963,first_day_frozen
106,801.50602281106717,31.885681282569863,59.859896471960525,first_day_frozen
107,627.58649172446928,41.125513030084306,55.430905891231902,first_day_frozen
108,643.91957776555262,0.69731843983188602,58.404999891953906,first_day_frozen
109,702.39448846493019,25.016548025126141,70.322518258204013,first_day_frozen
110,685.26230489701493,4.5454432430796032,75.155893052257255,first_day_frozen
111,698.49935870924674,53.125677852159924,59.263851977438634,first_day_frozen
112,407.03459019536194,0,362.88456343769002,first_day_frozen
113,1.8234914634146344,0,779.434237018874,first_day_frozen
