slot,price
0,0.42480000000000001
1,0.42449999999999999
2,0.4269
3,0.42720000000000002
4,0.42709999999999998
5,0.42849999999999999
6,0.43109999999999998
7,0.43020000000000003
8,0.4279
9,0.43120000000000003
10,0.43330000000000002
11,0.43109999999999998
12,0.42930000000000001
13,0.43240000000000001
14,0.43669999999999998
15,0.43480000000000002
16,0.4335
17,0.43569999999999998
18,0.43740000000000001
19,0.43709999999999999
20,0.43559999999999999
21,0.43530000000000002
22,0.436
23,0.43780000000000002
24,0.44009999999999999
25,0.43890000000000001
26,0.43640000000000001
27,0.43930000000000002
28,0.44219999999999998
29,0.4395
30,0.43330000000000002
31,0.44390000000000002
32,0.43009999999999998
33,0.37130000000000002
34,0.57079999999999997
35,0.90990000000000004
36,0.93679999999999997
37,0.87580000000000002
38,0.87590000000000001
39,0.86009999999999998
40,0.84419999999999995
41,0.83340000000000003
42,0.80920000000000003
43,0.79720000000000002
44,0.76439999999999997
45,0.68989999999999996
46,0.85999999999999999
47,1.1617
48,1.1682999999999999
49,1.0955999999999999
50,1.0849
51,1.0609999999999999
52,1.0429999999999999
53,1.036
54,1.0146999999999999
55,0.99219999999999997
56,0.96999999999999997
57,0.94220000000000004
58,0.95689999999999997
59,0.99770000000000003
60,0.9919
61,0.95879999999999999
62,0.95489999999999997
63,0.9839
64,0.79900000000000004
65,0.50249999999999995
66,0.4662
67,0.50070000000000003
68,0.48270000000000002
69,0.47849999999999998
70,0.4662
71,0.44319999999999998
72,0.44109999999999999
73,0.4551
74,0.44629999999999997
75,0.4113
76,0.56820000000000004
77,0.82789999999999997
78,0.86360000000000003
79,0.84160000000000001
80,0.86180000000000001
81,0.86229999999999996
82,0.90259999999999996
83,0.97540000000000004
84,1.0002
85,0.99780000000000002
86,1.0270999999999999
87,1.0906
88,0.93759999999999999
89,0.6694
90,0.66000000000000003
91,0.72170000000000001
92,0.73080000000000001
93,0.75339999999999996
94,0.7823
95,0.80549999999999999
96,0.82709999999999995
97,0.85189999999999999
98,0.87909999999999999
99,0.90239999999999998
100,0.9163
101,0.9264
102,0.94620000000000004
103,0.97419999999999995
104,0.98619999999999997
105,0.97599999999999998
106,1.0742
107,1.2313000000000001
108,1.2561
109,1.2446999999999999
110,1.2544999999999999
111,1.2522
112,1.2881
113,1.3466
114,1.3523000000000001
115,1.3445
116,1.3483000000000001
117,1.349
118,1.3472999999999999
119,1.3482000000000001
120,1.3512999999999999
121,1.3400000000000001
122,1.3489
123,1.3952
124,1.2225999999999999
125,0.93320000000000003
126,0.90680000000000005
127,0.93710000000000004
128,0.93710000000000004
129,0.98709999999999998
130,0.77639999999999998
131,0.4209
132,0.38590000000000002
133,0.43680000000000002
134,0.41980000000000001
135,0.41860000000000003
136,0.42409999999999998
137,0.42370000000000002
138,0.42480000000000001
139,0.42399999999999999
140,0.42199999999999999
141,0.42399999999999999
142,0.42709999999999998
143,0.42759999999999998
