date,K,M,S,initial_soc,final_soc,cost,emergency_kwh,computational_limited
2025-02-01,2,16,16,8482.7663850000008,8727.5814108966078,22999.562749579745,0,False
2025-02-02,2,17,17,8727.5814108966078,8603.1508781546127,56472.832594475796,0,False
2025-02-03,2,18,18,8603.1508781546127,8498.5090218130445,55800.575734160055,24.320542722519605,False
2025-02-04,2,19,19,8498.5090218130445,8621.8660891032523,55807.911601696578,81.4987681544265,False
2025-02-05,2,20,20,8621.8660891032523,8500.8647860865512,54972.440396445185,21.732671633641303,False
2025-02-06,2,21,21,8500.8647860865512,8390.9328403055224,55015.07273900693,0.032758325126906129,False
2025-02-07,3,21,21,8390.9328403055224,8699.1661612235657,22369.032937737411,0,True
2025-02-08,2,23,23,8699.1661612235657,8592.8379026730709,20015.502128558888,11.124878322169991,True
2025-02-09,2,24,24,8592.8379026730709,8169.9213058182395,53156.171617976128,87.74043322181231,False
2025-02-10,2,25,25,8169.9213058182395,8049.2246687573916,53640.897966699573,15.589361725113669,False
2025-02-11,2,26,26,8049.2246687573916,7982.4955546403053,52688.978534110218,16.886017733072226,False
2025-02-12,2,27,27,7982.4955546403053,7998.0385578217865,52187.683904959107,0.37584367956617015,False
2025-02-13,2,27,27,7998.0385578217865,7275.261752810221,51430.151479984801,41.079523912631217,False
2025-02-14,2,27,27,7275.261752810221,7103.0559383404825,18877.467536573058,44.092543864701703,False
2025-02-15,2,27,27,7103.0559383404825,7942.445375189227,19486.578134131025,94.440041625138491,False
2025-02-16,2,27,27,7942.445375189227,7865.3889605559962,51862.452488583287,546.14042100110646,False
2025-02-17,2,27,27,7865.3889605559962,7986.0854533325128,49438.836563008939,0,False
2025-02-18,2,27,27,7986.0854533325128,8212.1784697462899,48962.778316460382,24.96962655028409,False
2025-02-19,2,27,27,8212.1784697462899,7577.5597532563434,48883.627329088544,88.416913310545937,False
2025-02-20,2,27,27,7577.5597532563434,6530.8226992932132,47955.538715714698,1.8838060636765377,False
2025-02-21,3,26,26,6530.8226992932132,6429.8653898943248,18000.01862538666,14.415349231245846,False
2025-02-22,2,27,27,6429.8653898943248,7910.4368515619062,18872.401671897067,78.801296785243821,False
2025-02-23,2,27,27,7910.4368515619062,7849.3285458013934,47629.6702146116,82.07984538142432,False
2025-02-24,2,27,27,7849.3285458013934,7802.201131879021,47338.006515717905,50.816310025614371,False
2025-02-25,2,27,27,7802.201131879021,7842.4105017601232,47211.087339146135,93.391467054422819,False
2025-02-26,3,26,26,7842.4105017601232,7895.4958540847429,46264.613675714747,89.317816512133703,False
2025-02-27,2,27,27,7895.4958540847429,6012.3301703305769,44796.448907334692,112.17729018500228,False
2025-02-28,2,27,27,6012.3301703305769,6065.9512859176421,17351.121082167643,28.449213193553817,False
2025-03-01,2,27,27,6065.9512859176421,7862.5448088703533,18395.575639308896,65.470186704696232,False
2025-03-02,2,27,27,7862.5448088703533,7773.9958922370897,71027.581812522374,4503.2689920495441,False
2025-03-03,2,27,27,7773.9958922370897,7682.0479862069333,63889.638862126827,3158.3929615772772,False
2025-03-04,3,26,26,7682.0479862069333,7931.1925697554343,45997.157114841451,60.071622992425432,True
2025-03-05,3,26,26,7931.1925697554343,7841.8689571339546,46026.523924340843,26.182992367725348,True
2025-03-06,2,27,27,7841.8689571339546,5712.4853473092062,44941.429035735084,13.663652589336088,True
2025-03-07,2,27,27,5712.4853473092062,4993.4952832886665,16461.687624091734,0,False
2025-03-08,2,27,27,4993.4952832886665,8153.1333717127263,17937.727191591042,58.466199159249662,True
2025-03-09,1,28,28,8153.1333717127263,1233.36149372663,40828.577635722155,23.228604762646093,True
2025-03-10,1,28,28,1233.36149372663,1212.4345854857304,49534.275680961618,1093.0043675998534,True
2025-03-11,1,28,28,1212.4345854857304,1319.2120127176959,43935.969246528453,102.45324529809767,True
2025-03-12,1,28,28,1319.2120127176959,1200,43974.688339356871,277.62617435360289,True
2025-03-13,2,27,27,1200,4165.8519791296312,51973.190495940798,1269.4553104319907,False
2025-03-14,2,27,27,4165.8519791296312,4457.5632975349017,15810.016407639128,5.7159427478321732,False
2025-03-15,1,28,28,4457.5632975349017,1200,14996.509923027181,221.58975211154311,True
2025-03-16,1,28,28,1200,1371.9341429661031,43172.190467445253,179.43363652628173,True
2025-03-17,1,28,28,1371.9341429661031,1541.3749185649658,42569.215296850285,23.044404248859678,True
2025-03-18,1,28,28,1541.3749185649658,1400.2698796940663,42717.00298691744,235.97436609620721,True
2025-03-19,1,28,28,1400.2698796940663,1712.8087518174375,41693.257275205535,0,True
2025-03-20,2,27,27,1712.8087518174375,4131.0798895287171,43504.101272911605,174.2475423663202,False
2025-03-21,3,26,26,4131.0798895287171,4230.7499472566396,15318.995403556273,0,False
2025-03-22,1,28,28,4230.7499472566396,1756.9958178495351,14037.491051339632,0,True
2025-03-23,1,28,28,1756.9958178495351,1284.4734770445395,40488.777500530807,135.07765456596621,True
2025-03-24,1,28,28,1284.4734770445395,1309.7810686404755,40218.558944870696,68.114046068605631,True
2025-03-25,1,28,28,1309.7810686404755,1261.5867851570088,40446.776466370029,106.90587349590325,True
2025-03-26,1,28,28,1261.5867851570088,1395.0173009141718,40033.229402111894,20.231399543272936,True
2025-03-27,3,26,26,1395.0173009141718,3787.2064606819008,41137.629521014671,90.150250586609815,False
2025-03-28,3,26,26,3787.2064606819008,4139.8546781328714,15038.241075672244,19.410454750320845,False
2025-03-29,2,27,27,4139.8546781328714,7970.1181429513799,16687.390752078707,0,True
2025-03-30,1,28,28,7970.1181429513799,1437.5964518200944,35723.995412618875,116.70044383231368,True
2025-03-31,2,27,27,1437.5964518200944,8095.9342426212552,41958.650075821468,246.26200270953035,True
2025-04-01,1,28,28,8095.9342426212552,1295.0650077953387,43466.689039558529,1353.5526643003968,True
2025-04-02,3,26,26,1295.0650077953387,7998.4522066106774,51575.727405009078,1997.2547629785333,True
2025-04-03,3,26,26,7998.4522066106774,3426.4519621988684,35710.134868843998,59.710091188662886,False
2025-04-04,2,27,27,3426.4519621988684,3968.4437878388317,14435.59150116956,7.5280067220742808,False
2025-04-05,2,27,27,3968.4437878388317,8707.9080374036002,16671.656197081218,0,True
2025-04-06,1,28,28,8707.9080374036002,1396.9359027553087,33996.769785995544,10.931314776852787,True
2025-04-07,1,28,28,1396.9359027553087,1393.7033780194554,37330.873742283693,0,True
2025-04-08,1,28,28,1393.7033780194554,1200,38398.881766166429,305.15661383724614,True
2025-04-09,1,28,28,1200,1200,44113.564457704473,1163.5579161938133,True
2025-04-10,3,26,26,1200,3204.2017722895985,38892.638149117665,209.48580525031997,False
2025-04-11,2,27,27,3204.2017722895985,3268.7640584085284,13765.884857398814,9.7512250169494905,True
2025-04-12,2,27,27,3268.7640584085284,8903.8997920622169,16362.559878570186,0,True
2025-04-13,3,26,26,8903.8997920622169,8182.6147540446691,36148.730494976211,54.753850173602245,True
2025-04-14,2,27,27,8182.6147540446691,8148.9360642901211,36237.422305973101,26.806177055034595,True
2025-04-15,2,27,27,8148.9360642901211,8298.5661958625587,36109.623531083169,0,True
2025-04-16,3,26,26,8298.5661958625587,8242.3380498631032,35988.586088664902,0,True
2025-04-17,2,27,27,8242.3380498631032,3037.1148684597074,33193.580456619457,0,True
2025-04-18,2,27,27,3037.1148684597074,3284.941035972372,13271.317123333258,28.061281101934696,True
2025-04-19,1,28,28,3284.941035972372,1645.627091301609,12433.104928442504,31.303526829435519,True
2025-04-20,1,28,28,1645.627091301609,1600.5736645344725,35319.465551623303,26.715045056869258,True
2025-04-21,1,28,28,1600.5736645344725,1200,35296.556126595919,16.857312402970681,True
2025-04-22,1,28,28,1200,1217.6437215583574,35186.604674303861,37.719543373741843,True
2025-04-23,2,27,27,1217.6437215583574,8482.6742558398219,38559.143160202882,21.323765114285067,True
2025-04-24,2,27,27,8482.6742558398219,2188.9142778176151,31721.570663695449,0,True
2025-04-25,2,27,27,2188.9142778176151,2396.549024610496,12516.739638001924,0,True
2025-04-26,1,28,28,2396.549024610496,1200,12644.092337933193,235.66344520104622,True
2025-04-27,2,27,27,1200,7955.9617114949169,39315.635272177373,518.8598792007549,False
2025-04-28,2,27,27,7955.9617114949169,8097.1992514639214,58439.748762250958,3989.3243578987499,True
2025-04-29,1,28,28,8097.1992514639214,1383.3195646794279,32366.145774610908,277.95380581813947,True
2025-04-30,3,26,26,1383.3195646794279,7992.2943384078881,36057.744058076569,0,True
2025-05-01,2,27,27,7992.2943384078881,1406.5589105320144,42655.654872602128,2207.095975502245,True
2025-05-02,2,27,27,1406.5589105320144,1697.3839861172053,31331.462422950259,3326.4407652160908,True
2025-05-03,2,27,27,1697.3839861172053,7691.3199242286573,24929.194053335774,1685.8056009759198,True
2025-05-04,1,28,28,7691.3199242286573,1213.5676307968381,40473.289864068414,1936.2427696818481,True
2025-05-05,1,28,28,1213.5676307968381,1200,42949.005894646878,1793.239624144057,True
2025-05-06,1,28,28,1200,1200,38065.439087710452,628.19903734376953,True
2025-05-07,1,28,28,1200,1234.7695165720743,38122.672101233504,309.51022807900341,True
2025-05-08,2,27,27,1234.7695165720743,3542.2129522786513,40152.639577237205,239.46804941503288,False
2025-05-09,3,26,26,3542.2129522786513,3878.3049197779574,15696.775066254804,24.217714554308031,False
2025-05-10,2,27,27,3878.3049197779574,9333.8681135021579,18550.171543024702,10.631900000000011,False
2025-05-11,2,27,27,9333.8681135021579,9174.0800379464563,37973.440450607348,61.102512392181239,True
2025-05-12,2,27,27,9174.0800379464563,9758.0852160237482,38414.886443266063,18.039378226257554,True
2025-05-13,2,27,27,9758.0852160237482,9486.9473672347885,37962.612687415043,17.101090615848193,True
