date,interval,charge,discharge,soc_start,soc_end
2025-02-01,00:00-04:00,5333.3333333333321,0,6000,4323.6192726538529
2025-02-01,04:00-08:00,0,7199.9396421714418,6000,4323.6192726538529
2025-02-01,08:00-12:00,4939.9848509350286,1168.8080752472047,6000,4323.6192726538529
2025-02-01,12:00-16:00,5448.3609335562151,45.812368019263786,6000,4323.6192726538529
2025-02-01,16:00-20:00,0,6254.5265809618895,6000,4323.6192726538529
2025-02-01,20:00-24:00,4223.6467110249914,2995.3699095798852,6000,4323.6192726538529
2025-02-02,00:00-04:00,6362.6452526068297,0,4323.6192726538529,1375.844290860201
2025-02-02,04:00-08:00,1598.355648097257,1783.8229719951764,4323.6192726538529,1375.844290860201
2025-02-02,08:00-12:00,5833.333333333333,7372.6176678854426,4323.6192726538529,1375.844290860201
2025-02-02,12:00-16:00,7218.7798909296771,2040.211270868293,4323.6192726538529,1375.844290860201
2025-02-02,16:00-20:00,28.73234240998541,5684.1930441601844,4323.6192726538529,1375.844290860201
2025-02-02,20:00-24:00,1007.0740502645017,3631.7781479948735,4323.6192726538529,1375.844290860201
2025-02-03,00:00-04:00,9637.9507879331086,0,1375.844290860201,1418.5200402082537
2025-02-03,04:00-08:00,1640.7794203194799,1688.0108501989889,1375.844290860201,1418.5200402082537
2025-02-03,08:00-12:00,5833.333333333333,7066.0204802597891,1375.844290860201,1418.5200402082537
2025-02-03,12:00-16:00,6727.6690584412418,2074.4119373374069,1375.844290860201,1418.5200402082537
2025-02-03,16:00-20:00,0,5684.6496075145851,1375.844290860201,1418.5200402082537
2025-02-03,20:00-24:00,301.30613637704954,3002.7403267633972,1375.844290860201,1418.5200402082537
2025-02-04,00:00-04:00,9590.5332886574961,0,1418.5200402082537,1376.5566033643827
2025-02-04,04:00-08:00,1624.1278400255344,1541.1987917207634,1418.5200402082537,1376.5566033643827
2025-02-04,08:00-12:00,5828.3461333333325,7739.3447586999191,1418.5200402082537,1376.5566033643827
2025-02-04,12:00-16:00,7516.1116382053333,2169.0107949463204,1418.5200402082537,1376.5566033643827
2025-02-04,16:00-20:00,0,5688.6455822196549,1418.5200402082537,1376.5566033643827
2025-02-04,20:00-24:00,283.02821966445379,3021.7063326806056,1418.5200402082537,1376.5566033643827
2025-02-05,00:00-04:00,9637.1593295951297,0,1376.5566033643827,1317.7627401212812
2025-02-05,04:00-08:00,1599.5676317279444,1618.9402543122173,1376.5566033643827,1317.7627401212812
2025-02-05,08:00-12:00,5115.5940508697513,7524.1858577177736,1376.5566033643827,1317.7627401212812
2025-02-05,12:00-16:00,7720.2636195409814,1874.5683827023383,1376.5566033643827,1317.7627401212812
2025-02-05,16:00-20:00,0,5740.2207880168698,1376.5566033643827,1317.7627401212812
2025-02-05,20:00-24:00,914.64412104233111,3534.6544839182593,1376.5566033643827,1317.7627401212812
2025-02-06,00:00-04:00,9702.4858443096873,0,1317.7627401212812,1199.9999999999964
2025-02-06,04:00-08:00,1628.3974539501664,1679.756520367195,1317.7627401212812,1199.9999999999964
2025-02-06,08:00-12:00,5833.333333333333,7524.9594724702029,1317.7627401212812,1199.9999999999964
2025-02-06,12:00-16:00,7280.5380879028517,2061.5217960635473,1317.7627401212812,1199.9999999999964
2025-02-06,16:00-20:00,16.828575425846584,5703.9737261910186,1317.7627401212812,1199.9999999999964
2025-02-06,20:00-24:00,915.4854448750616,3691.2006302527161,1317.7627401212812,1199.9999999999964
2025-02-07,00:00-04:00,9833.3333333333358,0,1199.9999999999964,1292.2263826271101
2025-02-07,04:00-08:00,833.33333333333326,6740.7027803403817,1199.9999999999964,1292.2263826271101
2025-02-07,08:00-12:00,5354.925723610002,1899.2972196596188,1199.9999999999964,1292.2263826271101
2025-02-07,12:00-16:00,5311.7409430566586,0,1199.9999999999964,1292.2263826271101
2025-02-07,16:00-20:00,0,6266.0720641601874,1199.9999999999964,1292.2263826271101
2025-02-07,20:00-24:00,512.366008400076,2705.9406582794759,1199.9999999999964,1292.2263826271101
2025-02-08,00:00-04:00,10730.691192987455,508.56735224022242,1292.2263826271101,4373.3001829172299
2025-02-08,04:00-08:00,0,7602.5946820980043,1292.2263826271101,4373.3001829172299
2025-02-08,08:00-12:00,5845.6161260302397,489.86877404910359,1292.2263826271101,4373.3001829172299
2025-02-08,12:00-16:00,4610.5974883489635,16.107877248002193,1292.2263826271101,4373.3001829172299
2025-02-08,16:00-20:00,44.281593043824756,6346.0377974792409,1292.2263826271101,4373.3001829172299
2025-02-08,20:00-24:00,4240.0628009500078,2895.5689497263156,1292.2263826271101,4373.3001829172299
2025-02-09,00:00-04:00,6307.4442412030776,0,4373.3001829172299,1372.2666675482287
2025-02-09,04:00-08:00,1625.4687796777257,1475.3572289872836,4373.3001829172299,1372.2666675482287
