date,g0,grid,planned_cost,adjustment_cost,emergency_cost,total_cost,emergency,charge,discharge,spill,unused,cost_q95_component,soc_start,soc_end
2025-02-01,46481.866986761648,44787.612416359756,20547.615064847345,575.66431062394713,702.63735781068078,21825.916733281971,175.63977201508408,19945.325828849571,17664.456575979682,4277.4767077469151,4026.7302944247149,21825.916733281971,6000,4323.6192726538529
2025-02-02,93420.206495714403,88273.667205065693,67142.295686730082,-2153.8496754016205,255.51215881238249,65243.958170140853,47.794218832527008,22048.920517641585,20512.62310290397,2027.2303191545464,6401.655740006061,65243.958170140853,4323.6192726538529,1375.844290860201
2025-02-03,98604.370944921815,91053.287767065776,71443.603453300835,-3342.791141749909,1129.3086112447775,69230.120922795701,224.6244081669993,24141.038736404211,19515.833202074165,1646.4591497217011,4789.3309911810411,69230.120922795701,1375.844290860201,1418.5200402082537
2025-02-04,99365.761823647714,93200.858534976898,72537.8629337272,-2812.1408537774978,611.67501331878088,70337.397093268475,186.21317642468355,24842.147119886151,20159.906260267264,1925.8270778487813,5584.1398239339078,70337.397093268475,1418.5200402082537,1376.5566033643827
2025-02-05,93753.499649391524,91489.991206147126,67472.102858273051,-985.41406047251803,776.56429854394969,67263.253096344473,223.25584294966643,24987.228752776136,20292.569766667453,1422.3038831930421,4847.8571964617367,67263.253096344473,1376.5566033643827,1317.7627401212812
2025-02-06,99164.905435358174,90160.237872838072,72183.904845973506,-4036.7195875543111,921.02250854597014,69068.207766965163,228.31641037639906,25377.068739796945,20661.412145344679,1302.3163996727606,4099.5240724227897,69068.207766965163,1317.7627401212812,1199.9999999999964
2025-02-07,51333.36742085484,45598.539259763907,21855.397260619684,-1195.5558581532723,356.52863021755797,21016.370032683968,92.19679985338135,21845.699341733405,17612.012722439664,5863.1786389210893,3788.1911347357955,21016.370032683968,1199.9999999999964,1292.2263826271101
2025-02-08,40142.976581715448,42929.278629728069,16710.723085768725,1733.2762018270751,2328.1874268212296,20772.186714417032,661.76142501711695,25471.24920136049,17858.745432840889,2932.0093483766859,1469.3642211822316,20772.186714417032,1292.2263826271101,4373.3001829172299
2025-02-09,89125.697944268992,85919.272459333326,64460.27724669614,-1427.6428622848484,1149.531631409232,64182.166015820534,298.45949902153859,20341.192897737936,19177.296410999832,1276.6378491264106,4221.7816558236809,64182.166015820534,4373.3001829172299,1372.2666675482287
2025-02-10,88906.800736351172,82875.802782692728,61170.620834327128,-2408.8639129069197,1780.4897196744839,60542.246641094694,499.14533210719668,22503.695323428714,18210.455954289697,1266.8161655418146,3488.2549967857603,60542.246641094694,1372.2666675482287,1391.7525094233024
2025-02-11,89456.600596906108,82859.424161357543,62415.483464393998,-2825.6700318240091,2038.5888137623469,61628.402246332342,418.60911142091481,23124.380923155422,18726.011869848844,860.70305072395468,2798.3640354145928,61628.402246332342,1391.7525094233024,1397.0154848755774
2025-02-12,89975.026737995009,83004.217415114428,62213.269787141697,-2911.8290090909622,1432.4378286115175,60733.878606662256,297.07982057940478,24164.367737445238,19657.268378323493,785.1782663499356,2742.2834768888324,60733.878606662256,1397.0154848755774,1303.5371393279656
2025-02-13,84464.409035944802,80124.026757200103,57122.858458838498,-1703.7444103847038,1458.0741808299219,56877.188229283711,390.12068631650925,23301.782065007574,18967.626898051305,1566.6012183312839,3283.9120415624029,56877.188229283711,1303.5371393279656,1200
2025-02-14,42372.290750525121,40305.663004093483,17418.713340526163,-194.39279688896386,1129.324728744363,18353.645272381564,403.2042153153663,19935.238682142011,16082.424956581232,5493.2739079150633,1560.9777692663401,18353.645272381564,1200,1272.353751059778
2025-02-15,43191.34670767971,43624.84039036568,18330.037939182679,1303.889942679722,1688.8990548260551,21322.826936688452,565.81831759293891,23734.706741189919,15883.55078378132,5843.5035766008441,1215.9080739491751,21322.826936688452,1272.353751059778,4985.2000583736881
2025-02-16,85665.759315200266,77314.841833240498,60573.106988274674,-3571.1452245109317,4617.4771014401513,61619.438865203891,1070.6144943056233,19743.087789181485,19369.73877645257,705.94616410772971,1928.7820507094802,61619.438865203891,4985.2000583736881,1232.0470948008351
2025-02-17,90173.494270087467,79793.373244120652,62082.438836736401,-4084.1965177700222,1219.1234209435281,59217.365739909903,355.04738941325382,21958.816524392456,17722.135098109484,1743.933201142924,2983.9428394413421,59217.365739909903,1232.0470948008351,1303.7207466323998
2025-02-18,80652.08950745879,80876.013172761843,54221.912831418347,207.58169405103433,1583.4918315630644,56012.986357032452,381.62268512195533,23097.475596189324,18723.37470644397,1580.9123554620944,3211.2348293430241,56012.986357032452,1303.7207466323998,1287.6991093761553
2025-02-19,81155.596404549171,80490.83064667572,54709.324087666886,-288.92556819547497,2339.5902516488859,56759.98877112029,651.64930541379704,24035.114055713289,19484.805212095456,1191.4073630092887,2521.4363621290622,56759.98877112029,1287.6991093761553,1269.5181905231711
2025-02-20,84320.283832663088,79714.384173459577,57326.847305343908,-1734.634122112479,1802.9273828730511,57395.140566104485,426.3687270995909,22749.924011031104,18490.004820406051,1385.021541727006,3502.678434873782,57395.140566104485,1269.5181905231711,1200.0000000000036
