date,start,end,interval,energy_kwh,cost_yuan
2025-02-01,2025-02-01 08:50:00,2025-02-01 09:00:00,08:50-09:00,6.7853346712986564,33.909710019815037
2025-02-01,2025-02-01 10:00:00,2025-02-01 10:20:00,10:00-10:20,102.90132685319546,436.35941350575854
2025-02-01,2025-02-01 10:30:00,2025-02-01 10:50:00,10:30-10:50,33.554822178869529,124.22686284981143
2025-02-01,2025-02-01 21:10:00,2025-02-01 21:20:00,21:10-21:20,21.993059963284225,89.390792220768731
2025-02-01,2025-02-01 22:40:00,2025-02-01 22:50:00,22:40-22:50,0.66796915676195567,1.2624617062800962
2025-02-01,2025-02-01 23:40:00,2025-02-01 23:50:00,23:40-23:50,9.7372591916742408,17.488117508246937
2025-02-02,2025-02-02 02:50:00,2025-02-02 03:00:00,02:50-03:00,8.7415544482560108,21.512965497158046
2025-02-02,2025-02-02 17:10:00,2025-02-02 17:20:00,17:10-17:20,14.959850469614025,80.910351264907462
2025-02-02,2025-02-02 18:20:00,2025-02-02 18:40:00,18:20-18:40,24.092813914656972,153.088842050317
2025-02-03,2025-02-03 02:00:00,2025-02-03 02:10:00,02:00-02:10,19.919559113905507,44.191541894199361
2025-02-03,2025-02-03 03:10:00,2025-02-03 03:20:00,03:10-03:20,7.3275884804196494,16.721556912317642
2025-02-03,2025-02-03 04:10:00,2025-02-03 04:20:00,04:10-04:20,7.902621352303413,20.39666571029511
2025-02-03,2025-02-03 06:20:00,2025-02-03 06:40:00,06:20-06:40,24.763729154790781,134.60461826780568
2025-02-03,2025-02-03 09:00:00,2025-02-03 09:20:00,09:00-09:20,22.932519740244629,138.95539256682588
2025-02-03,2025-02-03 10:30:00,2025-02-03 10:50:00,10:30-10:50,61.130248805206094,331.76554052016922
2025-02-03,2025-02-03 12:40:00,2025-02-03 12:50:00,12:40-12:50,2.995541332322432,11.267728721530828
2025-02-03,2025-02-03 17:00:00,2025-02-03 17:30:00,17:00-17:30,66.245086345580148,366.26992528275031
2025-02-03,2025-02-03 20:30:00,2025-02-03 20:40:00,20:30-20:40,9.052846344063596,60.314588767323706
2025-02-03,2025-02-03 23:00:00,2025-02-03 23:10:00,23:00-23:10,1.1179503546152318,2.3018597801527627
2025-02-03,2025-02-03 23:50:00,2025-02-04 00:00:00,23:50-00:00,1.2367171435478213,2.5191928214069117
2025-02-04,2025-02-04 13:20:00,2025-02-04 13:30:00,13:20-13:30,6.8727185316746784,35.081791744933398
2025-02-04,2025-02-04 15:00:00,2025-02-04 15:20:00,15:00-15:20,47.85202930176365,207.64212125842309
2025-02-04,2025-02-04 17:50:00,2025-02-04 18:00:00,17:50-18:00,1.3168366358240746,8.3309669765410082
2025-02-04,2025-02-04 19:50:00,2025-02-04 20:00:00,19:50-20:00,16.250626793906008,109.58610178470516
2025-02-04,2025-02-04 22:00:00,2025-02-04 22:30:00,22:00-22:30,113.92096516151514,251.03403155417811
2025-02-05,2025-02-05 00:00:00,2025-02-05 00:20:00,00:00-00:20,78.86927085567504,174.42481255602544
2025-02-05,2025-02-05 01:00:00,2025-02-05 01:10:00,01:00-01:10,5.819165074318903,14.137661548057775
2025-02-05,2025-02-05 01:40:00,2025-02-05 01:50:00,01:40-01:50,2.3407283396190905,5.8962946875004896
2025-02-05,2025-02-05 02:20:00,2025-02-05 02:40:00,02:20-02:40,19.506104095148999,48.684767700847992
2025-02-05,2025-02-05 03:50:00,2025-02-05 04:10:00,03:50-04:10,46.148639754283408,114.88358125415728
2025-02-05,2025-02-05 04:50:00,2025-02-05 05:00:00,04:50-05:00,2.2483130515712446,5.6781146117431787
2025-02-05,2025-02-05 07:10:00,2025-02-05 07:20:00,07:10-07:20,5.5481448118398475,28.980734424645441
2025-02-05,2025-02-05 07:50:00,2025-02-05 08:00:00,07:50-08:00,10.352699307964258,71.682090008344531
2025-02-05,2025-02-05 10:10:00,2025-02-05 10:20:00,10:10-10:20,9.1892808425359362,50.936183710176699
2025-02-05,2025-02-05 17:20:00,2025-02-05 17:30:00,17:20-17:30,11.890764264362929,64.346870816599989
2025-02-05,2025-02-05 18:40:00,2025-02-05 19:00:00,18:40-19:00,31.342732552346774,196.91318722585092
2025-02-06,2025-02-06 00:10:00,2025-02-06 00:20:00,00:10-00:20,28.2741108621899,58.230531320680093
2025-02-06,2025-02-06 00:50:00,2025-02-06 01:00:00,00:50-01:00,27.14361428445045,60.082390218631069
2025-02-06,2025-02-06 03:40:00,2025-02-06 04:00:00,03:40-04:00,14.346569826687528,36.941181392240367
2025-02-06,2025-02-06 08:00:00,2025-02-06 08:20:00,08:00-08:20,37.909645805309083,259.49002232625662
2025-02-06,2025-02-06 08:30:00,2025-02-06 08:40:00,08:30-08:40,4.2109678617779309,27.116527545918988
2025-02-06,2025-02-06 12:10:00,2025-02-06 12:30:00,12:10-12:30,33.937949123769954,113.37378987833506
2025-02-06,2025-02-06 12:40:00,2025-02-06 12:50:00,12:40-12:50,0.055269567869459024,0.19266971359293417
2025-02-06,2025-02-06 15:00:00,2025-02-06 15:10:00,15:00-15:10,17.26066848269852,75.644879625426256
2025-02-06,2025-02-06 18:50:00,2025-02-06 19:00:00,18:50-19:00,10.644279154373066,67.415542024221821
2025-02-06,2025-02-06 20:20:00,2025-02-06 20:30:00,20:20-20:30,1.4296574304112255,9.2298683707348719
2025-02-06,2025-02-06 21:00:00,2025-02-06 21:20:00,21:00-21:20,39.991761699441213,186.93852083146129
2025-02-06,2025-02-06 22:40:00,2025-02-06 22:50:00,22:40-22:50,8.8772609112795635,18.251648433590784
2025-02-06,2025-02-06 23:00:00,2025-02-06 23:10:00,23:00-23:10,3.7835078985019663,7.0921855557419358
2025-02-06,2025-02-06 23:30:00,2025-02-06 23:40:00,23:30-23:40,0.45114746763920266,1.0227513091380727
2025-02-07,2025-02-07 02:30:00,2025-02-07 02:40:00,02:30-02:40,12.636613725791392,22.556355500537634
2025-02-07,2025-02-07 03:20:00,2025-02-07 03:40:00,03:20-03:40,21.607234757181345,44.088578957423614
2025-02-07,2025-02-07 18:40:00,2025-02-07 18:50:00,18:40-18:50,19.65437787738631,108.6788824730076
2025-02-07,2025-02-07 20:40:00,2025-02-07 21:00:00,20:40-21:00,35.694843994544243,176.85007570038454
2025-02-07,2025-02-07 23:20:00,2025-02-07 23:30:00,23:20-23:30,2.6037294984780601,4.3547375862045561
2025-02-08,2025-02-08 00:30:00,2025-02-08 00:40:00,00:30-00:40,12.161827376819247,17.890048071301113
2025-02-08,2025-02-08 03:00:00,2025-02-08 03:10:00,03:00-03:10,16.665533661299378,31.33953605007348
2025-02-08,2025-02-08 03:50:00,2025-02-08 04:20:00,03:50-04:20,18.54382735309764,34.663398537272826
2025-02-08,2025-02-08 04:40:00,2025-02-08 05:10:00,04:40-05:10,26.642273215633061,51.829366529361202
2025-02-08,2025-02-08 06:20:00,2025-02-08 06:30:00,06:20-06:30,33.86017843226972,135.96554649477906
2025-02-08,2025-02-08 07:10:00,2025-02-08 07:30:00,07:10-07:30,86.880920052665886,352.38633827509148
2025-02-08,2025-02-08 08:20:00,2025-02-08 08:40:00,08:20-08:40,19.523088763014581,94.290495595044661
2025-02-08,2025-02-08 09:40:00,2025-02-08 10:20:00,09:40-10:20,89.253248542978355,359.66707466849363
2025-02-08,2025-02-08 11:00:00,2025-02-08 11:10:00,11:00-11:10,10.087183132297298,15.998272447823513
2025-02-08,2025-02-08 12:30:00,2025-02-08 12:50:00,12:30-12:50,74.345107772246649,157.43094126666216
2025-02-08,2025-02-08 15:50:00,2025-02-08 16:50:00,15:50-16:50,128.48179410723517,461.58923828200199
2025-02-08,2025-02-08 17:20:00,2025-02-08 17:30:00,17:20-17:30,23.384894572646772,90.616466469006241
2025-02-08,2025-02-08 20:20:00,2025-02-08 20:50:00,20:20-20:50,82.855600596810859,461.93842624949446
2025-02-08,2025-02-08 22:50:00,2025-02-08 23:00:00,22:50-23:00,9.2612316714692042,14.294711084912716
2025-02-08,2025-02-08 23:20:00,2025-02-08 23:30:00,23:20-23:30,15.301272374876362,24.267817986553908
2025-02-08,2025-02-08 23:40:00,2025-02-08 23:50:00,23:40-23:50,14.513443391756709,24.019748813357353
2025-02-09,2025-02-09 00:50:00,2025-02-09 01:00:00,00:50-01:00,23.168601083925751,43.568554338322379
2025-02-09,2025-02-09 01:20:00,2025-02-09 01:40:00,01:20-01:40,20.505354012654379,43.309550671421292
2025-02-09,2025-02-09 02:00:00,2025-02-09 02:20:00,02:00-02:20,34.866230032905605,85.629197870440535
2025-02-09,2025-02-09 02:30:00,2025-02-09 02:50:00,02:30-02:50,16.459013243837262,39.45147994872432
2025-02-09,2025-02-09 03:20:00,2025-02-09 03:30:00,03:20-03:30,7.801130379463757,17.244398703804634
2025-02-09,2025-02-09 03:50:00,2025-02-09 04:10:00,03:50-04:10,45.189354824417364,116.63494370497379
2025-02-09,2025-02-09 04:50:00,2025-02-09 05:00:00,04:50-05:00,2.0036101912962749,4.9028341381019853
2025-02-09,2025-02-09 05:40:00,2025-02-09 05:50:00,05:40-05:50,2.2940379957038886,7.7137027605543249
2025-02-09,2025-02-09 06:20:00,2025-02-09 06:30:00,06:20-06:30,12.625518733836287,61.902918351999325
2025-02-09,2025-02-09 07:40:00,2025-02-09 07:50:00,07:40-07:50,0.69899392986462772,3.59178030860939
2025-02-09,2025-02-09 17:00:00,2025-02-09 17:20:00,17:00-17:20,52.243853459407887,287.79926577045268
2025-02-09,2025-02-09 17:50:00,2025-02-09 18:20:00,17:50-18:20,29.910527448074504,186.0879667569784
