date,interval,timestamp,slot,weekday,weekday_name,month,day_of_year,grid,charge_cap,discharge_cap,net_kwh,initial_soc,price,charge,discharge,emergency,unused,soc,planned_cost,emergency_cost
2025-02-01,00:00-00:10,2025-02-01 00:10:00,1,6,星期六,2,32,996.43654479463032,588.78804418872062,204.42397625695958,422.03036666666668,8482.7663850000008,0.42480000000000001,574.40617812796359,0,0,0,8999.7319453151686,423.28624422875896,0
2025-02-01,00:10-00:20,2025-02-01 00:20:00,2,6,星期六,2,32,1253.9662480256939,833.33333333333326,271.78002410392355,415.4073166666667,8482.7663850000008,0.42449999999999999,833.33333333333326,0,0,5.2255980256938983,9749.7319453151686,532.30867228690704,0
2025-02-01,00:20-00:30,2025-02-01 00:30:00,3,6,星期六,2,32,448.19006835569917,29.240679212303995,231.39342582177596,410.7166666666667,8482.7663850000008,0.4269,29.240679212303995,0,0,8.2327224767284761,9776.0485566062416,191.33234018104798,0
2025-02-01,00:30-00:40,2025-02-01 00:40:00,4,6,星期六,2,32,477.13783256783285,55.990048040104625,41.688496634054275,430.29479999999995,8482.7663850000008,0.42720000000000002,46.843032567832893,0,0,0,9818.2072859172913,203.83328207297819,0
2025-02-01,00:40-00:50,2025-02-01 00:50:00,5,6,星期六,2,32,485.59544135816253,47.602940329951061,29.007096152237306,424.41058333333331,8482.7663850000008,0.42709999999999998,47.602940329951061,0,0,13.581917694878165,9861.0499322142477,207.3978130040712,0
2025-02-01,00:50-01:00,2025-02-01 01:00:00,6,6,星期六,2,32,488.88618362353134,66.082873478474767,59.188446352733493,406.05166666666662,8482.7663850000008,0.42849999999999999,66.082873478474767,0,0,16.751643478389951,9920.5245183448751,209.48772968268318,0
2025-02-01,01:00-01:10,2025-02-01 01:10:00,7,6,星期六,2,32,471.77965390892547,43.28828426298611,43.252398648266073,436.75018333333333,8482.7663850000008,0.43109999999999998,35.029470575592143,0,0,0,9952.0510418629074,203.38420880013777,0
2025-02-01,01:10-01:20,2025-02-01 01:20:00,8,6,星期六,2,32,469.3282602308181,46.529668067368107,39.785014455870218,451.79768333333328,8482.7663850000008,0.43020000000000003,17.530576897484821,0,0,0,9967.8285610706444,201.90501755129796,0
2025-02-01,01:20-01:30,2025-02-01 01:30:00,9,6,星期六,2,32,499.23330884741409,66.516050956304866,21.197552008900061,446.07999999999998,8482.7663850000008,0.4279,53.15330884741411,0,0,0,10015.666539033316,213.6219328558085,0
2025-02-01,01:30-01:40,2025-02-01 01:40:00,10,6,星期六,2,32,485.93995621154778,28.400230204485354,32.307670763879798,471.76633333333331,8482.7663850000008,0.43120000000000003,14.173622878214474,0,0,0,10028.42279962371,209.53730911841942,0
2025-02-01,01:40-01:50,2025-02-01 01:50:00,11,6,星期六,2,32,482.14015667114364,30.792010110986457,35.770987644918819,448.02596666666665,8482.7663850000008,0.43330000000000002,30.792010110986457,0,0,3.3221798934905387,10056.135608723598,208.91132988560656,0
