date,hour,pv_kw,month_slot_mean_kw,residual_kw
2025-01-01,0.16666666666666666,0,0,0
2025-01-01,0.33333333333333331,0,0,0
2025-01-01,0.5,0,0,0
2025-01-01,0.66666666666666663,0,0,0
2025-01-01,0.83333333333333337,0,0,0
2025-01-01,1,0,0,0
2025-01-01,1.1666666666666667,0,0,0
2025-01-01,1.3333333333333333,0,0,0
2025-01-01,1.5,0,0,0
2025-01-01,1.6666666666666667,0,0,0
2025-01-01,1.8333333333333333,0,0,0
2025-01-01,2,0,0,0
2025-01-01,2.1666666666666665,0,0,0
2025-01-01,2.3333333333333335,0,0,0
2025-01-01,2.5,0,0,0
2025-01-01,2.6666666666666665,0,0,0
2025-01-01,2.8333333333333335,0,0,0
2025-01-01,3,0,0,0
2025-01-01,3.1666666666666665,0,0,0
2025-01-01,3.3333333333333335,0,0,0
2025-01-01,3.5,0,0,0
2025-01-01,3.6666666666666665,0,0,0
2025-01-01,3.8333333333333335,0,0,0
2025-01-01,4,0,0,0
2025-01-01,4.166666666666667,0,0,0
2025-01-01,4.333333333333333,0,0,0
2025-01-01,4.5,0,0,0
2025-01-01,4.666666666666667,0,0,0
2025-01-01,4.833333333333333,0,0.00031290322580645162,-0.00031290322580645162
2025-01-01,5,0,0,0
2025-01-01,5.166666666666667,0.0020999999999999999,0.0004258064516129032,0.0016741935483870966
2025-01-01,5.333333333333333,0,0.0067129032258064518,-0.0067129032258064518
2025-01-01,5.5,0,0,0
2025-01-01,5.666666666666667,0.029899999999999999,0.0075000000000000015,0.022399999999999996
2025-01-01,5.833333333333333,0,0.093487096774193548,-0.093487096774193548
2025-01-01,6,0,0,0
2025-01-01,6.166666666666667,0.41689999999999999,0.1051709677419355,0.31172903225806448
2025-01-01,6.333333333333333,0,1.3021870967741933,-1.3021870967741933
2025-01-01,6.5,0,0,0
2025-01-01,6.666666666666667,5.8061999999999996,1.4647935483870971,4.3414064516129027
2025-01-01,6.833333333333333,0,22.542367741935482,-22.542367741935482
2025-01-01,7,3.0750000000000002,126.55040322580646,-123.47540322580646
2025-01-01,7.166666666666667,175.7953,348.39235483870965,-172.59705483870965
2025-01-01,7.333333333333333,421.49599999999998,612.03986774193561,-190.54386774193563
2025-01-01,7.5,677.10000000000002,877.96209677419347,-200.86209677419345
2025-01-01,7.666666666666667,950.81119999999999,1159.6670741935484,-208.8558741935484
2025-01-01,7.833333333333333,1255.5705,1445.8991193548386,-190.32861935483857
2025-01-01,8,1592.2874999999999,1737.6290322580649,-145.34153225806494
2025-01-01,8.1666666666666661,1937.5211999999999,2044.679219354839,-107.1580193548391
2025-01-01,8.3333333333333339,2225.1261,2337.6147161290319,-112.48861612903193
2025-01-01,8.5,2490.1125000000002,2613.8141129032256,-123.7016129032254
2025-01-01,8.6666666666666661,2826.3146000000002,2898.9503096774188,-72.635709677418618
2025-01-01,8.8333333333333339,3122.1315,3184.4449516129034,-62.313451612903464
2025-01-01,9,3350.9625000000001,3450.9483870967738,-99.985887096773695
2025-01-01,9.1666666666666661,3601.7977000000001,3688.0367677419363,-86.239067741936196
2025-01-01,9.3333333333333339,3875.6352000000002,3926.6844741935492,-51.049274193549081
2025-01-01,9.5,4149.8249999999998,4173.6483870967741,-23.82338709677424
2025-01-01,9.6666666666666661,4403.4802,4405.2430354838707,-1.762835483870731
2025-01-01,9.8333333333333339,4624.7505000000001,4615.2212935483867,9.5292064516133905
2025-01-01,10,4836.6374999999998,4821.650806451612,14.986693548387848
2025-01-01,10.166666666666666,5080.7024000000001,5048.2278129032275,32.474587096772666
2025-01-01,10.333333333333334,5338.7528000000002,5263.0903516129029,75.662448387097356
2025-01-01,10.5,5494.7250000000004,5425.4576612903238,69.267338709676551
2025-01-01,10.666666666666666,5437.9777999999997,5521.2347032258067,-83.256903225807037
2025-01-01,10.833333333333334,5396.2125999999998,5619.143348387096,-222.93074838709617
2025-01-01,11,5372.1000000000004,5736.1475806451608,-364.04758064516045
2025-01-01,11.166666666666666,5182.9722000000002,5828.1997290322588,-645.22752903225864
2025-01-01,11.333333333333334,5131.5011000000004,5896.8152483870972,-765.31414838709679
2025-01-01,11.5,5294.7749999999996,5955.4524193548386,-660.677419354839
2025-01-01,11.666666666666666,5434.7443999999996,6014.1739064516132,-579.42950645161363
2025-01-01,11.833333333333334,5455.5011000000004,6069.1363129032261,-613.63521290322569
2025-01-01,12,5331.7124999999996,6083.4870967741927,-751.77459677419301
2025-01-01,12.166666666666666,5126.6532999999999,6025.2205225806429,-898.56722258064292
2025-01-01,12.333333333333334,5118.4894999999997,5994.5701322580653,-876.08063225806563
2025-01-01,12.5,5302.5749999999998,6004.81814516129,-702.24314516129016
2025-01-01,12.666666666666666,5399.7996000000003,5969.5944645161289,-569.79486451612865
2025-01-01,12.833333333333334,5377.6487999999999,5886.1879677419365,-508.53916774193658
2025-01-01,13,5261.8125,5795.178629032258,-533.36612903225796
2025-01-01,13.166666666666666,5097.6163999999999,5729.4166838709662,-631.80028387096627
2025-01-01,13.333333333333334,5029.4534000000003,5610.9200161290328,-581.46661612903245
2025-01-01,13.5,5043.8625000000002,5431.660887096773,-387.79838709677279
2025-01-01,13.666666666666666,4973.5843999999997,5260.1386096774186,-286.55420967741884
2025-01-01,13.833333333333334,4769.7524000000003,5080.3005483870975,-310.54814838709717
2025-01-01,14,4478.625,4874.6987903225818,-396.07379032258177
2025-01-01,14.166666666666666,4209.3909000000003,4649.0827387096779,-439.69183870967754
2025-01-01,14.333333333333334,4060.4315999999999,4418.3881870967734,-357.95658709677355
2025-01-01,14.5,3934.4250000000002,4192.1322580645156,-257.70725806451537
2025-01-01,14.666666666666666,3648.1228999999998,3966.8143225806452,-318.69142258064539
2025-01-01,14.833333333333334,3431.0164,3718.5350225806455,-287.51862258064557
2025-01-01,15,3327.3375000000001,3457.6608870967743,-130.32338709677424
2025-01-01,15.166666666666666,3139.1174999999998,3214.7135161290321,-75.59601612903225
2025-01-01,15.333333333333334,2860.4252999999999,2946.3556806451611,-85.930380645161222
2025-01-01,15.5,2505,2650.7407258064513,-145.74072580645134
2025-01-01,15.666666666666666,2089.6950000000002,2370.628864516128,-280.93386451612787
2025-01-01,15.833333333333334,1762.1561999999999,2086.8089612903227,-324.65276129032281
2025-01-01,16,1525.8,1790.0661290322582,-264.26612903225828
2025-01-01,16.166666666666668,1249.2025000000001,1494.1372741935481,-244.93477419354804
2025-01-01,16.333333333333332,968.22190000000001,1200.2299903225805,-232.00809032258053
2025-01-01,16.5,706.61249999999995,912.36169354838728,-205.74919354838732
2025-01-01,16.666666666666668,440.43830000000003,636.19649677419363,-195.75819677419361
2025-01-01,16.833333333333332,180.88499999999999,361.58534838709676,-180.70034838709677
2025-01-01,17,2.9624999999999999,131.65161290322578,-128.68911290322578
2025-01-01,17.166666666666668,0,23.448487096774198,-23.448487096774198
2025-01-01,17.333333333333332,5.9577999999999998,1.4949580645161291,4.4628419354838709
2025-01-01,17.5,0,0,0
2025-01-01,17.666666666666668,0,1.3565322580645163,-1.3565322580645163
2025-01-01,17.833333333333332,0.42770000000000002,0.10732580645161292,0.32037419354838709
2025-01-01,18,0,0,0
2025-01-01,18.166666666666668,0,0.097387096774193521,-0.097387096774193521
2025-01-01,18.333333333333332,0.030700000000000002,0.0077032258064516123,0.02299677419354839
2025-01-01,18.5,0,0,0
2025-01-01,18.666666666666668,0,0.0069451612903225803,-0.0069451612903225803
2025-01-01,18.833333333333332,0.0022000000000000001,0.00047419354838709683,0.0017258064516129032
2025-01-01,19,0,0,0
2025-01-01,19.166666666666668,0,0.00032903225806451614,-0.00032903225806451614
2025-01-01,19.333333333333332,0,0,0
2025-01-01,19.5,0,0,0
2025-01-01,19.666666666666668,0,0,0
2025-01-01,19.833333333333332,0,0,0
2025-01-01,20,0,0,0
2025-01-01,20.166666666666668,0,0,0
2025-01-01,20.333333333333332,0,0,0
2025-01-01,20.5,0,0,0
2025-01-01,20.666666666666668,0,0,0
2025-01-01,20.833333333333332,0,0,0
2025-01-01,21,0,0,0
2025-01-01,21.166666666666668,0,0,0
2025-01-01,21.333333333333332,0,0,0
2025-01-01,21.5,0,0,0
2025-01-01,21.666666666666668,0,0,0
2025-01-01,21.833333333333332,0,0,0
2025-01-01,22,0,0,0
2025-01-01,22.166666666666668,0,0,0
2025-01-01,22.333333333333332,0,0,0
2025-01-01,22.5,0,0,0
2025-01-01,22.666666666666668,0,0,0
2025-01-01,22.833333333333332,0,0,0
2025-01-01,23,0,0,0
2025-01-01,23.166666666666668,0,0,0
2025-01-01,23.333333333333332,0,0,0
2025-01-01,23.5,0,0,0
2025-01-01,23.666666666666668,0,0,0
2025-01-01,23.833333333333332,0,0,0
2025-01-01,24,0,0,0
2025-01-02,0.16666666666666666,0,0,0
2025-01-02,0.33333333333333331,0,0,0
2025-01-02,0.5,0,0,0
2025-01-02,0.66666666666666663,0,0,0
2025-01-02,0.83333333333333337,0,0,0
2025-01-02,1,0,0,0
2025-01-02,1.1666666666666667,0,0,0
2025-01-02,1.3333333333333333,0,0,0
2025-01-02,1.5,0,0,0
2025-01-02,1.6666666666666667,0,0,0
2025-01-02,1.8333333333333333,0,0,0
2025-01-02,2,0,0,0
2025-01-02,2.1666666666666665,0,0,0
2025-01-02,2.3333333333333335,0,0,0
2025-01-02,2.5,0,0,0
2025-01-02,2.6666666666666665,0,0,0
2025-01-02,2.8333333333333335,0,0,0
2025-01-02,3,0,0,0
2025-01-02,3.1666666666666665,0,0,0
2025-01-02,3.3333333333333335,0,0,0
2025-01-02,3.5,0,0,0
2025-01-02,3.6666666666666665,0,0,0
2025-01-02,3.8333333333333335,0,0,0
2025-01-02,4,0,0,0
2025-01-02,4.166666666666667,0,0,0
2025-01-02,4.333333333333333,0,0,0
2025-01-02,4.5,0,0,0
2025-01-02,4.666666666666667,0,0,0
2025-01-02,4.833333333333333,0,0.00031290322580645162,-0.00031290322580645162
2025-01-02,5,0,0,0
2025-01-02,5.166666666666667,0.0022000000000000001,0.0004258064516129032,0.0017741935483870969
2025-01-02,5.333333333333333,0,0.0067129032258064518,-0.0067129032258064518
2025-01-02,5.5,0,0,0
2025-01-02,5.666666666666667,0.030700000000000002,0.0075000000000000015,0.023199999999999998
2025-01-02,5.833333333333333,0,0.093487096774193548,-0.093487096774193548
2025-01-02,6,0,0,0
2025-01-02,6.166666666666667,0.4279,0.1051709677419355,0.32272903225806449
2025-01-02,6.333333333333333,0,1.3021870967741933,-1.3021870967741933
2025-01-02,6.5,0,0,0
2025-01-02,6.666666666666667,5.9596,1.4647935483870971,4.4948064516129032
2025-01-02,6.833333333333333,0,22.542367741935482,-22.542367741935482
2025-01-02,7,6.6375000000000002,126.55040322580646,-119.91290322580646
2025-01-02,7.166666666666667,192.5583,348.39235483870965,-155.83405483870965
2025-01-02,7.333333333333333,445.62220000000002,612.03986774193561,-166.41766774193559
2025-01-02,7.5,701.36249999999995,877.96209677419347,-176.59959677419351
2025-01-02,7.666666666666667,976.56949999999995,1159.6670741935484,-183.09757419354844
2025-01-02,7.833333333333333,1257.8498999999999,1445.8991193548386,-188.04921935483867
2025-01-02,8,1536.3375000000001,1737.6290322580649,-201.29153225806476
2025-01-02,8.1666666666666661,1820.2924,2044.679219354839,-224.38681935483896
2025-01-02,8.3333333333333339,2132.9787999999999,2337.6147161290319,-204.63591612903201
2025-01-02,8.5,2471.7375000000002,2613.8141129032256,-142.0766129032254
2025-01-02,8.6666666666666661,2797.3932,2898.9503096774188,-101.55710967741879
2025-01-02,8.8333333333333339,3047.7556,3184.4449516129034,-136.68935161290347
2025-01-02,9,3267.2624999999998,3450.9483870967738,-183.68588709677397
2025-01-02,9.1666666666666661,3546.8485000000001,3688.0367677419363,-141.18826774193622
2025-01-02,9.3333333333333339,3726.6889999999999,3926.6844741935492,-199.9954741935494
2025-01-02,9.5,3844.2375000000002,4173.6483870967741,-329.41088709677388
2025-01-02,9.6666666666666661,4096.3407999999999,4405.2430354838707,-308.90223548387075
2025-01-02,9.8333333333333339,4283.6623,4615.2212935483867,-331.55899354838675
2025-01-02,10,4356.1125000000002,4821.650806451612,-465.53830645161179
2025-01-02,10.166666666666666,4491.6280999999999,5048.2278129032275,-556.59971290322756
2025-01-02,10.333333333333334,4766.4089999999997,5263.0903516129029,-496.6813516129032
2025-01-02,10.5,5019.4499999999998,5425.4576612903238,-406.00766129032399
2025-01-02,10.666666666666666,5019.8625000000002,5521.2347032258067,-501.37220322580652
2025-01-02,10.833333333333334,5077.3715000000002,5619.143348387096,-541.77184838709582
2025-01-02,11,5277.5625,5736.1475806451608,-458.58508064516082
2025-01-02,11.166666666666666,5389.6989999999996,5828.1997290322588,-438.50072903225919
2025-01-02,11.333333333333334,5368.9189999999999,5896.8152483870972,-527.89624838709733
2025-01-02,11.5,5329.9875000000002,5955.4524193548386,-625.46491935483846
2025-01-02,11.666666666666666,5412.6331,6014.1739064516132,-601.54080645161321
2025-01-02,11.833333333333334,5429.3181999999997,6069.1363129032261,-639.81811290322639
2025-01-02,12,5328.3000000000002,6083.4870967741927,-755.18709677419247
2025-01-02,12.166666666666666,5248.9494999999997,6025.2205225806429,-776.27102258064315
2025-01-02,12.333333333333334,5219.2318999999998,5994.5701322580653,-775.33823225806555
2025-01-02,12.5,5222.8500000000004,6004.81814516129,-781.96814516128961
2025-01-02,12.666666666666666,5242.2942000000003,5969.5944645161289,-727.30026451612866
2025-01-02,12.833333333333334,5308.1571000000004,5886.1879677419365,-578.03086774193616
2025-01-02,13,5393.2875000000004,5795.178629032258,-401.8911290322576
2025-01-02,13.166666666666666,5413.5261,5729.4166838709662,-315.89058387096611
2025-01-02,13.333333333333334,5337.3076000000001,5610.9200161290328,-273.61241612903268
2025-01-02,13.5,5168.2124999999996,5431.660887096773,-263.44838709677333
2025-01-02,13.666666666666666,4960.5614999999998,5260.1386096774186,-299.57710967741878
2025-01-02,13.833333333333334,4873.5039999999999,5080.3005483870975,-206.79654838709757
2025-01-02,14,4791.4499999999998,4874.6987903225818,-83.248790322581954
2025-01-02,14.166666666666666,4440.5059000000001,4649.0827387096779,-208.57683870967776
2025-01-02,14.333333333333334,4102.9754999999996,4418.3881870967734,-315.41268709677388
2025-01-02,14.5,3897.7874999999999,4192.1322580645156,-294.34475806451564
2025-01-02,14.666666666666666,3672.4272000000001,3966.8143225806452,-294.38712258064515
2025-01-02,14.833333333333334,3411.625,3718.5350225806455,-306.91002258064555
2025-01-02,15,3140.1750000000002,3457.6608870967743,-317.48588709677415
2025-01-02,15.166666666666666,2878.1578,3214.7135161290321,-336.55571612903213
2025-01-02,15.333333333333334,2617.8995,2946.3556806451611,-328.45618064516111
2025-01-02,15.5,2359.9875000000002,2650.7407258064513,-290.75322580645116
2025-01-02,15.666666666666666,2119.3514,2370.628864516128,-251.27746451612802
2025-01-02,15.833333333333334,1904.7230999999999,2086.8089612903227,-182.08586129032278
2025-01-02,16,1662.5999999999999,1790.0661290322582,-127.46612903225832
2025-01-02,16.166666666666668,1326.1056000000001,1494.1372741935481,-168.03167419354804
2025-01-02,16.333333333333332,1011.5001,1200.2299903225805,-188.72989032258056
2025-01-02,16.5,757.72500000000002,912.36169354838728,-154.63669354838726
2025-01-02,16.666666666666668,494.56459999999998,636.19649677419363,-141.63189677419365
2025-01-02,16.833333333333332,213.86429999999999,361.58534838709676,-147.72104838709677
2025-01-02,17,6.6749999999999998,131.65161290322578,-124.97661290322579
2025-01-02,17.166666666666668,0,23.448487096774198,-23.448487096774198
2025-01-02,17.333333333333332,6.7245999999999997,1.4949580645161291,5.2296419354838708
2025-01-02,17.5,0,0,0
2025-01-02,17.666666666666668,0,1.3565322580645163,-1.3565322580645163
2025-01-02,17.833333333333332,0.48280000000000001,0.10732580645161292,0.37547419354838707
2025-01-02,18,0,0,0
2025-01-02,18.166666666666668,0,0.097387096774193521,-0.097387096774193521
2025-01-02,18.333333333333332,0.034700000000000002,0.0077032258064516123,0.02699677419354839
2025-01-02,18.5,0,0,0
2025-01-02,18.666666666666668,0,0.0069451612903225803,-0.0069451612903225803
