date,interval,planned_kwh,daily_planned_kwh,daily_planned_cost_yuan,daily_actual_cost_yuan
2025-03-20,10:00-10:10,0,67750.530601017294,41328.065959613625,42323.53618252169
2025-03-20,12:00-12:10,648.45099222091471,67750.530601017294,41328.065959613625,42323.53618252169
2025-03-20,14:00-14:10,0,67750.530601017294,41328.065959613625,42323.53618252169
2025-03-20,16:00-16:10,502.34265165882834,67750.530601017294,41328.065959613625,42323.53618252169
2025-03-20,18:00-18:10,684.71706685140816,67750.530601017294,41328.065959613625,42323.53618252169
2025-03-20,20:00-20:10,0.067764762353266159,67750.530601017294,41328.065959613625,42323.53618252169
2025-06-21,10:00-10:10,0,37652.543462413014,22228.056051888674,22228.056051888674
2025-06-21,12:00-12:10,0,37652.543462413014,22228.056051888674,22228.056051888674
2025-06-21,14:00-14:10,0,37652.543462413014,22228.056051888674,22228.056051888674
2025-06-21,16:00-16:10,218.67627017350088,37652.543462413014,22228.056051888674,22228.056051888674
2025-06-21,18:00-18:10,296.9351148922554,37652.543462413014,22228.056051888674,22228.056051888674
2025-06-21,20:00-20:10,0,37652.543462413014,22228.056051888674,22228.056051888674
2025-09-23,10:00-10:10,0,67099.038897024278,42207.492362526551,44392.684327178053
2025-09-23,12:00-12:10,324.53331007259089,67099.038897024278,42207.492362526551,44392.684327178053
2025-09-23,14:00-14:10,0,67099.038897024278,42207.492362526551,44392.684327178053
2025-09-23,16:00-16:10,524.11595070304554,67099.038897024278,42207.492362526551,44392.684327178053
2025-09-23,18:00-18:10,725.60229950294809,67099.038897024278,42207.492362526551,44392.684327178053
2025-09-23,20:00-20:10,57.079896849728357,67099.038897024278,42207.492362526551,44392.684327178053
2025-12-21,10:00-10:10,0,97176.297933787428,62669.374723233501,62975.660866992235
2025-12-21,12:00-12:10,968.28855288004695,97176.297933787428,62669.374723233501,62975.660866992235
2025-12-21,14:00-14:10,0,97176.297933787428,62669.374723233501,62975.660866992235
2025-12-21,16:00-16:10,871.11872263212535,97176.297933787428,62669.374723233501,62975.660866992235
2025-12-21,18:00-18:10,699.41879807347698,97176.297933787428,62669.374723233501,62975.660866992235
2025-12-21,20:00-20:10,0,97176.297933787428,62669.374723233501,62975.660866992235
