date,interval,timestamp,slot,weekday,weekday_name,month,day_of_year,grid,charge_cap,discharge_cap,net_kwh,initial_soc,price,charge,discharge,emergency,unused,soc,planned_cost,emergency_cost,predicted_load_kw,predicted_pv_kw
2025-02-01,00:00-00:10,2025-02-01 00:10:00,1,6,星期六,2,32,795.12967140135038,393.94738739387356,0,422.03036666666668,8482.7663850000008,0.42480000000000001,373.0993047346837,0,0,0,8818.5557592612167,337.77108441129366,0,2709.8468969592323,0
2025-02-01,00:10-00:20,2025-02-01 00:20:00,2,6,星期六,2,32,1249.7498318296921,833.33333333333326,339.6397030225985,415.4073166666667,8482.7663850000008,0.42449999999999999,833.33333333333326,0,0,1.0091818296921247,9568.5557592612167,530.51880361170424,0,2692.1157017365799,0
2025-02-01,00:20-00:30,2025-02-01 00:30:00,3,6,星期六,2,32,446.97174988033669,30.439115234088764,449.83439250675843,410.7166666666667,8482.7663850000008,0.4269,30.439115234088764,0,0,5.8159679795812274,9595.9509629718959,190.81224002391573,0,2689.4029770176817,0
2025-02-01,00:30-00:40,2025-02-01 00:40:00,4,6,星期六,2,32,476.66783834190244,56.750149539723964,336.24403496097437,430.29479999999995,8482.7663850000008,0.42720000000000002,46.373038341902486,0,0,0,9637.6866974796085,203.63250053966073,0,2790.8554164914558,0
2025-02-01,00:40-00:50,2025-02-01 00:50:00,5,6,星期六,2,32,486.1311093563009,53.939670379623109,36.578129657053495,424.41058333333331,8482.7663850000008,0.42709999999999998,53.939670379623109,0,0,7.7808556433444807,9686.232400821269,207.62659680607609,0,2802.3829613387907,0
2025-02-01,00:50-01:00,2025-02-01 01:00:00,6,6,星期六,2,32,485.81762132785451,66.082873478474767,60.50356559454292,406.05166666666662,8482.7663850000008,0.42849999999999999,66.082873478474767,0,0,13.683081182713124,9745.7069869518964,208.17285073898566,0,2822.8890444501394,0
2025-02-01,01:00-01:10,2025-02-01 01:10:00,7,6,星期六,2,32,512.46181179228574,87.09202596333671,2.4493783538660798,436.75018333333333,8482.7663850000008,0.43109999999999998,75.711628458952418,0,0,0,9813.8474525649544,220.92228706365438,0,2850.0591894515946,0
2025-02-01,01:10-01:20,2025-02-01 01:20:00,8,6,星期六,2,32,506.24642063183688,86.866025575322851,1.8106402768290115,451.79768333333328,8482.7663850000008,0.43020000000000003,54.448737298503602,0,0,0,9862.8513161336068,217.78721015581624,0,2850.7179824333621,0
2025-02-01,01:20-01:30,2025-02-01 01:30:00,9,6,星期六,2,32,491.30739711238039,46.239471652481825,41.474131312723102,446.07999999999998,8482.7663850000008,0.4279,45.227397112380402,0,0,0,9903.5559735347488,210.23043522438758,0,2810.8951300933204,0
2025-02-01,01:30-01:40,2025-02-01 01:40:00,10,6,星期六,2,32,494.98291903353163,30.255223778928009,31.887924121550441,471.76633333333331,8482.7663850000008,0.43120000000000003,23.216585700198323,0,0,0,9924.4509006649278,213.43663468725885,0,2957.5996485426595,0
2025-02-01,01:40-01:50,2025-02-01 01:50:00,11,6,星期六,2,32,497.528457169006,53.740662336220211,24.343767692335128,448.02596666666665,8482.7663850000008,0.43330000000000002,49.502490502339356,0,0,0,9969.0031421170333,215.5790804913303,0,2968.5777511896463,0
2025-02-01,01:50-02:00,2025-02-01 02:00:00,12,6,星期六,2,32,527.21149062511688,104.54347689304791,0.078179596393406284,397.40333333333331,8482.7663850000008,0.43109999999999998,104.54347689304791,0,0,25.264680398735663,10063.092271320776,227.28087360848787,0,2948.251041919948,0
2025-02-01,02:00-02:10,2025-02-01 02:10:00,13,6,星期六,2,32,514.24034785649303,47.077531650601031,27.44996720009922,434.0906333333333,8482.7663850000008,0.42930000000000001,47.077531650601031,0,0,33.072182872558699,10105.462049806318,220.76338133479246,0,3020.6381312451317,0
2025-02-01,02:10-02:20,2025-02-01 02:20:00,14,6,星期六,2,32,544.04398801261675,87.976690017876138,13.444349574760054,490.56091666666663,8482.7663850000008,0.43240000000000001,53.483071345950123,0,0,0,10153.596814017674,235.24462041665549,0,3077.5496911390037,0
2025-02-01,02:20-02:30,2025-02-01 02:30:00,15,6,星期六,2,32,532.32826621994229,77.994245710818959,17.011861274423985,503.22000000000003,8482.7663850000008,0.43669999999999998,29.108266219942266,0,0,0,10179.794253615622,232.46775385824878,0,3082.6539540051549,0
2025-02-01,02:30-02:40,2025-02-01 02:40:00,16,6,星期六,2,32,503.21784847035593,36.086837634450731,61.847262750527328,474.07281666666665,8482.7663850000008,0.43480000000000002,29.145031803689278,0,0,0,10206.024782238943,218.79912051491078,0,3020.2342408622335,0
2025-02-01,02:40-02:50,2025-02-01 02:50:00,17,6,星期六,2,32,516.48596077106288,63.703112100530007,65.454815322791092,461.38439999999997,8482.7663850000008,0.4335,55.101560771062907,0,0,0,10255.616186932899,223.89666399425576,0,3054.1929392013981,0
2025-02-01,02:50-03:00,2025-02-01 03:00:00,18,6,星期六,2,32,548.33027800305763,103.06147907956145,33.269177968742852,476.94166666666666,8482.7663850000008,0.43569999999999998,71.388611336390966,0,0,0,10319.865937135652,238.90750212593218,0,3088.4623966999079,0
2025-02-01,03:00-03:10,2025-02-01 03:10:00,19,6,星期六,2,32,523.54784508404202,51.744981879309442,18.277750245970765,483.39954999999998,8482.7663850000008,0.43740000000000001,40.148295084042047,0,0,0,10355.99940271129,228.99982743976,0,3096.6176921254155,0
2025-02-01,03:10-03:20,2025-02-01 03:20:00,20,6,星期六,2,32,518.48592646217207,40.569512333475302,21.630405889563544,486.60191666666663,8482.7663850000008,0.43709999999999999,31.884009795505449,0,0,0,10384.695011527245,226.6301984566154,0,3101.1481393042141,0
2025-02-01,03:20-03:30,2025-02-01 03:30:00,21,6,星期六,2,32,541.8178572958318,98.11347267910287,0.94496411357981458,498.84833333333336,8482.7663850000008,0.43559999999999999,42.969523962498442,0,0,0,10423.367583093494,236.01585863806432,0,3107.2144182832603,0
2025-02-01,03:30-03:40,2025-02-01 03:40:00,22,6,星期六,2,32,542.68742398108793,67.441384415470168,28.867635380121328,518.30973333333327,8482.7663850000008,0.43530000000000002,24.377690647754662,0,0,0,10445.307504676473,236.23183565896758,0,3071.3218248774765,0
2025-02-01,03:40-03:50,2025-02-01 03:50:00,23,6,星期六,2,32,522.50812698091249,44.926486980949392,39.233224935740786,509.13346666666666,8482.7663850000008,0.436,13.37466031424583,0,0,0,10457.344698959294,227.81354336367784,0,3075.6210046546394,0
2025-02-01,03:50-04:00,2025-02-01 04:00:00,24,6,星期六,2,32,536.25730336056176,54.899497992164072,49.237560930077279,483.61666666666662,8482.7663850000008,0.43780000000000002,52.640636693895146,0,0,0,10504.721271983799,234.77344741125395,0,3195.8447982432799,0
2025-02-01,04:00-04:10,2025-02-01 04:10:00,25,6,星期六,2,32,551.44238439501169,35.673668605323769,37.001903693092459,491.18680000000001,8482.7663850000008,0.44009999999999999,35.673668605323769,0,0,24.581915789687912,10536.827573728591,242.68979337224465,0,3211.621137776292,0
2025-02-01,04:10-04:20,2025-02-01 04:20:00,26,6,星期六,2,32,543.05120601202759,41.567910860478271,36.464765660508547,504.64528333333334,8482.7663850000008,0.43890000000000001,38.405922678694253,0,0,0,10571.392904139417,238.34517431867891,0,3207.4892474840167,0
