kind,t,step_kwh,fixed_shadow_dJ_db,base_action,minus_status,minus_slope,plus_status,plus_slope,fixed_shadow_matches_milp_both_sides,milp_two_sided_smooth,minus_economic_value,plus_economic_value
bus_demand,1,0.01,0.4248,active,0,0.42479999974602833,0,0.4248000004736241,1,1,0.42479999974602833,0.4248000004736241
bus_demand,2,0.01,0.4245,active,0,0.4244999996444676,0,0.42450000037206337,1,1,0.4244999996444676,0.42450000037206337
bus_demand,3,0.01,0.4269,active,0,0.42689999972935766,0,0.4269000004569534,1,1,0.42689999972935766,0.4269000004569534
bus_demand,4,0.01,0.4272,active,0,0.4271999998309184,0,0.42720000055851415,1,1,0.4271999998309184,0.42720000055851415
bus_demand,5,0.01,0.4271,active,0,0.4270999997970648,0,0.4271000005246606,1,1,0.4270999997970648,0.4271000005246606
bus_demand,6,0.01,0.4285,idle,0,0.4284999995434191,0,0.42850000027101487,1,1,0.4284999995434191,0.42850000027101487
bus_demand,7,0.01,0.4311,idle,0,0.4310999996960163,0,0.4311000004236121,1,1,0.4310999996960163,0.4311000004236121
bus_demand,8,0.01,0.4302,idle,0,0.43019999939133413,0,0.4302000001189299,1,1,0.43019999939133413,0.4302000001189299
bus_demand,9,0.01,0.4279,active,0,0.42789999934029765,0,0.4279000000678934,1,1,0.42789999934029765,0.4279000000678934
bus_demand,10,0.01,0.4312,idle,0,0.4311999997298699,0,0.43120000045746565,1,1,0.4311999997298699,0.43120000045746565
bus_demand,11,0.01,0.4333,idle,0,0.4332999997131992,0,0.433300000440795,1,1,0.4332999997131992,0.433300000440795
bus_demand,12,0.01,0.4311,idle,0,0.4310999996960163,0,0.4311000004236121,1,1,0.4310999996960163,0.4311000004236121
bus_demand,13,0.01,0.4293,idle,0,0.4292999998142477,0,0.4293000005418435,1,1,0.4292999998142477,0.4293000005418435
bus_demand,14,0.01,0.4324,idle,0,0.43239999940851703,0,0.4324000001361128,1,1,0.43239999940851703,0.4324000001361128
bus_demand,15,0.01,0.4367,idle,0,0.43669999940902926,0,0.436700000136625,1,1,0.43669999940902926,0.436700000136625
bus_demand,16,0.01,0.4348,idle,0,0.4347999994934071,0,0.43480000022100285,1,1,0.4347999994934071,0.43480000022100285
bus_demand,17,0.01,0.4335,idle,0,0.43349999978090636,0,0.4335000005085021,1,1,0.43349999978090636,0.4335000005085021
bus_demand,18,0.01,0.4357,idle,0,0.43569999979808927,0,0.435700000525685,1,1,0.43569999979808927,0.435700000525685
bus_demand,19,0.01,0.4374,idle,0,0.4373999996460043,0,0.43740000037360005,1,1,0.4373999996460043,0.43740000037360005
bus_demand,20,0.01,0.4371,idle,0,0.43709999954444356,0,0.4371000002720393,1,1,0.43709999954444356,0.4371000002720393
bus_demand,21,0.01,0.4356,idle,0,0.4355999997642357,0,0.43560000049183145,1,1,0.4355999997642357,0.43560000049183145
bus_demand,22,0.01,0.4353,idle,0,0.43529999966267496,0,0.4353000003902707,1,1,0.43529999966267496,0.4353000003902707
bus_demand,23,0.01,0.436,idle,0,0.43599999989965,0,0.43600000062724575,1,1,0.43599999989965,0.43600000062724575
bus_demand,24,0.01,0.4378,idle,0,0.4377999997814186,0,0.43780000050901435,1,1,0.4377999997814186,0.43780000050901435
bus_demand,25,0.01,0.4401,idle,0,0.44009999983245507,0,0.44010000056005083,1,1,0.44009999983245507,0.44010000056005083
bus_demand,26,0.01,0.4389,idle,0,0.43889999942621216,0,0.4389000001538079,1,1,0.43889999942621216,0.4389000001538079
bus_demand,27,0.01,0.4364,idle,0,0.43639999930746853,0,0.4364000000350643,1,1,0.43639999930746853,0.4364000000350643
bus_demand,28,0.01,0.4393,idle,0,0.43929999956162646,0,0.4393000002892222,1,1,0.43929999956162646,0.4393000002892222
bus_demand,29,0.01,0.4422,idle,0,0.4421999998157844,0,0.44220000054338016,1,1,0.4421999998157844,0.44220000054338016
bus_demand,30,0.01,0.4395,idle,0,0.4394999996293336,0,0.4395000003569294,1,1,0.4394999996293336,0.4395000003569294
bus_demand,31,0.01,0.4333,idle,0,0.4332999997131992,0,0.433300000440795,1,1,0.4332999997131992,0.433300000440795
bus_demand,32,0.01,0.4439,idle,0,0.4438999996636994,0,0.4439000003912952,1,1,0.4438999996636994,0.4439000003912952
bus_demand,33,0.01,0.4301,idle,0,0.43009999935748056,0,0.4301000000850763,1,1,0.43009999935748056,0.4301000000850763
bus_demand,34,0.01,0.3713,active,0,0.37129999982425943,0,0.3713000005518552,1,1,0.37129999982425943,0.3713000005518552
bus_demand,35,0.01,0.5708,idle,0,0.5707999996957369,0,0.5708000004233327,1,1,0.5707999996957369,0.5708000004233327
bus_demand,36,0.01,0.5907407407407407,active,0,0.5907407401537057,0,0.5907407408813015,1,1,0.5907407401537057,0.5907407408813015
bus_demand,37,0.01,0.5907407407407407,active,0,0.5907407401537057,0,0.5907407408813015,1,1,0.5907407401537057,0.5907407408813015
bus_demand,38,0.01,0.5907407407407407,active,0,0.5907407401537057,0,0.5907407408813015,1,1,0.5907407401537057,0.5907407408813015
bus_demand,39,0.01,0.5907407407407407,active,0,0.5907407401537057,0,0.5907407408813015,1,1,0.5907407401537057,0.5907407408813015
bus_demand,40,0.01,0.5907407407407407,active,0,0.5907407401537057,0,0.5907407408813015,1,1,0.5907407401537057,0.5907407408813015
bus_demand,41,0.01,0.5907407407407407,active,0,0.5907407401537057,0,0.5907407408813015,1,1,0.5907407401537057,0.5907407408813015
bus_demand,42,0.01,0.5907407407407407,active,0,0.5907407401537057,0,0.5907407408813015,1,1,0.5907407401537057,0.5907407408813015
bus_demand,43,0.01,0.5907407407407407,active,0,0.5907407401537057,0,0.5907407408813015,1,1,0.5907407401537057,0.5907407408813015
bus_demand,44,0.01,0.5907407407407407,active,0,0.5907407401537057,0,0.5907407408813015,1,1,0.5907407401537057,0.5907407408813015
bus_demand,45,0.01,0.5907407407407407,active,0,0.5907407401537057,0,0.5907407408813015,1,1,0.5907407401537057,0.5907407408813015
bus_demand,46,0.01,0.5907407407407407,active,0,0.5907407401537057,0,0.5907407408813015,1,1,0.5907407401537057,0.5907407408813015
bus_demand,47,0.01,0.5907407407407407,active,0,0.5907407401537057,0,0.5907407408813015,1,1,0.5907407401537057,0.5907407408813015
bus_demand,48,0.01,0.5907407407407407,active,0,0.5907407401537057,0,0.5907407408813015,1,1,0.5907407401537057,0.5907407408813015
bus_demand,49,0.01,0.5907407407407407,active,0,0.5907407401537057,0,0.5907407408813015,1,1,0.5907407401537057,0.5907407408813015
bus_demand,50,0.01,0.5907407407407407,active,0,0.5907407401537057,0,0.5907407408813015,1,1,0.5907407401537057,0.5907407408813015
bus_demand,51,0.01,0.5907407407407407,active,0,0.5907407401537057,0,0.5907407408813015,1,1,0.5907407401537057,0.5907407408813015
bus_demand,52,0.01,0.5907407407407407,active,0,0.5907407401537057,0,0.5907407408813015,1,1,0.5907407401537057,0.5907407408813015
bus_demand,53,0.01,0.5907407407407407,active,0,0.5907407401537057,0,0.5907407408813015,1,1,0.5907407401537057,0.5907407408813015
bus_demand,54,0.01,0.5907407407407407,active,0,0.5907407401537057,0,0.5907407408813015,1,1,0.5907407401537057,0.5907407408813015
bus_demand,55,0.01,0.5907407407407407,active,0,0.5907407401537057,0,0.5907407408813015,1,1,0.5907407401537057,0.5907407408813015
bus_demand,56,0.01,0.5907407407407407,active,0,0.5907407401537057,0,0.5907407408813015,1,1,0.5907407401537057,0.5907407408813015
bus_demand,57,0.01,0.5907407407407407,active,0,0.5907407401537057,0,0.5907407408813015,1,1,0.5907407401537057,0.5907407408813015
bus_demand,58,0.01,0.4785,active,0,0.4784999997355044,0,0.47850000046310015,1,1,0.4784999997355044,0.47850000046310015
bus_demand,59,0.01,0.4785,active,0,0.4784999997355044,0,0.47850000046310015,1,1,0.4784999997355044,0.47850000046310015
bus_demand,60,0.01,0.4785,active,0,0.4784999997355044,0,0.47850000046310015,1,1,0.4784999997355044,0.47850000046310015
bus_demand,61,0.01,0.4785,active,0,0.4784999997355044,0,0.47850000046310015,1,1,0.4784999997355044,0.47850000046310015
bus_demand,62,0.01,0.4785,active,0,0.4784999997355044,0,0.47850000046310015,1,1,0.4784999997355044,0.47850000046310015
bus_demand,63,0.01,0.4785,active,0,0.4784999997355044,0,0.47850000046310015,1,1,0.4784999997355044,0.47850000046310015
bus_demand,64,0.01,0.4785,active,0,0.4784999997355044,0,0.47850000046310015,1,1,0.4784999997355044,0.47850000046310015
bus_demand,65,0.01,0.4785,active,0,0.4784999997355044,0,0.47850000046310015,1,1,0.4784999997355044,0.47850000046310015
bus_demand,66,0.01,0.4785,active,0,0.4784999997355044,0,0.47850000046310015,1,1,0.4784999997355044,0.47850000046310015
bus_demand,67,0.01,0.4662,active,0,0.46619999993708916,0,0.4662000006646849,1,1,0.46619999993708916,0.4662000006646849
bus_demand,68,0.01,0.4785,active,0,0.4784999997355044,0,0.47850000046310015,1,1,0.4784999997355044,0.47850000046310015
bus_demand,69,0.01,0.4785,active,0,0.4784999997355044,0,0.47850000046310015,1,1,0.4784999997355044,0.47850000046310015
bus_demand,70,0.01,0.4785,active,0,0.4784999997355044,0,0.47850000046310015,1,1,0.4784999997355044,0.47850000046310015
bus_demand,71,0.01,0.4662,active,0,0.46619999993708916,0,0.4662000006646849,1,1,0.46619999993708916,0.4662000006646849
bus_demand,72,0.01,0.4432,active,0,0.4431999994267244,0,0.44320000015432015,1,1,0.4431999994267244,0.44320000015432015
bus_demand,73,0.01,0.4411,active,0,0.44109999944339506,0,0.4411000001709908,1,1,0.44109999944339506,0.4411000001709908
bus_demand,74,0.01,0.4551,active,0,0.4550999998173211,0,0.45510000054491684,1,1,0.4550999998173211,0.45510000054491684
bus_demand,75,0.01,0.4463,active,0,0.44629999974858947,0,0.44630000047618523,1,1,0.44629999974858947,0.44630000047618523
bus_demand,76,0.01,0.4113,active,0,0.4112999995413702,0,0.41130000026896596,1,1,0.4112999995413702,0.41130000026896596
bus_demand,77,0.01,0.4785,active,0,0.4784999997355044,0,0.47850000046310015,1,1,0.4784999997355044,0.47850000046310015
bus_demand,78,0.01,0.4785,active,0,0.4784999997355044,0,0.47850000046310015,1,1,0.4784999997355044,0.47850000046310015
bus_demand,79,0.01,0.4785,active,0,0.4784999997355044,0,0.47850000046310015,1,1,0.4784999997355044,0.47850000046310015
bus_demand,80,0.01,0.4785,active,0,0.4784999997355044,0,0.47850000046310015,1,1,0.4784999997355044,0.47850000046310015
bus_demand,81,0.01,0.4785,active,0,0.4784999997355044,0,0.47850000046310015,1,1,0.4784999997355044,0.47850000046310015
bus_demand,82,0.01,0.4785,active,0,0.4784999997355044,0,0.47850000046310015,1,1,0.4784999997355044,0.47850000046310015
bus_demand,83,0.01,0.4785,active,0,0.4784999997355044,0,0.47850000046310015,1,1,0.4784999997355044,0.47850000046310015
bus_demand,84,0.01,0.4785,active,0,0.4784999997355044,0,0.47850000046310015,1,1,0.4784999997355044,0.47850000046310015
bus_demand,85,0.01,0.4785,active,0,0.4784999997355044,0,0.47850000046310015,1,1,0.4784999997355044,0.47850000046310015
bus_demand,86,0.01,0.4785,active,0,0.4784999997355044,0,0.47850000046310015,1,1,0.4784999997355044,0.47850000046310015
bus_demand,87,0.01,0.4785,active,0,0.4784999997355044,0,0.47850000046310015,1,1,0.4784999997355044,0.47850000046310015
bus_demand,88,0.01,0.8148148148148149,active,0,0.8148148146574385,0,0.8148148153850343,1,1,0.8148148146574385,0.8148148153850343
bus_demand,89,0.01,0.8148148148148149,active,0,0.8148148146574385,0,0.8148148153850343,1,1,0.8148148146574385,0.8148148153850343
bus_demand,90,0.01,0.6694,idle,0,0.6693999996059574,0,0.6694000003335532,1,1,0.6693999996059574,0.6694000003335532
bus_demand,91,0.01,0.66,active,0,0.6599999993341044,0,0.6600000000617001,1,1,0.6599999993341044,0.6600000000617001
bus_demand,92,0.01,0.7217,idle,0,0.7216999998490792,0,0.7217000005766749,1,1,0.7216999998490792,0.7217000005766749
bus_demand,93,0.01,0.7308,idle,0,0.7308000000193715,0,0.7308000000193715,1,1,0.7308000000193715,0.7308000000193715
bus_demand,94,0.01,0.7534,idle,0,0.7533999996667262,0,0.753400000394322,1,1,0.7533999996667262,0.753400000394322
bus_demand,95,0.01,0.7823,idle,0,0.7822999999916647,0,0.7822999999916647,1,1,0.7822999999916647,0.7822999999916647
bus_demand,96,0.01,0.8055,idle,0,0.8054999998421408,0,0.8055000005697366,1,1,0.8054999998421408,0.8055000005697366
bus_demand,97,0.01,0.8271,idle,0,0.8270999998785555,0,0.8271000006061513,1,1,0.8270999998785555,0.8271000006061513
bus_demand,98,0.01,0.8519,idle,0,0.8518999995430931,0,0.8519000002706889,1,1,0.8518999995430931,0.8519000002706889
bus_demand,99,0.01,0.8791,idle,0,0.8790999992925208,0,0.8791000000201166,1,1,0.8790999992925208,0.8791000000201166
bus_demand,100,0.01,0.9024,idle,0,0.9023999999044463,0,0.9024000006320421,1,1,0.9023999999044463,0.9024000006320421
bus_demand,101,0.01,0.9163,idle,0,0.916299999516923,0,0.9163000002445187,1,1,0.916299999516923,0.9163000002445187
