job,date,completed_at,audit_unix,recorded_solver_seconds,calls,original_failed_calls,supplemental_calls,supplemental_seconds,supplemental,old_start_sha,overnight,audit_wall_since_previous_seconds
main,2025-02-01,2026-09-11T23:03:00.478913546+08:00,1789138980.48,133.700159749,3,0,0,0,False,,False,
main,2025-02-02,2026-09-11T23:08:04.018048048+08:00,1789139284.02,6.260818458,3,0,0,0,False,,False,303.539134
main,2025-02-03,2026-09-11T23:08:11.774283648+08:00,1789139291.77,6.965673126,3,0,0,0,False,,False,7.756235
main,2025-02-04,2026-09-11T23:08:20.600867987+08:00,1789139300.6,7.883385334,3,0,0,0,False,,False,8.826584
main,2025-02-05,2026-09-11T23:08:33.858001232+08:00,1789139313.86,12.378045835,3,0,0,0,False,,False,13.257133
main,2025-02-06,2026-09-11T23:08:47.312572241+08:00,1789139327.31,12.460849499,3,0,0,0,False,,False,13.454571
main,2025-02-07,2026-09-11T23:11:49.383485556+08:00,1789139509.38,170.2419445,3,1,0,0,False,,False,182.070913
main,2025-02-08,2026-09-11T23:14:05.214439392+08:00,1789139645.21,131.524769499,3,1,0,0,False,,False,135.830953
main,2025-02-09,2026-09-11T23:14:21.151814461+08:00,1789139661.15,14.791501583,3,0,0,0,False,,False,15.937375
main,2025-02-10,2026-09-11T23:14:37.284985542+08:00,1789139677.28,14.842774291,3,0,0,0,False,,False,16.133171
main,2025-02-11,2026-09-11T23:14:53.812175989+08:00,1789139693.81,15.406278251,3,0,0,0,False,,False,16.52719
main,2025-02-12,2026-09-11T23:15:11.156651258+08:00,1789139711.16,16.045761583,3,0,0,0,False,,False,17.344475
main,2025-02-13,2026-09-11T23:15:28.796043634+08:00,1789139728.8,16.291351459,3,0,0,0,False,,False,17.639392
main,2025-02-14,2026-09-11T23:15:45.153931618+08:00,1789139745.15,15.111722374,3,0,0,0,False,,False,16.357887
main,2025-02-15,2026-09-11T23:16:02.038448811+08:00,1789139762.04,15.450250625,3,0,0,0,False,,False,16.884517
main,2025-02-16,2026-09-11T23:16:20.805152655+08:00,1789139780.81,17.164533334,3,0,0,0,False,,False,18.766703
main,2025-02-17,2026-09-11T23:16:40.334226131+08:00,1789139800.33,18.157456835,3,0,0,0,False,,False,19.529073
main,2025-02-18,2026-09-11T23:16:59.866890907+08:00,1789139819.87,18.137000583,3,0,0,0,False,,False,19.532664
main,2025-02-19,2026-09-11T23:17:17.870170355+08:00,1789139837.87,16.424570874,3,0,0,0,False,,False,18.003279
main,2025-02-20,2026-09-11T23:17:35.150106907+08:00,1789139855.15,15.908247084,3,0,0,0,False,,False,17.279936
main,2025-02-21,2026-09-11T23:17:48.886160135+08:00,1789139868.89,12.132415417,3,0,0,0,False,,False,13.736053
main,2025-02-22,2026-09-11T23:18:05.757296085+08:00,1789139885.76,15.518230209,3,0,0,0,False,,False,16.871135
main,2025-02-23,2026-09-11T23:18:24.586487770+08:00,1789139904.59,17.430069166,3,0,0,0,False,,False,18.829191
main,2025-02-24,2026-09-11T23:18:44.595621824+08:00,1789139924.6,18.626108751,3,0,0,0,False,,False,20.009134
main,2025-02-25,2026-09-11T23:19:04.654157162+08:00,1789139944.65,18.655024457,3,0,0,0,False,,False,20.058535
main,2025-02-26,2026-09-11T23:19:20.754626751+08:00,1789139960.75,14.728931,3,0,0,0,False,,False,16.100469
main,2025-02-27,2026-09-11T23:19:34.112541914+08:00,1789139974.11,11.815515001,3,0,0,0,False,,False,13.357915
main,2025-02-28,2026-09-11T23:19:47.903201342+08:00,1789139987.9,12.383287874,3,0,0,0,False,,False,13.790659
main,2025-03-01,2026-09-11T23:20:02.992096424+08:00,1789140002.99,13.705612125,3,0,0,0,False,,False,15.088895
main,2025-03-02,2026-09-11T23:20:37.967748880+08:00,1789140037.97,12.591227625,3,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,34.975652
main,2025-03-03,2026-09-11T23:20:53.261697530+08:00,1789140053.26,13.944051168,3,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,15.293948
main,2025-03-04,2026-09-11T23:25:02.833348751+08:00,1789140302.83,224.846632667,3,1,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,249.571651
main,2025-03-05,2026-09-11T23:29:15.608168125+08:00,1789140555.61,215.348168292,3,1,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,252.774819
main,2025-03-06,2026-09-11T23:31:37.215604067+08:00,1789140697.22,131.746606374,3,1,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,141.607435
main,2025-03-07,2026-09-11T23:31:53.483452797+08:00,1789140713.48,14.826319167,3,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,16.267848
