date,start,end,interval,energy_kwh,cost_yuan
2025-03-20,2025-03-20 00:20:00,2025-03-20 00:30:00,00:20-00:30,35.342989237199276,76.181813300783034
2025-03-20,2025-03-20 01:00:00,2025-03-20 01:30:00,01:00-01:30,83.982300385388044,205.21719461286455
2025-03-20,2025-03-20 03:10:00,2025-03-20 04:00:00,03:10-04:00,38.498576189331288,89.480396170307884
2025-03-20,2025-03-20 04:50:00,2025-03-20 05:20:00,04:50-05:20,30.79030013074339,67.404661247325848
2025-03-20,2025-03-20 06:50:00,2025-03-20 07:00:00,06:50-07:00,1.0715351301799956,4.6649281892386112
2025-03-20,2025-03-20 07:30:00,2025-03-20 07:40:00,07:30-07:40,11.955761062443967,41.851141599085111
2025-03-20,2025-03-20 07:50:00,2025-03-20 08:40:00,07:50-08:40,191.87069942822231,1120.7147272395289
2025-03-20,2025-03-20 08:50:00,2025-03-20 11:50:00,08:50-11:50,1356.9456497407955,5666.0744885738213
2025-03-20,2025-03-20 18:10:00,2025-03-20 18:20:00,18:10-18:20,3.2169142427850375,20.52552132608993
2025-03-20,2025-03-20 18:40:00,2025-03-20 19:10:00,18:40-19:10,48.490042420450209,309.03542864210186
2025-03-20,2025-03-20 20:00:00,2025-03-20 20:20:00,20:00-20:20,48.492423491091181,309.9751497047933
2025-03-20,2025-03-20 21:10:00,2025-03-20 21:30:00,21:10-21:30,24.048175154211322,119.95172931330735
2025-03-20,2025-03-20 23:30:00,2025-03-20 23:40:00,23:30-23:40,28.873738819682899,61.327821253006483
2025-06-21,2025-06-21 01:20:00,2025-06-21 01:30:00,01:20-01:30,10.507450461130702,22.349347130824999
2025-06-21,2025-06-21 02:00:00,2025-06-21 02:10:00,02:00-02:10,6.6692962999420047,13.505325007382559
2025-06-21,2025-06-21 02:20:00,2025-06-21 02:30:00,02:20-02:30,10.772947235164054,21.098817160068801
2025-06-21,2025-06-21 03:10:00,2025-06-21 03:30:00,03:10-03:30,34.408014373825608,69.746476535904932
2025-06-21,2025-06-21 04:00:00,2025-06-21 04:20:00,04:00-04:20,9.64272829708068,17.849038797092437
2025-06-21,2025-06-21 06:10:00,2025-06-21 06:20:00,06:10-06:20,19.416911378590925,59.648751755031313
2025-06-21,2025-06-21 14:30:00,2025-06-21 14:40:00,14:30-14:40,2.2303577651539968,9.6708312697077332
2025-09-23,2025-09-23 04:50:00,2025-09-23 05:10:00,04:50-05:10,30.70460209876433,65.678771628806913
2025-09-23,2025-09-23 06:00:00,2025-09-23 06:20:00,06:00-06:20,5.4797644914710872,27.093564710313093
2025-09-23,2025-09-23 17:40:00,2025-09-23 17:50:00,17:40-17:50,1.311417882920523,7.8022806944356509
2025-09-23,2025-09-23 19:20:00,2025-09-23 19:30:00,19:20-19:30,1.2584023450772293,8.5936296145323983
2025-09-23,2025-09-23 20:00:00,2025-09-23 20:30:00,20:00-20:30,95.474991694553523,629.30567524377386
2025-09-23,2025-09-23 20:50:00,2025-09-23 21:00:00,20:50-21:00,54.741355814104395,270.53178043330394
2025-09-23,2025-09-23 21:20:00,2025-09-23 21:30:00,21:20-21:30,19.028227492242081,95.702470172231571
2025-09-23,2025-09-23 22:20:00,2025-09-23 22:30:00,22:20-22:30,34.789726277061504,84.173742727350316
2025-12-21,2025-12-21 03:00:00,2025-12-21 03:10:00,03:00-03:10,29.666468245787311,76.346656030533651
2025-12-21,2025-12-21 03:30:00,2025-12-21 03:50:00,03:30-03:50,86.607930281792378,218.87566692621431
2025-12-21,2025-12-21 08:20:00,2025-12-21 08:30:00,08:20-08:30,2.3062370398407666,15.846154700745908
2025-12-21,2025-12-21 13:00:00,2025-12-21 13:10:00,13:00-13:10,18.035698760614792,101.43276982969761
2025-12-21,2025-12-21 18:10:00,2025-12-21 19:00:00,18:10-19:00,75.242819148590058,476.1824843732702
2025-12-21,2025-12-21 19:20:00,2025-12-21 19:30:00,19:20-19:30,2.814510540521951,20.893518997564701
2025-12-21,2025-12-21 19:50:00,2025-12-21 20:10:00,19:50-20:10,42.723963459030642,330.63769530757799
2025-12-21,2025-12-21 22:50:00,2025-12-21 23:00:00,22:50-23:00,3.9156433958545449,9.2761592047794164
2025-12-21,2025-12-21 23:30:00,2025-12-21 23:40:00,23:30-23:40,8.6841531908423804,18.818559964555437
