date,interval,charge,discharge,soc_start,soc_end
2025-03-20,00:00-04:00,7879.6347593361324,0,1200.0000000000073,1200.0000000000018
2025-03-20,04:00-08:00,2787.0319073305327,5751.5454194071126,1200.0000000000073,1200.0000000000018
2025-03-20,08:00-12:00,5177.2084103158268,2888.4545805928956,1200.0000000000073,1200.0000000000018
2025-03-20,12:00-16:00,5903.8494176923023,335.6568406865843,1200.0000000000073,1200.0000000000018
2025-03-20,16:00-20:00,19.348813857636337,7172.1159568086932,1200.0000000000073,1200.0000000000018
2025-03-20,20:00-24:00,70.072386776959846,1540.315215705331,1200.0000000000073,1200.0000000000018
2025-06-21,00:00-04:00,833.33333333333326,478.17644514546834,1200,1552.6916113701027
2025-06-21,04:00-08:00,2338.7285568112793,2091.1936858716676,1200,1552.6916113701027
2025-06-21,08:00-12:00,5493.6540859418565,0,1200,1552.6916113701027
2025-06-21,12:00-16:00,5179.1461932871443,40.728158494122738,1200,1552.6916113701027
2025-06-21,16:00-20:00,60.076690537653384,5865.8094272553244,1200,1552.6916113701027
2025-06-21,20:00-24:00,559.7645165555474,2923.0795679384446,1200,1552.6916113701027
2025-09-23,00:00-04:00,7500,0,1247.33326415591,1278.9453301197227
2025-09-23,04:00-08:00,3114.0741509378777,5931.3543462004527,1247.33326415591,1278.9453301197227
2025-09-23,08:00-12:00,5764.8750740815267,2631.0357046783411,1247.33326415591,1278.9453301197227
2025-09-23,12:00-16:00,5325.1923434900873,420.5645573542115,1247.33326415591,1278.9453301197227
2025-09-23,16:00-20:00,83.395467164043154,6239.5827303162678,1247.33326415591,1278.9453301197227
2025-09-23,20:00-24:00,192.18839393273825,2552.5894000643798,1247.33326415591,1278.9453301197227
2025-12-21,00:00-04:00,10481.988459194979,0,1366.210386724515,1240.7781580523715
2025-12-21,04:00-08:00,833.33333333333326,1586.645658874078,1366.210386724515,1240.7781580523715
2025-12-21,08:00-12:00,5843.0786997879441,7742.606038544177,1366.210386724515,1240.7781580523715
2025-12-21,12:00-16:00,8531.0120667461542,2988.7618234743659,1366.210386724515,1240.7781580523715
2025-12-21,16:00-20:00,34.287346708601468,5686.4387486765081,1366.210386724515,1240.7781580523715
2025-12-21,20:00-24:00,96.980462209154126,3023.1878342997375,1366.210386724515,1240.7781580523715
