step,grid,charge_cap,discharge_cap,soc_reserve_kwh,role
0,888.20181181768726,833.33333333333326,833.33333333333326,2765.668041236127,first_day_frozen
1,852.51923608024822,833.33333333333326,833.33333333333326,2805.4516052765166,first_day_frozen
2,843.28995646779254,833.33333333333326,833.33333333333326,2814.615801951712,first_day_frozen
3,853.94218091611958,833.33333333333326,833.33333333333326,2800.9833596149301,first_day_frozen
4,817.68719455014036,833.33333333333326,0,2811.0519426990309,first_day_frozen
5,822.31150382656369,833.33333333333326,0,2850.2434959311176,first_day_frozen
6,772.97248286018669,833.33333333333326,0,2814.9268563914115,first_day_frozen
7,764.50751356651676,833.33333333333326,0,2818.5343001897268,first_day_frozen
8,753.25159906544673,833.33333333333326,0,2755.1262284825002,first_day_frozen
9,733.93535523431296,833.33333333333326,0,2753.4158947369633,first_day_frozen
10,737.02985985717351,833.33333333333326,0,2734.1174113895286,first_day_frozen
11,741.64843329462622,833.33333333333326,0,2751.3586202726879,first_day_frozen
12,815.60412377875673,833.33333333333326,833.33333333333326,2770.4844539567025,first_day_frozen
13,827.01254851278418,833.33333333333326,833.33333333333326,2781.8652839506758,first_day_frozen
14,783.39768953726434,833.33333333333326,833.33333333333326,2789.9757160058762,first_day_frozen
15,810.62272568752542,833.33333333333326,833.33333333333326,2790.9484262614933,first_day_frozen
16,785.6786257570817,833.33333333333326,833.33333333333326,2756.3277276233375,first_day_frozen
17,787.74663747557815,833.33333333333326,833.33333333333326,2727.1601046025594,first_day_frozen
18,764.45052819236616,833.33333333333326,833.33333333333326,2755.8374808598874,first_day_frozen
19,744.60427053510705,833.33333333333326,833.33333333333326,2759.0862519025441,first_day_frozen
20,739.09587170678424,833.33333333333326,833.33333333333326,2759.5711094776702,first_day_frozen
21,724.53028940812192,833.33333333333326,833.33333333333326,2775.9627314215627,first_day_frozen
22,712.18303909105225,833.33333333333326,833.33333333333326,2792.0680941061955,first_day_frozen
23,728.39486329313604,833.33333333333326,833.33333333333326,2809.3091215874838,first_day_frozen
24,743.59865676088305,833.33333333333326,833.33333333333326,2812.6958514091998,first_day_frozen
25,736.45272664057393,833.33333333333326,833.33333333333326,2834.8166588611048,first_day_frozen
26,739.83067333174461,833.33333333333326,833.33333333333326,2851.8805504596367,first_day_frozen
27,727.69854198492362,833.33333333333326,833.33333333333326,2824.3610315603937,first_day_frozen
28,699.07671798515821,833.33333333333326,833.33333333333326,2810.8132365468332,first_day_frozen
29,690.7844250709727,833.33333333333326,833.33333333333326,2837.7999887949672,first_day_frozen
30,681.16570919718811,833.33333333333326,833.33333333333326,2840.8796582424666,first_day_frozen
31,724.35589052891578,833.33333333333326,833.33333333333326,2801.4550463017795,first_day_frozen
32,690.48437568341228,833.33333333333326,0,2786.4999484007017,first_day_frozen
33,1418.7868189239771,833.33333333333326,833.33333333333326,2808.4570540946424,first_day_frozen
34,580.44897190765369,833.33333333333326,833.33333333333326,2813.8278755363826,first_day_frozen
35,0,833.33333333333326,833.33333333333326,2837.1368992140788,first_day_frozen
36,0,833.33333333333326,833.33333333333326,2835.8493681090386,first_day_frozen
37,0,833.33333333333326,833.33333333333326,2841.3157689109603,first_day_frozen
38,0,833.33333333333326,833.33333333333326,2845.4175884553956,first_day_frozen
39,0,833.33333333333326,833.33333333333326,2832.6675368463111,first_day_frozen
40,114.1716256084004,833.33333333333326,833.33333333333326,2775.3594962562502,first_day_frozen
41,244.62144877068818,833.33333333333326,833.33333333333326,2756.6945882340065,first_day_frozen
42,306.2034865760134,833.33333333333326,833.33333333333326,2771.3584716341993,first_day_frozen
43,295.15335407811904,833.33333333333326,833.33333333333326,2755.2000773482923,first_day_frozen
44,298.02551108075596,833.33333333333326,833.33333333333326,2715.6286136008971,first_day_frozen
45,221.94822754574639,833.33333333333326,833.33333333333326,2654.281226452958,first_day_frozen
46,0,833.33333333333326,833.33333333333326,2676.068302858077,first_day_frozen
47,0,833.33333333333326,833.33333333333326,2652.2208091618195,first_day_frozen
48,0,833.33333333333326,833.33333333333326,2672.376986429812,first_day_frozen
49,0,833.33333333333326,475.95939061862975,2664.1179593931288,first_day_frozen
50,0,833.33333333333326,833.33333333333326,2625.3322332906773,first_day_frozen
51,0,833.33333333333326,833.33333333333326,2590.9579907976918,first_day_frozen
52,0,833.33333333333326,833.33333333333326,2528.3947429649579,first_day_frozen
53,0,833.33333333333326,833.33333333333326,2481.3719055173824,first_day_frozen
54,0,833.33333333333326,833.33333333333326,2482.0344593550499,first_day_frozen
55,0,833.33333333333326,833.33333333333326,2475.1841167779517,first_day_frozen
56,0,833.33333333333326,833.33333333333326,2462.634016752937,first_day_frozen
57,0,833.33333333333326,833.33333333333326,2445.8574277947464,first_day_frozen
58,0,833.33333333333326,833.33333333333326,2413.5607677614084,first_day_frozen
59,0,833.33333333333326,833.33333333333326,2371.3846650856235,first_day_frozen
60,0,833.33333333333326,833.33333333333326,2262.4609239546999,first_day_frozen
61,0,833.33333333333326,833.33333333333326,2221.1575241306382,first_day_frozen
62,0,833.33333333333326,833.33333333333326,2158.4755589453516,first_day_frozen
63,0,833.33333333333326,833.33333333333326,2125.8772353198201,first_day_frozen
64,0,833.33333333333326,0,2057.1138418830992,first_day_frozen
65,0,833.33333333333326,0,1968.0944454653281,first_day_frozen
66,152.27494233036319,833.33333333333326,833.33333333333326,1958.9635088653872,first_day_frozen
67,0,833.33333333333326,0,1866.7295539005363,first_day_frozen
68,125.278502544281,833.33333333333326,833.33333333333326,1727.3538143484514,first_day_frozen
69,45.06032994272406,833.33333333333326,833.33333333333326,1708.97585896745,first_day_frozen
70,606.3673115505544,833.33333333333326,833.33333333333326,1662.025822785723,first_day_frozen
71,562.74158120840241,833.33333333333326,833.33333333333326,1635.8646436293443,first_day_frozen
72,494.57670266844019,833.33333333333326,833.33333333333326,1549.2948690953046,first_day_frozen
73,510.8262817263668,833.33333333333326,0,1426.3404582862997,first_day_frozen
74,451.91527297910255,833.33333333333326,0,1404.8585650820769,first_day_frozen
75,565.27984089414542,833.33333333333326,0,1371.1631239538847,first_day_frozen
76,0,833.33333333333326,0,1328.0496754705409,first_day_frozen
77,0,833.33333333333326,0,1273.0967499533526,first_day_frozen
78,0,833.33333333333326,0,1206.587926765086,first_day_frozen
79,0,833.33333333333326,0,1186.9698581141013,first_day_frozen
80,0,833.33333333333326,0,1127.9297612630046,first_day_frozen
81,0,833.33333333333326,51.810754019118875,1113.2072012009378,first_day_frozen
82,0,833.33333333333326,78.950560405752782,1054.0941920856578,first_day_frozen
83,0,833.33333333333326,37.271959140112656,1023.3387862974273,first_day_frozen
84,0,833.33333333333326,18.957643450992084,1040.7663362964408,first_day_frozen
85,0,833.33333333333326,79.197116267477668,967.54030301434386,first_day_frozen
86,0,833.33333333333326,146.58549225540946,941.22232366964784,first_day_frozen
87,0,833.33333333333326,154.39633372879536,852.60456391415357,first_day_frozen
88,0,833.33333333333326,169.93997329367599,773.39618420378633,first_day_frozen
89,280.41057575932774,833.33333333333326,833.33333333333326,763.50665321920405,first_day_frozen
90,315.37583094485746,833.33333333333326,0,735.87923379400615,first_day_frozen
91,316.25369981950553,833.33333333333326,27.330419352349054,637.54290105700102,first_day_frozen
92,413.4820366018198,833.33333333333326,31.979574119973961,599.99993908417764,first_day_frozen
93,393.02993353836558,833.33333333333326,64.606681254894909,555.45302865683902,first_day_frozen
94,442.24607382049192,833.33333333333326,76.025615245371569,522.46816725855115,first_day_frozen
95,513.60097992670671,833.33333333333326,36.667619317265689,488.36553492900401,first_day_frozen
96,533.04858287568334,833.33333333333326,56.555304135432721,440.08492360086325,first_day_frozen
97,588.85125894886994,833.33333333333326,69.445480639210103,403.28222626322332,first_day_frozen
98,644.76844596663557,833.33333333333326,77.974234607325457,356.30095894694597,first_day_frozen
99,681.45885959582733,833.33333333333326,104.00503562418567,364.07888960188347,first_day_frozen
100,753.92546996497924,833.33333333333326,63.512144434254992,326.46162221027288,first_day_frozen
101,813.45761749981011,833.33333333333326,25.237779222955396,328.2040951950425,first_day_frozen
102,862.62851392386131,833.33333333333326,44.204319094298285,311.27020284425294,first_day_frozen
103,877.39108228421583,833.33333333333326,87.83900655043999,300.36788802112522,first_day_frozen
104,909.51066479209874,833.33333333333326,73.902318988198999,285.65887372989897,first_day_frozen
105,1040.1660965954898,833.33333333333326,58.137757016939076,282.52090460466059,first_day_frozen
106,950.55917574920079,833.33333333333326,43.538738643022953,276.6329584565587,first_day_frozen
107,802.82030970399956,833.33333333333326,68.561501182362576,268.42559118427886,first_day_frozen
108,802.50314399070521,833.33333333333326,88.091004246151897,254.05940995364193,first_day_frozen
109,860.74887657093905,833.33333333333326,88.341574412910745,270.65779288171512,first_day_frozen
110,885.15302130518853,833.33333333333326,55.787804071591836,252.18531069210073,first_day_frozen
111,963.05247388723194,833.33333333333326,31.014850427635793,234.62155636108665,first_day_frozen
112,991.41934934419169,833.33333333333326,20.379378579104014,240.46323625816783,first_day_frozen
113,169.46167187200388,833.33333333333326,833.33333333333326,251.57786014109121,first_day_frozen
114,157.45668989702642,833.33333333333326,833.33333333333326,246.37314628408416,first_day_frozen
115,168.21923731162406,833.33333333333326,833.33333333333326,257.08414891899804,first_day_frozen
116,158.41271757665834,833.33333333333326,833.33333333333326,231.4252852515709,first_day_frozen
117,171.54558177036677,833.33333333333326,833.33333333333326,203.98300337832356,first_day_frozen
118,194.97589080904595,833.33333333333326,833.33333333333326,217.27409938615557,first_day_frozen
119,191.78079834161258,833.33333333333326,833.33333333333326,226.49538431065506,first_day_frozen
120,175.64815059088414,833.33333333333326,833.33333333333326,211.96632609732166,first_day_frozen
121,605.9246417538493,833.33333333333326,833.33333333333326,207.36246051487356,first_day_frozen
122,188.35271553146447,833.33333333333326,833.33333333333326,195.29596381362077,first_day_frozen
123,161.15803730443884,833.33333333333326,833.33333333333326,195.78066313142509,first_day_frozen
124,921.28458185417105,833.33333333333326,833.33333333333326,190.61749587008205,first_day_frozen
125,983.53426406366646,833.33333333333326,833.33333333333326,200.87400386717968,first_day_frozen
126,992.34572519624976,833.33333333333326,833.33333333333326,195.85093436613391,first_day_frozen
127,968.69821926573434,833.33333333333326,833.33333333333326,184.38508769527044,first_day_frozen
128,960.12444548975338,833.33333333333326,833.33333333333326,172.56964969818918,first_day_frozen
129,1007.223207418054,833.33333333333326,833.33333333333326,176.26871593572213,first_day_frozen
130,864.76999524571613,833.33333333333326,833.33333333333326,162.46457060955478,first_day_frozen
131,1682.875912770985,833.33333333333326,833.33333333333326,161.32937546087646,first_day_frozen
132,1654.3205665574906,833.33333333333326,833.33333333333326,166.14421253230142,first_day_frozen
133,810.16747706621527,833.33333333333326,0,157.14627881183489,first_day_frozen
134,1612.6889845302048,833.33333333333326,833.33333333333326,135.9065598728354,first_day_frozen
135,1596.4825014691164,833.33333333333326,833.33333333333326,143.89551327912031,first_day_frozen
136,1610.7024431706652,833.33333333333326,833.33333333333326,121.44064101971824,first_day_frozen
137,1652.0794424883261,833.33333333333326,833.33333333333326,109.64339178812494,first_day_frozen
138,760.43985815371491,833.33333333333326,0,100.45207745052754,first_day_frozen
139,1649.3932542350681,833.33333333333326,833.33333333333326,92.334048685259702,first_day_frozen
140,1605.9578156404432,833.33333333333326,833.33333333333326,82.630513125565841,first_day_frozen
141,1620.330194584554,833.33333333333326,833.33333333333326,79.688802793921312,first_day_frozen
142,788.60162188623553,833.33333333333326,0,56.075596299580816,first_day_frozen
143,802.38384301188398,833.33333333333326,0,27.470201381826325,first_day_frozen
144,1216.4864447724312,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
145,1602.36444115431,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
146,767.87573158654686,833.33333333333326,0,0,open_loop_proxy_only
147,860.91343448202792,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
148,926.02003115388709,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
149,781.90733722990717,833.33333333333326,0,0,open_loop_proxy_only
150,737.06013786323319,833.33333333333326,0,0,open_loop_proxy_only
151,752.34798342236456,833.33333333333326,0,0,open_loop_proxy_only
152,763.5364293976204,833.33333333333326,0,0,open_loop_proxy_only
153,733.80329760771349,833.33333333333326,0,0,open_loop_proxy_only
154,718.71181034547453,833.33333333333326,0,0,open_loop_proxy_only
155,753.94948578453489,833.33333333333326,0,0,open_loop_proxy_only
156,775.47443889192823,833.33333333333326,0,0,open_loop_proxy_only
157,797.84354543591348,833.33333333333326,0,0,open_loop_proxy_only
158,821.09029392851028,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
159,758.18301040914378,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
160,819.82440051408435,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
161,707.56855047603767,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
162,719.33085735655868,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
163,735.42923968876505,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
164,754.51595142167855,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
165,742.06993977541435,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
166,733.19656239248093,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
167,724.19574365939957,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
168,734.18141878974313,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
169,754.25936204969116,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
170,750.43696393039875,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
171,761.54947818306493,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
172,746.71972374914196,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
173,770.59405673504534,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
174,728.06888620543634,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
175,715.35808261620264,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
176,672.07113247976861,833.33333333333326,0,0,open_loop_proxy_only
177,1392.7522379330096,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
