date,interval,timestamp,slot,weekday,weekday_name,month,day_of_year,grid,charge_cap,discharge_cap,soc_reserve_kwh,net_kwh,initial_soc,price,charge,discharge,emergency,unused,soc,planned_cost,emergency_cost
2025-06-01,00:00-00:10,2025-06-01 00:10:00,1,7,星期日,6,152,633.67229811662719,833.33333333333326,833.33333333333326,1976.9208877881101,718.92688333333331,9457.6230255799437,0.42480000000000001,0,85.254585216706118,0,0,9362.8957086724931,269.18399223994322,0
2025-06-01,00:10-00:20,2025-06-01 00:20:00,2,7,星期日,6,152,678.44452169449357,833.33333333333326,833.33333333333326,1988.2837275809168,681.87834999999995,9457.6230255799437,0.42449999999999999,0,3.4338283055063812,0,0,9359.0803438885978,287.99969945931252,0
2025-06-01,00:20-00:30,2025-06-01 00:30:00,3,7,星期日,6,152,642.66291545564002,833.33333333333326,833.33333333333326,1984.4211948687596,673.10833333333335,9457.6230255799437,0.4269,0,30.44541787769333,0,0,9325.2521018022726,274.35279860801273,0
2025-06-01,00:30-00:40,2025-06-01 00:40:00,4,7,星期日,6,152,602.50519174853139,833.33333333333326,833.33333333333326,2001.353036212249,683.15264999999999,9457.6230255799437,0.42720000000000002,0,80.647458251468606,0,0,9235.6438148561956,257.3902179149726,0
2025-06-01,00:40-00:50,2025-06-01 00:50:00,5,7,星期日,6,152,594.20753366689689,833.33333333333326,105.03544675539297,2049.8524111055231,693.08809999999994,9457.6230255799437,0.42709999999999998,0,98.880566333103047,0,0,9125.7765189305264,253.78603762913164,0
2025-06-01,00:50-01:00,2025-06-01 01:00:00,6,7,星期日,6,152,620.03977635405511,833.33333333333326,12.105771022236766,2090.085364682704,684.74666666666656,9457.6230255799437,0.42849999999999999,0,12.105771022236766,52.601119290374683,0,9112.3256622391527,265.6870441677126,112.69789807962776
2025-06-01,01:00-01:10,2025-06-01 01:10:00,7,7,星期日,6,152,573.17852717462824,833.33333333333326,60.777155638203226,2091.5087690940322,656.15228333333334,9457.6230255799437,0.43109999999999998,0,60.777155638203226,22.196600520501875,0,9044.7954893078149,247.09726306498223,47.844772421941791
2025-06-01,01:10-01:20,2025-06-01 01:20:00,8,7,星期日,6,152,594.40009629664132,833.33333333333326,44.257730151327678,2098.5192868270969,658.03883333333329,9457.6230255799437,0.43020000000000003,0,44.257730151327678,19.381006885364286,0,8995.6202335841172,255.7109214268151,41.688545810418582
2025-06-01,01:20-01:30,2025-06-01 01:30:00,9,7,星期日,6,152,609.93882877783744,833.33333333333326,42.755354694233041,2117.257718868294,671.07999999999993,9457.6230255799437,0.4279,0,42.755354694233041,18.385816527929443,0,8948.1142839238582,260.99282483403664,39.336454461505042
2025-06-01,01:30-01:40,2025-06-01 01:40:00,10,7,星期日,6,152,610.57301965505076,833.33333333333326,28.777749819976286,2071.6496528783223,634.89059999999995,9457.6230255799437,0.43120000000000003,0,24.317580344949192,0,0,8921.0947502072486,263.27908607525791,0
2025-06-01,01:40-01:50,2025-06-01 01:50:00,11,7,星期日,6,152,587.76653708678555,833.33333333333326,44.63565133840472,2046.769025926525,650.6849166666666,9457.6230255799437,0.43330000000000002,0,44.63565133840472,18.282728241476327,0,8871.4995820534659,254.67924051970419,39.609530735158465
2025-06-01,01:50-02:00,2025-06-01 02:00:00,12,7,星期日,6,152,588.0606314201674,833.33333333333326,67.110818213590733,2046.5099551633998,701.22166666666658,9457.6230255799437,0.43109999999999998,0,67.110818213590733,46.050217032908449,0,8796.9320062605875,253.51293820523415,99.261242814434155
2025-06-01,02:00-02:10,2025-06-01 02:10:00,13,7,星期日,6,152,655.60176081207737,833.33333333333326,0,2038.3574890219347,666.54781666666668,9457.6230255799437,0.42930000000000001,0,0,10.946055854589304,0,8796.9320062605875,281.44983591662481,23.495708891875942
