date,slot,timestamp,node_hour,net_kwh,load_kw,pv_kw,price,price_forecast,grid,charge_plan,discharge_plan,called,unused,charge,discharge,emergency,spill,soc,total_surplus,g0,initial_soc,planned_cost,adjustment_cost,emergency_cost,total_cost
2025-02-07,0,2025-02-07 00:10:00,0,386.25111666666663,2317.5066999999999,0,0.34260000000000002,0.28220256745251665,1268.9060565813013,833.33333333333326,0,1219.5844499999998,49.321606581301467,833.33333333333326,0,0,0,1950,49.321606581301467,1268.9060565813013,1200,434.72721498475386,0,0,434.72721498475386
2025-02-07,1,2025-02-07 00:20:00,0,425.26611666666668,2551.5967000000001,0,0.3478,0.2873571666022523,1273.3215094030895,833.33333333333326,0,1258.5994499999999,14.722059403089588,833.33333333333326,0,0,0,2700,14.722059403089588,1273.3215094030895,1200,442.86122097039453,0,0,442.86122097039453
2025-02-07,2,2025-02-07 00:30:00,0,446.935,2681.6100000000001,0,0.31430000000000002,0.29880969447978734,1318.3765449698963,833.33333333333326,0,1280.2683333333332,38.108211636563055,833.33333333333326,0,0,0,3450,38.108211636563055,1318.3765449698963,1200,414.36574808403844,0,0,414.36574808403844
2025-02-07,3,2025-02-07 00:40:00,0,419.25316666666663,2515.5189999999998,0,0.31769999999999998,0.30827615366400019,742.36776355441668,249.80734243846263,0,669.06050910512931,73.30725444928737,249.80734243846263,0,0,0,3674.8266081946163,73.30725444928737,742.36776355441668,1200,235.85023848123816,0,0,235.85023848123816
2025-02-07,4,2025-02-07 00:50:00,0,393.48519999999996,2360.9112,0,0.31909999999999999,0.31235697036813981,1148.3656843314732,678.79129495103621,0,1072.2764949510361,76.089189380437119,678.79129495103621,0,0,0,4285.7387736505489,76.089189380437119,1148.3656843314732,1200,366.4434898701731,0,0,366.4434898701731
2025-02-07,5,2025-02-07 01:00:00,0,392.01666666666665,2352.0999999999999,0,0.311,0.31324225407881012,1292.4473749362628,833.33333333333326,0,1225.3499999999999,67.097374936262895,833.33333333333326,0,0,0,5035.7387736505489,67.097374936262895,1292.4473749362628,1200,401.95113360517774,0,0,401.95113360517774
2025-02-07,6,2025-02-07 01:10:00,0,396.33161666666666,2377.9897000000001,0,0.32850000000000001,0.31622414665853982,1041.1695179930334,571.40136261050122,0,967.73297927716794,73.436538715865481,571.40136261050122,0,0,0,5550,73.436538715865481,1041.1695179930334,1200,342.02418666071151,0,0,342.02418666071151
2025-02-07,7,2025-02-07 01:20:00,0,420.48366666666664,2522.902,0,0.33710000000000001,0.31350759961447833,1286.4954706253998,833.33333333333326,0,1253.817,32.678470625399768,833.33333333333326,0,0,0,6300,32.678470625399768,1286.4954706253998,1200,433.67762314782226,0,0,433.67762314782226
2025-02-07,8,2025-02-07 01:30:00,0,452.35500000000002,2714.1300000000001,0,0.34189999999999998,0.30436418728888276,1294.4244608106733,833.33333333333326,0,1285.6883333333333,8.7361274773400055,833.33333333333326,0,0,0,7050,8.7361274773400055,1294.4244608106733,1200,442.5637231511692,0,0,442.5637231511692
2025-02-07,9,2025-02-07 01:40:00,0,456.81645000000003,2740.8987000000002,0,0.37709999999999999,0.29781248842212582,1313.1099732099183,833.33333333333326,0,1290.1497833333333,22.960189876584991,833.33333333333326,0,0,0,7800,22.960189876584991,1313.1099732099183,1200,495.17377089746014,0,0,495.17377089746014
2025-02-07,10,2025-02-07 01:50:00,0,446.04618333333326,2676.2770999999998,0,0.36680000000000001,0.30092640372497553,487.87161368604677,0,0,446.04618333333326,41.825430352713511,0,0,0,0,7800,41.825430352713511,487.87161368604677,1200,178.95130790004197,0,0,178.95130790004197
2025-02-07,11,2025-02-07 02:00:00,0,442.72333333333336,2656.3400000000001,0,0.31119999999999998,0.30528843904298403,1324.3871614606564,833.33333333333326,0,1276.0566666666666,48.330494793989828,833.33333333333326,0,0,0,8550,48.330494793989828,1324.3871614606564,1200,412.14928464655628,0,0,412.14928464655628
2025-02-07,12,2025-02-07 02:10:00,0,460.2430333333333,2761.4582,0,0.29570000000000002,0.29773222765873725,1300.0812943800111,833.33333333333326,0,1293.5763666666667,6.5049277133443866,833.33333333333326,0,0,0,9300,6.5049277133443866,1300.0812943800111,1200,384.43403874816931,0,0,384.43403874816931
2025-02-07,13,2025-02-07 02:20:00,0,481.98641666666668,2891.9185000000002,0,0.32890000000000003,0.30204433580953338,1319.3650451436351,833.33333333333326,0,1315.3197499999999,4.0452951436352578,833.33333333333326,0,0,0,10050,4.0452951436352578,1319.3650451436351,1200,433.93916334774161,0,0,433.93916334774161
2025-02-07,14,2025-02-07 02:30:00,0,490.35666666666663,2942.1399999999999,0,0.36649999999999999,0.31848518520349967,500.40225962265231,0,0,490.35666666666663,10.045592955985683,0,0,0,0,10050,10.045592955985683,500.40225962265231,1200,183.39742815170206,0,0,183.39742815170206
2025-02-07,15,2025-02-07 02:40:00,0,480.25419999999997,2881.5252,0,0.35699999999999998,0.32672585659057579,469.12107413070811,0,0,469.12107413070811,0,0,0,11.13312586929186,0,10050,0,469.12107413070811,1200,167.47622346466278,0,19.872629676685968,187.34885314134874
2025-02-07,16,2025-02-07 02:50:00,0,469.7928,2818.7568000000001,0,0.34999999999999998,0.3415241746085752,533.14953541011698,0,0,469.7928,63.356735410116983,0,0,0,0,10050,63.356735410116983,533.14953541011698,1200,186.60233739354092,0,0,186.60233739354092
2025-02-07,17,2025-02-07 03:00:00,0,465.80666666666667,2794.8400000000001,0,0.36249999999999999,0.35369450995983553,557.54088756768522,0,0,465.80666666666667,91.734220901018546,0,0,0,0,10050,91.734220901018546,557.54088756768522,1200,202.10857174328589,0,0,202.10857174328589
2025-02-07,18,2025-02-07 03:10:00,0,464.89213333333333,2789.3528000000001,0,0.36840000000000001,0.33440593342981978,559.4250951170925,0,0,464.89213333333333,94.532961783759163,0,0,0,0,10050,94.532961783759163,559.4250951170925,1200,206.09220504113688,0,0,206.09220504113688
2025-02-07,19,2025-02-07 03:20:00,0,488.78473333333329,2932.7084,0,0.39910000000000001,0.3151295179303113,566.99176542925488,0,0,488.78473333333329,78.207032095921591,0,0,0,0,10050,78.207032095921591,566.99176542925488,1200,226.28641358281564,0,0,226.28641358281564
2025-02-07,20,2025-02-07 03:30:00,0,521.21333333333337,3127.2800000000002,0,0.43159999999999998,0.31728473814668112,1351.5462718257763,833.33333333333326,0,1351.5462718257763,0,833.33333333333326,0,3.0003948408902943,0,10800,0,1351.5462718257763,1200,583.32737092000502,0,6.4748520666412546,589.80222298664626
2025-02-07,21,2025-02-07 03:40:00,0,516.04833333333329,3096.29,0,0.40429999999999999,0.33331156005986606,500.54954544335664,0,0,500.54954544335664,0,0,0,15.498787889976654,0,10800,0,500.54954544335664,1200,202.37218122274908,0,31.330799719587809,233.70298094233689
2025-02-07,22,2025-02-07 03:50:00,0,486.52849999999995,2919.1709999999998,0,0.37419999999999998,0.35826975487518709,523.29480683925181,0,0,486.52849999999995,36.766306839251854,0,0,0,0,10800,36.766306839251854,523.29480683925181,1200,195.81691671924801,0,0,195.81691671924801
2025-02-07,23,2025-02-07 04:00:00,0,481.44166666666666,2888.6500000000001,0,0.37130000000000002,0.37293484399873117,568.66836837608673,0,0,481.44166666666666,87.22670170942007,0,0,0,0,10800,87.22670170942007,568.66836837608673,1200,211.14656517804102,0,0,211.14656517804102
2025-02-07,24,2025-02-07 04:10:00,0,533.01274999999998,3198.0765000000001,0,0.36959999999999998,0.3526532321398772,585.14391618106924,0,0,533.01274999999998,52.131166181069261,0,0,0,0,10800,52.131166181069261,585.14391618106924,1200,216.26919142052319,0,0,216.26919142052319
2025-02-07,25,2025-02-07 04:20:00,0,532.86584999999991,3197.1950999999999,0,0.34989999999999999,0.31902253984579132,569.77409732812043,0,0,532.86584999999991,36.908247328120524,0,0,0,0,10800,36.908247328120524,569.77409732812043,1200,199.36395665510932,0,0,199.36395665510932
