grid,charge_cap,discharge_cap,reserve
724.20612109770866,833.33333333333326,833.33333333333326,3883.1535963431456
712.66794757927369,833.33333333333326,833.33333333333326,3936.6643148167373
712.52390830349873,833.33333333333326,833.33333333333326,3954.6207580222363
703.96883375336733,833.33333333333326,833.33333333333326,3939.5784101921918
712.38319015828858,833.33333333333326,833.33333333333326,3956.4930229720035
702.59340468785763,833.33333333333326,833.33333333333326,3942.5320019873461
648.45475096660948,833.33333333333326,833.33333333333326,3955.662196006972
684.59934224628091,833.33333333333326,833.33333333333326,3955.7964609058399
712.81583244768444,833.33333333333326,833.33333333333326,3928.3438992516726
659.29217945861183,833.33333333333326,833.33333333333326,3855.5518860864108
634.63649297880227,833.33333333333326,0,3844.693534243625
616.9527299560084,833.33333333333326,0,3831.744846295247
703.33339800085434,833.33333333333326,833.33333333333326,3846.0552679969142
710.59493443722351,833.33333333333326,833.33333333333326,3816.6847476313424
693.62463506471124,833.33333333333326,833.33333333333326,3844.7391808977109
644.2761479096057,833.33333333333326,833.33333333333326,3855.927068323268
625.51491089332819,833.33333333333326,833.33333333333326,3857.0048786609013
707.86532040600343,833.33333333333326,833.33333333333326,3858.8849119495949
647.6036627712715,833.33333333333326,0,3806.4559476172581
667.24332170572245,833.33333333333326,0,3772.4974890244512
620.47760056924449,833.33333333333326,833.33333333333326,3753.8157029102904
635.45092270248961,833.33333333333326,833.33333333333326,3755.0521657990039
636.8934379572172,833.33333333333326,0,3756.8597993834524
661.27856994022761,833.33333333333326,0,3752.0011159108753
632.9871150173899,833.33333333333326,1.2115559684631307,3773.7405051150399
644.41298044585733,833.33333333333326,0,3810.4309219023071
679.7793926775571,833.33333333333326,0,3829.4437471979445
648.58712664507266,833.33333333333326,4.2693007032680725,3796.8233281908774
647.12742457954869,833.33333333333326,833.33333333333326,3758.5241320039331
659.81291298433803,833.33333333333326,0,3743.6958339849816
714.75278476785672,833.33333333333326,833.33333333333326,3728.5142322105371
709.72092722937055,833.33333333333326,833.33333333333326,3707.450310727384
696.00872169450724,833.33333333333326,833.33333333333326,3719.6970806772124
1430.3029056065498,833.33333333333326,833.33333333333326,3714.7352516192609
673.23018350654513,833.33333333333326,833.33333333333326,3703.0192566365808
5.0586634398827073,833.33333333333326,833.33333333333326,3711.2394321695901
0,833.33333333333326,833.33333333333326,3697.634729993054
655.73281782047798,833.33333333333326,833.33333333333326,3683.1131384875212
449.0620700064494,833.33333333333326,833.33333333333326,3665.4778680136874
575.15111029312845,833.33333333333326,833.33333333333326,3651.1937330302644
614.07611423334697,833.33333333333326,833.33333333333326,3667.1273914697717
600.8368690913245,833.33333333333326,833.33333333333326,3678.7922451324971
570.76818271341108,833.33333333333326,833.33333333333326,3613.1512322366616
527.90348181028867,833.33333333333326,833.33333333333326,3668.0107433985686
492.9633439575266,833.33333333333326,833.33333333333326,3723.8702929943752
