date,slot,timestamp,node_hour,net_kwh,load_kw,pv_kw,price,price_forecast,grid,charge_plan,discharge_plan,called,unused,charge,discharge,emergency,spill,soc,total_surplus,g0,initial_soc,planned_cost,adjustment_cost,emergency_cost,total_cost
2025-12-14,0,2025-12-14 00:10:00,0,592.69123333333323,3556.1473999999998,0,0.40110000000000001,0.40978415920454903,1282.9071371702355,666.66666666666265,0,1259.3578999999959,23.549237170239621,666.66666666666265,0,0,0,10800,23.549237170239621,1282.9071371702355,10200.000000000004,514.57405271898142,0,0,514.57405271898142
2025-12-14,1,2025-12-14 00:20:00,0,561.24389999999994,3367.4634000000001,0,0.39489999999999997,0.40989790860816289,630.2550505557715,0,0,561.24389999999994,69.011150555771565,0,0,0,0,10800,69.011150555771565,630.2550505557715,10200.000000000004,248.88771946447415,0,0,248.88771946447415
2025-12-14,2,2025-12-14 00:30:00,0,571.54833333333329,3429.29,0,0.4375,0.46923415856558337,624.73784240023883,0,0,571.54833333333329,53.189509066905543,0,0,0,0,10800,53.189509066905543,624.73784240023883,10200.000000000004,273.32280605010448,0,0,273.32280605010448
2025-12-14,3,2025-12-14 00:40:00,0,612.7311666666667,3676.3870000000002,0,0.43559999999999999,0.49637425921608008,645.31970341405463,0,0,612.7311666666667,32.588536747387934,0,0,0,0,10800,32.588536747387934,645.31970341405463,10200.000000000004,281.10126280716219,0,0,281.10126280716219
2025-12-14,4,2025-12-14 00:50:00,0,626.27576666666664,3757.6545999999998,0,0.43180000000000002,0.47648228046877422,640.39482600988958,0,0,626.27576666666664,14.119059343222943,0,0,0,0,10800,14.119059343222943,640.39482600988958,10200.000000000004,276.52248587107033,0,0,276.52248587107033
2025-12-14,5,2025-12-14 01:00:00,0,608.46166666666659,3650.77,0,0.45900000000000002,0.44488456316072295,627.07144455226739,0,0,608.46166666666659,18.609777885600806,0,0,0,0,10800,18.609777885600806,627.07144455226739,10200.000000000004,287.82579304949076,0,0,287.82579304949076
2025-12-14,6,2025-12-14 01:10:00,0,606.02974999999992,3636.1785,0,0.49349999999999999,0.44427943663870528,624.46294164075709,0,0,606.02974999999992,18.433191640757173,0,0,0,0,10800,18.433191640757173,624.46294164075709,10200.000000000004,308.17246169971361,0,0,308.17246169971361
2025-12-14,7,2025-12-14 01:20:00,0,605.07759999999996,3630.4656,0,0.47310000000000002,0.44603062969603563,641.31036559569202,0,0,605.07759999999996,36.232765595692058,0,0,0,0,10800,36.232765595692058,641.31036559569202,10200.000000000004,303.40393396332189,0,0,303.40393396332189
2025-12-14,8,2025-12-14 01:30:00,0,598.83833333333337,3593.0300000000002,0,0.42230000000000001,0.44560635408633986,685.45800472341705,0,0,598.83833333333337,86.619671390083681,0,0,0,0,10800,86.619671390083681,685.45800472341705,10200.000000000004,289.46891539469902,0,0,289.46891539469902
2025-12-14,9,2025-12-14 01:40:00,0,600.37143333333324,3602.2285999999999,0,0.42709999999999998,0.46068775314354343,658.95719253282164,0,0,600.37143333333324,58.585759199488393,0,0,0,0,10800,58.585759199488393,658.95719253282164,10200.000000000004,281.4406169307681,0,0,281.4406169307681
2025-12-14,10,2025-12-14 01:50:00,0,609.75038333333328,3658.5023000000001,0,0.4385,0.44025597895443608,639.59897721744608,0,0,609.75038333333328,29.848593884112802,0,0,0,0,10800,29.848593884112802,639.59897721744608,10200.000000000004,280.46415150985013,0,0,280.46415150985013
2025-12-14,11,2025-12-14 02:00:00,0,618.76999999999998,3712.6199999999999,0,0.42780000000000001,0.41135642188550359,645.94821824796531,0,0,618.76999999999998,27.178218247965333,0,0,0,0,10800,27.178218247965333,645.94821824796531,10200.000000000004,276.33664776647959,0,0,276.33664776647959
2025-12-14,12,2025-12-14 02:10:00,0,620.96963333333326,3725.8177999999998,0,0.42020000000000002,0.44675491755105007,661.75223170321999,0,0,620.96963333333326,40.782598369886728,0,0,0,0,10800,40.782598369886728,661.75223170321999,10200.000000000004,278.06828776169306,0,0,278.06828776169306
2025-12-14,13,2025-12-14 02:20:00,0,634.80714999999998,3808.8429000000001,0,0.4345,0.45887257844771473,677.66632078885982,0,0,634.80714999999998,42.859170788859842,0,0,0,0,10800,42.859170788859842,677.66632078885982,10200.000000000004,294.44601638275958,0,0,294.44601638275958
2025-12-14,14,2025-12-14 02:30:00,0,658.25833333333333,3949.5500000000002,0,0.46150000000000002,0.43975329351812442,672.56405099906397,0,0,658.25833333333333,14.30571766573064,0,0,0,0,10800,14.30571766573064,672.56405099906397,10200.000000000004,310.38830953606805,0,0,310.38830953606805
2025-12-14,15,2025-12-14 02:40:00,0,668.09746666666661,4008.5848000000001,0,0.47249999999999998,0.46306532514795473,659.98607025628087,0,0,659.98607025628087,0,0,0,8.111396410385737,0,10800,0,659.98607025628087,10200.000000000004,311.84341819609267,0,19.163174019536303,331.00659221562898
2025-12-14,16,2025-12-14 02:50:00,0,663.40418333333332,3980.4250999999999,0,0.46100000000000002,0.46176059655329649,662.04494564648371,0,0,662.04494564648371,0,0,0,1.3592376868496103,0,10800,0,662.04494564648371,10200.000000000004,305.20271994302902,0,3.133042868188352,308.33576281121736
2025-12-14,17,2025-12-14 03:00:00,0,650.38,3902.2800000000002,0,0.4486,0.43569357014160814,654.7461101955156,0,0,650.38,4.3661101955156028,0,0,0,0,10800,4.3661101955156028,654.7461101955156,10200.000000000004,293.71910503370827,0,0,293.71910503370827
2025-12-14,18,2025-12-14 03:10:00,0,640.16698333333329,3841.0019000000002,0,0.46610000000000001,0.45504236662811898,705.22137278134801,0,0,640.16698333333329,65.054389448014717,0,0,0,0,10800,65.054389448014717,705.22137278134801,10200.000000000004,328.70368185338634,0,0,328.70368185338634
2025-12-14,19,2025-12-14 03:20:00,0,656.36563333333334,3938.1938,0,0.49099999999999999,0.47905937723070041,712.07125695666309,0,0,656.36563333333334,55.705623623329757,0,0,0,0,10800,55.705623623329757,712.07125695666309,10200.000000000004,349.62698716572157,0,0,349.62698716572157
2025-12-14,20,2025-12-14 03:30:00,0,673.38999999999999,4040.3400000000001,0,0.47949999999999998,0.47585087458290221,653.53282301082641,0,0,653.53282301082641,0,0,0,19.857176989173581,0,10800,0,653.53282301082641,10200.000000000004,313.36898863369123,0,47.607581831543662,360.97657046523489
2025-12-14,21,2025-12-14 03:40:00,0,643.2212833333333,3859.3276999999998,0,0.4168,0.46305104859604829,659.1037199946627,0,0,643.2212833333333,15.882436661329393,0,0,0,0,10800,15.882436661329393,659.1037199946627,10200.000000000004,274.71443049377541,0,0,274.71443049377541
2025-12-14,22,2025-12-14 03:50:00,0,633.5718333333333,3801.431,0,0.4289,0.47900176366220776,699.34453302131772,0,0,633.5718333333333,65.772699687984414,0,0,0,0,10800,65.772699687984414,699.34453302131772,10200.000000000004,299.94887021284319,0,0,299.94887021284319
2025-12-14,23,2025-12-14 04:00:00,0,657.78166666666664,3946.6900000000001,0,0.50349999999999995,0.49699488669788128,705.24879503561851,0,0,657.78166666666664,47.467128368951876,0,0,0,0,10800,47.467128368951876,705.24879503561851,10200.000000000004,355.09276830043387,0,0,355.09276830043387
2025-12-14,24,2025-12-14 04:10:00,0,664.00710000000004,3984.0426000000002,0,0.50680000000000003,0.46417253165872724,689.70272641636848,0,0,664.00710000000004,25.695626416368441,0,0,0,0,10800,25.695626416368441,689.70272641636848,10200.000000000004,349.54134174781558,0,0,349.54134174781558
2025-12-14,25,2025-12-14 04:20:00,0,673.98474999999996,4043.9085,0,0.50470000000000004,0.46577065656022887,707.57631209902308,0,0,673.98474999999996,33.591562099023122,0,0,0,0,10800,33.591562099023122,707.57631209902308,10200.000000000004,357.11376471637698,0,0,357.11376471637698
2025-12-14,26,2025-12-14 04:30:00,0,701.38999999999999,4208.3400000000001,0,0.5212,0.49915032904352641,732.15883992840838,0,0,701.38999999999999,30.768839928408397,0,0,0,0,10800,30.768839928408397,732.15883992840838,10200.000000000004,381.60118737068643,0,0,381.60118737068643
2025-12-14,27,2025-12-14 04:40:00,0,726.9617833333333,4361.7707,0,0.51290000000000002,0.47935147556241531,715.51580692788957,0,0,715.51580692788957,0,0,0,11.44597640544373,0,10800,0,715.51580692788957,10200.000000000004,366.98805737331458,0,29.353206491760449,396.34126386507501
2025-12-14,28,2025-12-14 04:50:00,0,712.0232166666666,4272.1392999999998,0,0.5383,0.45780459640239712,715.88141434766806,0,0,712.0232166666666,3.8581976810014567,0,0,0,0,10800,3.8581976810014567,715.88141434766806,10200.000000000004,385.35896534334972,0,0,385.35896534334972
2025-12-14,29,2025-12-14 05:00:00,0,677.4466666666666,4064.6799999999998,0,0.58220000000000005,0.47247142483487514,706.05132956526506,0,0,677.4466666666666,28.604662898598463,0,0,0,0,10800,28.604662898598463,706.05132956526506,10200.000000000004,411.06308407289737,0,0,411.06308407289737
2025-12-14,30,2025-12-14 05:10:00,0,682.55601666666666,4095.3382999999999,0.0022000000000000001,0.56279999999999997,0.50212492411994636,68.990949629655418,0,675,7.5560166666666646,61.434932962988754,0,675,0,0,10050,61.434932962988754,68.990949629655418,10200.000000000004,38.828106451570065,0,0,38.828106451570065
2025-12-14,31,2025-12-14 05:20:00,0,686.34024999999997,4118.0415000000003,0,0.53080000000000005,0.5002092004515315,738.58837499961794,0,0,686.34024999999997,52.248124999617971,0,0,0,0,10050,52.248124999617971,738.58837499961794,10200.000000000004,392.04270944979726,0,0,392.04270944979726
2025-12-14,32,2025-12-14 05:30:00,0,673.52666666666664,4041.1599999999999,0,0.4909,0.44583034980221986,733.15060674846893,0,0,673.52666666666664,59.623940081802289,0,0,0,0,10050,59.623940081802289,733.15060674846893,10200.000000000004,359.90363285282342,0,0,359.90363285282342
2025-12-14,33,2025-12-14 05:40:00,0,683.53704999999991,4101.2525999999998,0.030300000000000001,0.44350000000000001,0.41054404826049662,1510.1500506319544,833.33333333333326,0,1510.1500506319544,0,833.33333333333326,0,6.7203327013787657,0,10800,0,1510.1500506319544,10200.000000000004,669.75154745527175,0,14.902337765307415,684.65388522057913
2025-12-14,34,2025-12-14 05:50:00,0,764.3458833333334,4586.0753000000004,0,0.6694,0.65125064598022808,813.85308159331623,0,0,764.3458833333334,49.507198259982829,0,0,0,0,10800,49.507198259982829,813.85308159331623,10200.000000000004,544.79325281856586,0,0,544.79325281856586
2025-12-14,35,2025-12-14 06:00:00,0,871.2116666666667,5227.2700000000004,0,1.0362,0.99627398075249818,944.72231196911207,0,0,871.2116666666667,73.510645302445369,0,0,0,0,10800,73.510645302445369,944.72231196911207,10200.000000000004,978.92125966239394,0,0,978.92125966239394
