date,day,price_std,joint_risk,peak_net_kwh,total_cost,emergency,adjustment_cost,median_distance
2025-06-01,151,0.30201761958299755,2.5563940480524172,940.89143333333323,73087.213266492559,4839.1180065212948,-2624.9321321106986,24825.540101119375
2025-06-02,152,0.31856180193065448,2.9238439240889402,947.83344999999986,65027.687115026434,3134.4999184767967,-3707.4154754039732,16766.01394965325
2025-06-03,153,0.31128775191172958,1.6601788253184919,970.44441666666648,58797.398847348071,1430.2857625994843,-149.9027069975179,10535.725681974887
2025-06-04,154,0.30507076601931288,1.5063725922208573,980.54869999999994,62242.656020762333,1237.6816536940876,-4193.2975259561936,13980.982855389149
2025-06-05,155,0.315429084360974,1.949975503386985,936.10019999999997,58496.540466716186,639.37061158227561,971.57545872535491,10234.867301343002
2025-06-06,156,0.27938617199383653,2.9279320975702592,662.16833333333329,25691.812873811941,1874.1323060373322,-463.80546884119696,22569.860291561243
2025-06-07,157,0.27708348308179603,1.635535324168389,695.88166666666666,23501.500399554658,843.26345344897209,-622.74153398696603,24760.172765818526
2025-06-08,158,0.30296141275998795,0.35164049794777541,968.53183333333322,55636.126865337283,330.56542984349335,-58.695036291316228,7374.4536999640986
2025-06-09,159,0.31312167024593518,0.37975369410827042,1034.5190833333331,62552.121254267389,352.16027441222224,-1863.6734132286829,14290.448088894205
2025-06-10,160,0.31330848009872747,0.4084736087143247,980.40824999999995,60308.766960451205,567.84368963419593,18.131124402933111,12047.093795078021
2025-06-11,161,0.32189984130963145,0.49224811041731859,958.53681666666671,64438.547259335959,173.19403808928911,-152.5875759474267,16176.874093962775
2025-06-12,162,0.32198331090290999,0.2700751935748173,981.71501666666666,61837.351351972946,226.21752149554845,-414.37846287503965,13575.678186599762
2025-06-13,163,0.28319420380009935,0.28575442983813715,668.1805333333333,22796.036201019975,117.62002878427356,29.84880855548618,25465.636964353209
2025-06-14,164,0.27370177374030996,0.24422809698113207,676.38856666666663,23083.634316859723,108.56915532365747,-326.06527761172543,25178.038848513461
2025-06-15,165,0.31447064520722534,0.6798471482829298,954.9042833333333,58678.760268370483,273.12143004783439,2042.0838545008494,10417.087102997299
2025-06-16,166,0.31053495989895313,0.29205928010465737,917.53418333333332,61130.875255039391,302.05337750291096,-33.322338438567158,12869.202089666207
2025-06-17,167,0.31572448453827567,0.31639518986369553,935.00999999999999,63677.183763262561,413.69332709702911,292.53591701082621,15415.510597889377
2025-06-18,168,0.31061427088557564,0.119053529781303,943.14914999999985,62198.974572468549,353.13417206496445,-488.07666599990716,13937.301407095365
2025-06-19,169,0.31481609087219259,0.27660839445649388,976.60046666666653,59051.783943920222,343.56889047673928,1219.2003988413253,10790.110778547038
2025-06-20,170,0.27566009304253514,0.12038359681323452,660.29499999999996,21072.034772375038,53.274049965545032,-15.935843127264492,27189.638392998146
2025-06-21,171,0.27985120767475302,0.13814181031419986,667.49069999999995,20588.901442123602,76.899857313844791,-163.08843702777304,27672.771723249582
2025-06-22,172,0.31057097339237755,0.59267760137801817,953.69330000000002,57930.426024352404,774.80120159091894,496.87518100407135,9668.75285897922
2025-06-23,173,0.31475530408655117,0.13977897626504174,952.55824999999982,56243.28315239225,258.83823858486988,-385.50403175561502,7981.6099870190665
2025-06-24,174,0.31888407317973816,0.32872187246070472,962.8057,66302.21267766814,269.83635863620214,-1391.7994289131138,18040.539512294956
2025-06-25,175,0.31740455168820142,0.13964441055916385,917.99149999999986,60413.110959766505,426.4750216677939,1369.8736157842359,12151.437794393321
2025-06-26,176,0.31607224731119793,0.1885545341876313,931.27004999999986,55956.210969457883,401.93152025916766,27.958448988907278,7694.537804084699
2025-06-27,177,0.27936018704946852,0.14548879441893942,656.82499999999993,20631.186368759008,81.127214396852764,-362.74014213560122,27630.486796614176
2025-06-28,178,0.28158350574896351,0.21746527301778107,691.98333333333323,20569.221765096081,252.79018522698385,-159.89853817250344,27692.451400277103
2025-06-29,179,0.31016503161371606,0.43315981155444955,931.10879999999997,58697.676699080046,873.86821840952189,2764.9558673271781,10436.003533706862
2025-06-30,180,0.30917565856118101,0.31167498216561929,931.40826666666658,58641.171532367051,411.71025671976292,-847.31554908284534,10379.498366993867
2025-07-01,181,0.36569695597670598,4.6249982084455183,1027.2407333333333,88231.110897298873,7718.0608057055579,213.79783749619992,39969.437731925689
2025-07-02,182,0.35641930054423776,4.1868664185506761,1046.3866666666665,71097.439219696666,3218.5850373373814,-557.03031963700471,22835.766054323482
2025-07-03,183,0.36814811021801908,2.4630536371833198,1059.0882333333334,71757.870739874226,521.32563801373863,-276.93539442571472,23496.197574501042
2025-07-04,184,0.34648157248177636,4.4716011826667073,779.20833333333326,30341.241404423137,2346.5408517376604,151.22812411367153,17920.431760950047
2025-07-05,185,0.32863161978640693,2.1112650299844611,773.81333333333328,28707.747720959465,1491.7574816103718,-30.471066937944006,19553.925444413719
2025-07-06,186,0.37131040078704891,3.0264765021366449,1056.4970666666666,75426.40941017968,2057.0024284339597,4560.7892568190982,27164.736244806496
2025-07-07,187,0.35846715763082515,0.79937613952730713,1039.8432499999999,70374.784834580772,943.10818416755978,-1543.0645598332085,22113.111669207588
2025-07-08,188,0.36950560351584699,0.17210478935942042,1067.2120333333332,72384.196889930448,40.045725149199455,-1890.6086763314079,24122.523724557264
2025-07-09,189,0.36549556687514273,0.071039267568174636,1070.4358166666666,71469.000649806811,18.217139037343713,-2186.7983580319233,23207.327484433627
2025-07-10,190,0.36591649208222154,0.43267476107724306,1042.9233333333332,68896.715189654613,57.431472456374479,-541.51181066712434,20635.042024281429
2025-07-11,191,0.33195712740109695,0.43364303826892203,774.40999999999997,33167.874721696935,70.130730674057986,-781.5144553334361,15093.798443676249
2025-07-12,192,0.33587858062698334,0.50679461178563379,761.81166666666661,30603.638927327236,18.299185085340355,573.6028965689145,17658.034238045948
2025-07-13,193,0.36899754777019406,0.064313195549856539,1025.9231333333332,67423.171256708127,72.126321718842036,-3864.0700531076727,19161.498091334943
2025-07-14,194,0.36812917858776234,0.12901722151298534,1018.2992999999999,67901.779922362271,292.93400108674786,-1405.83048754743,19640.106756989087
2025-07-15,195,0.3592786520121487,0.10410319878161206,1029.8370833333333,68990.56204789874,137.61131619804843,-2602.6415666534631,20728.888882525556
2025-07-16,196,0.35421585961669344,0.3070450360423192,1060.3145,69214.592546900414,284.72417020516082,-1815.0093317120638,20952.91938152723
2025-07-17,197,0.36584983065972571,0.31183303957079012,1032.1136833333333,68124.14907606499,272.74675889942796,-2.000412554161926,19862.475910691806
2025-07-18,198,0.3342734987053691,0.07838842773624316,742.04434999999989,30216.968015669692,51.639310743276994,-1237.6156242853476,18044.705149703492
2025-07-19,199,0.34093290527946329,0.20647946968269507,811.34333333333336,30402.086231391084,65.494138255134374,-1029.8308066255963,17859.5869339821
2025-07-20,200,0.35978099508879474,0.17781587965283879,1043.1080499999998,67787.64097968908,195.7750321124812,-1723.1010711591402,19525.967814315896
2025-07-21,201,0.36002671194783897,0.19517210938872862,1065.5418666666667,71608.84668566045,136.32629787517322,-1150.8716992803691,23347.173520287266
2025-07-22,202,0.35862083543920187,0.21897787774937152,1008.54,68576.609865773775,69.024284182872208,526.64712361450552,20314.936700400591
2025-07-23,203,0.36357011200332506,0.043166735448295947,1036.7010999999998,74349.474590881073,651.03725509131721,-4283.9256423961651,26087.801425507889
2025-07-24,204,0.36408707785420874,0.12942201125895816,995.99905000000001,72289.963662947033,11.694623239596467,-3318.0750795730346,24028.290497573849
2025-07-25,205,0.34086930708051227,0.19147655990333445,740.3649999999999,28844.79634096603,69.605765889919553,-195.03298682697798,19416.876824407154
2025-07-26,206,0.32926061463384104,0.23701671811576416,775.25333333333333,29443.078212210348,79.184881625650121,-572.00080174563016,18818.594953162836
2025-07-27,207,0.36606214114029234,0.29618263058422989,991.03908333333334,67661.933158697182,303.71618237042367,-731.3693607730786,19400.259993323998
2025-07-28,208,0.36155592500917472,0.24574828845505234,1095.0097166666667,72067.562968391823,309.54077488268581,-845.07202490810903,23805.889803018639
2025-07-29,209,0.36569146840161365,0.29402528632859304,1017.5633333333333,70104.140533834769,41.794306332874882,1430.4670022923883,21842.467368461585
2025-07-30,210,0.36196312703805328,0.31183062449801469,1034.3043499999999,70011.013998381255,126.92139054481086,5083.3082887627006,21749.340833008071
2025-07-31,211,0.36916083525656723,0.35953811701393623,1063.3107166666666,67418.306520807979,187.12884106925688,146.65467398573759,19156.633355434795
2025-08-01,212,0.33681487969911361,0.29683508864374575,725.08333333333326,28285.225574160795,63.567976653524397,-564.55791922440403,19976.447591212389
2025-08-02,213,0.34373609706733355,0.093242391508458963,816.23666666666668,27907.001467407987,8.3924417446166899,-734.09147009686342,20354.671697965197
2025-08-03,214,0.36614359650217648,0.095039435062300642,1028.0321166666665,57217.169551065475,111.46493402369939,-492.86500246393388,8955.4963856922914
2025-08-04,215,0.3577616424690398,0.04033735386145542,1040.3413333333333,61131.65463412067,64.574193099976881,-1553.6339583643576,12869.981468747486
2025-08-05,216,0.36140030242620164,0.059408960130940498,996.91814999999997,61121.747511868147,147.86556947116605,-660.02291441392367,12860.074346494963
2025-08-06,217,0.36364943015715911,0.13573632098081084,1026.8052666666667,66449.946283809972,128.10380336268864,-2293.6363348895388,18188.273118436788
2025-08-07,218,0.36193567996911125,0.23831302251679462,1004.0182999999998,62364.368763568425,38.047840760442796,-2946.4972868274785,14102.695598195241
2025-08-08,219,0.34134327316434493,0.1478788316196524,720.2655166666666,27358.952420304253,11.170740194996256,-90.346342952205703,20902.720745068931
2025-08-09,220,0.33690990192318315,0.13454295745413467,764.65999999999997,27741.220571272541,123.51674129182905,-465.82512717914705,20520.452594100643
2025-08-10,221,0.36140508030640217,0.1719929960827572,1018.6405833333333,62672.068832446617,228.39990020775576,-1779.0608034893201,14410.395667073433
2025-08-11,222,0.36784758658381367,0.19103675176774748,1003.30215,59272.235151649897,54.827088460676663,-585.76376133447923,11010.561986276713
2025-08-12,223,0.36510049983893322,0.20263936490202536,1045.7027166666667,64165.330240793744,45.306967551226649,-1651.3372865605518,15903.65707542056
2025-08-13,224,0.36016199216452977,0.19243714413345528,1082.2735666666665,60563.763371232024,137.50784233060048,-112.99416615811843,12302.09020585884
2025-08-14,225,0.36082177359848794,0.30370359136821673,1055.1011166666667,62503.784155856847,36.531493651297041,-192.42075924429403,14242.110990483663
2025-08-15,226,0.34658136597170325,0.38745542869103472,730.11604999999986,27813.630329352778,7.6260413319093345,-790.81064383813555,20448.042836020406
2025-08-16,227,0.34457483492406066,0.13570102484238403,731.89499999999998,28480.821984227652,47.272203824497637,-1240.3652157503695,19780.851181145532
2025-08-17,228,0.36939824752938089,0.12590453690685333,1049.2961333333333,60863.00709135006,75.69355573195304,-1835.4818698876759,12601.333925976876
2025-08-18,229,0.369373832600357,0.27709335699495136,1098.1374499999997,61438.769374403651,12.517946697460843,-1004.1276709830231,13177.096209030467
2025-08-19,230,0.35697811719414735,0.13617885281025791,1038.9839666666667,62016.214725065467,221.33816718549488,-1253.5928752245784,13754.541559692283
2025-08-20,231,0.36922782563113143,0.25815618254011957,1023.0073666666667,65397.653235916674,41.100066828194258,-1773.0817503274741,17135.98007054349
