date,day,price_std,joint_risk,peak_net_kwh,total_cost,emergency,adjustment_cost,median_distance
2025-06-01,151,0.30201761958299755,2.5563940480524172,940.89143333333323,63797.323066754878,3160.8880284979141,0,14754.353907925382
2025-06-02,152,0.31856180193065448,2.9238439240889402,947.83344999999986,71664.595013388578,3851.5156260807462,0,22621.625854559083
2025-06-03,153,0.31128775191172958,1.6601788253184919,970.44441666666648,61768.008495381036,2415.6929351182916,0,12725.039336551541
2025-06-04,154,0.30507076601931288,1.5063725922208573,980.54869999999994,65563.31318314161,1376.4229435485126,0,16520.344024312115
2025-06-05,155,0.315429084360974,1.949975503386985,936.10019999999997,60033.083906859887,1375.745509196898,0,10990.114748030392
2025-06-06,156,0.27938617199383653,2.9279320975702592,662.16833333333329,27032.273119202659,1852.0936356199054,0,22010.696039626837
2025-06-07,157,0.27708348308179603,1.635535324168389,695.88166666666666,30489.638912765837,1811.6987551141542,0,18553.330246063659
2025-06-08,158,0.30296141275998795,0.35164049794777541,968.53183333333322,52948.706487755437,830.52821894913825,0,3905.7373289259413
2025-06-09,159,0.31312167024593518,0.37975369410827042,1034.5190833333331,63688.326754016096,245.62368932920003,0,14645.357595186601
2025-06-10,160,0.31330848009872747,0.4084736087143247,980.40824999999995,60363.007275590273,434.51292178707934,0,11320.038116760777
2025-06-11,161,0.32189984130963145,0.49224811041731859,958.53681666666671,66210.428514267056,868.36116204820689,0,17167.459355437561
2025-06-12,162,0.32198331090290999,0.2700751935748173,981.71501666666666,62577.091227097866,333.67181116369136,0,13534.122068268371
2025-06-13,163,0.28319420380009935,0.28575442983813715,668.1805333333333,22735.816095893882,151.84542273076346,0,26307.153062935613
2025-06-14,164,0.27370177374030996,0.24422809698113207,676.38856666666663,26007.695484783777,121.1542507982515,0,23035.273674045719
2025-06-15,165,0.31447064520722534,0.6798471482829298,954.9042833333333,62881.782891876908,2906.8724719925704,0,13838.813733047413
2025-06-16,166,0.31053495989895313,0.29205928010465737,917.53418333333332,63119.598164210038,941.4963173617773,0,14076.629005380542
2025-06-17,167,0.31572448453827567,0.31639518986369553,935.00999999999999,65123.761856907848,1130.810836415015,0,16080.792698078352
