date,hour,reliable,gap,seconds,status
2025-02-01,0,True,0.018908780203994797,0.43713629199191928,certified_policy_from_LP_bound
2025-02-01,6,True,0.00096381825161108111,0.30351862500538118,certified_policy_from_LP_bound
2025-02-01,12,True,0.00015528136300284548,0.55732887498743366,certified_policy_from_LP_bound
2025-02-01,18,True,0.0011294024939768345,0.49768479200429283,certified_policy_from_LP_bound
2025-02-02,0,True,0.007852988823482886,0.54689300000609364,certified_policy_from_LP_bound
2025-02-02,6,True,0.0088115237651200592,11.404887458003941,Interrupted by user
2025-02-02,12,True,0.002343605482122384,0.65662783299922012,certified_policy_from_LP_bound
2025-02-02,18,True,0.0013212486561551269,0.48035408400755841,certified_policy_from_LP_bound
2025-02-03,0,True,0.007309869878041152,0.72387620799418073,certified_policy_from_LP_bound
2025-02-03,6,False,0.041218079425753215,35.027960042003542,hard_limit_feasible
2025-02-03,12,True,0.0039259941918076777,0.65517824998823926,certified_policy_from_LP_bound
2025-02-03,18,True,0.00090227750761793233,0.68588154199824203,certified_policy_from_LP_bound
2025-02-04,0,True,0.0079909884663866212,0.67613354099739809,certified_policy_from_LP_bound
2025-02-04,6,False,0.036651074927554594,35.036935291995178,hard_limit_feasible
2025-02-04,12,True,0.0057558967274542877,0.6810042080032872,certified_policy_from_LP_bound
2025-02-04,18,True,0.001364925343404247,0.67126904099131934,certified_policy_from_LP_bound
2025-02-05,0,True,0.0086727714611809521,0.66907674999674782,certified_policy_from_LP_bound
2025-02-05,6,False,0.12213709414180597,35.033756167002139,hard_limit_feasible
2025-02-05,12,True,0.0058154889367348275,0.7848119999980554,certified_policy_from_LP_bound
2025-02-05,18,True,0.001333001813930333,0.6526599999924656,certified_policy_from_LP_bound
2025-02-06,0,True,0.010943301774149894,0.74801462500181515,certified_policy_from_LP_bound
2025-02-06,6,True,0.016716246461402323,13.626198875004775,Interrupted by user
2025-02-06,12,True,0.0086590910874138581,0.68308095799875446,certified_policy_from_LP_bound
2025-02-06,18,False,0.14895434454927123,8.0586313340027118,hard_limit_feasible
2025-02-07,0,True,0.029051582590371647,0.55666166699666064,certified_policy_from_LP_bound
2025-02-07,6,True,0.028493027105293996,2.3800349160010228,Interrupted by user
2025-02-07,12,True,0.00058367842605861701,0.52867075000540353,certified_policy_from_LP_bound
2025-02-07,18,False,0.077549148601921358,8.026989208010491,hard_limit_feasible
2025-02-08,0,True,0.01282838116955696,0.43313354199926835,certified_policy_from_LP_bound
2025-02-08,6,False,0.031071066528815139,35.08827329199994,hard_limit_feasible
2025-02-08,12,True,0.0072626904496740155,0.65088179100712296,certified_policy_from_LP_bound
2025-02-08,18,True,0.00092383653705612086,0.85495449999871198,certified_policy_from_LP_bound
2025-02-09,0,True,0.0066053498570988597,0.58604654199734796,certified_policy_from_LP_bound
2025-02-09,6,False,0.21785459837537591,35.029573249994428,hard_limit_feasible
