scope,series,lag,lag_days,acf,pacf,n
initial_history,load_kw,0,0,1,1,4463
initial_history,load_kw,1,0.0069444444444444441,0.98747938076370889,0.98778850687022557,4463
initial_history,load_kw,2,0.013888888888888888,0.96717753389056715,-0.32664458262884877,4463
initial_history,load_kw,3,0.020833333333333332,0.95470662811258322,0.46433975800838873,4463
initial_history,load_kw,4,0.027777777777777776,0.94351574382012593,-0.35958550702327369,4463
initial_history,load_kw,5,0.034722222222222224,0.92969147085363257,0.28042312831693195,4463
initial_history,load_kw,6,0.041666666666666664,0.91590157904338387,-0.25547692715164239,4463
initial_history,load_kw,7,0.048611111111111112,0.90287403316732651,0.21869618094280985,4463
initial_history,load_kw,8,0.055555555555555552,0.89014487556243105,-0.18674537663408775,4463
initial_history,load_kw,9,0.0625,0.87698580170901652,0.12048004969405419,4463
initial_history,load_kw,10,0.069444444444444448,0.86374574720588149,-0.072251868697363261,4463
initial_history,load_kw,11,0.076388888888888895,0.8516043854842964,0.075138258340248482,4463
initial_history,load_kw,12,0.083333333333333329,0.83770495633950037,-0.25955999461711177,4463
initial_history,load_kw,13,0.090277777777777776,0.81905783601408033,0.045510151333813781,4463
initial_history,load_kw,14,0.097222222222222224,0.79916081442670317,-0.12236346810027687,4463
initial_history,load_kw,15,0.10416666666666667,0.78075771470460931,0.020167984457394695,4463
initial_history,load_kw,16,0.1111111111111111,0.76213271501000135,-0.041741824522879695,4463
initial_history,load_kw,17,0.11805555555555555,0.74276547580096375,-0.0026192458774085044,4463
initial_history,load_kw,18,0.125,0.72332933411928102,-0.031516140166926693,4463
initial_history,load_kw,19,0.13194444444444445,0.7039416762346502,-0.0030923202931460274,4463
initial_history,load_kw,20,0.1388888888888889,0.68475427439027192,-0.019192099202813284,4463
initial_history,load_kw,21,0.14583333333333334,0.66548252840005073,-0.020058366790796239,4463
initial_history,load_kw,22,0.15277777777777779,0.64609104607750811,0.013110374776788093,4463
initial_history,load_kw,23,0.15972222222222221,0.62720169517315816,-0.023554160618445123,4463
initial_history,load_kw,24,0.16666666666666666,0.6073174651244182,-0.074382833928734418,4463
initial_history,load_kw,25,0.1736111111111111,0.58464168171840258,-0.032954486358064701,4463
initial_history,load_kw,26,0.18055555555555555,0.56090740446895349,-0.044511534413154225,4463
initial_history,load_kw,27,0.1875,0.5377377826841232,-0.02256127470882029,4463
initial_history,load_kw,28,0.19444444444444445,0.5146274450397238,-0.0028653886137086182,4463
initial_history,load_kw,29,0.2013888888888889,0.4915710911411284,-0.021527920975036103,4463
initial_history,load_kw,30,0.20833333333333334,0.46843290979458946,-0.029921132196760177,4463
initial_history,load_kw,31,0.21527777777777779,0.44459484317015141,-0.029759757651923534,4463
initial_history,load_kw,32,0.22222222222222221,0.42057587948187924,-0.017879990927769516,4463
initial_history,load_kw,33,0.22916666666666666,0.39689108748676344,-0.021354580794269554,4463
initial_history,load_kw,34,0.2361111111111111,0.37344479579711748,0.00075833077937970377,4463
initial_history,load_kw,35,0.24305555555555555,0.35031816786804176,-0.031942746822209329,4463
initial_history,load_kw,36,0.25,0.32653819976767295,-0.038394162516115972,4463
initial_history,load_kw,37,0.25694444444444442,0.30109026356991336,-0.034929132173981726,4463
initial_history,load_kw,38,0.2638888888888889,0.27519244461595188,-0.018544624759171471,4463
initial_history,load_kw,39,0.27083333333333331,0.24985741299348613,-0.030577703503000531,4463
initial_history,load_kw,40,0.27777777777777779,0.22455720286659098,-0.012126292843799026,4463
initial_history,load_kw,41,0.28472222222222221,0.19905145789054335,-0.03990350912694493,4463
initial_history,load_kw,42,0.29166666666666669,0.17330094533244464,-0.022136317579814806,4463
initial_history,load_kw,43,0.2986111111111111,0.14730120090114454,-0.032509251188169073,4463
initial_history,load_kw,44,0.30555555555555558,0.12173397211330049,0.0044205925592001151,4463
initial_history,load_kw,45,0.3125,0.097049060776260646,-0.017325952095198448,4463
initial_history,load_kw,46,0.31944444444444442,0.07225397321954373,-0.061524577556288644,4463
initial_history,load_kw,47,0.3263888888888889,0.046419604394999391,-0.033270839804209487,4463
initial_history,load_kw,48,0.33333333333333331,0.021122929884240617,0.076406449890910957,4463
initial_history,load_kw,49,0.34027777777777779,-0.0018698706294334663,-0.010029202273894058,4463
initial_history,load_kw,50,0.34722222222222221,-0.023784128554084197,0.025622082163001179,4463
initial_history,load_kw,51,0.35416666666666669,-0.04613726216815648,-0.020951290476943059,4463
initial_history,load_kw,52,0.3611111111111111,-0.068773820315125203,-0.036651567617757112,4463
initial_history,load_kw,53,0.36805555555555558,-0.091412214102517805,-0.004526527462628856,4463
initial_history,load_kw,54,0.375,-0.11356649501355222,0.0070619785272903668,4463
initial_history,load_kw,55,0.38194444444444442,-0.13477881449563617,0.00035203786280256819,4463
initial_history,load_kw,56,0.3888888888888889,-0.1552970833044231,0.0097030904772050265,4463
initial_history,load_kw,57,0.39583333333333331,-0.17484265279610076,0.033522836762894914,4463
initial_history,load_kw,58,0.40277777777777779,-0.19451579569214258,-0.13796709872546964,4463
initial_history,load_kw,59,0.40972222222222221,-0.21618577010707604,0.039305011408923327,4463
initial_history,load_kw,60,0.41666666666666669,-0.23483225753340095,0.24460393227809238,4463
initial_history,load_kw,61,0.4236111111111111,-0.24497237506215694,0.085905245284257414,4463
initial_history,load_kw,62,0.43055555555555558,-0.2517343319804965,0.088629966546441882,4463
initial_history,load_kw,63,0.4375,-0.26046582742050872,0.03904555539736361,4463
initial_history,load_kw,64,0.44444444444444442,-0.26959879598233111,-0.030053036395517752,4463
initial_history,load_kw,65,0.4513888888888889,-0.2777325263089927,0.057999340926074346,4463
initial_history,load_kw,66,0.45833333333333331,-0.28527751692065345,-0.030451863554796441,4463
initial_history,load_kw,67,0.46527777777777779,-0.29258217185039559,0.059885220502870123,4463
initial_history,load_kw,68,0.47222222222222221,-0.29986309878795037,-0.043180591055903633,4463
initial_history,load_kw,69,0.47916666666666669,-0.30679100156584144,0.044580778720397528,4463
initial_history,load_kw,70,0.4861111111111111,-0.31381297226791571,-0.081044844952040632,4463
initial_history,load_kw,71,0.49305555555555558,-0.32182065282359007,0.053357982029479591,4463
initial_history,load_kw,72,0.5,-0.32753561195672032,0.06393389726233592,4463
initial_history,load_kw,73,0.50694444444444442,-0.32752250472381417,0.079017179849813476,4463
initial_history,load_kw,74,0.51388888888888884,-0.32501622566306454,0.029804542598706203,4463
initial_history,load_kw,75,0.52083333333333337,-0.32330988338614092,0.045126691845501228,4463
initial_history,load_kw,76,0.52777777777777779,-0.32173871991498243,-0.037896405082536284,4463
initial_history,load_kw,77,0.53472222222222221,-0.32010252604626488,0.025150184232639219,4463
initial_history,load_kw,78,0.54166666666666663,-0.318267540909562,-0.0068072473402375541,4463
initial_history,load_kw,79,0.54861111111111116,-0.3155411726288932,0.033348026517716643,4463
initial_history,load_kw,80,0.55555555555555558,-0.31226576161515551,0.0048373630434512278,4463
initial_history,load_kw,81,0.5625,-0.30855665963333506,0.038594928638421122,4463
initial_history,load_kw,82,0.56944444444444442,-0.30525274556978416,-0.092314373573152572,4463
initial_history,load_kw,83,0.57638888888888884,-0.30343348994725927,0.046762029956923412,4463
initial_history,load_kw,84,0.58333333333333337,-0.29839270237509424,0.16820070799601902,4463
initial_history,load_kw,85,0.59027777777777779,-0.28573852182087445,0.069295806529561091,4463
initial_history,load_kw,86,0.59722222222222221,-0.27040920471168234,0.057147558859075707,4463
initial_history,load_kw,87,0.60416666666666663,-0.25675121224559233,0.053722414574195777,4463
initial_history,load_kw,88,0.61111111111111116,-0.24315964059310241,-0.0200966506650062,4463
initial_history,load_kw,89,0.61805555555555558,-0.22893589055338587,0.065932476407981944,4463
initial_history,load_kw,90,0.625,-0.21416541129092209,0.004178997652196972,4463
initial_history,load_kw,91,0.63194444444444442,-0.19830289360459583,0.079933684718490702,4463
initial_history,load_kw,92,0.63888888888888884,-0.18196329687119941,-0.0040141869047813439,4463
initial_history,load_kw,93,0.64583333333333337,-0.16572484792667669,0.050301338492466915,4463
initial_history,load_kw,94,0.65277777777777779,-0.14974358948059333,-0.023018207281091569,4463
initial_history,load_kw,95,0.65972222222222221,-0.13423080730845058,0.040493250404445569,4463
initial_history,load_kw,96,0.66666666666666663,-0.11713832401658342,-0.0030806057179614062,4463
initial_history,load_kw,97,0.67361111111111116,-0.096527879411859432,0.055501316020633178,4463
initial_history,load_kw,98,0.68055555555555558,-0.07473687184003136,-0.019623444301190576,4463
initial_history,load_kw,99,0.6875,-0.054224587346446085,-0.0092235794679855643,4463
initial_history,load_kw,100,0.69444444444444442,-0.03420021459046664,0.0072209955484872452,4463
initial_history,load_kw,101,0.70138888888888884,-0.013463314482497934,0.021880718996468682,4463
initial_history,load_kw,102,0.70833333333333337,0.0075936566262952473,-0.059646755821913949,4463
initial_history,load_kw,103,0.71527777777777779,0.027875987259278579,0.0041355620203009247,4463
initial_history,load_kw,104,0.72222222222222221,0.047121052697217329,-0.051895472632768627,4463
initial_history,load_kw,105,0.72916666666666663,0.065998764730849729,0.008242071478753674,4463
initial_history,load_kw,106,0.73611111111111116,0.085108181276958794,-0.021640291634537772,4463
initial_history,load_kw,107,0.74305555555555558,0.10440850144279182,0.0062616434125581577,4463
initial_history,load_kw,108,0.75,0.12403996290369555,-0.022257106174046609,4463
initial_history,load_kw,109,0.75694444444444442,0.14421896963684219,-0.017925940655735752,4463
initial_history,load_kw,110,0.76388888888888884,0.16437101543321364,-0.027258034167621719,4463
initial_history,load_kw,111,0.77083333333333337,0.18427404056302704,-0.0064575576064788438,4463
initial_history,load_kw,112,0.77777777777777779,0.20440627218347873,-0.0010977254471398526,4463
initial_history,load_kw,113,0.78472222222222221,0.22476335317723511,-0.0032184260246784116,4463
initial_history,load_kw,114,0.79166666666666663,0.24476504229837653,-0.023577009099720478,4463
initial_history,load_kw,115,0.79861111111111116,0.26414761015921179,-0.0091864629418346461,4463
initial_history,load_kw,116,0.80555555555555558,0.28315016936643089,-0.0045548137569068631,4463
initial_history,load_kw,117,0.8125,0.30197367794873825,0.0039081464362588315,4463
initial_history,load_kw,118,0.81944444444444442,0.32102936019016559,0.012574438333886632,4463
initial_history,load_kw,119,0.82638888888888884,0.34061641666165227,-0.012904461698066121,4463
initial_history,load_kw,120,0.83333333333333337,0.35930101483886784,-0.024801953392763296,4463
initial_history,load_kw,121,0.84027777777777779,0.37561862313580857,-0.026149334422816941,4463
initial_history,load_kw,122,0.84722222222222221,0.39076116155536456,-0.010245763978127135,4463
