date,slot,timestamp,node_hour,net_kwh,load_kw,pv_kw,price,price_forecast,grid,charge_cap,discharge_cap,called,unused,charge,discharge,emergency,spill,soc,total_surplus,g0,initial_soc,planned_cost,adjustment_cost,emergency_cost,total_cost
2025-03-08,0,2025-03-08 00:10:00,0,419.42875000000004,2516.5725000000002,0,0.3458,0.33509432664442151,435.76166083783647,833.33333333333326,0,419.42875000000004,16.332910837836437,0,0,0,0,10800,16.332910837836437,435.76166083783647,10800,150.68638231772385,0,0,150.68638231772385
2025-03-08,1,2025-03-08 00:20:00,0,414.95213333333328,2489.7127999999998,0,0.32340000000000002,0.3329653463064039,451.66725049483989,833.33333333333326,0,414.95213333333328,36.715117161506612,0,0,0,0,10800,36.715117161506612,451.66725049483989,10800,146.06918881003122,0,0,146.06918881003122
2025-03-08,2,2025-03-08 00:30:00,0,405.81833333333327,2434.9099999999999,0,0.30259999999999998,0.33041236597749635,456.59244181386225,833.33333333333326,0,405.81833333333327,50.77410848052898,0,0,0,0,10800,50.77410848052898,456.59244181386225,10800,138.16487289287471,0,0,138.16487289287471
2025-03-08,3,2025-03-08 00:40:00,0,398.37046666666663,2390.2228,0,0.313,0.34968756863666189,473.98966158568987,833.33333333333326,0,398.37046666666663,75.619194919023244,0,0,0,0,10800,75.619194919023244,473.98966158568987,10800,148.35876407632094,0,0,148.35876407632094
2025-03-08,4,2025-03-08 00:50:00,0,406.33181666666661,2437.9908999999998,0,0.31109999999999999,0.34348577228642646,461.30990767918536,833.33333333333326,0,406.33181666666661,54.978091012518746,0,0,0,0,10800,54.978091012518746,461.30990767918536,10800,143.51351227899457,0,0,143.51351227899457
2025-03-08,5,2025-03-08 01:00:00,0,417.76499999999999,2506.5900000000001,0,0.31019999999999998,0.31712704993994706,445.35451726494506,833.33333333333326,0,417.76499999999999,27.589517264945073,0,0,0,0,10800,27.589517264945073,445.35451726494506,10800,138.14897125558593,0,0,138.14897125558593
2025-03-08,6,2025-03-08 01:10:00,0,407.81686666666661,2446.9011999999998,0,0.35770000000000002,0.32611923918556607,454.839575347253,833.33333333333326,0,407.81686666666661,47.022708680586391,0,0,0,0,10800,47.022708680586391,454.839575347253,10800,162.69611610171242,0,0,162.69611610171242
2025-03-08,7,2025-03-08 01:20:00,0,408.15773333333328,2448.9463999999998,0,0.34239999999999998,0.34428854765204914,455.40329598135861,833.33333333333326,0,408.15773333333328,47.245562648025327,0,0,0,0,10800,47.245562648025327,455.40329598135861,10800,155.93008854401717,0,0,155.93008854401717
2025-03-08,8,2025-03-08 01:30:00,0,421.44333333333327,2528.6599999999999,0,0.28029999999999999,0.34713830789534661,438.07780191705933,833.33333333333326,0,421.44333333333327,16.634468583726061,0,0,0,0,10800,16.634468583726061,438.07780191705933,10800,122.79320787735173,0,0,122.79320787735173
2025-03-08,9,2025-03-08 01:40:00,0,421.03343333333333,2526.2006000000001,0,0.30330000000000001,0.3413208586534221,444.6904875203154,833.33333333333326,13.746580095006664,421.03343333333333,23.657054186982066,0,0,0,0,10800,23.657054186982066,444.6904875203154,10800,134.87462486491168,0,0,134.87462486491168
2025-03-08,10,2025-03-08 01:50:00,0,434.93560000000002,2609.6136000000001,0,0.33800000000000002,0.34492819623860549,468.95921986601212,833.33333333333326,0,434.93560000000002,34.023619866012098,0,0,0,0,10800,34.023619866012098,468.95921986601212,10800,158.50821631471212,0,0,158.50821631471212
2025-03-08,11,2025-03-08 02:00:00,0,460.6966666666666,2764.1799999999998,0,0.33360000000000001,0.34649008598530784,466.80918234758627,833.33333333333326,0,460.6966666666666,6.112515680919671,0,0,0,0,10800,6.112515680919671,466.80918234758627,10800,155.72754323115478,0,0,155.72754323115478
2025-03-08,12,2025-03-08 02:10:00,0,461.58168333333333,2769.4901,0,0.32100000000000001,0.32548639983266553,464.00486188220077,833.33333333333326,0,461.58168333333333,2.4231785488674404,0,0,0,0,10800,2.4231785488674404,464.00486188220077,10800,148.94556066418644,0,0,148.94556066418644
2025-03-08,13,2025-03-08 02:20:00,0,442.65033333333332,2655.902,0,0.34989999999999999,0.34191875968232738,466.03943585762227,833.33333333333326,0,442.65033333333332,23.389102524288944,0,0,0,0,10800,23.389102524288944,466.03943585762227,10800,163.06719860658202,0,0,163.06719860658202
2025-03-08,14,2025-03-08 02:30:00,0,431.76499999999999,2590.5900000000001,0,0.39079999999999998,0.37343781689134492,450.61374401499796,833.33333333333326,0,431.76499999999999,18.848744014997976,0,0,0,0,10800,18.848744014997976,450.61374401499796,10800,176.0998511610612,0,0,176.0998511610612
2025-03-08,15,2025-03-08 02:40:00,0,451.08476666666667,2706.5086000000001,0,0.35959999999999998,0.34312097932536695,472.31706252336824,833.33333333333326,0,451.08476666666667,21.232295856701569,0,0,0,0,10800,21.232295856701569,472.31706252336824,10800,169.84521568340321,0,0,169.84521568340321
2025-03-08,16,2025-03-08 02:50:00,0,454.90623333333326,2729.4373999999998,0,0.29220000000000002,0.33781038542241204,474.51924294526469,833.33333333333326,0,454.90623333333326,19.613009611931432,0,0,0,0,10800,19.613009611931432,474.51924294526469,10800,138.65452278860636,0,0,138.65452278860636
2025-03-08,17,2025-03-08 03:00:00,0,435.17666666666662,2611.0599999999999,0,0.26219999999999999,0.36059408887083449,461.02053484887938,833.33333333333326,0,435.17666666666662,25.843868182212759,0,0,0,0,10800,25.843868182212759,461.02053484887938,10800,120.87958423737616,0,0,120.87958423737616
2025-03-08,18,2025-03-08 03:10:00,0,429.88338333333331,2579.3002999999999,0,0.31359999999999999,0.32825691043189886,462.21653313943784,833.33333333333326,0,429.88338333333331,32.333149806104529,0,0,0,0,10800,32.333149806104529,462.21653313943784,10800,144.9511047925277,0,0,144.9511047925277
