date,slot,timestamp,node_hour,net_kwh,load_kw,pv_kw,price,price_forecast,grid,charge_cap,discharge_cap,called,unused,charge,discharge,emergency,spill,soc,total_surplus,g0,initial_soc,planned_cost,adjustment_cost,emergency_cost,total_cost
2025-06-10,0,2025-06-10 00:10:00,0,715.64538333333326,4293.8723,0,0.52729999999999999,0.46662778322408732,813.86356494301788,833.33333333333326,0,715.64538333333326,98.218181609684621,0,0,0,0,10800,98.218181609684621,813.86356494301788,10800,429.1502577944533,0,0,429.1502577944533
2025-06-10,1,2025-06-10 00:20:00,0,695.65605000000005,4173.9363000000003,0,0.51470000000000005,0.44465970026515639,777.73442274898991,833.33333333333326,0,695.65605000000005,82.078372748989864,0,0,0,0,10800,82.078372748989864,777.73442274898991,10800,400.29990738890513,0,0,400.29990738890513
2025-06-10,2,2025-06-10 00:30:00,0,650.27166666666665,3901.6300000000001,0,0.41999999999999998,0.42864935232081752,774.13478053058498,833.33333333333326,0,650.27166666666665,123.86311386391833,0,0,0,0,10800,123.86311386391833,774.13478053058498,10800,325.13660782284569,0,0,325.13660782284569
2025-06-10,3,2025-06-10 00:40:00,0,665.59879999999998,3993.5927999999999,0,0.47270000000000001,0.47533624133463137,754.09331752678372,833.33333333333326,0,665.59879999999998,88.494517526783739,0,0,0,0,10800,88.494517526783739,754.09331752678372,10800,356.45991119491066,0,0,356.45991119491066
2025-06-10,4,2025-06-10 00:50:00,0,667.97771666666665,4007.8663000000001,0,0.49280000000000002,0.47982856744242214,770.55380744721469,833.33333333333326,0,667.97771666666665,102.57609078054804,0,0,0,0,10800,102.57609078054804,770.55380744721469,10800,379.72891630998743,0,0,379.72891630998743
2025-06-10,5,2025-06-10 01:00:00,0,655.06999999999994,3930.4200000000001,0,0.4531,0.43811893003585933,772.10535362459382,833.33333333333326,0,655.06999999999994,117.03535362459388,0,0,0,0,10800,117.03535362459388,772.10535362459382,10800,349.84093572730347,0,0,349.84093572730347
2025-06-10,6,2025-06-10 01:10:00,0,693.08356666666668,4158.5014000000001,0,0.50839999999999996,0.4544035634087199,745.93248948623489,833.33333333333326,0,693.08356666666668,52.848922819568202,0,0,0,0,10800,52.848922819568202,745.93248948623489,10800,379.2320776548018,0,0,379.2320776548018
2025-06-10,7,2025-06-10 01:20:00,0,679.23888333333332,4075.4333000000001,0,0.51519999999999999,0.47422701042570786,755.06515493332404,833.33333333333326,0,679.23888333333332,75.826271599990719,0,0,0,0,10800,75.826271599990719,755.06515493332404,10800,389.00956782164855,0,0,389.00956782164855
2025-06-10,8,2025-06-10 01:30:00,0,629.73000000000002,3778.3800000000001,0,0.44869999999999999,0.46516074047391404,763.16013235724677,833.33333333333326,0,629.73000000000002,133.43013235724675,0,0,0,0,10800,133.43013235724675,763.16013235724677,10800,342.42995138869662,0,0,342.42995138869662
2025-06-10,9,2025-06-10 01:40:00,0,667.30088333333333,4003.8053,0,0.44579999999999997,0.45827328438979675,737.98624653775096,833.33333333333326,0,667.30088333333333,70.685363204417627,0,0,0,0,10800,70.685363204417627,737.98624653775096,10800,328.99426870652934,0,0,328.99426870652934
2025-06-10,10,2025-06-10 01:50:00,0,695.55089999999996,4173.3054000000002,0,0.50070000000000003,0.45851332566681968,724.60309105163924,833.33333333333326,0,695.55089999999996,29.052191051639284,0,0,0,0,10800,29.052191051639284,724.60309105163924,10800,362.80876768955579,0,0,362.80876768955579
2025-06-10,11,2025-06-10 02:00:00,0,663.56166666666661,3981.3699999999999,0,0.51939999999999997,0.46780365687966896,759.70482400488868,833.33333333333326,0,663.56166666666661,96.143157338222068,0,0,0,0,10800,96.143157338222068,759.70482400488868,10800,394.59068558813914,0,0,394.59068558813914
2025-06-10,12,2025-06-10 02:10:00,0,625.13479999999993,3750.8087999999998,0,0.43209999999999998,0.48079414669665699,720.32707705675773,833.33333333333326,0,625.13479999999993,95.192277056757803,0,0,0,0,10800,95.192277056757803,720.32707705675773,10800,311.25332999622498,0,0,311.25332999622498
2025-06-10,13,2025-06-10 02:20:00,0,640.97358333333329,3845.8415,0,0.45290000000000002,0.46073277469201063,718.9631771366013,833.33333333333326,0,640.97358333333329,77.989593803268008,0,0,0,0,10800,77.989593803268008,718.9631771366013,10800,325.61842292516673,0,0,325.61842292516673
2025-06-10,14,2025-06-10 02:30:00,0,686.75833333333333,4120.5500000000002,0,0.55359999999999998,0.43297899908488857,721.80912508608492,833.33333333333326,0,686.75833333333333,35.050791752751593,0,0,0,0,10800,35.050791752751593,721.80912508608492,10800,399.59353164765662,0,0,399.59353164765662
2025-06-10,15,2025-06-10 02:40:00,0,677.46924999999999,4064.8155000000002,0,0.49259999999999998,0.45683018533950631,670.43615389923139,833.33333333333326,0,670.43615389923139,0,0,0,7.0330961007686028,0,10800,0,670.43615389923139,10800,330.25684941076139,0,17.322515696193069,347.57936510695447
2025-06-10,16,2025-06-10 02:50:00,0,628.48808333333329,3770.9285,0,0.42199999999999999,0.48744755221229047,680.57815097819048,833.33333333333326,0,628.48808333333329,52.090067644857186,0,0,0,0,10800,52.090067644857186,680.57815097819048,10800,287.20397971279635,0,0,287.20397971279635
2025-06-10,17,2025-06-10 03:00:00,0,597.04166666666663,3582.25,0,0.438,0.48402189107648846,729.81805345399505,833.33333333333326,0,597.04166666666663,132.77638678732842,0,0,0,0,10800,132.77638678732842,729.81805345399505,10800,319.66030741284982,0,0,319.66030741284982
2025-06-10,18,2025-06-10 03:10:00,0,624.8092333333334,3748.8569000000002,0.0015,0.4783,0.45416078520977626,702.82100347129267,833.33333333333326,0,624.8092333333334,78.011770137959275,0,0,0,0,10800,78.011770137959275,702.82100347129267,10800,336.15928596031927,0,0,336.15928596031927
2025-06-10,19,2025-06-10 03:20:00,0,632.45966666666664,3794.7579999999998,0,0.4793,0.45302118263378671,671.89161488474133,833.33333333333326,0,632.45966666666664,39.431948218074695,0,0,0,0,10800,39.431948218074695,671.89161488474133,10800,322.03765101425654,0,0,322.03765101425654
