step,grid,charge_cap,discharge_cap,role
0,1214.0214725620656,833.33333333333326,255.98949481398495,first_day_frozen
1,1222.5607035418252,833.33333333333326,0,first_day_frozen
2,1243.3488354586793,833.33333333333326,0,first_day_frozen
3,1202.7896295067644,833.33333333333326,0,first_day_frozen
4,1228.589119334019,833.33333333333326,0,first_day_frozen
5,445.55029523284372,76.241013024291135,1.5643953173684508,first_day_frozen
6,451.8478685633786,83.246964498203056,16.087788007222798,first_day_frozen
7,440.00140632551359,61.610294875894454,28.539270103622982,first_day_frozen
8,964.8631361500411,784.31168427048965,0,first_day_frozen
9,433.88161249399047,47.815053377445452,47.245801870433297,first_day_frozen
10,433.57597972645419,52.846773394670436,33.814589313323665,first_day_frozen
11,431.74769037984413,51.534992442220528,19.452816877259636,first_day_frozen
12,460.31551549044553,61.677184789594378,13.14873506507621,first_day_frozen
13,475.60609644629392,75.127061558676246,0,first_day_frozen
14,451.29808578533886,67.839990855522274,24.20559433813338,first_day_frozen
15,451.00502483728303,58.736338605322146,12.067465078677515,first_day_frozen
16,447.94613937252041,37.588368444777871,27.157789253625197,first_day_frozen
17,477.8992637469438,75.060760099512891,20.710962029897416,first_day_frozen
18,442.82961028271535,53.340237921674373,53.400445789447133,first_day_frozen
19,428.95726091874195,38.678105471172046,35.169797196368734,first_day_frozen
20,457.84918935424105,56.696941212453339,16.845684268528316,first_day_frozen
21,475.50065952243347,74.003485487107241,0,first_day_frozen
22,461.29073129762503,49.737599321774098,3.1317938192077008,first_day_frozen
23,447.34905716656976,37.190037006901946,28.044267087240883,first_day_frozen
24,448.25333925725295,31.047909268120975,21.750497775785561,first_day_frozen
25,452.52269549045536,35.419267311731289,19.264831483807711,first_day_frozen
26,472.83178307466034,62.574984950254532,16.573028610955419,first_day_frozen
27,486.61862243948167,78.593388820469215,0,first_day_frozen
28,488.15625863803535,92.933313150724871,1.6648202964350389,first_day_frozen
29,488.87413717632955,81.320926787907865,8.7291298465160594,first_day_frozen
30,494.16823576757412,91.621970095264544,0,first_day_frozen
31,437.30979078767183,26.757578317202785,32.22688621088372,first_day_frozen
32,475.52172908632701,59.759643132421616,28.040584733923481,first_day_frozen
33,1254.2485316727507,833.33333333333326,0,first_day_frozen
34,0,0,510.34467015847065,first_day_frozen
35,0,0,501.07312810985928,first_day_frozen
36,0,0,514.22015621351693,first_day_frozen
37,0,0,494.50751019051438,first_day_frozen
38,0,0,496.5939455274181,first_day_frozen
39,0,0,479.94699469109491,first_day_frozen
40,0,0,460.77075527215425,first_day_frozen
41,0,0,451.09563901556942,first_day_frozen
42,0,0,425.78277047585982,first_day_frozen
43,0,0,364.04868312616111,first_day_frozen
44,0,0,289.07169314430956,first_day_frozen
45,0,0,231.01817953840572,first_day_frozen
46,0,0,202.32045024296673,first_day_frozen
47,0,0,147.41101934245435,first_day_frozen
48,0,0,86.243108526293625,first_day_frozen
49,0,0,11.578321139097776,first_day_frozen
50,0,0,0,first_day_frozen
51,0,0,0,first_day_frozen
52,0,0,0,first_day_frozen
53,0,0,0,first_day_frozen
54,0,0,0,first_day_frozen
55,0,0,0,first_day_frozen
56,0,0,0,first_day_frozen
57,0,0,0,first_day_frozen
58,0,0,0,first_day_frozen
59,0,0,0,first_day_frozen
60,0,0,0,first_day_frozen
61,0,0,0,first_day_frozen
62,0,0,0,first_day_frozen
63,0,0,0,first_day_frozen
64,0,0,0,first_day_frozen
65,0,0,0,first_day_frozen
66,0,0,0,first_day_frozen
67,0,363.48862953708402,0,first_day_frozen
68,0,694.18102352042126,0,first_day_frozen
69,0,696.40864650909225,0,first_day_frozen
