date,start,end,interval,emergency_kwh,cost_yuan,intervals
2025-02-01,2025-02-01 03:30:00,2025-02-01 03:40:00,03:30-03:40,12.860799999999927,27.991531199999837,1
2025-02-01,2025-02-01 07:50:00,2025-02-01 08:00:00,07:50-08:00,2.7973214285714221,16.248241517857103,1
2025-02-01,2025-02-01 08:50:00,2025-02-01 09:00:00,08:50-09:00,32.042916666666628,165.98230833333312,1
2025-02-01,2025-02-01 15:10:00,2025-02-01 15:50:00,15:10-15:50,105.37820238095256,390.37458204285781,4
2025-02-01,2025-02-01 18:00:00,2025-02-01 18:20:00,18:00-18:20,12.158195238095232,75.871683142857108,2
2025-02-01,2025-02-01 19:10:00,2025-02-01 19:40:00,19:10-19:40,115.41270000000003,777.73748679166692,3
2025-02-01,2025-02-01 21:10:00,2025-02-01 21:30:00,21:10-21:30,51.367966666666689,240.68460781666678,2
2025-02-01,2025-02-01 23:50:00,2025-02-02 00:00:00,23:50-00:00+1日,7.42999999999995,15.885339999999893,1
2025-02-02,2025-02-02 01:40:00,2025-02-02 02:00:00,01:40-02:00,18.081183333333229,39.163827024999776,2
2025-02-02,2025-02-02 02:40:00,2025-02-02 03:10:00,02:40-03:10,85.364649999999983,186.0458450666666,3
2025-02-02,2025-02-02 18:20:00,2025-02-02 18:40:00,18:20-18:40,34.069297619047575,213.68167989285686,2
2025-02-02,2025-02-02 19:00:00,2025-02-02 19:20:00,19:00-19:20,33.340419047619207,224.79653334047725,2
2025-02-03,2025-02-03 00:20:00,2025-02-03 00:40:00,00:20-00:40,13.406549999999811,28.627210799999599,2
2025-02-03,2025-02-03 01:50:00,2025-02-03 02:20:00,01:50-02:20,35.224233333333359,75.840834200000046,3
2025-02-03,2025-02-03 03:00:00,2025-02-03 03:30:00,03:00-03:30,66.965616666666619,146.20429432499989,3
2025-02-03,2025-02-03 04:10:00,2025-02-03 04:20:00,04:10-04:20,7.0785833333334267,15.533951125000206,1
2025-02-03,2025-02-03 06:30:00,2025-02-03 06:40:00,06:30-06:40,1.4228666666666641,6.1190380999999885,1
2025-02-03,2025-02-03 09:00:00,2025-02-03 09:20:00,09:00-09:20,13.793292857142944,68.752230953571853,2
2025-02-03,2025-02-03 10:20:00,2025-02-03 10:50:00,10:20-10:50,92.85471428571384,422.78912089166477,3
2025-02-03,2025-02-03 13:10:00,2025-02-03 13:30:00,13:10-13:30,91.737809523809588,391.66396950000029,2
2025-02-03,2025-02-03 16:10:00,2025-02-03 16:40:00,16:10-16:40,42.373057142857192,185.02648953095257,3
2025-02-03,2025-02-03 17:00:00,2025-02-03 17:20:00,17:00-17:20,30.624064285714098,147.40884146904671,2
2025-02-03,2025-02-03 18:10:00,2025-02-03 18:40:00,18:10-18:40,45.217573809523856,283.0292677464289,3
2025-02-03,2025-02-03 20:20:00,2025-02-03 20:40:00,20:20-20:40,29.33901666666668,200.18752610000013,2
2025-02-03,2025-02-03 23:50:00,2025-02-04 00:00:00,23:50-00:00+1日,15.758333333333326,33.691316666666651,1
2025-02-04,2025-02-04 00:20:00,2025-02-04 00:30:00,00:20-00:30,23.706666666666706,50.601880000000087,1
2025-02-04,2025-02-04 02:10:00,2025-02-04 02:20:00,02:10-02:20,5.1116333333333159,11.051351266666629,1
2025-02-04,2025-02-04 08:10:00,2025-02-04 08:30:00,08:10-08:30,21.403509523809589,116.65834564761941,2
2025-02-04,2025-02-04 08:50:00,2025-02-04 09:00:00,08:50-09:00,10.940178571428646,56.670125000000382,1
2025-02-04,2025-02-04 09:20:00,2025-02-04 09:40:00,09:20-09:40,56.302919047619184,272.02043514523871,2
2025-02-04,2025-02-04 09:50:00,2025-02-04 10:10:00,09:50-10:10,9.5932166666665921,47.772096272618683,2
2025-02-04,2025-02-04 12:50:00,2025-02-04 14:50:00,12:50-14:50,430.7880142857145,2009.6703747738102,12
2025-02-04,2025-02-04 16:00:00,2025-02-04 16:20:00,16:00-16:20,50.370238095237937,211.75999025238028,2
2025-02-04,2025-02-04 17:50:00,2025-02-04 18:00:00,17:50-18:00,6.8166666666667197,41.96680833333366,1
2025-02-04,2025-02-04 18:20:00,2025-02-04 18:40:00,18:20-18:40,27.522578571428653,172.40473110238148,2
2025-02-04,2025-02-04 19:10:00,2025-02-04 19:20:00,19:10-19:20,1.0256000000001677,6.8945960000011279,1
2025-02-04,2025-02-04 20:40:00,2025-02-04 20:50:00,20:40-20:50,7.3197166666666362,44.745427983333144,1
2025-02-04,2025-02-04 22:10:00,2025-02-04 22:20:00,22:10-22:20,79.125400000000013,172.80987360000003,1
2025-02-05,2025-02-05 01:00:00,2025-02-05 01:10:00,01:00-01:10,6.9911166666666986,15.069351975000069,1
2025-02-05,2025-02-05 01:40:00,2025-02-05 01:50:00,01:40-01:50,14.535116666666681,31.490330258333366,1
2025-02-05,2025-02-05 03:50:00,2025-02-05 04:10:00,03:50-04:10,1.297583333333364,2.8522079583333997,2
2025-02-05,2025-02-05 06:00:00,2025-02-05 06:20:00,06:00-06:20,49.055000000000064,217.96414200000029,2
2025-02-05,2025-02-05 07:00:00,2025-02-05 07:20:00,07:00-07:20,40.706066666666629,162.92418144761891,2
2025-02-05,2025-02-05 09:10:00,2025-02-05 10:30:00,09:10-10:30,232.76741666666669,1124.9412887011906,8
2025-02-05,2025-02-05 13:50:00,2025-02-05 14:00:00,13:50-14:00,2.6317857142856269,12.835218928571004,1
2025-02-05,2025-02-05 14:10:00,2025-02-05 14:30:00,14:10-14:30,28.779864285714353,147.76187342738129,2
2025-02-05,2025-02-05 16:30:00,2025-02-05 16:50:00,16:30-16:50,19.165104761904786,86.96955649642868,2
2025-02-05,2025-02-05 17:20:00,2025-02-05 17:40:00,17:20-17:40,31.560454761904793,154.76097923809539,2
2025-02-05,2025-02-05 18:00:00,2025-02-05 18:20:00,18:00-18:20,41.828240476190487,261.31509521071433,2
2025-02-05,2025-02-05 18:40:00,2025-02-05 19:10:00,18:40-19:10,50.721590476190272,336.13131140476054,3
2025-02-05,2025-02-05 19:40:00,2025-02-05 20:10:00,19:40-20:10,51.570133333333274,347.64426519999961,3
2025-02-05,2025-02-05 20:20:00,2025-02-05 20:30:00,20:20-20:30,1.0300000000000864,6.9468350000005827,1
2025-02-05,2025-02-05 21:00:00,2025-02-05 21:20:00,21:00-21:20,2.7606166666665786,12.876039416666268,2
2025-02-05,2025-02-05 22:10:00,2025-02-05 22:20:00,22:10-22:20,6.3209333333334143,13.804918400000178,1
2025-02-06,2025-02-06 00:20:00,2025-02-06 00:30:00,00:20-00:30,7.658333333333303,16.346712499999935,1
2025-02-06,2025-02-06 00:50:00,2025-02-06 01:00:00,00:50-01:00,1.2416666666665606,2.6602708333331062,1
2025-02-06,2025-02-06 03:40:00,2025-02-06 03:50:00,03:40-03:50,2.7816000000000258,6.0638880000000563,1
2025-02-06,2025-02-06 04:50:00,2025-02-06 05:00:00,04:50-05:00,3.3266666666667106,7.3103500000000956,1
2025-02-06,2025-02-06 07:50:00,2025-02-06 08:10:00,07:50-08:10,36.874692857142804,214.75676939642824,2
2025-02-06,2025-02-06 13:30:00,2025-02-06 13:50:00,13:30-13:50,48.02567857142806,209.39311247499779,2
2025-02-06,2025-02-06 14:00:00,2025-02-06 14:20:00,14:00-14:20,44.622726190476101,222.83825807857096,2
2025-02-06,2025-02-06 16:20:00,2025-02-06 16:30:00,16:20-16:30,3.0882142857144572,13.574245892857897,1
2025-02-06,2025-02-06 18:50:00,2025-02-06 19:10:00,18:50-19:10,24.184154761904779,162.89905492261917,2
2025-02-06,2025-02-06 20:30:00,2025-02-06 20:40:00,20:30-20:40,9.4998333333332994,66.270837333333091,1
2025-02-06,2025-02-06 21:00:00,2025-02-06 21:20:00,21:00-21:20,76.786316666666607,355.81625661666646,2
2025-02-07,2025-02-07 01:20:00,2025-02-07 01:30:00,01:20-01:30,1.9183333333334076,4.1042741666668254,1
2025-02-07,2025-02-07 02:00:00,2025-02-07 02:20:00,02:00-02:20,23.569583333333412,50.812406958333504,2
2025-02-07,2025-02-07 03:20:00,2025-02-07 03:40:00,03:20-03:40,30.507616666666763,66.410775175000211,2
2025-02-07,2025-02-07 04:40:00,2025-02-07 04:50:00,04:40-04:50,3.2993738095237859,7.2949154928570898,1
2025-02-07,2025-02-07 08:20:00,2025-02-07 09:30:00,08:20-09:30,116.58040238095231,612.69159846428511,7
2025-02-07,2025-02-07 15:40:00,2025-02-07 15:50:00,15:40-15:50,2.8028476190475828,10.963338461904621,1
2025-02-07,2025-02-07 18:20:00,2025-02-07 18:50:00,18:20-18:50,119.65472142857146,757.94088735595255,3
2025-02-07,2025-02-07 19:00:00,2025-02-07 19:20:00,19:00-19:20,37.765397619047576,254.30778890119018,2
2025-02-07,2025-02-07 19:30:00,2025-02-07 19:50:00,19:30-19:50,31.483783333333349,212.21718504166677,2
2025-02-07,2025-02-07 20:40:00,2025-02-07 21:10:00,20:40-21:10,72.895266666666771,364.87397001666727,3
2025-02-08,2025-02-08 00:20:00,2025-02-08 01:10:00,00:20-01:10,84.215583333333313,180.0525076583333,5
2025-02-08,2025-02-08 01:50:00,2025-02-08 02:10:00,01:50-02:10,62.67734999999999,135.03220177499998,2
2025-02-08,2025-02-08 02:50:00,2025-02-08 03:20:00,02:50-03:20,25.309183333333408,55.303536016666833,3
2025-02-08,2025-02-08 03:50:00,2025-02-08 04:40:00,03:50-04:40,47.67073333333343,104.38033806666688,5
2025-02-08,2025-02-08 04:50:00,2025-02-08 05:20:00,04:50-05:20,34.252211904761737,75.005314298809154,3
2025-02-08,2025-02-08 06:20:00,2025-02-08 06:30:00,06:20-06:30,8.4749999999999091,37.1162624999996,1
2025-02-08,2025-02-08 07:00:00,2025-02-08 07:30:00,07:00-07:30,94.567988095238206,371.6300333571433,3
2025-02-08,2025-02-08 16:00:00,2025-02-08 16:20:00,16:00-16:20,14.942307142857118,62.720742989285611,2
2025-02-08,2025-02-08 16:50:00,2025-02-08 17:00:00,16:50-17:00,2.1121428571428282,9.7834457142855804,1
2025-02-08,2025-02-08 17:20:00,2025-02-08 18:10:00,17:20-18:10,56.272821428571433,308.28709059285711,5
2025-02-08,2025-02-08 18:30:00,2025-02-08 19:20:00,18:30-19:20,138.37691190476181,918.37074805238035,5
2025-02-08,2025-02-08 19:40:00,2025-02-08 20:50:00,19:40-20:50,138.74571666666657,931.783820191666,7
2025-02-08,2025-02-08 22:10:00,2025-02-08 22:20:00,22:10-22:20,44.869849999999985,97.995752399999972,1
2025-02-09,2025-02-09 00:30:00,2025-02-09 01:00:00,00:30-01:00,41.922683333333453,89.66732765000026,3
2025-02-09,2025-02-09 01:20:00,2025-02-09 01:40:00,01:20-01:40,51.546916666666561,110.6726298333331,2
2025-02-09,2025-02-09 02:00:00,2025-02-09 02:20:00,02:00-02:20,47.975133333333133,103.4022947583329,2
2025-02-09,2025-02-09 03:10:00,2025-02-09 03:30:00,03:10-03:30,22.512033333333306,49.119098849999943,2
2025-02-09,2025-02-09 03:50:00,2025-02-09 04:20:00,03:50-04:20,68.32510000000002,150.20382865000005,3
