date,interval,charge,discharge,soc_start,soc_end
2025-02-01,00:00-04:00,5333.3333333333321,0,6000,4323.6192726538529
2025-02-01,04:00-08:00,0,7199.9396421714418,6000,4323.6192726538529
2025-02-01,08:00-12:00,4939.9848509350286,1168.8080752472047,6000,4323.6192726538529
2025-02-01,12:00-16:00,5448.3609335562151,45.812368019263786,6000,4323.6192726538529
2025-02-01,16:00-20:00,0,6254.5265809618895,6000,4323.6192726538529
2025-02-01,20:00-24:00,4223.6467110249914,2995.3699095798852,6000,4323.6192726538529
2025-02-02,00:00-04:00,6362.6452526068297,0,4323.6192726538529,1375.844290860201
2025-02-02,04:00-08:00,1598.355648097257,1783.8229719951764,4323.6192726538529,1375.844290860201
2025-02-02,08:00-12:00,5833.333333333333,7372.6176678854426,4323.6192726538529,1375.844290860201
2025-02-02,12:00-16:00,7218.7798909296771,2040.211270868293,4323.6192726538529,1375.844290860201
2025-02-02,16:00-20:00,28.73234240998541,5684.1930441601844,4323.6192726538529,1375.844290860201
2025-02-02,20:00-24:00,1007.0740502645017,3631.7781479948735,4323.6192726538529,1375.844290860201
