date,interval,timestamp,slot,weekday,weekday_name,month,day_of_year,grid,charge_cap,discharge_cap,soc_reserve_kwh,net_kwh,initial_soc,price,charge,discharge,emergency,unused,soc,planned_cost,emergency_cost,predicted_load_kw,predicted_pv_kw
2025-02-01,00:00-00:10,2025-02-01 00:10:00,1,6,星期六,2,32,1240.0390174523354,833.33333333333326,0,1320.2632794065742,422.03036666666668,6000,0.42480000000000001,818.00865078566881,0,0,0,6736.2077857071017,526.76857461375209,0,2709.8468969592323,0
2025-02-01,00:10-00:20,2025-02-01 00:20:00,2,6,星期六,2,32,1252.1374924892993,833.33333333333326,0,1315.2723340022069,415.4073166666667,6000,0.42449999999999999,833.33333333333326,0,0,3.396842489299388,7486.2077857071017,531.53236556170759,0,2692.1157017365799,0
2025-02-01,00:20-00:30,2025-02-01 00:30:00,3,6,星期六,2,32,1252.4588958091049,833.33333333333326,0,1295.2737922805486,410.7166666666667,6000,0.4269,833.33333333333326,0,0,8.4088958091049335,8236.2077857071017,534.67470262090683,0,2689.4029770176817,0
2025-02-01,00:30-00:40,2025-02-01 00:40:00,4,6,星期六,2,32,1254.0560693275286,833.33333333333326,0,1329.3540018033727,430.29479999999995,6000,0.42720000000000002,823.76126932752868,0,0,0,8977.592928101878,535.73275281672022,0,2790.8554164914558,0
2025-02-01,00:40-00:50,2025-02-01 00:50:00,5,6,星期六,2,32,1270.2224450402464,833.33333333333326,0,1343.5270502677392,424.41058333333331,6000,0.42709999999999998,833.33333333333326,0,0,12.47852837357982,9727.592928101878,542.51200627668925,0,2802.3829613387907,0
2025-02-01,00:50-01:00,2025-02-01 01:00:00,6,6,星期六,2,32,546.42339093153907,833.33333333333326,0,1325.8902858774759,406.05166666666662,6000,0.42849999999999999,140.37172426487246,0,0,0,9853.9274799402629,234.14242301416448,0,2822.8890444501394,0
2025-02-01,01:00-01:10,2025-02-01 01:10:00,7,6,星期六,2,32,480.97306082545731,833.33333333333326,32.582657483693879,1307.7725134541224,436.75018333333333,6000,0.43109999999999998,44.222877492123985,0,0,0,9893.7280696831749,207.34748652185465,0,2850.0591894515946,0
2025-02-01,01:10-01:20,2025-02-01 01:20:00,8,6,星期六,2,32,472.69977325766718,833.33333333333326,34.934117215583797,1264.9437874535088,451.79768333333328,6000,0.43020000000000003,20.902089924333893,0,0,0,9912.5399506150752,203.35544245544844,0,2850.7179824333621,0
2025-02-01,01:20-01:30,2025-02-01 01:30:00,9,6,星期六,2,32,544.4974081853909,833.33333333333326,0,1228.8168688597784,446.07999999999998,6000,0.4279,98.417408185390912,0,0,0,10001.115617981926,232.99044096252877,0,2810.8951300933204,0
2025-02-01,01:30-01:40,2025-02-01 01:40:00,10,6,星期六,2,32,483.60682841845767,833.33333333333326,31.887924121550441,1219.6149947104036,471.76633333333331,6000,0.43120000000000003,11.84049508512436,0,0,0,10011.772063558537,208.53126441403896,0,2957.5996485426595,0
2025-02-01,01:40-01:50,2025-02-01 01:50:00,11,6,星期六,2,32,480.49109799211124,833.33333333333326,35.770987644918819,1229.9777128644616,448.02596666666665,6000,0.43330000000000002,32.465131325444588,0,0,0,10040.990681751438,208.1967927599818,0,2968.5777511896463,0
2025-02-01,01:50-02:00,2025-02-01 02:00:00,12,6,星期六,2,32,531.21686876479544,833.33333333333326,0,1206.9236917809874,397.40333333333331,6000,0.43109999999999998,133.81353543146213,0,0,0,10161.422863639755,229.0075921245033,0,2948.251041919948,0
2025-02-01,02:00-02:10,2025-02-01 02:10:00,13,6,星期六,2,32,514.05017719424723,833.33333333333326,25.820259407957906,1162.6551416571308,434.0906333333333,6000,0.42930000000000001,79.959543860913925,0,0,0,10233.386453114577,220.68174106949033,0,3020.6381312451317,0
2025-02-01,02:10-02:20,2025-02-01 02:20:00,14,6,星期六,2,32,535.65258406070802,833.33333333333326,13.444349574760054,1200.2801314017424,490.56091666666663,6000,0.43240000000000001,45.091667394041394,0,0,0,10273.968953769214,231.61617734785014,0,3077.5496911390037,0
