date,total_cost,emergency,adjustment_cost,peak_net,initial_soc,pv_update_mae_kw,median_cost_distance
2025-02-01,23146.754644370194,4.686804742999755,-1264.2662880458129,580.8233333333333,10009.017713518522,148.8545837962964,19403.35711224607
2025-02-02,55860.02314103396,0.0,-1521.5266584143722,1050.2641833333332,10721.601107016337,226.5928819444446,13309.911384417697
2025-02-03,56686.28676726518,0.0,-2176.9884743212738,1038.5457999999999,10669.635519003581,308.3949381944446,14136.175010648913
2025-02-04,58311.47276756691,24.517754789719334,-2359.967638499287,1024.5981666666667,10498.355804268944,328.7760048611112,15761.361010950648
2025-02-05,55382.36672942427,0.0,-743.7369002031936,1055.5136499999999,10574.403751752194,188.79766527777787,12832.254972808005
2025-02-06,56897.528117906426,2.3899974564961894,-2908.5275328316366,1047.8633833333333,10345.74341157269,475.50070416666654,14347.416361290161
2025-02-07,22700.65810934581,0.399566487322943,-1343.3923434048752,536.0374499999999,10237.165931433612,340.0856381944445,19849.453647270453
2025-02-08,19424.819729022955,22.177480969572017,456.9583635613517,535.145,10314.223632630368,290.8839340277779,23125.29202759331
2025-02-09,54798.62218265019,6.5488600681065705,-1055.1536761141615,1023.1360500000001,10094.100197088657,262.5224138888889,12248.510426033929
2025-02-10,51681.68171808598,0.0,-1815.2384253726918,1033.9102666666665,9887.979820830851,277.7015118055555,9131.569961469715
2025-02-11,52216.040827402074,91.74658401201715,-2110.355472564942,1018.9183333333333,9979.569584383107,391.42125601851853,9665.929070785809
2025-02-12,52456.123863088535,113.84777679032457,-1967.2433765650817,1033.9135999999999,9678.009088371333,344.76183472222215,9906.01210647227
2025-02-13,48558.675085320094,0.0,-799.1763465095881,1032.6516,9831.377852825686,316.6255502314816,6008.563328703829
2025-02-14,19672.30397549277,43.44710836859235,57.955583211305985,559.76725,10037.484195655923,420.77814930555564,22877.807781123494
2025-02-15,19624.644521469112,19.58409653246582,-470.74769115578675,547.6416666666667,10166.23009402769,382.4225356481481,22925.467235147153
2025-02-16,53229.99588379393,139.7826297397602,-827.073290692647,1062.0898166666666,9685.250153602832,512.9039590277777,10679.884127177662
2025-02-17,50253.74969963993,45.40660708453529,-2611.652538094421,1035.72535,9612.794360516818,706.9161284722221,7703.637943023663
2025-02-18,48607.19522816917,26.138580235247662,1724.488163648159,1050.4096166666666,9747.685695707249,267.67333842592575,6057.083471552905
2025-02-19,48943.9239758432,18.27280248579416,1247.6778665349593,1029.7483333333332,9992.105967462654,177.07808078703707,6393.812219226937
2025-02-20,48609.66941682252,18.972947874165357,-909.1981387157873,1037.1063666666666,9609.491638648422,277.54749537037037,6059.557660206257
2025-02-21,18344.440957795414,4.240720805230183,460.9876184413827,555.7010833333333,9899.84163368015,265.62994560185166,24205.67079882085
2025-02-22,18545.841469360083,43.17616790344863,90.63097337696077,583.6283333333333,10111.004678215297,175.03699675925932,24004.270287256182
2025-02-23,48894.287614132445,107.94068317343071,-124.57200378819901,1033.6255666666666,10073.598966874457,286.88876319444455,6344.17585751618
2025-02-24,46861.28853356091,41.6627614326776,-457.65625441920264,1063.8215500000001,9714.563447559749,468.0844340277777,4311.176776944645
2025-02-25,46137.22462591624,69.65405712382824,-1836.3421989623055,1036.7745333333332,9857.68497223503,516.6403548611111,3587.1128692999773
2025-02-26,46363.451675644814,11.868234717934456,2917.044490896523,1039.9668,9846.019658983909,261.3845284722221,3813.339919028549
2025-02-27,44848.80669526384,53.14701886562405,172.16652807056585,1055.2393166666666,10074.30723991932,177.48403657407414,2298.6949386475753
2025-02-28,17778.149085599653,12.491090732080124,135.0851483074699,526.1417833333333,9856.097284641657,225.02464999999984,24771.962671016612
2025-03-01,19277.770724709622,8.851291346109178,-170.43215420191424,537.605,10095.390770411714,588.2245291666667,23272.341031906642
2025-03-02,50731.54928243934,61.879974918870104,-157.87112819369756,1062.5473166666666,10005.611998661618,287.14931875,8181.437525823072
2025-03-03,50740.5953410428,40.982659705906826,-1574.9464817872404,1040.4258833333333,9683.067098618343,503.69979166666667,8190.483584426533
2025-03-04,46479.5159234981,18.218869866656938,463.7105624144611,1009.99005,9718.266827333133,232.32005902777797,3929.4041668818318
2025-03-05,45835.66111183261,2.8335971909846407,-1450.014888583807,1039.6322166666666,9772.959512494355,403.4502076388891,3285.549355216346
2025-03-06,43863.34165916374,0.0,-90.59498509522042,1069.63015,9839.895187633205,167.020175,1313.2299025474786
2025-03-07,17719.70700163976,0.0,-496.93617796117576,495.9816666666666,9981.83589979396,447.03788125000005,24830.404754976506
2025-03-08,16643.540901638713,21.99848554317134,222.5062917094768,537.6133333333332,10273.496182265444,189.726200925926,25906.57085497755
2025-03-09,44671.549467833815,401.07592921143777,-1363.68332207708,997.9846,10189.70139489172,588.9486152777779,2121.43771121755
2025-03-10,45939.59844170773,251.97486556724652,1684.4280255815574,1009.9508999999999,9939.090729117985,134.04348356481503,3389.4866850914623
2025-03-11,44058.16446941687,150.1757896799282,4771.793793541885,1016.0025999999999,9875.738221945718,519.5445361111113,1508.052712800607
2025-03-12,42545.51383288602,36.692355136844185,-1611.0778999291633,1017.9089666666666,10081.488549812828,456.3278118055554,4.597923730245384
2025-03-13,45122.35827609758,108.09558260065165,542.664214607713,1007.3714166666666,9669.376408881551,302.587481712963,2572.246519481312
2025-03-14,16537.978185614986,11.90777668337612,296.0246153150417,496.715,9766.121804763012,317.8252444444447,26012.13357100128
2025-03-15,16526.169195527636,89.64505098322051,389.11031987059897,576.6216666666667,10277.354492261273,188.38974930555554,26023.94256108863
2025-03-16,43404.78732086801,31.873688626972864,315.2433024215615,1005.1957833333332,9654.122392312214,294.9547597222224,854.6755642517455
2025-03-17,38950.91746841517,36.14175670036025,-715.0653055613822,998.8702333333333,10006.109520921389,431.3720125,3599.1942882010917
2025-03-18,43072.65866324258,1.096201313579627,-2507.2600357043375,996.54755,10151.731292740675,552.900729861111,522.5469066263177
2025-03-19,40528.08381755018,0.0,2113.326955716495,996.7119166666666,10043.776342408348,406.17871944444454,2022.0279390660871
2025-03-20,42648.51770299928,160.76190994140939,-792.4362601531734,973.09075,10328.72132635067,505.2676819444445,98.40594638301263
2025-03-21,15788.732436783497,34.61189065740689,-85.77878924439669,494.82499999999993,9909.019440070535,618.8776958333334,26761.37931983277
2025-03-22,16230.078109860951,22.48910116749329,-202.7704336510462,581.2366666666667,10011.942106645458,285.52553402777784,26320.033646755313
2025-03-23,41490.95259155751,61.189715130453465,-2214.84914345583,979.9608000000001,10387.091850395385,403.0699034722222,1059.159165058758
2025-03-24,39890.533323779426,7.068844610164547,-1482.9129618278873,978.32305,9882.77258453586,321.8921930555555,2659.578432836839
2025-03-25,42554.70968034651,9.486455595608959,-2944.089798505322,956.1431833333332,10054.00955229481,719.4968784722223,4.597923730245384
2025-03-26,38158.31072136719,42.77105799476942,-1140.9479925251226,940.3994333333333,9785.349143604228,463.31660717592604,4391.801035249075
2025-03-27,40213.39325189573,5.52445509169403,-1960.7702514045366,929.2446,10031.103528045092,397.10752199074074,2336.718504720535
2025-03-28,15800.04296284288,8.56776404109553,-67.521886546017,508.0322166666666,9749.615727000997,511.51721041666656,26750.068793773386
2025-03-29,15326.449228101825,28.16862327428329,488.8001007776044,569.365,10289.869333507737,310.69053611111116,27223.66252851444
2025-03-30,39342.6531105414,182.48087619115228,-1931.4158592082802,952.57735,9851.22080831122,704.6614902777777,3207.4586460748615
2025-03-31,38270.811137818084,63.27170570899386,2174.2024324882623,954.7980166666667,9889.505864220033,383.6993833333333,4279.300618798181
2025-04-01,41685.871406686434,17.32337154961192,-2665.598544197639,950.7871333333333,10134.875426848212,435.8527032407407,864.2403499298307
2025-04-02,40961.51940641218,14.79376773337987,-439.0648299637942,921.5740666666667,9562.404934720435,203.07191203703704,1588.5923502040823
2025-04-03,40648.28328224957,15.124967582267004,-2795.423407198712,925.4916499999999,9853.851156093357,470.89633263888896,1901.8284743666954
2025-04-04,14729.644489294373,0.0,-69.87945709175877,503.50333333333333,9620.684458747579,299.5410178240739,27820.467267321892
2025-04-05,14532.803781669743,31.74005165148708,212.56236887198918,550.855,10177.276940190122,325.02848263888893,28017.30797494652
2025-04-06,38034.20043246962,15.609215626527202,-2425.0184490273664,878.86435,9770.180479952247,414.0602652777777,4515.9113241466475
2025-04-07,35903.7617333963,5.668176943944104,228.8999264761543,881.9106000000002,9211.216808583935,508.98691805555546,6646.350023219966
2025-04-08,39232.53314158719,35.97854974804517,-2924.069575765672,925.9202499999999,9755.389753026926,465.78367476851844,3317.5786150290733
2025-04-09,39591.57416237449,0.0,-1316.6085245576637,903.8649166666667,9083.360391154165,325.6772249999999,2958.537594241774
2025-04-10,38443.82926421335,111.69831217813513,-1758.1996419732961,884.9011,9195.14925442636,301.1902833333332,4106.282492402912
2025-04-11,14308.355749637914,46.400714174255555,402.08728689658307,493.1533333333333,9526.960950282886,340.74757407407407,28241.75600697835
