date,slot,timestamp,node_hour,net_kwh,load_kw,pv_kw,grid,charge_cap,discharge_cap,price,charge,discharge,emergency,spill,soc,g0,initial_soc,adjustment_cost,lag_observation,planned_cost,emergency_cost,total_cost
2025-01-05,0,2025-01-05 00:10:00,0,624.85224999999991,3749.1134999999999,0,0,0,0,0.42480000000000001,0,0,624.85224999999991,0,6000,0,6000,0,599.25,0,1327.1861789999998,1327.1861789999998
2025-01-05,1,2025-01-05 00:20:00,0,622.42073333333326,3734.5243999999998,0,0,0,0,0.42449999999999999,0,0,622.42073333333326,0,6000,0,6000,0,624.85224999999991,0,1321.0880064999999,1321.0880064999999
2025-01-05,2,2025-01-05 00:30:00,0,635.44333333333327,3812.6599999999999,0,0,0,0,0.4269,0,0,635.44333333333327,0,6000,0,6000,0,622.42073333333326,0,1356.353795,1356.353795
2025-01-05,3,2025-01-05 00:40:00,0,633.60383333333334,3801.623,0,0,0,0,0.42720000000000002,0,0,633.60383333333334,0,6000,0,6000,0,635.44333333333327,0,1353.377788,1353.377788
2025-01-05,4,2025-01-05 00:50:00,0,620.4684166666666,3722.8105,0,0,0,0,0.42709999999999998,0,0,620.4684166666666,0,6000,0,6000,0,633.60383333333334,0,1325.0103037916665,1325.0103037916665
2025-01-05,5,2025-01-05 01:00:00,0,616.5916666666667,3699.5500000000002,0,0,0,0,0.42849999999999999,0,0,616.5916666666667,0,6000,0,6000,0,620.4684166666666,0,1321.0476458333335,1321.0476458333335
2025-01-05,6,2025-01-05 01:10:00,0,637.84843333333333,3827.0906,0,0,0,0,0.43109999999999998,0,0,637.84843333333333,0,6000,0,6000,0,616.5916666666667,0,1374.8822980499999,1374.8822980499999
2025-01-05,7,2025-01-05 01:20:00,0,652.15113333333329,3912.9068000000002,0,0,0,0,0.43020000000000003,0,0,652.15113333333329,0,6000,0,6000,0,637.84843333333333,0,1402.7770878000001,1402.7770878000001
2025-01-05,8,2025-01-05 01:30:00,0,642.98833333333323,3857.9299999999998,0,0,0,0,0.4279,0,0,642.98833333333323,0,6000,0,6000,0,652.15113333333329,0,1375.6735391666664,1375.6735391666664
2025-01-05,9,2025-01-05 01:40:00,0,623.88959999999997,3743.3375999999998,0,0,0,0,0.43120000000000003,0,0,623.88959999999997,0,6000,0,6000,0,642.98833333333323,0,1345.1059776,1345.1059776
2025-01-05,10,2025-01-05 01:50:00,0,617.56663333333336,3705.3998000000001,0,0,0,0,0.43330000000000002,0,0,617.56663333333336,0,6000,0,6000,0,623.88959999999997,0,1337.9581111166667,1337.9581111166667
2025-01-05,11,2025-01-05 02:00:00,0,640.07833333333326,3840.4699999999998,0,0,0,0,0.43109999999999998,0,0,640.07833333333326,0,6000,0,6000,0,617.56663333333336,0,1379.6888474999998,1379.6888474999998
2025-01-05,12,2025-01-05 02:10:00,0,685.19200000000001,4111.152,0,0,0,0,0.42930000000000001,0,0,685.19200000000001,0,6000,0,6000,0,640.07833333333326,0,1470.7646280000001,1470.7646280000001
2025-01-05,13,2025-01-05 02:20:00,0,695.57833333333338,4173.4700000000003,0,0,0,0,0.43240000000000001,0,0,695.57833333333338,0,6000,0,6000,0,685.19200000000001,0,1503.8403566666666,1503.8403566666666
2025-01-05,14,2025-01-05 02:30:00,0,680.66666666666663,4084,0,0,0,0,0.43669999999999998,0,0,680.66666666666663,0,6000,0,6000,0,695.57833333333338,0,1486.2356666666665,1486.2356666666665
2025-01-05,15,2025-01-05 02:40:00,0,701.01103333333333,4206.0662000000002,0,0,0,0,0.43480000000000002,0,0,701.01103333333333,0,6000,0,6000,0,680.66666666666663,0,1523.9979864666666,1523.9979864666666
2025-01-05,16,2025-01-05 02:50:00,0,706.62255000000005,4239.7353000000003,0,0,0,0,0.4335,0,0,706.62255000000005,0,6000,0,6000,0,701.01103333333333,0,1531.6043771250002,1531.6043771250002
2025-01-05,17,2025-01-05 03:00:00,0,680.65333333333331,4083.9200000000001,0,0,0,0,0.43569999999999998,0,0,680.65333333333331,0,6000,0,6000,0,706.62255000000005,0,1482.8032866666663,1482.8032866666663
2025-01-05,18,2025-01-05 03:10:00,0,663.01129999999989,3978.0677999999998,0,0,0,0,0.43740000000000001,0,0,663.01129999999989,0,6000,0,6000,0,680.65333333333331,0,1450.0057130999999,1450.0057130999999
